POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA4571,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,10,4,18,0,4,0,5,0,0,45,4,0,6,0,0,0,6,0,0,15,6,0,3,0,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,3,11,0,4,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,28,39,10,3,4,9,16,3,141,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
POA4572,5,9,0,0,0,0,0,4,0,11,4,12,3,0,5,0,0,0,0,24,33,37,63,6,7,11,12,12,6,193,32,11,64,4,6,0,0,11,0,128,0,3,4,0,0,3,0,3,0,20,3,56,0,11,0,0,0,0,4,88,4,25,0,6,0,0,0,0,0,42,52,39,8,12,9,22,3,9,0,160,5,15,3,24,0,3,3,8,0,60,6,3,7,0,0,0,0,0,0,23,7,0,15,0,3,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,3,0,7,3,0,4,0,0,0,21,165,215,180,73,40,46,31,53,13,814,0,4,0,6,6,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,14,3,4,4,0,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6
POA4573,23,57,9,4,5,8,0,10,3,121,39,58,15,6,5,11,3,6,0,146,184,222,520,46,47,55,87,89,16,1264,175,61,565,15,21,18,39,98,7,995,30,39,69,7,5,8,13,24,5,204,34,261,17,60,13,6,3,9,4,412,42,198,9,29,10,3,6,4,0,318,300,247,53,46,69,102,24,38,14,907,68,129,28,127,23,30,16,41,8,467,23,78,24,15,8,18,4,14,0,177,51,12,118,17,4,22,21,20,3,272,0,0,4,0,0,0,0,0,0,8,14,16,16,8,3,5,5,6,0,90,23,11,41,13,0,11,5,22,33,157,1013,1388,1489,396,216,301,246,379,96,5522,17,50,14,12,19,12,0,9,0,124,6,16,3,0,11,5,0,3,0,46,4,20,4,10,3,7,3,7,0,56,8,35,16,8,12,9,0,0,5,93,9,21,15,6,6,7,4,8,0,77
POA4574,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,9,5,32,0,6,0,17,3,0,71,12,3,17,0,0,0,4,3,0,40,7,5,3,0,0,0,0,3,0,23,0,10,0,4,0,0,0,0,0,11,3,6,0,0,0,0,0,0,0,14,5,5,3,0,0,0,0,0,0,22,0,7,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,11,51,29,69,7,12,6,27,10,7,221,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,11
POA4575,27,55,19,4,7,10,3,0,0,126,30,55,15,6,4,6,9,3,0,124,177,198,479,34,56,37,80,86,18,1160,156,26,481,6,31,21,46,82,8,858,13,17,27,3,5,10,8,27,0,101,23,398,9,66,6,15,0,10,8,539,32,131,13,14,0,7,8,11,0,213,265,198,43,31,72,81,28,44,15,779,52,95,25,81,21,27,13,24,8,344,23,45,16,11,8,3,4,3,0,114,34,0,80,12,3,22,17,25,3,185,0,0,3,0,0,0,0,0,0,7,11,10,14,3,10,6,5,9,0,61,21,16,37,13,5,7,16,16,24,153,855,1245,1250,282,221,253,229,360,74,4777,14,43,17,14,25,9,0,0,0,132,3,8,0,3,3,0,0,0,0,24,14,17,13,7,3,3,10,4,0,72,3,17,11,0,6,4,0,6,0,54,3,8,4,5,3,8,0,4,0,41
POA4580,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,9,52,0,4,9,24,7,6,124,7,0,38,0,0,6,5,7,0,64,6,6,6,0,3,0,3,4,0,24,0,10,4,3,0,0,0,0,0,21,0,7,0,0,3,0,0,0,0,12,4,5,0,0,0,4,3,4,0,25,0,0,0,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,3,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,9,4,23,45,37,106,20,16,26,45,39,9,348,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4
POA4581,4,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,11,6,22,3,0,0,8,15,3,64,6,3,16,0,0,0,0,5,0,27,5,6,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,7,6,0,8,4,0,0,0,0,0,29,4,0,3,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,8,4,0,14,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,3,12,43,32,65,12,6,10,8,26,5,215,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
POA4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,0,0,0,4,0,0,28,5,0,11,0,0,0,0,6,0,18,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,7,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,19,4,33,0,4,6,8,8,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
POA4601,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,11,0,22,0,0,0,4,8,0,45,4,0,8,0,0,0,0,0,0,11,14,3,0,0,0,0,0,8,4,28,0,4,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,43,8,34,3,0,4,7,22,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,4,4,0,0,0,0,21
POA4605,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,28,4,56,4,0,4,16,17,0,126,8,0,22,0,0,0,3,10,0,49,16,0,4,0,0,0,6,3,0,34,0,11,0,3,0,0,0,0,0,19,3,13,0,4,4,0,0,0,0,29,5,6,0,3,0,0,0,0,0,23,4,8,0,15,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,3,8,0,24,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,3,3,0,24,80,55,95,41,5,8,45,54,0,388,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,3,0,6,0,17
POA4606,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,16,3,45,0,0,0,13,11,3,92,4,0,19,0,0,0,8,0,0,35,8,3,4,0,0,0,3,3,0,22,0,8,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,12,11,7,0,0,0,0,3,3,0,22,0,0,0,11,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,11,0,7,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,12,45,37,75,17,5,12,32,24,8,263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
POA4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,4,6,0,34,3,0,3,3,0,0,5,0,0,14,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,7,18,11,27,10,0,4,19,9,3,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA4610,7,11,9,3,0,0,0,0,0,30,3,16,10,0,0,3,0,8,0,43,105,47,380,9,21,21,89,91,14,772,33,0,96,3,4,8,23,35,4,207,43,18,14,4,3,5,13,41,0,141,12,56,0,20,6,0,0,0,0,98,16,51,3,7,0,0,5,0,0,95,58,28,25,20,18,24,21,32,3,223,15,33,6,52,3,0,8,17,0,143,0,0,4,0,0,3,0,3,0,16,15,0,27,8,0,3,17,28,0,96,0,0,0,0,0,0,0,0,0,0,7,3,9,9,0,3,0,0,6,33,17,0,22,0,0,9,4,17,11,84,326,270,598,136,63,85,191,287,45,1997,8,11,8,4,4,0,0,3,0,42,0,0,0,0,6,0,0,3,0,7,4,3,9,0,3,0,0,11,0,34,0,0,3,0,8,3,0,0,0,17,17,7,0,6,7,4,0,14,0,62
POA4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,10,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,15,4,3,3,0,0,11,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
POA4614,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,3,10,0,33,0,0,6,0,0,0,3,4,0,13,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,12,27,8,8,0,10,14,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4615,4,7,4,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,7,21,13,120,8,0,4,28,24,11,232,11,0,23,4,0,6,22,16,4,74,16,0,5,6,0,0,3,16,0,39,0,12,0,5,0,0,0,0,0,26,4,19,0,0,0,0,0,0,0,27,21,3,0,5,9,6,8,6,0,52,3,12,0,10,3,0,0,5,0,40,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,7,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,17,6,4,13,0,0,0,0,13,7,36,83,69,180,38,20,23,75,96,22,605,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,3,0,21
POA4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,3,15,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4621,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,32,0,0,0,15,8,0,65,5,0,7,0,0,0,3,0,0,17,7,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,0,5,0,9,0,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,6,16,36,5,49,4,0,3,27,25,11,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
POA4625,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,9,13,0,37,0,0,3,16,20,5,96,11,0,11,0,0,0,0,4,0,30,23,0,0,0,0,0,0,11,0,39,7,8,0,6,0,0,0,3,0,19,3,11,0,0,0,0,0,4,0,17,3,0,0,0,8,0,4,5,0,23,0,0,0,4,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,4,0,0,0,0,0,5,12,5,24,62,29,64,15,8,5,30,73,8,297,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
POA4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,30,0,0,0,11,12,0,78,4,0,7,0,0,0,3,3,0,24,17,4,0,0,0,0,4,9,0,35,4,5,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,5,0,12,11,0,5,0,0,0,0,13,0,36,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,3,0,19,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,3,30,74,20,52,4,11,4,18,71,12,269,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,3,4,0,0,4,0,20
POA4627,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,4,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,11,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,8,28,6,12,5,5,0,8,10,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9
POA4630,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,4,40,0,0,0,18,11,3,104,4,0,18,0,0,0,3,3,0,36,27,3,3,0,0,0,5,8,0,47,0,5,0,7,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,6,3,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,0,3,5,28,81,21,75,12,3,5,37,34,10,273,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,3,0,21
POA4650,3,8,0,0,3,0,6,0,0,21,9,12,20,3,5,5,4,14,0,70,147,71,692,38,51,38,196,145,27,1394,73,3,227,10,13,11,33,62,8,440,24,19,35,3,7,11,33,46,5,182,13,85,6,30,4,0,4,3,0,146,21,124,5,10,5,4,7,0,5,177,95,46,39,35,68,52,43,38,4,409,21,52,18,170,18,19,15,25,0,333,0,17,13,4,0,10,6,5,0,48,22,4,75,18,6,14,26,32,0,196,0,0,0,0,0,0,0,0,0,3,6,5,10,9,0,6,17,11,5,72,16,9,27,12,5,12,29,44,31,186,448,443,1164,350,180,179,417,419,89,3697,9,8,5,8,8,3,0,0,0,40,4,8,0,0,6,0,0,0,0,17,11,12,8,4,10,3,9,15,0,73,4,3,5,0,6,0,0,5,0,22,0,7,9,9,9,12,3,17,0,60
POA4655,15,20,23,11,5,0,0,6,0,83,34,47,29,13,14,9,7,16,0,170,224,212,944,91,66,89,242,206,33,2103,144,29,571,43,17,37,69,133,18,1055,30,13,80,13,10,10,29,58,4,258,24,518,19,126,12,7,7,13,5,737,42,252,7,20,3,3,10,8,9,353,221,136,71,87,83,116,53,71,13,847,44,106,31,341,31,27,32,48,5,673,8,34,29,13,7,13,4,16,0,120,55,3,185,45,7,42,40,73,0,455,0,0,3,0,0,0,0,0,0,4,12,17,37,21,0,8,19,22,0,149,24,17,66,31,3,22,33,36,47,277,880,1414,2101,854,262,384,556,699,136,7290,9,46,24,24,7,4,0,5,3,124,8,9,0,9,11,3,0,3,0,41,8,12,12,14,10,9,6,28,0,101,6,15,5,5,17,3,0,5,0,49,3,17,9,15,15,12,0,18,0,98
