POA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA2784,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,14,0,23,0,0,0,0,4,0,0,0,0,0,4,29,0,35,0,0,0,0,3,0,0,0,0,0,4,12,0,16,0,0,0,0,3,0,4,0,0,4,6,10,0,21,0,0,0,4,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,7,0,8,3,5,0,19,3,0,3,0,0,0,8,0,0,8,5,13,0,27,4,11,11,0,7,0,27,4,3,9,9,3,0,22,4,0,5,5,0,0,9,0,0,0,0,7,0,11,0,0,0,3,7,5,16,24,18,50,47,121,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,10,0,0,6,3
POA2785,5,0,6,4,8,0,17,0,0,5,4,17,0,27,0,0,7,0,19,0,22,0,0,3,3,10,0,15,0,0,13,13,54,4,85,0,0,0,0,7,0,8,0,0,10,4,15,0,28,0,0,10,5,19,0,37,0,0,4,7,16,0,30,0,0,6,9,5,0,12,8,0,13,3,4,0,28,0,0,9,4,0,0,15,32,0,44,7,0,0,91,3,0,14,3,9,0,30,10,6,23,19,17,0,68,35,6,22,8,9,0,77,27,5,25,5,14,3,80,10,0,12,6,15,0,38,4,0,5,0,9,0,20,0,0,6,4,16,4,28,126,24,235,96,255,19,756,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,7,4,5,0,14,0,0,0,0,0,0,0,3,0,5,3,5,0,19,0,0,0,3,5,0,11,5,0,18,6,13,3,38,4,0,24,3
POA2786,0,0,0,0,5,0,4,0,0,0,0,3,0,5,0,0,4,0,3,0,8,0,0,0,5,0,0,4,0,0,4,0,16,0,19,0,0,0,0,5,0,3,0,0,10,0,5,5,12,4,0,0,3,8,0,10,0,0,0,0,7,0,9,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,19,6,0,0,3,4,0,8,6,5,3,6,3,0,19,9,0,6,0,0,0,15,5,0,6,3,7,0,19,0,0,6,0,6,0,9,0,0,0,0,3,0,3,4,0,0,0,3,0,9,31,8,64,29,75,6,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,13,0,0,0,0
POA2787,5,0,9,6,77,3,103,0,0,0,0,5,0,6,4,0,16,10,126,14,167,0,0,0,4,4,0,8,4,0,12,0,83,3,101,0,0,0,0,8,5,15,4,0,4,0,11,0,15,0,0,0,0,12,3,16,0,0,0,0,12,0,20,0,0,0,0,5,0,4,3,0,0,0,0,5,12,0,0,0,0,0,0,6,5,0,9,5,4,0,20,0,0,0,5,7,0,13,0,0,5,11,38,0,65,3,0,9,0,4,0,20,3,0,12,4,4,4,29,0,0,0,0,6,0,5,0,4,0,0,22,0,23,0,0,0,3,28,17,46,32,4,82,61,463,46,686,3,0,13,5,16,3,42,0,0,0,0,0,0,0,0,0,7,3,13,4,29,0,0,0,0,3,0,3,0,0,0,0,5,0,6,0,0,3,0,4,0,9,0,0,8,0,13,4,31,0,0,4,7
POA2790,4,0,10,8,23,3,52,6,4,8,36,288,10,351,8,0,8,9,117,5,144,5,0,7,31,75,0,120,0,4,11,22,215,12,255,3,0,5,8,32,3,49,4,5,14,22,69,0,113,8,0,11,19,71,6,109,5,0,10,15,83,11,122,0,0,6,0,3,0,15,3,0,14,6,7,0,19,0,0,0,3,15,0,22,10,5,34,12,23,3,82,3,0,5,0,35,0,50,12,7,26,47,112,6,213,16,7,39,6,13,0,81,13,8,39,11,31,4,110,0,0,9,4,26,0,42,0,0,6,6,87,7,103,0,0,6,7,56,13,82,99,30,268,272,1368,88,2127,0,3,12,0,14,4,28,0,6,4,0,4,0,11,0,0,5,4,15,0,32,0,0,3,0,8,0,10,3,0,5,4,20,5,44,4,0,5,7,8,0,23,8,0,16,21,87,7,144,0,0,18,29
POA2791,0,0,0,3,10,0,13,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,32,4,48,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
POA2792,3,0,6,8,8,0,27,0,0,0,0,5,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,9,10,39,3,68,0,0,4,0,4,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2793,0,0,12,8,19,3,44,0,0,0,0,5,0,5,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,6,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,5,0,5,0,0,16,20,61,9,114,0,0,9,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,8,0,0,0,0
POA2794,3,3,28,23,126,17,203,0,0,0,3,16,0,26,5,0,5,3,88,12,117,0,0,3,0,30,3,33,0,0,8,6,161,4,177,0,0,9,6,47,3,59,0,0,9,8,53,9,70,0,0,10,8,31,6,49,0,0,0,0,50,4,59,0,0,4,0,4,0,10,0,0,5,3,0,0,12,0,0,0,9,5,0,12,3,0,15,5,11,0,38,0,0,4,0,15,0,17,4,0,17,22,45,3,98,12,7,30,6,13,0,59,3,0,24,12,39,6,92,0,0,0,0,5,0,11,0,0,5,3,62,6,70,3,0,0,4,33,11,52,36,17,177,124,845,86,1277,0,6,23,16,25,8,77,0,0,0,0,0,0,0,0,0,3,4,21,3,24,0,0,0,0,4,0,6,0,0,0,7,6,0,20,0,0,0,7,15,0,19,0,0,8,10,83,11,117,0,0,4,7
POA2795,27,10,59,46,202,16,353,6,4,28,22,207,0,259,24,15,103,78,552,21,790,7,0,28,31,88,6,155,11,9,57,82,962,25,1147,0,0,3,9,115,3,131,18,7,88,48,214,13,383,14,0,57,31,153,14,259,11,7,26,30,219,10,304,5,0,27,11,32,0,79,10,0,35,27,23,0,103,0,0,23,17,29,0,80,60,11,115,41,79,3,303,12,6,17,16,92,4,141,45,42,197,156,338,15,794,134,58,230,42,85,10,556,94,29,174,72,171,14,556,8,6,25,8,37,0,79,10,0,32,19,244,0,305,8,0,27,22,154,37,253,491,191,1345,805,3991,197,7023,3,10,38,28,52,6,148,0,0,5,0,12,0,19,12,0,44,38,116,12,224,5,0,16,8,15,0,49,6,0,27,40,78,9,164,0,0,3,15,32,3,50,17,12,83,71,283,13,484,17,0,55,50
POA2797,0,0,0,3,9,0,12,0,0,0,0,7,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,8,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,44,4,56,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
POA2798,4,0,11,0,30,0,51,0,4,7,8,34,0,56,0,0,3,0,8,0,16,0,0,0,0,7,0,6,0,0,4,0,40,0,49,0,0,4,0,7,0,13,0,0,4,3,10,0,14,0,0,4,3,0,0,8,0,0,0,0,3,0,9,0,0,4,0,0,0,3,0,0,3,0,0,0,6,0,0,0,3,3,0,7,4,4,7,6,3,0,26,0,4,0,0,0,0,6,5,0,15,16,6,0,40,0,3,10,0,0,0,20,0,0,17,9,4,0,32,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,7,0,11,25,19,99,50,189,14,385,0,0,8,10,7,0,34,0,0,3,0,4,0,3,3,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,8,0,0,0,13,7,0,22,0,0,4,4
POA2799,0,0,20,10,21,8,56,0,0,0,6,82,0,92,0,0,4,6,63,0,71,0,0,0,0,16,0,18,0,0,0,3,79,0,86,0,0,0,0,12,0,16,0,0,6,0,23,0,37,0,0,0,3,6,0,14,0,0,4,5,18,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,9,0,18,0,0,0,0,6,0,10,3,0,4,12,29,0,43,4,5,13,4,3,0,31,5,0,8,9,15,0,35,0,0,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,21,4,20,17,12,67,58,432,17,602,0,0,8,7,10,3,28,0,0,0,0,3,0,10,0,0,0,3,12,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,6,0,11,0,0,8,5,25,0,36,0,0,4,3
POA2800,19,5,108,51,145,15,345,56,9,147,73,590,20,894,26,8,75,72,331,17,519,4,3,14,18,87,0,124,15,5,70,76,986,9,1160,12,3,27,20,145,4,214,25,9,70,53,243,19,408,16,4,60,87,153,12,322,9,7,23,26,156,10,226,4,0,24,5,17,3,50,28,4,49,28,15,8,133,4,3,19,16,55,3,101,73,22,207,60,81,3,448,7,5,26,19,78,13,147,98,30,176,129,200,14,644,101,38,231,49,69,12,500,183,39,350,121,222,28,948,0,0,9,10,21,0,43,16,3,37,32,291,6,387,7,4,25,24,134,39,236,681,184,1764,981,4002,216,7830,13,8,51,34,42,8,153,13,6,66,26,63,0,176,8,7,54,40,62,4,176,0,0,3,4,12,0,20,0,0,30,36,73,13,155,0,3,15,7,37,0,62,17,8,105,72,285,15,498,22,0,60,80
POA2803,3,0,5,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,21,0,39,0,0,3,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2804,0,0,24,13,72,9,119,0,0,0,0,15,0,20,0,0,3,0,21,0,23,0,0,0,0,10,0,11,0,0,0,6,38,0,43,0,0,0,0,9,0,12,0,0,4,3,8,0,14,0,0,3,0,0,0,3,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,8,0,0,0,0,3,0,3,0,0,4,3,10,0,17,0,0,12,0,3,0,14,5,0,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,4,16,0,23,0,0,0,0,7,0,10,6,3,66,46,235,16,365,0,5,19,11,24,4,58,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,8,8,12,8,33,0,0,0,0
POA2805,0,0,11,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,12,37,0,54,0,0,0,7,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2806,0,0,3,8,34,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,5,3,0,9,13,82,7,111,0,0,8,6,7,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
POA2807,0,0,3,5,17,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,29,0,45,0,0,5,3,5,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2809,0,0,8,3,8,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2810,0,0,27,16,99,10,156,0,0,0,0,9,0,10,0,0,3,0,15,0,20,0,0,0,3,0,0,3,0,0,0,5,45,0,50,0,0,0,0,3,0,10,0,0,0,0,3,0,8,0,0,0,0,8,0,8,0,0,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,16,0,32,0,0,9,5,3,0,12,3,0,0,5,3,0,11,0,0,0,0,3,0,3,0,0,0,0,13,0,16,0,0,0,3,12,0,18,5,3,68,45,246,16,386,3,4,16,14,22,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,17,0,26,0,0,3,3
POA2817,0,0,7,4,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,11,4,28,6,56,0,0,4,6,8,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
POA2818,0,0,5,6,16,3,30,0,0,0,0,6,0,6,0,0,0,0,3,0,8,0,0,0,0,4,0,4,0,0,0,0,15,0,20,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,0,20,0,0,3,0,8,0,13,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,14,16,96,5,139,0,0,0,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0
POA2820,0,0,22,33,62,7,136,0,0,0,0,8,0,11,0,0,0,6,19,0,28,0,0,0,3,14,0,24,4,0,17,4,81,4,113,0,0,6,3,10,0,23,3,0,6,6,27,4,38,0,0,0,4,17,0,25,0,0,0,0,26,3,35,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,11,0,3,13,4,5,0,22,0,0,0,0,8,0,12,7,0,12,12,73,5,112,0,4,14,4,8,0,35,0,0,12,8,16,4,44,0,0,0,0,5,0,9,3,0,5,0,31,0,36,0,0,3,5,25,7,45,26,17,116,85,467,37,746,3,0,12,11,18,4,52,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,4,0,0,0,11,0,0,12,0,7,0,26,0,0,0,0,0,0,0,0,0,0,12,22,8,40,0,0,3,10
POA2821,4,0,39,18,75,8,137,0,0,0,0,19,0,21,0,0,0,4,24,0,30,0,0,0,4,13,0,24,0,0,8,3,79,5,96,0,0,3,0,24,3,30,0,0,0,0,13,0,16,0,0,0,0,8,0,9,0,0,3,3,20,3,33,0,0,0,0,3,0,3,0,0,5,0,3,0,8,0,0,0,0,4,0,4,4,0,5,0,3,0,9,0,0,0,0,3,0,3,0,0,5,6,26,0,39,0,3,6,3,5,0,23,0,0,7,3,10,0,21,0,0,0,0,10,0,12,0,0,0,0,44,0,49,0,0,0,4,17,0,25,13,6,86,52,407,24,587,6,0,13,10,20,7,56,0,0,0,0,3,0,8,0,0,0,0,8,0,8,0,0,3,0,7,0,5,0,0,3,3,3,0,17,0,0,4,3,4,0,9,0,0,8,4,28,4,36,0,0,0,0
POA2822,0,0,0,0,7,7,15,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,11,5,45,3,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
