POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA2627,80,209,200,122,281,305,145,309,30,1675,0,7,6,0,0,4,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,21,0,0,0,3,4,3,4,3,0,12,0,7,10,3,6,3,4,10,0,43,0,12,4,3,4,5,0,0,0,28,3,33,16,12,31,16,5,9,0,127,4,98,74,39,29,47,20,44,5,362,3,6,8,0,4,4,0,0,0,29,0,6,0,0,0,0,0,4,0,8,0,3,3,3,0,6,0,0,0,18,0,14,0,0,12,13,0,3,0,50,0,9,7,9,11,3,3,6,0,55,4,27,20,0,3,5,0,7,0,63,8,9,14,9,29,12,3,7,0,92,10,26,39,18,35,21,13,39,0,199,9,22,35,23,14,27,7,11,0,145,3,36,45,13,57,28,13,6,3,196,0,15,5,0,7,9,0,8,0,38
POA2628,21,52,55,28,82,143,33,137,7,568,0,3,3,0,0,3,0,17,0,38,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,4,9,8,10,7,9,0,0,0,52,0,19,13,5,8,5,0,11,0,63,0,0,0,0,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,3,3,3,5,0,0,0,13,3,3,4,4,0,3,3,9,0,28,5,9,9,4,3,4,0,0,0,28,3,3,3,0,22,7,0,3,0,53,3,12,13,6,9,9,6,10,0,76,6,11,22,10,15,9,0,7,0,78,0,0,0,3,6,0,0,0,0,12,0,4,0,0,3,3,0,0,0,20
POA2629,3,12,7,3,15,24,5,33,3,110,0,3,0,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,8,7,0,0,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,4,0,0,0,9,0,0,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA2630,64,203,149,119,426,504,141,516,47,2167,7,9,12,4,8,20,11,18,0,90,0,0,0,0,0,0,0,0,0,5,3,3,3,0,7,3,0,3,0,22,9,4,7,9,26,21,8,9,0,80,6,8,3,4,10,7,12,10,0,59,0,6,0,4,8,6,0,0,0,33,25,78,57,33,55,25,7,19,5,296,7,64,40,13,14,21,10,16,4,175,0,9,12,4,3,0,5,7,0,35,0,5,3,0,0,4,0,0,0,17,4,0,4,3,12,6,0,0,0,24,0,3,6,0,12,12,0,3,0,32,0,10,19,9,25,20,7,3,0,99,6,23,20,7,13,6,0,5,0,65,18,10,16,11,93,41,3,11,0,212,9,41,43,40,54,33,12,45,3,273,19,51,58,59,75,53,15,29,0,349,0,4,0,0,5,0,0,0,0,19,3,9,3,7,9,14,0,0,0,49
POA2631,0,13,18,10,19,25,15,37,0,144,0,4,0,5,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,4,0,0,0,0,0,0,12,0,4,0,0,0,0,0,5,0,13,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,13,0,0,8,0,0,0,0,0,0,16,0,0,0,7,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2632,23,37,25,14,59,109,47,149,16,469,0,12,8,4,12,9,3,4,5,59,0,0,0,0,0,0,0,0,0,4,0,4,10,5,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,0,4,5,14,10,6,12,9,0,0,0,64,3,13,8,3,4,0,0,5,0,33,0,0,4,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,3,0,0,0,3,0,0,0,13,0,3,0,0,7,0,4,0,0,21,3,8,12,9,7,10,6,5,0,62,5,5,18,12,6,8,0,6,0,67,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2633,0,5,5,3,15,16,7,24,3,70,0,3,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,3,5,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2640,285,919,665,475,2021,2540,845,1751,131,9634,5,22,17,5,17,16,5,25,0,119,0,0,0,0,0,0,0,0,0,5,14,61,48,34,55,80,20,34,0,353,0,0,0,5,6,5,0,0,0,25,9,46,43,25,69,68,13,11,4,296,3,20,11,11,19,16,3,4,0,98,55,363,208,116,198,85,24,43,7,1103,55,325,117,61,99,62,19,49,7,798,17,19,24,18,32,27,10,17,0,166,5,5,13,5,14,5,9,8,0,63,10,18,33,25,52,35,13,7,7,193,4,20,20,13,42,20,7,16,0,138,15,66,62,55,121,64,24,36,3,452,11,69,38,25,48,26,6,16,6,251,48,55,97,78,227,134,37,42,6,723,93,260,241,175,289,207,103,173,13,1549,171,372,609,474,541,397,100,148,22,2827,4,28,17,6,16,15,9,4,0,98,18,79,65,41,56,46,18,15,0,325
POA2641,114,338,318,221,833,947,291,530,80,3672,0,9,6,0,7,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,26,18,10,39,28,11,9,0,144,0,0,0,0,4,0,0,0,0,10,5,15,14,7,21,25,0,4,0,99,7,0,4,4,6,13,0,4,0,37,27,139,97,68,106,36,15,6,3,497,20,140,50,24,42,23,8,12,6,337,5,12,15,3,6,19,0,13,0,76,0,9,0,0,5,0,0,0,0,16,0,5,9,3,10,12,3,3,0,44,3,5,5,3,18,3,3,4,0,47,4,13,22,11,32,14,0,13,3,111,9,55,28,11,38,16,7,5,0,163,16,16,31,17,68,25,9,18,4,205,18,72,62,42,77,47,26,50,0,385,41,151,185,192,183,111,35,33,16,949,0,13,8,0,5,5,0,0,0,34,7,38,20,6,26,24,0,8,0,133
POA2642,55,115,76,51,196,346,103,416,21,1374,9,27,24,12,9,15,7,34,0,138,0,0,0,0,0,0,0,0,0,0,3,3,9,4,10,5,4,6,0,42,0,0,0,0,0,0,0,0,0,3,0,8,7,0,4,5,3,0,0,35,0,0,0,5,5,0,0,0,0,12,10,41,12,5,17,17,0,0,0,112,4,40,13,0,8,3,0,4,3,77,4,14,6,6,9,5,4,4,0,40,0,3,3,0,4,0,0,0,0,14,0,0,0,5,0,6,4,0,0,19,0,0,0,0,0,0,0,0,0,9,6,8,13,8,16,5,3,5,0,63,0,6,9,3,6,6,0,0,0,40,9,7,11,10,18,9,0,0,0,62,13,29,39,35,39,15,7,21,0,195,17,34,65,46,43,39,5,10,0,265,0,4,0,3,0,3,0,0,0,17,5,12,3,5,10,8,0,0,0,46
POA2643,32,59,40,36,135,171,53,133,7,671,0,9,0,0,8,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,10,14,9,3,17,16,9,6,0,67,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,13,0,0,3,0,3,4,0,0,0,14,3,25,17,5,16,9,3,0,0,75,5,31,10,0,4,0,0,6,3,62,0,9,0,0,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,5,5,5,4,0,0,0,0,20,0,8,0,0,7,0,0,0,0,21,3,6,11,0,6,6,0,0,0,26,4,7,13,8,9,10,0,6,0,60,18,15,39,20,22,20,5,4,0,151,0,6,0,0,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,14
POA2644,24,55,29,26,71,108,50,170,21,555,3,18,12,9,7,10,0,27,4,93,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,12,3,11,8,8,9,8,0,0,0,44,5,13,6,4,6,3,0,7,0,46,0,5,9,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,4,3,3,3,6,0,0,4,0,24,3,0,0,0,0,5,0,0,0,15,0,0,0,5,15,9,4,3,0,32,3,4,6,5,13,4,7,8,0,49,10,13,28,13,16,8,5,4,0,101,0,0,0,0,3,0,0,0,0,6,0,3,4,0,3,0,0,0,0,10
POA2645,0,7,3,3,14,13,5,27,4,76,0,3,0,6,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2646,61,146,81,75,246,452,96,351,30,1546,5,29,17,9,14,24,3,22,0,125,0,0,0,0,0,0,0,0,0,0,16,17,15,13,35,51,8,13,0,174,0,0,0,0,5,0,0,0,0,6,0,3,4,3,5,0,4,0,0,20,0,0,3,0,7,0,0,0,0,12,13,42,39,17,25,18,5,7,0,171,18,49,22,3,18,9,0,14,4,130,0,8,4,0,10,5,0,0,0,35,0,0,0,0,6,0,0,0,0,6,4,0,3,0,10,10,0,0,0,20,0,0,0,0,3,0,0,0,0,10,4,6,15,9,9,11,5,5,0,55,0,18,7,0,11,5,0,4,4,44,3,4,14,3,17,9,3,3,0,50,10,27,27,20,33,18,10,17,0,154,27,39,69,62,26,38,13,22,0,302,0,0,0,0,4,0,0,0,0,6,0,7,10,3,5,6,0,0,0,41
POA2647,27,42,28,17,94,135,32,118,15,507,0,9,0,4,0,3,0,9,3,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,3,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,29,9,11,12,6,0,0,0,69,9,27,8,5,8,5,0,6,0,66,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,6,0,3,4,4,0,0,0,15,0,3,0,0,9,4,0,0,0,15,0,0,0,3,7,4,0,4,0,16,0,6,8,9,7,7,5,4,0,44,13,20,26,20,28,17,0,6,0,128,0,0,0,0,0,5,0,0,0,8,0,5,4,0,3,0,0,0,0,12
POA2648,25,46,33,17,89,105,40,192,15,565,4,8,9,8,0,11,0,20,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,6,0,0,0,0,0,0,0,4,0,5,7,5,9,0,3,3,0,36,8,22,4,0,5,0,0,5,0,55,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,16,3,3,4,3,0,5,0,0,5,19,3,3,5,5,12,7,0,0,0,30,3,9,9,3,11,6,0,6,0,50,7,15,31,17,23,10,0,8,0,108,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,14
POA2649,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2650,395,1424,895,740,3600,3796,1276,2777,289,15184,15,71,45,37,37,54,17,56,13,341,0,5,0,0,0,0,0,0,0,9,11,67,40,48,124,63,16,25,3,398,0,3,3,3,26,11,7,3,0,64,11,44,48,34,84,65,9,20,6,319,12,16,18,16,47,35,13,15,0,171,88,545,315,166,292,128,51,57,19,1654,63,478,218,99,163,63,25,56,4,1172,12,27,28,15,52,37,14,17,0,208,5,12,13,7,37,12,10,12,0,95,16,17,38,19,77,60,16,27,3,266,5,15,19,9,53,41,5,10,5,159,36,72,126,57,186,111,37,56,4,691,27,151,80,55,118,63,7,27,9,539,60,68,105,37,343,177,62,75,5,932,125,304,335,229,563,404,143,256,8,2369,243,503,741,597,1025,817,159,272,35,4391,8,45,21,8,21,5,3,5,4,119,22,101,110,76,128,80,20,18,3,565
POA2651,22,39,30,34,219,263,131,181,23,940,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,11,35,17,4,17,8,4,0,4,97,0,31,5,0,6,3,0,0,0,50,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,4,0,9,0,0,0,0,20,0,6,0,3,8,3,0,0,0,27,0,4,6,7,49,46,21,41,9,192,3,6,10,8,13,6,0,6,0,46,8,17,29,28,39,22,3,9,5,168,0,7,0,0,0,0,0,0,0,9,0,9,10,3,10,0,0,4,0,30
POA2652,40,77,59,41,179,303,109,428,28,1263,3,30,29,12,20,30,11,55,5,187,0,0,0,0,0,0,0,0,0,3,0,4,3,0,9,7,0,10,0,35,0,0,3,0,0,0,0,0,0,8,0,6,7,3,4,0,0,0,0,30,0,0,8,0,3,0,6,0,0,19,4,40,13,13,13,13,3,15,0,115,8,28,13,8,3,9,0,7,4,75,0,9,5,0,5,7,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,4,8,4,4,4,6,0,4,4,41,0,9,7,3,3,3,0,3,0,28,3,8,7,3,21,8,4,0,0,58,9,22,22,15,27,30,3,10,0,147,8,25,32,41,41,30,5,15,0,197,0,0,0,3,0,0,0,0,0,4,0,9,4,4,6,3,0,0,0,28
POA2653,35,42,35,26,103,144,48,143,20,583,4,12,13,3,9,13,5,13,4,65,0,0,0,0,0,0,0,4,0,4,0,10,7,0,14,15,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,12,9,8,7,6,5,0,0,42,9,16,8,0,11,3,3,6,0,52,0,4,5,3,0,0,0,3,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,5,4,3,0,0,5,0,0,15,3,3,0,0,4,0,0,0,0,15,0,3,13,5,25,14,0,0,0,61,6,3,16,12,9,8,6,10,0,59,7,8,12,12,7,14,5,4,3,74,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6
POA2655,10,23,8,13,73,72,23,68,8,311,0,7,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,8,0,0,0,0,27,4,6,3,3,0,0,0,0,0,18,0,0,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,0,0,0,9,0,0,0,0,4,0,0,0,0,13,3,0,4,0,3,3,0,0,0,18,0,8,4,12,10,5,4,0,0,43,11,17,22,9,18,15,0,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA2656,7,18,17,8,34,75,28,105,6,309,0,6,9,7,4,9,7,12,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,5,6,0,6,4,0,32,0,8,0,0,3,0,0,0,0,13,0,4,3,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,13,0,6,0,0,3,3,0,0,0,18,0,3,0,0,4,6,0,7,0,17,0,9,4,4,8,5,0,3,0,41,9,11,14,10,8,10,0,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2658,10,25,16,21,41,56,26,108,3,309,0,10,5,0,4,9,0,16,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,3,7,3,0,0,0,19,0,5,0,3,0,0,0,0,0,12,0,5,3,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,13,0,3,0,3,0,0,0,0,0,9,0,3,0,0,0,4,0,0,0,12,3,10,16,6,3,8,0,6,0,53,0,16,9,15,11,5,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,12
POA2659,10,19,5,6,22,53,7,73,13,207,0,5,4,0,0,5,0,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,16,6,9,0,0,0,0,0,6,0,20,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,6,7,3,8,8,0,0,0,26,0,3,3,9,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
POA2660,18,27,19,18,59,72,37,86,9,342,0,8,3,4,6,0,0,11,0,34,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,14,3,6,3,6,0,0,0,33,3,11,0,0,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,9,0,4,0,0,4,0,0,0,0,22,0,7,15,5,10,11,0,4,0,58,11,5,16,14,15,7,0,3,0,70,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,7
POA2661,13,17,0,0,9,19,7,123,15,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,3,5,3,27,5,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2663,32,69,50,35,261,259,96,209,29,1048,4,3,8,0,3,3,5,8,0,34,0,0,0,0,0,0,0,0,0,0,6,14,7,3,15,5,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,12,8,26,20,13,13,6,4,3,0,90,6,22,15,6,9,6,0,0,0,62,0,4,7,3,5,6,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,0,11,0,0,12,9,3,5,4,0,0,27,0,9,8,6,8,5,0,4,0,36,11,5,7,7,36,25,4,6,0,112,11,21,12,19,23,14,0,10,0,114,11,37,45,30,35,42,6,10,5,224,0,0,3,0,0,0,0,0,0,6,0,4,6,0,3,3,0,3,3,26
