POA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
POA4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,53,0,0,0,53,7,0,57,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,0,54,0,0,0,54,12,0,64,7,0,0,0,7,0,0,0,7,0,0,11,6,4,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,16,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,16,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0
POA4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,4,28,0,0,0,28,6,0,29,6,0,0,0,10,3,0,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,4,39,3,0,3,38,4,0,45,11,0,0,5,11,0,0,0,11,0,0,9,3,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,13,0,0,0,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,13,0,0,0,13,0,0,21,6,0,0,0,7,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,5
POA4109,10,0,0,11,7,0,0,4,14,6,0,7,19,0,0,22,198,50,13,0,265,10,7,11,279,31,0,308,48,17,9,3,76,0,0,0,75,44,0,116,0,0,0,0,0,0,0,0,0,0,0,0,243,65,22,6,341,11,7,14,357,77,0,429,67,9,3,0,73,3,0,0,78,9,0,90,33,11,0,0,43,0,0,0,46,10,0,48,3,0,3,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,96,19,3,4,127,5,0,6,135,19,0,149,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,96,19,3,4,127,6,3,11,135,19,0,153,31,20,7,0,56,0,0,0,56,39,0,97,0,0,0,0,0,0,0,0,0,0,0,0,127,43,9,7
POA4110,4,0,0,4,4,0,0,0,3,0,0,0,6,0,0,6,75,14,0,0,95,3,0,4,95,5,0,106,15,9,0,0,25,0,0,0,29,7,0,34,0,0,0,0,0,0,0,0,0,0,0,5,91,21,0,0,120,5,0,3,128,12,0,135,12,0,0,0,14,0,0,0,14,6,0,20,15,5,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,44,0,0,0,44,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,45,0,0,0,42,5,0,46,8,3,0,0,10,0,0,0,16,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,42,11,0,0
POA4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
POA4112,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,85,14,3,3,105,6,0,6,114,4,0,123,31,3,0,0,38,4,7,4,45,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,116,26,3,5,146,6,7,13,159,24,0,184,16,3,0,0,18,0,0,0,18,0,0,22,12,12,0,0,25,0,0,0,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,47,0,0,0,47,3,0,46,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,29,14,0,0,46,0,0,0,46,3,0,53,12,4,0,0,19,4,0,6,25,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,48,20,7,0
POA4113,5,4,0,6,4,3,0,0,8,0,0,0,13,0,0,14,188,30,9,6,226,0,0,5,229,18,0,250,45,20,4,0,67,4,0,6,73,14,0,90,0,0,0,0,0,0,0,0,0,0,0,5,229,52,6,6,294,7,3,12,303,31,6,339,42,3,0,0,47,0,0,0,47,9,0,55,36,10,0,0,41,0,0,0,41,3,0,52,10,3,0,0,11,0,0,0,11,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,89,12,3,3,106,0,0,0,106,20,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,3,3,103,0,0,0,103,20,0,124,27,11,3,0,36,0,0,0,46,14,0,59,0,0,0,0,0,0,0,0,0,0,0,0,114,25,3,3
POA4114,7,0,0,5,5,5,0,0,8,0,0,0,15,0,0,14,43,14,3,10,61,6,3,9,70,15,0,84,24,3,0,6,35,6,0,0,37,56,0,99,0,0,0,0,0,0,0,0,0,0,0,0,64,23,8,8,102,6,0,11,108,70,0,182,14,0,0,0,12,0,0,0,14,0,0,15,9,0,0,0,10,0,0,0,10,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,25,0,0,0,24,6,0,30,4,4,0,0,5,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,13,0,0,3,12,0,0,11,21,8,0,0,33,5,0,3,33,10,0,41,11,9,0,0,20,0,0,0,16,24,0,41,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0
POA4115,0,0,0,0,5,0,0,0,7,0,0,0,8,0,0,5,132,27,15,0,173,4,0,4,179,15,0,192,28,6,0,0,36,0,0,0,36,6,0,47,0,0,0,0,0,0,0,0,0,0,0,4,162,36,11,4,211,4,0,4,221,21,0,242,41,9,0,0,49,3,0,3,51,0,0,55,22,10,0,0,33,0,0,0,30,0,0,38,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,67,15,0,0,83,3,0,3,90,3,0,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,15,0,0,83,3,0,3,91,5,0,97,17,5,0,0,20,0,0,0,20,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,84,21,0,0
POA4116,3,0,0,3,4,0,0,0,8,3,0,3,8,0,0,8,181,44,10,4,227,8,0,8,233,14,0,251,54,12,0,3,77,0,0,0,76,22,0,98,0,0,0,0,0,0,0,0,0,0,0,0,234,52,11,7,306,3,0,4,314,35,0,350,51,7,4,0,55,0,0,0,61,4,0,63,41,18,5,0,57,0,0,0,57,3,0,63,3,5,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,94,23,5,0,123,0,0,3,127,9,0,134,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,23,5,0,123,7,0,3,127,9,0,139,24,8,0,0,31,0,0,0,34,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,121,28,7,0
POA4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,23,0,0,0,23,0,4,26,4,0,0,0,6,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,3,32,0,0,0,32,9,4,42,4,3,0,0,8,0,0,0,8,0,0,9,5,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,9,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,9,0,0,0,9,0,0,13,0,5,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0
POA4118,3,0,0,4,4,0,0,0,4,0,0,0,0,4,0,7,148,28,8,3,184,3,0,6,192,15,0,205,28,12,0,0,45,0,0,0,47,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,177,38,8,3,224,7,0,9,238,21,0,259,38,3,0,0,41,0,0,0,44,3,0,47,25,10,0,0,33,0,0,0,33,4,0,38,0,0,0,0,6,0,0,0,6,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,65,17,5,0,80,0,0,0,85,7,0,90,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,8,65,15,5,0,84,0,0,3,87,12,0,98,13,3,0,0,16,4,0,4,23,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,75,20,5,3
POA4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,0,69,0,0,0,72,0,0,74,11,0,0,0,16,0,0,0,15,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,79,3,4,0,86,3,0,3,85,7,0,94,7,6,0,0,16,0,0,0,16,4,0,18,5,5,0,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,28,0,0,0,31,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,28,0,0,0,31,4,0,32,8,3,0,0,12,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,16,4,0
POA4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,58,0,0,0,58,0,0,58,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,60,0,0,0,60,0,0,64,8,0,0,0,9,0,0,0,9,3,0,10,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,21,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,0,0,18,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0
POA4121,6,0,0,6,5,0,0,0,5,0,0,0,4,0,0,4,281,26,11,0,313,5,3,5,319,16,0,335,26,0,0,0,34,0,0,0,34,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,308,26,11,0,345,5,3,5,348,27,0,370,54,6,4,0,62,0,0,0,62,6,0,66,37,7,0,0,48,0,0,0,48,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,14,0,0,107,0,0,0,107,7,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,0,0,110,0,0,0,110,7,0,124,6,4,0,0,8,0,0,0,8,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,0
POA4122,8,0,0,8,8,3,0,0,11,0,0,0,11,0,0,11,385,39,18,3,442,7,0,7,451,28,0,480,46,15,5,0,65,4,0,4,71,21,0,89,0,0,0,0,0,0,0,0,0,0,0,3,428,51,17,9,508,13,0,13,522,50,3,574,74,12,0,3,87,0,0,0,87,11,0,98,51,8,3,0,68,0,0,0,66,5,0,72,5,0,0,0,7,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,129,20,9,3,158,0,0,0,165,18,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,134,25,9,3,163,0,0,0,161,18,0,182,34,4,3,0,43,0,0,0,43,16,0,56,0,0,0,0,0,0,0,0,0,0,0,0,162,26,8,3
POA4123,8,0,0,8,3,0,0,0,0,0,0,4,4,0,0,4,165,32,3,0,208,5,4,11,211,10,0,225,23,4,0,0,22,4,0,4,26,12,0,34,0,0,0,0,0,0,0,0,0,0,0,3,185,38,3,7,235,7,4,8,242,18,0,264,34,9,0,0,45,0,0,0,43,7,0,53,20,4,0,0,25,0,0,0,25,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,53,15,0,0,71,0,0,0,70,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,4,0,0,4,62,14,0,0,75,0,0,4,77,3,0,86,12,0,0,0,17,0,0,0,17,5,0,22,0,0,0,3,3,0,0,0,3,0,0,3,74,18,0,3
POA4124,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,125,14,0,5,149,0,0,0,150,7,0,157,23,9,0,0,30,0,0,5,36,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,152,20,0,5,180,3,0,6,188,13,6,202,19,3,0,0,28,0,0,0,28,0,0,27,15,4,0,0,20,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,0,0,47,0,0,0,49,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,51,0,0,0,57,5,0,58,11,5,0,0,13,0,0,0,13,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,53,17,0,0
POA4125,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,3,56,4,0,0,63,0,0,3,65,5,0,67,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,72,0,0,3,69,5,0,77,11,3,0,0,11,0,0,0,11,0,0,15,5,0,0,0,6,0,0,0,10,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,0,0,0,20,0,0,22,8,3,0,0,6,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0
POA4127,3,0,0,3,3,0,0,0,3,3,0,3,5,0,0,5,130,23,5,6,162,5,0,5,168,4,0,173,21,4,0,0,30,0,0,0,31,5,0,39,0,0,0,0,0,0,0,0,0,0,0,5,155,29,12,6,196,11,0,11,196,15,0,217,27,0,0,0,29,0,0,0,32,0,0,33,11,8,0,0,22,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,51,0,0,4,56,4,0,59,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,48,12,0,0,55,0,0,4,56,4,0,64,16,4,0,0,17,0,0,0,16,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,59,18,0,0
POA4128,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,119,15,6,0,142,4,0,4,145,3,0,145,19,4,3,4,23,0,3,5,30,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,136,19,9,6,169,3,3,4,171,5,0,176,30,5,0,0,38,0,0,0,36,4,0,40,21,5,3,0,29,0,0,0,29,0,0,32,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,7,9,0,74,0,0,0,72,7,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,61,8,9,0,75,0,0,0,73,7,0,78,11,0,0,0,12,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,64,11,6,0
POA4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,28,0,0,0,28,0,0,28,5,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,33,0,0,0,33,0,0,33,8,0,0,0,8,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,14,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
POA4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,5,0,68,0,0,0,73,0,0,77,9,4,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,77,6,5,0,84,0,0,0,89,0,0,89,17,0,0,0,17,0,0,0,20,0,0,20,10,4,0,0,10,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,36,0,0,0,36,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,36,0,0,0,36,0,0,42,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0
POA4131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,28,10,5,0,40,11,0,11,47,8,0,47,10,7,0,0,16,4,0,4,19,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,39,13,5,0,51,14,0,14,67,20,0,82,7,0,0,0,3,0,0,0,6,3,0,7,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,15,9,7,0,0,11,0,0,3,15,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,4
POA4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,3,82,0,0,5,87,15,0,105,26,9,0,4,38,8,3,11,42,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,96,19,0,10,122,3,0,8,134,36,0,166,19,3,0,0,23,0,0,0,23,5,0,26,8,4,0,0,14,0,0,0,14,5,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,10,4,0,42,0,0,0,42,9,0,50,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,10,4,0,42,0,0,0,41,11,0,49,11,4,0,0,15,0,0,0,21,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,37,12,4,0
