POA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA3791,56,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,3,62,0,0,0,62,0,0,61,12,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,3,74,0,0,0,74,4,0,80,9,0,0,0,12,0,0,0,12,0,0,12,13,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,30,0,0,0,30,0,0,30,3,0,0,0
POA3792,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,43,0,0,0,43,0,0,43,5,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,51,0,0,0,51,3,0,51,6,0,0,0,10,0,0,0,11,0,0,11,27,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,36,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,39,0,0,0,40,0,0,40,0,0,0,0
POA3793,141,7,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,117,21,7,3,144,0,0,0,144,7,0,155,34,4,0,0,40,0,0,0,44,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,153,26,5,4,188,0,0,0,189,7,0,199,26,3,0,0,28,0,0,0,28,5,0,30,52,14,0,0,66,0,0,0,66,0,0,68,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,82,14,0,0,95,0,0,0,95,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14,0,0,95,0,0,0,95,6,0,102,17,0,0,0
POA3795,75,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,3,0,75,0,0,0,75,0,0,75,14,3,0,0,15,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,74,13,3,0,92,0,0,0,95,0,0,96,9,0,0,0,6,0,0,0,6,0,0,6,21,5,0,0,26,0,0,0,26,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,39,0,0,0,39,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,39,0,0,0,39,0,0,40,4,0,0,0
POA3796,436,5,0,440,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,9,0,0,0,9,0,0,8,8,0,0,0,13,0,0,0,13,0,0,13,381,45,14,0,449,4,0,4,450,8,0,459,90,14,6,6,105,0,0,0,105,4,0,111,4,0,0,0,4,0,0,0,4,0,0,3,467,61,21,8,552,4,0,4,554,11,0,570,59,9,0,0,72,0,0,0,72,0,0,72,120,11,6,0,141,0,0,0,141,3,0,143,12,0,6,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,187,23,11,0,223,0,0,0,225,3,0,226,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,10,0,0,0,10,0,0,10,197,25,11,0,231,0,0,0,233,3,0,235,28,0,0,0
POA3797,122,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,88,31,3,0,119,0,0,3,122,0,0,128,17,3,5,0,26,0,0,0,26,7,0,30,0,0,0,0,0,0,0,0,0,0,4,4,101,30,7,0,145,0,0,3,142,13,4,156,18,7,0,0,26,0,0,0,26,0,0,26,46,17,0,3,65,0,0,0,65,0,0,65,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,71,23,6,3,97,0,0,0,97,0,0,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,23,6,3,100,0,0,0,100,3,0,98,7,0,0,0
POA3799,125,7,0,131,0,0,0,0,4,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,12,0,0,12,103,16,8,0,130,4,0,3,130,7,0,139,30,6,0,0,39,0,0,0,39,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,140,20,11,0,171,4,0,3,170,7,0,181,18,5,0,0,19,0,0,0,19,5,0,25,47,5,0,0,52,0,0,0,56,4,0,61,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,71,11,0,3,90,0,0,0,92,12,0,103,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,4,0,0,4,73,14,5,3,95,0,0,0,90,12,0,108,17,5,0,0
POA3802,710,31,4,739,11,0,0,0,11,0,0,0,11,0,0,13,23,3,0,0,29,4,0,4,32,0,0,32,34,3,0,0,40,4,0,4,45,0,0,43,612,107,7,10,734,14,0,16,752,29,4,785,213,62,11,8,289,18,0,18,310,63,7,378,3,0,0,4,5,0,0,0,5,0,0,4,827,168,17,17,1028,29,4,32,1061,102,11,1170,146,30,0,0,177,3,0,9,187,16,0,202,151,39,0,0,185,0,0,4,190,6,0,202,11,3,3,0,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,305,70,0,0,377,9,4,11,390,26,0,420,11,0,0,0,12,0,0,0,12,0,0,9,8,3,0,0,13,0,0,0,9,0,0,11,17,5,0,0,22,0,0,0,22,0,0,22,319,72,6,0,398,11,4,13,413,28,0,445,102,25,0,8
POA3803,244,15,0,262,0,4,0,0,3,3,0,3,6,0,0,7,9,5,0,0,8,0,0,0,8,0,0,8,9,9,0,0,19,3,0,3,22,0,0,26,181,54,7,9,254,11,0,10,263,17,0,281,118,69,7,5,195,12,0,12,206,59,0,268,7,0,0,0,6,0,0,0,6,0,4,11,305,122,11,17,454,21,0,26,480,73,4,556,50,9,0,0,58,0,0,0,55,4,0,58,62,11,0,0,71,3,0,3,71,5,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,20,0,0,131,3,0,3,133,7,0,141,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,11,0,0,0,13,0,0,13,6,5,0,0,11,3,0,3,9,3,0,14,115,21,0,0,140,6,0,6,147,6,0,152,51,34,3,9
POA3804,311,7,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,7,274,33,0,3,313,4,0,4,316,10,0,328,72,23,0,0,95,8,0,7,97,11,5,115,0,0,0,6,6,0,0,0,6,0,0,3,343,55,3,10,411,11,3,6,416,22,5,446,74,9,3,0,89,0,0,0,89,4,0,95,95,19,0,0,110,0,4,0,117,0,0,115,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,172,30,3,3,209,4,4,9,213,10,0,222,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,178,30,3,3,217,4,4,9,218,10,0,225,51,12,0,4
POA3805,1852,84,7,1940,22,0,0,0,19,0,0,0,19,0,0,19,46,15,3,0,67,5,0,3,73,4,0,75,72,10,3,0,86,5,0,3,97,4,0,97,1587,243,39,32,1898,41,8,44,1948,84,7,2037,693,186,33,26,935,49,4,53,985,193,9,1182,0,4,0,7,11,0,0,0,11,0,20,30,2282,431,71,62,2841,91,10,98,2942,274,31,3248,384,59,9,0,456,10,0,15,472,39,0,505,542,96,12,4,656,10,0,10,668,32,0,692,34,9,5,3,48,0,0,0,48,0,0,47,5,0,0,14,21,0,0,0,21,0,0,22,961,160,31,24,1174,24,0,25,1199,71,0,1273,11,0,0,0,16,3,0,3,16,4,0,18,13,8,0,0,21,0,0,8,24,3,0,30,24,9,0,0,34,5,0,8,38,9,0,51,984,170,31,24,1213,28,3,26,1242,77,0,1319,370,121,18,15
POA3806,2313,61,5,2383,30,13,0,0,37,5,0,5,40,0,0,42,45,3,0,0,49,3,0,3,48,0,0,48,69,12,0,0,83,3,0,3,85,3,0,90,2044,252,41,30,2364,26,9,36,2399,65,5,2477,490,82,5,14,595,21,0,21,611,51,3,665,4,0,0,7,12,0,0,0,12,0,7,15,2538,334,47,45,2968,43,9,52,3019,120,14,3154,590,68,7,3,673,12,3,15,688,38,3,728,647,89,10,0,745,6,9,10,754,23,0,779,37,10,5,0,50,0,0,0,50,0,0,53,4,0,0,3,9,0,0,0,9,0,0,9,1281,164,21,13,1476,15,12,22,1502,66,3,1565,11,5,0,0,14,0,0,0,14,0,0,16,30,0,0,0,31,3,0,7,31,0,0,38,41,3,0,0,46,3,0,7,49,3,0,51,1316,168,21,13,1520,17,11,30,1548,72,3,1614,264,42,8,3
POA3807,324,11,0,336,3,0,0,0,3,0,0,0,3,0,0,9,7,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,10,0,0,0,10,0,0,10,304,19,9,4,332,0,3,3,337,10,0,345,54,0,4,0,58,0,0,0,58,9,0,64,0,0,0,0,3,0,0,0,3,0,0,3,353,23,13,6,393,0,3,5,396,15,0,417,91,4,0,0,95,0,0,0,97,0,0,98,124,9,3,0,132,3,0,3,135,0,0,136,7,0,0,0,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,222,7,5,0,236,3,0,3,239,3,0,246,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,8,0,0,8,6,5,0,0,8,0,0,0,8,0,0,8,226,11,5,0,237,3,0,3,241,3,0,249,26,4,0,0
POA3808,172,4,0,177,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,153,18,3,0,172,0,0,0,172,4,0,182,11,3,0,0,18,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,162,20,3,0,189,0,0,0,189,10,0,195,54,0,0,0,61,0,0,0,56,0,0,64,44,5,0,0,51,0,0,0,51,0,0,59,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,7,0,0,112,0,0,0,117,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,7,0,0,115,0,0,0,112,0,0,117,9,0,0,0
POA3809,931,17,0,948,15,0,0,0,17,0,0,0,15,0,0,15,15,5,4,0,27,4,0,4,26,0,0,26,32,4,4,0,40,0,0,0,46,0,0,46,816,112,27,5,964,16,0,16,973,19,0,995,245,37,7,13,298,6,0,6,303,25,0,333,7,4,0,0,7,0,0,0,7,0,8,22,1069,149,28,20,1268,18,0,20,1286,48,14,1347,151,19,0,4,178,4,0,4,180,6,0,184,185,27,8,0,228,4,0,4,231,8,0,238,9,7,0,0,13,0,0,0,13,0,0,13,0,0,0,4,7,0,0,0,7,0,0,7,351,53,10,4,425,6,0,6,429,18,0,450,8,4,0,0,4,0,0,0,6,0,0,6,3,0,0,0,11,0,0,0,11,0,0,11,9,4,0,0,14,0,0,0,18,0,0,18,359,58,10,7,437,6,0,6,448,18,0,466,101,14,0,0
POA3810,2238,94,4,2340,34,14,0,0,42,5,0,3,47,0,0,47,50,11,9,0,70,5,3,7,74,3,0,78,87,18,9,0,114,6,3,12,121,3,0,127,1968,275,49,31,2325,26,7,32,2354,101,4,2462,712,99,33,16,863,34,15,46,905,99,4,1009,6,0,0,7,15,0,0,0,15,0,16,31,2681,378,86,51,3197,53,25,79,3276,198,28,3503,434,45,4,4,484,14,4,15,496,21,4,523,523,77,15,4,619,5,5,4,625,23,0,647,40,6,0,6,52,0,0,0,52,3,0,50,12,5,0,3,14,0,0,0,14,5,0,15,1005,132,18,11,1164,14,3,18,1185,50,6,1241,11,0,0,0,19,0,0,0,21,0,0,21,22,0,0,0,17,0,0,0,22,0,0,25,35,5,0,0,36,4,0,4,41,0,0,45,1038,138,18,11,1201,20,3,24,1229,49,6,1284,293,45,19,7
POA3812,90,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,6,88,0,0,0,90,0,0,89,30,0,0,0,32,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,108,7,0,6,114,0,0,0,119,0,4,124,11,0,0,0,13,0,0,0,16,0,0,16,54,5,0,0,54,0,0,0,54,0,0,54,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,71,0,0,0,71,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,71,6,0,6,70,0,0,71,16,0,0,0
POA3813,26,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,26,0,0,0,26,6,0,33,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,39,0,0,0,39,6,0,40,9,3,0,0,11,0,0,0,11,0,0,11,12,0,0,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,21,0,0,0,21,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,21,0,0,0,21,3,0,22,8,0,0,0
POA3814,120,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,12,0,0,120,0,0,0,120,0,0,125,38,6,0,0,44,0,0,0,44,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,146,22,0,0,164,0,0,0,164,3,0,169,31,0,0,0,31,0,0,0,31,0,0,31,31,6,0,0,28,0,0,0,28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,54,6,0,4,68,0,0,0,68,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,0,4,65,0,0,0,65,0,0,68,24,4,0,0
POA3815,141,8,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,3,3,142,0,0,0,142,8,0,149,26,0,8,4,36,0,0,0,36,4,0,41,0,0,0,0,0,0,0,0,0,0,3,3,162,9,9,3,179,0,0,0,179,9,3,186,37,3,0,0,36,0,0,0,36,0,0,37,63,4,0,4,66,0,0,0,66,0,0,68,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,102,4,4,4,112,0,0,0,112,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,0,0,0,5,0,0,5,103,7,4,4,115,0,0,0,115,3,0,117,5,0,0,4
POA3816,100,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,91,7,0,3,105,0,0,0,105,3,0,107,24,3,0,0,24,6,0,6,30,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,109,8,0,7,129,6,0,6,130,8,0,141,26,0,0,0,31,0,0,0,31,0,0,31,29,5,0,0,29,0,0,0,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,3,61,0,0,0,61,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,5,62,0,0,0,62,0,0,64,13,3,0,0
POA3818,600,33,0,631,3,0,0,0,4,0,0,0,4,0,0,3,19,0,0,0,15,0,0,0,15,0,0,15,13,0,0,0,20,0,0,0,20,0,0,19,514,83,4,7,608,3,0,8,619,35,0,652,149,22,5,3,185,5,0,5,186,9,0,195,0,0,0,0,3,0,0,0,3,3,9,10,660,102,16,11,795,12,0,15,805,44,9,862,118,12,0,0,136,0,0,0,136,8,0,144,150,25,8,0,180,0,0,3,186,12,0,194,9,0,0,0,9,0,0,0,9,0,0,11,0,0,0,6,9,0,0,0,9,0,0,9,277,43,11,5,335,0,0,3,336,23,0,358,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,7,0,0,0,7,0,0,7,283,43,11,5,342,0,0,3,348,23,0,368,76,7,4,0
POA3820,629,21,0,649,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,13,0,0,0,13,0,0,13,529,80,13,8,631,9,0,9,638,21,0,661,158,20,0,4,186,0,0,0,186,12,3,202,0,0,0,0,0,0,0,0,0,0,0,0,688,99,13,15,816,9,0,9,829,31,3,863,125,17,0,6,147,0,0,0,151,12,0,159,207,18,0,5,233,0,0,0,236,7,0,236,13,0,5,0,19,0,0,0,19,0,0,19,0,0,0,4,8,0,0,0,8,0,0,8,348,39,3,11,404,0,0,3,405,12,0,420,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,9,6,0,0,0,9,0,0,0,9,0,0,9,353,41,3,11,411,0,0,3,417,12,0,427,55,10,0,0
POA3821,131,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,106,24,7,8,140,0,0,0,140,0,0,140,12,0,0,0,9,0,0,0,9,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,114,22,7,7,149,0,0,0,149,3,0,151,17,8,0,0,22,0,0,0,22,0,0,22,62,7,0,0,72,0,0,0,72,0,0,79,0,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,82,16,0,3,106,0,0,0,102,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16,0,3,104,0,0,0,104,0,0,106,6,4,0,0
POA3822,30,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,30,0,0,0,30,5,0,32,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,40,0,0,0,40,5,0,42,10,0,0,0,7,0,0,0,7,0,0,11,16,0,0,0,23,0,0,0,23,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,5,4,0,34,0,0,0,34,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,4,0,39,0,0,0,39,0,0,42,3,3,0,0
