POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA5414,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,10,8,16,13,7,6,0,70
POA5415,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,12,23,30,34,16,3,0,129
POA5416,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,14,19,24,22,6,0,0,104
POA5417,0,0,0,5,0,3,0,0,0,11,5,4,5,5,3,9,5,0,0,32,39,32,77,103,130,171,55,12,3,619
POA5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,8,12,4,4,0,53
POA5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,23,25,20,9,3,0,97
POA5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,10,6,0,3,0,35
POA5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,13,9,0,0,0,35
POA5422,0,0,0,0,6,0,0,0,0,11,0,0,5,0,7,3,6,0,0,17,34,27,56,84,103,137,61,5,0,505
POA5431,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,7,0,0,0,13,30,11,53,56,75,121,49,9,0,408
POA5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,17,7,12,14,0,0,74
POA5433,0,0,0,3,0,0,0,0,0,8,0,0,0,5,4,9,3,0,0,18,25,33,87,72,117,136,60,7,0,545
POA5434,0,0,0,0,0,3,0,0,0,4,0,0,4,0,3,0,3,0,0,10,3,11,29,42,44,46,33,7,0,218
POA5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,15,14,21,22,14,0,3,104
POA5451,0,3,3,4,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,10,18,19,42,50,88,100,31,8,0,362
POA5452,0,0,5,4,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,16,11,37,50,53,59,13,3,0,244
POA5453,8,6,16,16,21,24,7,0,0,102,7,8,15,8,25,14,7,8,0,93,142,165,424,475,530,477,201,40,8,2456
POA5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,45,30,36,16,3,0,173
POA5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,0,0,29
POA5460,0,0,3,3,0,0,0,0,0,9,3,0,0,3,6,0,0,0,0,9,25,30,57,63,73,60,22,7,0,339
POA5461,0,4,9,0,7,0,7,0,0,27,4,11,10,3,9,4,3,0,0,42,67,87,192,182,250,207,92,9,0,1082
POA5462,3,0,0,3,3,3,0,0,0,18,0,5,0,0,0,0,0,0,0,15,19,29,41,53,47,60,16,7,0,266
POA5464,0,0,4,0,6,0,0,0,0,11,0,0,0,0,6,3,3,0,0,8,15,10,48,47,62,57,33,3,0,276
POA5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,5,6,8,12,19,3,0,3,62
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,7,0,0,0,34
POA5472,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,8,10,25,17,10,0,0,76
POA5473,0,0,4,5,0,3,0,0,0,15,0,0,5,0,0,4,0,0,0,15,15,16,45,42,52,63,31,5,0,274
POA5480,0,0,0,3,4,7,5,3,0,13,0,0,0,0,0,0,0,0,0,0,16,22,47,67,78,73,44,9,0,358
POA5481,3,0,0,0,3,3,0,0,0,11,0,0,0,0,7,0,0,6,0,13,9,7,12,29,51,69,35,7,0,217
POA5482,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,12,33,37,39,62,21,3,4,224
POA5483,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,21,29,33,36,20,9,0,167
POA5485,6,3,0,0,0,4,0,0,0,11,0,0,3,3,0,0,0,0,0,10,19,10,40,44,45,85,24,0,0,276
POA5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,23,11,27,6,0,0,85
POA5491,0,5,6,10,7,11,0,0,0,35,0,0,9,5,4,10,6,0,3,31,44,77,151,156,157,202,76,26,3,891
POA5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,0,16
POA5495,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,9,8,7,32,19,46,70,22,7,0,214
POA5501,22,24,45,44,35,28,10,0,0,203,6,20,45,33,41,44,13,5,0,194,242,318,792,774,957,748,159,28,0,4016
POA5502,7,7,0,4,10,4,0,0,0,31,0,4,4,3,8,0,0,0,0,24,39,80,167,161,168,170,50,5,0,840
POA5510,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,6,3,7,10,3,0,0,52
POA5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,5,26,37,32,50,22,5,0,185
POA5521,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,7,5,13,11,8,8,0,0,60
POA5522,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,4,0,0,0,10,20,27,67,69,104,156,49,0,0,488
POA5523,0,6,5,6,5,12,4,0,0,42,0,0,4,3,9,6,4,0,0,25,55,39,143,153,151,204,58,7,0,807
POA5540,10,24,58,57,44,50,14,0,0,262,8,19,26,31,43,32,7,4,0,170,451,620,1178,1048,1337,1153,225,22,0,6034
POA5550,0,0,0,0,7,0,0,0,0,14,0,0,10,0,0,0,0,0,0,16,22,34,79,86,104,82,21,3,0,425
POA5552,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,9,11,32,32,32,28,8,0,0,163
POA5554,5,12,21,20,26,14,3,0,0,111,10,9,16,13,6,8,4,7,0,81,178,172,421,443,479,401,128,15,6,2234
POA5555,0,0,0,0,0,4,0,0,0,6,4,0,0,0,4,3,0,0,0,12,7,6,30,26,45,54,18,6,0,200
POA5556,3,7,0,13,13,24,0,0,0,68,0,0,8,11,12,18,3,6,0,59,71,105,190,276,309,376,106,17,0,1446
POA5558,10,6,3,7,21,12,8,0,0,67,5,6,5,5,14,13,10,0,0,58,92,110,275,230,395,433,127,18,3,1681
POA5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,23,35,33,31,17,0,0,160
POA5570,0,5,0,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,6,7,9,21,33,36,54,7,3,0,175
POA5571,3,0,4,0,0,7,5,0,0,24,0,0,3,3,0,5,0,0,0,16,32,38,93,119,118,203,70,14,0,685
POA5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,9,17,3,0,0,69
POA5573,0,0,8,8,4,6,3,0,0,22,0,0,4,4,7,6,3,0,0,32,19,45,109,148,176,204,80,12,3,790
POA5575,0,3,10,3,3,9,0,0,0,31,0,5,4,9,10,5,4,0,0,35,43,58,133,146,177,232,83,21,3,894
POA5576,0,0,0,4,6,4,4,0,0,23,0,0,0,0,5,9,0,3,0,18,23,38,62,71,89,101,29,7,0,423
POA5577,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,12,13,15,41,40,48,47,27,4,0,235
POA5580,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,8,11,17,30,26,38,15,0,4,149
POA5581,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,3,0,0,10,9,5,23,24,41,57,30,3,0,197
POA5582,0,0,3,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,7,43,26,37,59,16,6,0,194
POA5583,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,14,15,29,35,56,61,20,4,0,237
POA5600,9,5,18,18,30,20,5,0,0,110,4,5,11,14,12,11,0,0,0,66,170,222,590,559,744,579,120,6,0,2989
POA5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,0,31
POA5602,0,0,3,3,3,3,0,0,0,22,0,0,6,0,5,3,6,0,0,19,26,25,111,99,127,132,45,0,0,575
POA5603,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,9,13,35,32,38,54,20,0,0,194
POA5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,11,20,35,9,0,0,95
POA5605,0,0,5,7,4,0,4,0,0,25,0,0,0,5,4,4,3,4,0,28,47,43,113,131,150,166,67,14,0,738
POA5606,20,41,61,45,68,34,18,0,0,294,6,20,45,48,40,39,12,8,0,218,451,571,1375,1281,1342,1159,305,46,6,6532
POA5607,3,7,11,20,20,21,7,0,0,86,9,0,12,10,21,14,6,3,0,77,150,88,350,550,571,534,174,39,0,2456
POA5608,3,17,26,29,27,26,14,0,0,143,5,19,34,31,40,45,7,4,0,191,283,448,1034,859,1066,915,165,21,0,4801
POA5609,0,6,8,6,5,6,0,0,0,31,0,3,3,7,10,3,0,0,0,19,63,112,267,238,230,119,17,3,0,1047
POA5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,17,8,3,0,0,32
POA5630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,11,26,13,6,0,0,83
POA5631,0,0,5,7,8,0,0,0,0,19,0,0,0,0,3,0,3,0,0,13,46,40,92,105,131,78,34,8,0,541
POA5632,5,3,0,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,7,8,25,17,31,24,4,10,0,117
POA5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,34,16,24,37,9,0,0,138
POA5640,0,0,8,5,3,0,5,0,0,23,0,0,0,0,7,6,3,7,0,17,26,27,91,81,94,101,41,8,0,478
POA5641,0,0,6,5,9,5,0,0,0,22,0,0,4,4,0,3,4,0,0,17,22,28,84,107,87,117,41,10,0,498
POA5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,14,19,32,31,10,0,0,126
POA5650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,13,21,22,11,4,0,0,80
POA5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,14,10,4,0,0,42
POA5652,0,0,0,4,0,3,5,0,0,11,3,0,8,0,3,0,3,0,0,15,18,14,65,78,55,54,34,4,0,323
POA5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,11,7,0,0,34
POA5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,25,29,25,4,4,0,107
POA5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,7,3,9,6,0,47
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,7,0,0,0,25
POA5661,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,3,8,14,14,14,3,0,0,54
POA5670,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,13,13,24,54,34,50,21,0,0,220
POA5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,12,11,10,13,14,8,0,76
POA5680,0,3,10,8,9,8,0,0,0,41,6,5,8,5,8,5,4,0,0,37,45,51,150,189,218,216,94,10,0,981
POA5690,5,6,21,18,17,14,11,0,0,90,3,3,19,10,9,23,10,0,0,74,75,127,355,298,394,325,102,13,0,1698
POA5700,13,25,48,35,37,22,8,0,0,191,4,16,36,31,15,31,0,3,0,141,273,361,1074,776,889,878,188,21,0,4460
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
POA5710,3,3,17,9,7,9,0,0,0,53,5,4,4,0,4,8,4,0,0,32,93,80,242,225,227,199,55,5,0,1127
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,8,0,0,0,23
POA5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,4,0,0,0,19
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,11,7,4,4,0,0,42
POA5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,34,33,45,35,5,0,0,182
POA5722,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,16,15,24,26,13,0,0,106
POA5723,0,0,0,0,4,0,0,0,0,11,5,4,6,4,5,14,8,3,0,44,31,54,186,121,95,118,54,11,0,670
POA5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,7,8,9,5,0,0,45
POA5725,0,7,10,10,5,0,0,0,0,35,4,5,14,7,5,11,0,0,0,51,90,182,660,611,411,270,25,0,0,2254
POA5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,11,13,10,8,0,0,63
POA5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,27,22,17,28,5,0,0,116
POA5732,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,7,10,11,17,11,8,0,0,59
POA5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,12,5,10,0,0,57
POA5734,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,4,6,6,15,10,6,0,0,44
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6000,0,22,84,57,31,25,8,3,0,237,3,63,170,78,41,29,7,3,0,392,135,955,3599,1955,937,645,182,18,0,8429
POA6003,0,3,23,19,7,10,5,0,0,72,0,14,52,21,12,9,0,0,0,98,33,246,1028,519,270,183,54,5,0,2340
POA6004,3,29,76,36,24,20,8,0,0,191,6,32,120,75,41,47,4,4,0,333,111,677,2714,1585,935,817,269,50,3,7173
POA6005,0,6,44,23,7,13,3,0,0,96,4,18,50,42,12,9,8,3,0,153,52,363,1615,934,443,358,115,14,0,3903
POA6006,4,14,50,41,34,29,4,0,0,176,4,15,51,40,25,21,15,0,0,172,187,484,1503,1349,1040,768,221,28,0,5591
POA6007,4,16,43,29,26,19,13,0,0,148,3,21,59,47,28,17,6,0,0,186,144,385,1562,1139,838,572,220,20,0,4888
POA6008,13,25,43,41,38,21,15,3,0,194,11,12,89,81,66,50,19,6,0,337,343,714,2085,1846,1657,1308,572,98,8,8629
POA6009,26,32,43,31,21,24,23,3,0,200,26,54,63,71,93,61,36,17,4,415,731,1358,1404,1561,1817,1379,704,168,17,9142
POA6010,16,24,37,40,38,39,25,0,0,215,26,39,40,65,82,52,24,16,4,341,570,834,1567,1633,2084,1514,690,167,11,9073
POA6011,12,20,21,27,12,10,3,0,0,104,4,22,49,24,55,39,14,8,3,213,305,443,830,738,1031,901,426,91,6,4762
POA6012,15,33,23,24,31,16,8,0,0,150,14,10,30,43,63,26,15,3,0,204,255,425,768,916,1051,708,301,61,0,4486
POA6014,12,47,51,51,47,48,18,0,3,285,25,32,70,100,78,54,18,6,3,380,662,939,2234,2738,2669,1789,530,69,12,11657
POA6015,9,9,0,10,13,11,7,4,0,74,9,11,15,28,57,33,9,0,3,166,238,298,306,485,914,707,212,58,17,3235
POA6016,7,8,51,49,35,21,14,0,0,178,6,13,60,68,58,15,10,0,0,240,267,469,1509,1698,1307,736,179,19,0,6187
POA6017,6,14,45,22,16,14,4,0,0,121,0,7,46,23,8,9,6,0,3,104,40,251,1137,675,306,216,68,6,3,2704
POA6018,31,60,177,142,138,92,35,11,0,687,33,53,193,205,196,113,41,16,3,856,1138,1793,4932,5380,4673,3096,857,137,6,22018
POA6019,17,45,166,102,87,55,22,8,0,490,20,54,165,152,110,57,22,15,0,593,574,1021,3974,3319,2636,1839,510,87,6,13971
POA6020,25,38,58,76,66,54,36,3,0,367,20,29,57,112,109,79,39,7,0,443,720,916,1352,2436,2711,2164,830,93,6,11219
POA6021,31,33,112,89,79,65,29,3,0,441,19,50,102,124,102,72,28,6,0,497,497,894,2444,2560,2176,1609,513,62,6,10766
POA6022,3,14,22,35,25,18,3,0,0,126,5,13,31,39,29,20,8,0,0,136,125,189,576,655,537,369,140,11,0,2598
POA6023,17,34,29,54,67,38,14,0,0,257,27,19,36,65,71,48,12,7,0,286,553,552,974,1940,2033,1289,466,66,3,7877
POA6024,9,33,61,65,62,36,31,4,0,302,17,10,60,64,49,48,22,3,0,266,423,511,1311,1682,1520,1023,389,45,0,6908
POA6025,23,66,131,149,126,92,31,3,0,628,38,57,149,161,124,131,30,9,0,692,948,1316,3105,3708,3532,2897,856,70,3,16439
POA6026,32,37,60,89,76,87,34,3,0,422,13,31,59,68,91,99,28,0,0,396,795,978,1523,2569,2635,2497,709,44,7,11755
POA6027,42,104,219,201,180,169,52,3,0,970,47,88,196,204,218,147,51,4,0,960,1357,2141,4175,4779,4833,4244,1103,63,3,22702
POA6028,32,65,80,102,117,111,19,0,0,525,40,52,76,92,137,101,26,3,0,535,985,1302,1804,2368,3639,2745,440,24,0,13309
POA6029,5,3,7,6,10,5,3,0,0,40,5,9,4,11,15,13,0,0,0,56,125,142,174,285,369,264,104,15,0,1477
POA6030,54,109,228,180,182,115,24,5,0,890,64,100,183,196,223,148,26,8,0,955,1392,2058,3983,4178,4785,3275,641,58,0,20381
POA6031,27,63,143,98,91,58,10,0,0,493,37,59,121,138,108,45,14,0,0,518,666,906,2398,2512,2102,1180,210,5,0,9987
POA6032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,5,14,12,21,24,32,5,0,0,113
POA6033,0,0,3,3,0,3,4,0,0,15,0,0,0,0,4,0,0,0,0,11,18,18,33,38,55,53,26,0,6,248
POA6034,0,6,39,18,9,4,0,0,0,81,0,10,30,18,18,4,0,0,0,76,82,199,676,453,311,135,37,0,0,1888
POA6035,9,12,67,44,36,30,4,0,0,199,9,17,57,40,42,23,8,0,0,205,256,351,1046,1171,1072,721,140,12,0,4774
POA6036,31,50,106,82,98,44,3,0,0,428,19,44,93,97,73,47,8,0,0,377,688,967,1833,2039,2166,1126,202,13,0,9035
POA6037,0,11,16,11,11,11,0,0,0,66,0,4,8,13,17,9,0,0,0,54,69,116,308,342,422,288,56,9,0,1596
POA6038,15,22,98,63,39,23,0,0,0,258,11,24,58,63,31,20,3,0,0,217,252,470,1622,1414,1026,478,85,4,0,5356
POA6041,0,0,0,7,6,0,0,0,0,20,0,3,5,3,15,3,4,0,0,30,35,36,72,108,178,142,34,4,0,610
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,22
POA6043,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,3,3,12,3,34,26,16,0,0,95
POA6044,0,0,0,6,5,7,0,0,0,16,0,0,7,3,8,0,3,0,0,23,15,38,120,92,120,120,40,10,0,558
POA6050,16,23,73,38,32,42,14,0,0,235,15,29,79,80,57,30,19,7,0,313,412,866,2008,1792,1668,1311,454,50,6,8568
POA6051,3,36,87,62,49,23,10,0,0,276,5,38,119,87,48,35,14,3,0,343,178,739,2655,2002,1220,798,248,29,0,7871
POA6052,12,19,37,48,61,47,12,0,0,241,12,23,53,43,34,32,10,0,0,207,277,527,1343,1553,1338,996,262,17,3,6316
POA6053,4,22,76,64,49,45,18,0,0,285,14,26,85,81,52,47,13,3,0,323,347,649,1971,2068,1730,1238,347,26,0,8368
POA6054,15,44,113,75,76,46,19,3,0,385,16,36,116,131,116,80,21,0,0,511,465,842,2276,2395,2222,1723,432,35,0,10390
POA6055,25,81,242,159,114,71,32,4,0,725,23,66,217,243,145,85,25,0,0,808,759,1331,5213,4733,2867,1772,455,65,0,17181
POA6056,29,126,217,174,170,145,39,3,0,906,52,115,209,223,214,156,52,10,9,1044,1149,1967,4133,3890,4075,3494,940,108,14,19764
POA6057,32,52,109,83,63,77,30,3,0,447,20,35,85,96,79,65,22,0,0,399,535,764,1779,1790,1762,1494,393,27,3,8545
POA6058,16,30,81,63,51,40,10,0,0,294,13,38,78,62,57,47,13,0,3,316,304,588,1456,1492,1259,1017,292,12,3,6420
POA6059,12,53,104,117,116,80,34,15,0,540,19,59,102,121,104,79,27,10,0,519,590,1136,2411,2483,2677,2101,653,105,10,12159
POA6060,17,49,178,149,81,81,22,5,0,579,16,46,187,138,92,73,12,6,0,577,383,1160,4635,3606,2393,1755,541,61,4,14535
POA6061,29,99,331,218,136,88,27,0,0,935,33,139,406,295,178,111,36,4,0,1207,629,1974,6310,4824,2900,2135,558,42,4,19374
POA6062,27,81,180,162,145,119,57,3,0,772,31,85,250,185,173,127,40,15,0,897,760,1554,4077,3683,3208,2655,815,89,7,16845
POA6063,18,29,87,103,68,53,9,0,0,373,25,49,118,113,87,72,17,0,0,470,401,707,1481,1616,1444,1131,310,15,0,7106
POA6064,23,69,168,169,140,102,29,3,0,711,40,112,226,198,184,125,33,5,0,924,732,1474,2990,2955,2826,2258,555,45,3,13843
POA6065,73,171,377,400,330,210,50,4,0,1611,70,180,357,475,333,217,47,12,4,1691,2195,3257,7261,9236,7898,4728,1071,96,5,35750
POA6066,23,50,109,114,103,79,14,0,0,494,31,63,109,121,118,107,26,0,0,564,539,966,1698,1700,1929,1919,386,22,4,9154
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
POA6069,64,116,282,255,184,93,31,4,0,1031,64,129,265,271,242,117,45,5,0,1142,1607,2087,5251,6046,4914,2846,608,54,5,23411
POA6070,8,4,4,15,19,9,8,0,0,60,3,3,12,17,22,18,3,4,0,77,116,121,182,414,484,379,139,25,0,1873
POA6071,9,4,17,13,25,17,5,0,0,84,4,9,6,16,20,15,5,0,0,74,140,124,213,308,464,405,125,24,0,1800
POA6072,0,0,9,3,5,4,0,0,0,25,0,4,0,6,4,0,0,0,0,14,36,30,55,78,107,109,24,0,0,438
POA6073,6,9,11,13,18,11,3,0,0,74,6,5,10,4,7,9,7,0,0,51,83,105,182,248,357,348,106,11,0,1444
POA6074,0,0,7,0,3,0,3,0,0,27,3,5,3,7,8,3,0,0,0,22,30,37,67,87,132,95,40,8,0,499
POA6076,34,45,63,80,103,92,35,3,0,459,22,42,50,80,102,91,37,8,0,430,736,865,1231,2058,2738,2175,761,112,8,10693
POA6077,6,15,3,6,8,4,5,0,0,49,0,5,3,3,10,11,7,0,0,43,66,97,73,102,146,210,81,14,0,782
POA6078,6,3,4,5,7,4,0,0,0,25,4,0,4,14,0,8,0,0,0,24,35,48,65,83,94,105,41,7,0,491
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,7
POA6081,4,13,16,24,30,16,12,0,0,109,12,7,21,18,34,18,6,0,0,110,205,190,375,476,642,546,132,8,0,2574
POA6082,5,4,19,27,13,19,6,0,0,92,5,4,18,13,24,12,5,6,0,86,103,118,273,336,382,343,79,12,0,1645
POA6083,8,3,8,16,25,29,7,0,0,100,3,9,9,18,21,21,4,0,0,88,133,135,167,293,547,422,132,29,3,1858
POA6084,11,30,48,40,48,53,9,0,0,243,16,25,37,50,55,43,10,0,0,246,285,426,765,867,1127,897,245,22,3,4641
POA6090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,13
POA6100,9,37,96,71,30,49,18,0,0,319,12,29,137,90,71,38,20,0,0,395,315,996,2865,2186,1501,1142,386,23,7,9412
POA6101,10,44,102,63,72,29,13,0,0,326,0,35,102,97,74,36,12,3,0,363,333,985,2993,2338,1687,1052,267,19,0,9686
POA6102,17,57,66,39,25,9,3,0,0,225,14,69,154,73,35,29,6,3,3,382,347,1307,2486,1316,752,532,154,22,3,6919
POA6103,4,36,68,57,24,28,14,0,0,232,5,30,110,80,33,21,5,0,0,288,151,692,2292,1397,859,747,199,12,3,6348
POA6104,10,33,75,69,41,41,16,5,0,287,11,42,92,73,101,45,15,0,0,375,295,699,1984,1689,1466,1092,307,45,4,7572
POA6105,11,24,89,87,67,42,8,0,0,333,12,39,140,93,55,50,13,4,0,406,356,793,2316,1901,1384,995,269,23,4,8047
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
POA6107,33,132,311,241,184,116,26,7,0,1041,53,180,542,347,220,120,41,9,0,1515,948,2835,7290,6143,3874,2532,632,62,0,24324
POA6108,22,49,117,109,103,76,21,4,0,501,27,61,132,130,117,104,27,3,0,601,630,1005,2151,2474,2295,1813,533,37,0,10944
POA6109,9,34,50,62,58,38,13,0,0,258,16,32,89,109,75,42,11,5,0,382,278,564,1298,1431,1077,730,181,20,0,5592
POA6110,44,99,205,235,165,130,44,0,0,920,60,136,273,324,232,169,39,5,0,1234,1156,1995,4176,5234,4289,2885,723,57,0,20525
POA6111,30,50,108,104,109,66,17,3,0,489,28,48,137,127,127,105,35,9,3,622,646,915,1975,2242,2334,2083,598,66,3,10871
POA6112,54,140,368,348,219,140,35,0,0,1305,88,168,513,490,328,179,36,13,0,1825,1670,2886,8403,9793,6007,3899,843,85,8,33594
POA6121,7,17,8,16,23,17,4,0,0,95,7,9,20,10,7,18,8,5,0,73,116,165,199,298,410,370,93,11,0,1662
POA6122,36,58,184,118,78,63,13,0,0,547,35,50,140,163,74,57,13,3,0,540,713,883,2953,2877,1966,1278,272,21,0,10957
POA6123,8,6,16,4,5,4,0,0,0,47,9,0,20,13,13,10,0,0,0,59,63,114,318,205,206,145,36,6,0,1082
POA6124,3,0,0,0,4,5,0,0,0,25,0,5,7,3,9,10,0,0,0,34,40,33,79,106,154,137,32,8,0,589
POA6125,3,12,13,16,20,17,0,0,0,86,10,10,9,10,34,23,4,3,0,108,119,139,231,265,451,357,99,18,0,1683
POA6126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,11,5,13,23,31,29,17,4,0,126
POA6147,19,46,76,68,56,36,8,0,0,313,15,43,87,94,87,61,12,7,0,411,297,688,1626,1670,1314,1088,338,28,3,7035
