POA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA4055,23,8,3,0,31,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,508,62,27,4,593,7,0,7,597,34,0,631,8,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,16,0,0,0,13,0,0,0,13,0,0,13,519,65,27,4,614,7,0,7,617,34,0,649,75,8,6,0,88,0,0,3,90,7,0,94,0,0,0,0,0,0,0,0,0,0,0,0,595,71,27,5,699,9,0,7,709,36,0,748,98,14,4,0,111,0,0,0,115,8,0,123,77,15,0,0,98,0,0,0,95,6,0,108,14,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,185,28,5,0,219,4,0,4,223,17,0,243,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
POA4059,5,6,8,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,199,39,7,0,249,3,0,5,260,7,0,263,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,204,39,7,0,253,7,0,8,262,14,0,267,16,3,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,213,45,15,0,269,7,0,8,281,11,0,293,47,9,0,0,56,0,0,0,55,5,0,59,30,6,4,0,44,0,0,0,44,0,0,44,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,82,18,4,0,104,0,0,6,107,5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4060,16,3,0,0,23,0,0,0,23,3,0,27,3,0,0,0,3,0,0,0,3,0,0,3,378,34,17,0,431,4,0,5,434,14,0,450,5,0,0,0,3,0,0,0,3,0,0,3,3,5,0,0,6,0,0,0,5,0,0,5,8,6,0,0,12,0,0,0,17,0,0,17,381,36,17,0,439,4,0,11,447,14,0,466,33,4,0,0,41,0,0,0,42,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,421,46,17,0,481,4,0,6,489,17,0,506,122,15,3,0,138,0,0,4,144,6,0,147,107,8,3,0,117,0,0,0,117,4,0,123,12,0,0,0,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,240,18,10,0,278,0,0,4,277,14,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4061,21,3,6,0,28,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,483,57,18,0,551,6,0,6,552,23,0,577,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,12,0,0,0,12,0,0,12,491,57,18,0,558,6,0,6,567,23,0,585,41,10,0,0,50,3,0,6,53,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,532,60,15,0,613,6,0,6,620,32,0,652,118,17,4,0,136,0,0,0,138,6,0,142,91,10,0,0,106,0,0,0,106,7,0,115,3,6,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,211,32,10,0,248,0,0,0,250,13,0,264,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0
POA4064,11,0,0,0,16,0,0,0,16,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,147,18,13,0,176,0,0,0,179,10,0,192,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,148,20,13,0,179,0,0,0,186,10,0,189,25,0,0,0,29,0,0,0,29,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,177,18,13,0,212,0,0,0,216,16,0,227,44,3,3,0,53,0,0,0,50,3,0,55,35,6,0,0,44,0,0,0,44,0,0,44,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,89,9,3,0,96,0,0,0,102,9,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4065,18,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,232,28,4,0,265,6,0,6,272,9,0,282,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,236,28,4,0,271,6,0,6,276,9,0,283,28,4,0,0,29,0,0,0,30,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,265,30,4,0,300,6,0,6,307,10,5,315,75,4,0,0,80,0,0,0,80,5,0,88,55,3,0,0,62,0,0,0,63,0,0,65,12,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,4,0,0,0,4,0,0,4,141,13,3,0,164,0,0,0,167,7,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4066,10,4,9,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,207,23,16,5,246,0,0,3,247,8,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,23,16,5,241,0,0,3,249,8,0,255,41,3,0,0,43,0,0,0,43,12,0,55,0,0,0,0,0,0,0,0,0,0,0,0,244,25,15,5,289,0,0,3,293,23,0,312,52,11,6,0,63,0,0,0,62,5,0,68,47,10,0,0,54,0,0,0,54,5,0,53,4,0,4,0,13,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,102,17,10,0,129,0,5,3,131,10,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4067,10,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,89,15,5,0,109,0,0,0,106,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,90,15,5,0,102,0,0,0,106,9,0,112,22,0,0,0,22,0,0,0,30,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,110,14,5,0,129,0,0,3,137,15,0,148,22,0,0,0,30,0,0,0,31,0,0,34,13,6,0,0,16,0,0,0,17,0,0,17,5,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,54,5,0,0,59,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4068,31,0,11,0,44,5,0,5,47,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,372,47,29,3,448,3,5,7,456,19,0,475,7,0,0,0,8,0,0,0,13,0,0,12,7,4,0,0,13,0,0,0,13,3,0,13,16,5,0,0,20,0,0,0,23,0,0,26,385,52,29,3,463,3,5,10,475,26,0,500,85,12,9,4,104,4,0,5,108,17,0,129,0,0,0,0,0,0,0,0,0,0,0,0,468,63,36,6,568,5,9,15,580,45,0,627,94,12,5,0,106,0,0,0,105,6,0,112,87,13,3,0,106,0,0,0,106,10,0,116,9,0,0,0,11,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,194,27,5,0,224,0,0,0,228,18,0,247,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA4069,59,3,4,0,64,0,0,0,64,4,0,73,3,0,0,0,11,0,0,0,11,0,0,11,917,106,32,5,1063,13,0,13,1076,47,0,1122,3,0,0,0,9,0,0,0,9,0,0,6,9,0,0,0,13,0,0,0,13,0,0,10,10,0,0,0,16,0,0,0,16,0,0,15,930,108,32,5,1078,13,0,13,1094,43,0,1139,143,18,6,0,166,0,0,5,171,13,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1073,128,41,5,1245,14,0,18,1259,62,0,1325,301,26,7,0,331,4,0,4,338,14,0,353,259,30,3,0,288,4,0,4,290,14,0,307,34,4,4,0,42,0,0,0,42,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,592,58,12,0,671,7,0,7,678,26,0,702,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0
POA4070,17,0,0,0,25,0,0,0,21,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,305,39,7,3,355,7,0,7,366,13,0,378,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0,9,0,0,9,318,39,7,3,369,7,0,7,374,14,0,388,40,3,0,0,37,0,0,0,40,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,354,44,7,0,411,8,0,8,419,20,0,442,89,8,4,0,103,0,0,0,99,10,0,107,38,9,0,0,48,0,0,0,48,0,0,52,7,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,133,16,3,0,153,0,0,0,156,6,0,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA4073,13,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,5,0,0,0,5,0,0,5,234,24,9,0,266,4,0,4,271,8,0,280,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,24,9,0,270,4,0,4,279,8,0,285,34,6,0,0,38,0,0,0,38,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,277,27,9,0,309,4,0,4,317,14,0,327,50,8,0,0,59,0,0,0,65,0,0,65,42,8,0,0,49,0,0,0,49,0,0,54,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,98,11,6,0,119,0,0,0,120,0,0,123,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA4074,34,3,5,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,431,82,17,0,527,10,3,9,543,27,0,568,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,434,83,17,0,535,11,3,11,543,28,0,575,50,3,4,0,64,0,0,0,64,16,0,81,0,0,0,0,0,0,0,0,0,0,0,0,484,90,21,5,593,11,3,11,607,46,0,659,137,10,6,0,153,0,0,0,156,3,0,163,82,12,0,0,97,5,0,3,97,4,0,105,14,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,234,30,10,0,273,4,0,4,273,13,0,285,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,3,0,0,0
POA4075,41,0,4,0,45,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,518,58,22,5,599,15,0,15,615,30,0,640,5,0,0,0,5,0,0,0,10,0,0,9,7,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,8,0,0,0,14,0,0,15,532,55,22,5,611,16,0,16,630,28,0,655,60,9,0,0,71,5,0,5,73,9,0,89,6,0,0,0,3,0,0,0,3,0,0,3,598,65,21,5,692,17,0,17,708,42,0,747,131,16,4,0,142,7,0,7,151,5,0,156,124,17,9,0,145,4,0,0,149,10,0,157,18,0,0,0,21,0,0,0,21,0,0,21,0,0,0,3,3,0,0,0,7,0,0,7,268,32,9,7,317,7,0,11,327,14,0,342,4,0,0,0,4,0,0,0,4,0,0,5,5,0,0,0,5,0,0,0
POA4076,5,0,0,0,5,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,50,0,3,3,51,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,46,4,0,0,56,0,3,6,57,4,0,63,14,6,0,0,16,0,0,0,16,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0,0,68,0,3,6,76,21,0,94,7,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,9,0,0,0,9,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,16,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
POA4077,14,8,3,0,25,0,0,0,29,4,0,34,0,0,0,5,0,0,0,0,0,0,0,4,201,48,8,4,263,9,0,16,277,43,3,321,8,0,0,0,9,3,0,3,13,3,0,15,0,5,0,0,3,0,0,0,9,0,0,12,4,4,0,0,17,11,0,11,25,4,0,23,204,52,14,4,277,17,3,23,294,47,3,347,92,38,3,7,139,14,4,21,154,107,5,263,0,0,0,0,4,0,0,0,4,0,3,6,299,90,16,10,417,29,10,41,454,149,6,611,80,15,5,0,94,6,0,6,104,8,0,115,44,22,0,0,71,11,0,12,79,17,0,97,8,0,5,0,16,0,0,0,16,0,0,16,0,0,0,5,5,0,0,0,5,0,0,4,126,36,10,8,179,17,0,18,199,28,0,229,0,4,0,0,0,0,4,0,8,0,0,8,0,0,0,0,5,0,0,0
POA4078,26,4,8,0,36,0,0,0,36,0,0,34,0,0,0,4,3,0,0,0,3,0,0,3,403,66,27,7,507,7,0,12,516,26,0,543,6,0,0,5,15,0,0,0,15,3,0,16,9,0,0,0,9,0,0,0,9,0,0,9,18,5,0,5,24,0,0,0,24,3,0,25,424,71,28,7,533,7,0,12,543,33,0,568,86,21,6,9,127,3,0,3,133,28,0,157,0,0,0,0,0,0,0,0,0,0,0,4,508,97,38,15,654,15,0,16,670,54,0,728,106,11,8,0,124,0,0,0,124,7,0,132,60,21,0,0,88,0,0,3,86,7,0,98,8,3,3,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,177,33,11,0,225,0,0,3,230,18,3,253,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
POA4101,11,0,5,0,16,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,351,45,17,0,413,4,3,5,415,37,0,457,4,0,0,0,4,0,0,0,5,0,0,4,10,0,0,0,10,0,0,0,10,0,0,12,14,0,0,0,7,0,0,0,11,0,0,17,361,45,17,0,421,6,3,8,433,38,0,473,63,12,4,0,67,4,0,4,76,15,0,91,0,0,0,0,0,0,0,0,0,0,0,0,419,55,12,0,491,12,3,13,508,52,0,560,95,8,5,0,114,3,0,3,112,10,0,121,64,15,4,0,84,0,0,0,84,5,0,83,7,5,8,0,19,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,167,29,13,0,207,0,0,0,212,15,0,224,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0
POA4102,4,0,0,0,3,0,0,0,3,0,0,3,5,0,0,3,4,0,0,0,4,0,0,4,103,12,0,6,119,0,0,4,119,6,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,103,12,0,6,119,0,0,4,124,6,0,128,9,0,0,0,11,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,112,19,0,6,135,0,0,4,137,8,0,141,32,0,0,0,32,0,0,0,32,0,0,32,22,3,0,0,20,0,0,0,20,7,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,57,0,0,0,57,7,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4103,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,150,27,3,0,179,0,0,4,177,12,0,188,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,27,3,0,176,0,0,4,179,16,0,196,20,5,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,173,25,6,0,207,0,0,4,209,16,0,226,45,5,0,0,50,0,0,0,50,3,0,54,28,3,4,0,39,0,0,0,38,0,0,41,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,73,10,6,0,93,3,0,3,95,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4104,6,0,0,0,7,0,0,0,7,0,0,12,0,0,3,0,3,0,0,0,3,0,0,3,93,16,8,0,108,0,0,0,112,6,0,116,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,4,93,16,8,0,111,3,0,3,114,6,0,124,6,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,98,17,8,0,115,3,0,3,124,6,0,131,37,3,0,0,38,0,0,0,38,0,0,42,31,5,0,0,39,0,0,0,38,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,0,0,78,5,0,5,80,4,0,83,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
POA4105,12,4,0,0,13,0,0,0,13,0,0,13,0,0,0,0,5,0,0,0,5,0,0,5,163,26,13,0,201,3,0,7,204,8,0,213,0,0,0,0,3,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,7,0,0,7,164,25,13,0,198,7,5,14,213,8,0,222,16,8,0,0,27,0,0,0,27,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,179,32,13,4,220,7,5,14,233,14,0,245,44,12,0,0,54,0,0,0,54,6,0,63,25,8,0,0,32,0,0,0,33,3,0,37,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,74,18,4,0,95,0,0,0,95,11,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,15,0,0,0,12,0,0,12,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4107,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,13,8,0,105,0,0,0,105,3,0,113,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,11,0,0,0,11,0,0,10,90,13,8,0,108,0,0,0,108,5,0,119,9,3,0,0,16,3,0,3,16,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,99,17,8,0,125,3,0,3,128,8,0,135,29,0,0,0,26,0,0,0,26,3,0,29,20,0,0,0,21,0,0,0,21,0,0,26,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,53,0,0,0,53,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4108,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,32,9,0,0,46,0,0,0,45,0,0,52,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,5,0,5,35,9,0,0,51,0,0,0,47,8,0,55,10,6,0,0,10,0,0,0,10,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,64,0,0,0,65,11,0,71,13,0,0,0,11,0,0,0,11,0,0,13,8,5,0,0,12,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,4,29,0,0,0,29,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
