POA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA3194,3,3,28,25,8,46,7,37,0,158,11,26,52,30,18,54,12,33,3,240,84,202,155,60,53,36,41,43,15,699,218,239,151,33,57,46,27,26,12,811,257,217,101,34,59,51,41,36,13,805,144,124,86,32,44,38,43,41,6,551,28,48,24,14,19,18,8,11,3,178,4,10,3,0,6,3,0,3,0,36,4,0,0,0,0,0,0,4,0,5,755,879,595,227,252,295,180,233,53,3473,0,5,0,46,11,84,0,18,0,158,19,53,14,70,41,49,4,3,4,254,101,355,45,94,118,47,3,13,17,791,153,324,36,92,163,36,6,17,16,843,151,290,31,100,218,56,7,24,15,887,63,145,18,68,155,50,9,22,4,540,11,53,4,16,43,15,4,12,4,154,0,6,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,497,1224,155,479,753,333,32,105,55,3639
POA3195,8,9,87,68,14,155,26,171,7,540,32,108,240,96,52,123,52,100,11,817,216,414,394,117,102,86,54,101,17,1499,566,676,369,100,135,119,80,74,28,2147,804,633,434,102,171,146,116,130,46,2574,433,404,334,94,131,91,140,126,23,1787,99,121,79,26,47,26,48,37,17,499,13,19,6,4,6,0,7,3,8,59,0,0,0,0,0,5,0,0,0,4,2162,2374,1954,611,656,754,520,740,154,9928,9,18,12,158,44,312,3,82,8,641,30,147,34,194,137,226,9,32,10,829,180,711,78,180,242,115,4,27,18,1548,407,930,70,214,425,115,8,31,29,2231,422,871,83,321,667,189,24,75,32,2677,206,426,53,233,504,123,24,69,13,1645,36,99,14,39,129,15,5,22,9,376,4,8,0,3,7,4,0,0,5,30,0,0,0,0,0,0,0,0,0,0,1303,3204,355,1339,2146,1097,76,336,119,9975
POA3196,4,7,55,19,5,57,11,78,7,248,18,41,167,47,30,44,37,45,5,424,179,379,416,103,83,67,63,109,22,1432,403,467,404,89,137,99,74,105,37,1801,325,355,336,92,117,79,131,95,28,1553,199,196,231,62,84,69,121,109,18,1072,50,45,67,6,24,23,41,35,3,294,11,10,11,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,1182,1501,1688,413,464,439,479,572,129,6860,3,3,13,84,13,149,3,25,0,288,24,77,28,130,75,97,3,33,5,478,179,692,66,178,240,103,18,17,21,1516,276,714,68,223,346,79,11,36,26,1780,250,428,78,230,403,90,20,50,20,1576,120,202,38,186,335,84,28,45,9,1049,19,74,6,39,78,19,7,19,3,266,3,0,0,6,0,3,0,6,0,19,0,0,0,0,0,0,0,0,0,0,875,2195,295,1071,1490,632,95,233,91,6982
POA3197,0,6,37,21,10,32,7,45,0,156,11,19,79,24,19,30,11,24,8,216,65,115,188,31,24,39,33,44,6,550,172,140,168,28,23,36,32,41,21,652,210,136,157,33,43,40,62,57,12,749,168,109,142,14,38,49,65,42,15,641,59,43,34,8,11,17,12,23,9,226,8,8,0,0,0,4,0,3,4,28,0,0,0,0,0,0,0,0,0,0,693,577,804,163,167,245,226,267,74,3216,3,8,9,39,7,66,3,21,0,160,11,31,6,58,26,54,0,9,4,201,60,204,26,90,94,32,9,9,9,517,89,225,30,71,167,39,7,12,11,649,124,203,37,123,194,57,15,21,18,795,70,122,16,71,201,46,10,21,3,563,21,31,5,26,63,14,5,3,3,178,0,5,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,384,828,122,478,771,316,41,104,56,3094
POA3198,0,0,41,9,0,37,5,62,6,166,14,16,103,31,6,50,20,38,9,292,106,152,337,56,44,52,72,92,16,938,205,220,315,63,49,53,78,94,29,1100,148,137,225,55,60,63,120,94,23,930,81,69,164,30,50,31,92,83,16,608,23,24,40,11,13,8,23,24,3,167,3,0,0,0,0,3,4,5,0,23,0,0,0,0,0,0,0,5,0,4,591,619,1229,253,230,288,411,500,102,4229,0,0,7,26,10,71,0,22,7,148,12,39,14,84,37,70,7,20,6,289,99,337,68,139,165,79,17,36,14,957,132,319,46,154,209,82,9,44,17,1011,99,220,47,157,198,72,23,51,18,886,56,108,18,124,160,60,20,62,15,618,4,42,4,23,49,19,8,10,6,154,0,3,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,409,1076,205,708,825,454,79,245,81,4083
POA3199,10,9,133,71,16,174,30,234,11,691,53,87,373,125,45,126,92,201,22,1121,311,530,1014,204,139,176,200,304,63,2938,572,571,743,158,164,151,215,270,57,2904,576,518,610,162,182,162,291,275,45,2819,401,380,473,123,154,134,257,208,31,2165,95,138,122,35,53,32,75,80,15,647,16,25,13,5,3,10,10,12,3,104,0,0,0,0,0,0,0,0,3,5,2044,2256,3481,888,762,966,1169,1581,257,13411,10,12,16,179,24,335,4,96,8,688,53,146,64,306,136,257,20,82,8,1078,278,994,156,507,438,225,41,129,50,2820,391,965,127,483,520,206,36,150,40,2916,342,826,123,505,631,194,35,152,41,2848,194,499,75,401,518,204,36,154,23,2111,39,141,16,89,163,39,11,45,7,544,4,7,0,3,9,0,0,4,9,44,0,0,0,0,0,0,0,0,0,0,1312,3582,580,2473,2447,1460,194,816,192,13050
POA3200,0,0,12,0,0,0,0,14,7,28,4,0,47,4,13,8,14,22,4,101,28,24,128,27,14,10,55,60,12,348,26,18,56,9,16,12,51,39,0,221,18,11,54,4,21,0,34,30,5,183,17,13,42,13,8,0,47,44,0,185,0,5,7,0,0,0,10,9,0,37,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,92,85,341,52,69,41,211,210,28,1117,0,0,0,3,4,19,0,3,0,31,5,4,12,33,5,21,3,15,6,99,23,36,28,71,46,36,7,23,6,277,18,29,3,51,28,18,7,30,4,184,12,23,13,43,27,13,8,26,5,166,0,13,9,26,15,14,11,38,4,126,0,4,6,8,4,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,105,63,239,136,116,34,146,24,921
POA3201,7,3,75,19,0,68,15,87,5,278,17,20,187,21,22,51,40,88,16,468,147,165,531,99,88,73,166,217,26,1513,162,163,393,58,97,67,197,141,38,1317,131,111,322,45,59,60,245,151,29,1163,81,66,213,42,73,48,215,133,24,903,25,17,44,7,14,11,40,30,10,196,5,4,4,0,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,574,559,1771,295,354,379,912,859,139,5840,8,8,6,30,8,126,0,37,5,231,20,57,27,143,74,114,14,43,12,503,129,382,97,303,295,121,38,86,23,1475,156,266,72,236,271,104,34,84,25,1249,109,168,53,226,262,94,44,107,12,1074,45,94,37,163,217,74,32,102,12,775,7,18,3,29,48,14,9,20,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,995,294,1137,1182,650,165,480,86,5467
POA3202,0,0,4,9,0,13,0,14,0,43,0,9,14,5,0,12,5,9,0,54,16,23,24,9,10,12,7,9,4,108,39,51,20,4,10,7,17,3,7,155,67,48,40,15,8,12,13,17,3,216,30,17,16,6,9,10,15,12,0,118,12,12,3,0,3,4,3,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,161,121,47,44,62,55,62,17,739,0,0,0,14,8,31,0,0,0,45,5,8,8,10,0,15,0,7,0,53,17,41,4,10,27,10,0,0,0,117,36,70,11,6,29,7,0,0,0,163,39,64,3,29,48,14,0,13,4,217,14,24,7,23,20,6,3,6,0,99,0,4,0,4,6,6,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,212,35,97,137,80,6,32,10,722
POA3204,0,19,35,82,19,122,11,128,4,430,36,151,152,100,77,137,42,97,9,800,225,615,311,114,150,122,91,92,30,1761,538,760,222,73,123,108,54,56,35,1972,635,752,225,85,124,114,54,57,41,2088,377,483,179,45,96,72,76,72,15,1422,64,148,61,30,22,20,30,33,3,412,3,9,8,0,5,7,0,4,0,43,0,0,0,0,0,0,0,0,0,0,1886,2935,1204,534,629,701,360,546,142,8933,10,13,7,120,38,202,3,55,13,450,39,161,30,152,128,187,6,34,5,756,233,763,81,195,267,111,15,44,35,1744,425,880,65,179,298,106,21,29,34,2028,441,844,74,203,452,134,13,40,31,2236,174,450,43,156,333,85,4,52,14,1310,26,92,7,52,86,19,6,21,3,319,0,3,0,10,9,0,0,0,5,28,0,0,0,0,0,0,0,0,0,3,1345,3202,308,1056,1615,843,67,275,140,8867
POA3205,0,0,3,22,3,6,0,12,0,50,17,48,33,46,11,24,8,12,3,206,174,478,114,64,87,55,23,52,19,1061,214,353,68,29,67,39,14,31,25,829,203,243,44,24,35,33,3,19,8,612,140,150,30,16,36,14,15,19,8,416,19,54,11,4,5,6,3,12,4,129,10,19,3,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,779,1354,300,207,245,177,68,150,66,3332,0,5,0,22,7,34,0,3,0,69,20,51,13,62,40,44,0,5,5,236,158,509,40,94,148,62,0,30,13,1068,183,344,31,45,122,37,6,6,18,800,159,252,17,32,110,22,3,16,14,627,90,119,3,25,88,20,3,6,5,364,22,38,3,10,23,0,0,4,6,99,0,10,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,630,1329,105,300,536,228,10,75,60,3283
POA3206,5,0,4,22,4,20,5,23,0,89,6,26,19,27,17,22,0,14,0,129,70,139,47,23,25,21,8,11,8,353,202,237,41,16,30,18,8,11,11,564,257,255,45,21,20,39,5,9,14,669,194,202,34,18,24,26,20,12,11,539,62,114,7,6,13,9,0,0,5,220,16,19,0,0,0,3,0,0,7,47,0,0,0,0,0,0,0,0,0,3,801,1001,205,113,138,156,51,83,55,2611,0,4,6,39,10,33,0,17,0,112,0,31,8,40,31,16,0,3,0,129,66,200,17,34,40,24,0,6,4,399,154,255,13,26,85,23,0,4,15,573,206,286,13,30,114,50,0,7,15,716,124,174,15,20,84,33,6,0,7,465,26,68,0,8,26,7,0,5,6,143,0,9,0,0,4,0,0,0,3,15,0,0,0,0,0,0,0,0,0,5,586,1018,76,197,395,184,9,42,45,2551
POA3207,0,6,10,30,9,28,6,26,0,120,11,60,35,44,23,25,14,27,0,227,202,362,170,80,57,70,35,65,25,1074,398,468,117,36,76,53,34,33,28,1236,366,367,91,55,85,59,38,43,31,1134,235,238,72,37,58,30,30,37,10,754,77,91,17,9,11,14,9,12,8,249,14,22,4,0,0,3,0,0,5,57,0,0,0,0,0,0,0,0,0,4,1305,1623,522,287,322,286,172,234,103,4862,0,8,0,39,10,50,3,18,5,126,16,53,7,65,60,34,3,9,6,263,177,515,40,122,162,69,7,16,20,1147,386,545,32,74,180,70,6,13,18,1322,293,429,30,68,223,78,5,18,20,1159,157,231,16,47,177,45,3,13,9,700,35,82,7,12,42,11,0,0,0,195,4,9,0,0,7,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,1081,1869,131,425,856,364,28,89,86,4931
POA3211,0,0,6,0,0,4,0,8,0,24,0,4,15,4,0,0,3,5,3,33,4,3,12,0,0,0,7,5,0,41,12,12,19,0,0,0,7,9,3,64,24,9,18,5,7,4,7,0,0,77,7,5,13,5,6,4,19,7,0,65,3,4,3,0,0,0,5,0,0,21,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,41,82,19,18,15,51,40,11,335,0,0,0,4,0,6,0,4,0,18,0,3,0,12,3,5,4,4,0,35,3,4,3,5,3,6,0,3,3,28,9,15,3,8,9,0,9,3,0,56,3,16,4,13,24,0,0,7,0,70,8,3,3,8,15,3,0,6,0,54,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,16,37,67,28,14,26,5,273
POA3212,4,0,78,22,11,58,16,101,7,285,16,32,143,33,18,31,38,71,4,383,92,153,363,86,58,46,157,135,24,1116,172,182,265,77,62,32,152,120,14,1081,181,130,239,86,55,29,174,92,24,1004,108,99,153,58,53,22,148,68,18,722,24,21,33,10,18,4,42,17,10,170,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,598,616,1275,368,259,233,719,606,102,4773,6,0,11,55,13,150,7,36,4,283,18,54,24,95,46,85,13,26,6,372,74,341,59,201,184,77,23,42,23,1028,110,296,59,194,236,89,25,51,10,1074,84,211,56,206,222,89,40,69,8,988,42,105,21,109,151,39,27,65,0,567,11,17,5,22,39,11,0,14,4,124,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,351,1022,232,878,893,548,141,308,60,4438
POA3213,0,0,18,8,6,23,9,21,0,73,5,11,42,10,7,9,23,35,3,152,20,38,68,17,16,17,31,36,4,234,56,34,67,10,7,6,25,22,6,233,72,46,69,11,8,11,52,45,3,320,44,37,63,17,6,10,35,26,10,247,16,10,9,0,3,0,4,9,5,52,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,218,175,341,67,55,65,180,185,37,1321,0,0,3,15,3,67,4,18,9,117,6,10,12,25,12,22,5,11,0,117,18,51,20,44,42,23,3,5,3,205,34,64,18,35,52,8,3,19,3,242,44,64,15,48,73,27,4,18,4,289,29,37,8,41,46,13,6,17,0,193,6,10,0,0,9,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,231,78,213,233,160,27,94,15,1188
POA3214,4,0,50,11,3,30,13,103,8,229,18,14,190,46,19,46,71,99,30,536,70,104,372,78,60,82,272,272,40,1349,67,58,214,42,49,48,189,189,25,879,58,59,168,65,30,21,233,178,19,833,45,41,109,44,35,29,232,139,22,693,8,7,28,9,5,3,36,43,8,156,0,0,0,0,0,0,5,6,3,14,0,0,0,0,0,0,0,0,0,0,282,290,1126,296,206,255,1039,1040,162,4701,5,0,10,37,6,125,13,35,0,236,23,37,26,139,55,112,31,64,8,490,62,171,77,304,148,99,57,116,19,1056,56,91,39,174,116,75,42,153,17,761,40,83,33,214,106,74,42,158,21,769,39,63,19,202,82,49,39,172,7,667,4,17,0,30,21,9,7,43,4,132,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,224,455,201,1104,525,546,230,757,85,4132
POA3215,9,3,41,19,0,69,13,91,5,250,12,58,163,51,27,58,36,76,10,495,117,271,381,99,77,77,142,175,34,1380,161,199,258,82,66,51,127,108,27,1071,177,177,229,54,71,38,143,114,30,1038,116,110,172,50,39,35,145,110,11,788,33,43,54,15,15,13,37,28,8,245,3,9,11,3,0,6,5,10,0,37,0,0,0,0,0,0,0,0,0,0,634,868,1308,376,299,345,639,704,128,5299,0,0,11,76,13,128,7,37,5,270,30,58,31,159,69,115,16,31,5,511,97,495,79,226,214,95,17,67,25,1308,110,302,65,179,204,85,19,55,20,1050,98,268,39,165,220,96,26,99,19,1036,73,170,40,138,169,66,5,90,8,766,18,37,5,26,49,18,0,30,0,191,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,421,1319,274,973,940,607,100,425,88,5150
POA3216,3,15,191,121,22,237,44,276,7,918,75,180,459,209,96,261,168,307,22,1771,338,892,867,291,187,209,296,384,51,3518,607,880,689,217,174,132,187,218,60,3171,600,682,596,214,177,146,238,206,55,2925,391,444,432,149,148,115,254,173,37,2147,108,174,104,36,38,50,83,66,12,667,21,22,8,6,4,5,5,12,4,89,0,0,3,0,0,0,0,0,0,10,2145,3292,3341,1237,844,1158,1274,1644,267,15204,22,14,30,258,40,533,18,152,8,1072,74,272,113,560,174,334,38,130,16,1708,282,1379,181,559,446,220,38,133,33,3288,373,1250,135,447,580,174,28,106,56,3151,346,946,118,536,669,195,23,132,27,2984,190,536,84,394,517,185,32,153,19,2114,43,138,17,78,150,45,6,40,10,524,6,9,0,0,6,0,0,4,4,38,0,0,0,0,0,0,0,0,4,0,1324,4544,689,2839,2582,1687,177,855,179,14885
POA3217,6,0,54,20,5,60,3,89,0,239,25,53,182,67,35,84,41,94,7,599,218,434,584,210,103,110,158,203,30,2045,261,366,331,131,110,85,136,145,24,1578,152,141,111,87,63,32,83,57,11,747,89,62,94,39,37,22,60,36,9,457,28,26,16,5,9,9,15,11,0,123,7,3,0,0,0,0,5,0,0,14,4,0,0,0,0,0,0,0,0,4,783,1083,1380,569,354,398,509,631,85,5800,0,3,10,53,13,144,3,37,0,261,36,112,47,251,81,149,25,33,4,742,177,763,121,435,347,138,17,68,30,2096,133,516,83,258,270,76,20,55,21,1427,97,182,29,148,171,68,13,50,4,764,46,113,11,95,105,54,7,38,0,478,12,23,4,15,22,11,0,5,0,87,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,511,1703,311,1260,1008,634,82,280,66,5863
POA3218,0,3,30,21,4,40,3,48,0,145,13,43,83,50,17,36,28,53,8,331,113,294,273,87,63,47,77,90,18,1067,226,265,224,49,59,49,56,59,16,1003,189,181,149,34,50,29,61,54,13,771,109,111,95,32,47,26,68,65,10,566,29,32,14,7,15,7,19,20,0,147,8,0,4,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,694,943,867,277,256,229,316,391,74,4045,3,5,10,60,4,88,6,18,0,184,12,66,15,145,34,64,14,35,4,388,112,483,63,150,158,68,9,40,14,1085,166,380,44,103,152,60,4,27,20,958,114,275,41,121,167,46,12,31,5,809,62,174,15,86,149,40,10,34,9,589,15,32,0,17,23,7,0,19,0,111,5,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,488,1403,187,687,687,371,60,199,52,4131
POA3219,0,4,45,15,6,55,11,82,0,229,27,42,149,48,31,57,51,117,14,527,76,204,389,111,69,83,123,165,20,1245,101,150,229,69,46,44,99,102,11,853,117,107,210,70,41,35,142,123,17,859,78,85,181,46,45,37,143,134,12,766,24,25,38,14,13,13,44,37,3,198,4,0,6,5,4,0,4,7,3,24,0,0,0,0,0,0,0,0,0,6,426,613,1254,375,249,317,618,757,97,4705,3,6,6,51,9,135,6,24,5,250,22,62,44,149,69,94,18,37,3,491,93,379,90,241,150,106,17,68,9,1146,75,234,53,183,156,65,12,68,10,864,86,172,53,222,189,80,20,99,20,941,49,139,28,207,177,77,22,114,12,828,15,34,3,40,36,8,8,31,4,179,0,4,0,0,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,348,1029,276,1090,786,555,102,464,57,4713
POA3220,3,0,35,40,0,70,6,93,3,245,17,59,81,74,28,56,20,57,13,412,121,296,214,85,47,60,57,84,13,982,228,289,135,50,47,35,24,51,13,870,259,309,122,47,42,37,40,60,14,933,168,249,109,40,39,38,48,55,15,763,70,97,28,13,20,10,21,20,5,275,21,12,6,0,3,7,0,0,4,52,0,3,0,0,4,0,0,0,0,6,879,1321,732,352,221,306,220,420,89,4534,9,4,14,83,18,117,9,29,3,267,23,96,26,164,63,97,6,38,10,516,109,450,49,160,112,60,7,31,15,992,133,423,40,73,130,41,4,19,5,864,148,351,39,109,202,45,0,22,14,935,94,264,30,81,197,51,3,36,10,756,30,72,5,17,45,17,3,10,5,208,10,6,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,544,1663,189,684,779,424,32,183,59,4555
POA3221,0,0,4,3,0,4,0,5,0,14,0,0,4,0,0,0,0,5,0,14,3,8,0,5,0,0,0,6,0,18,17,9,12,0,0,0,3,3,0,44,19,11,6,0,3,4,5,8,0,57,20,12,5,0,0,0,3,3,0,53,11,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,46,39,13,9,14,16,28,4,229,0,0,0,7,0,9,0,0,0,21,0,9,0,0,0,4,0,0,0,16,4,8,0,6,4,0,0,3,0,22,5,17,0,0,6,6,0,0,0,32,11,15,0,8,11,4,0,0,0,48,9,17,0,0,10,0,0,0,0,36,4,0,0,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,66,4,28,30,24,0,9,3,195
POA3222,6,0,58,21,0,65,14,111,5,271,8,14,142,36,6,47,18,63,6,346,69,93,315,53,35,32,75,88,4,769,156,135,244,66,42,38,70,93,26,872,153,137,227,70,49,31,95,89,12,873,133,128,153,49,47,38,111,82,14,766,42,60,48,14,20,25,37,32,7,283,11,7,4,0,0,0,0,3,0,37,0,3,0,0,0,0,0,0,0,7,588,582,1191,312,199,278,424,567,81,4223,0,0,7,68,10,139,0,29,4,256,14,25,23,101,36,82,4,14,3,311,65,224,56,156,103,55,6,45,7,732,91,270,46,165,163,54,8,50,16,862,120,238,52,171,195,78,12,61,20,942,90,180,27,180,196,102,16,77,6,872,25,48,3,30,50,19,5,16,4,198,0,0,0,0,3,0,0,3,0,17,3,0,0,0,0,0,0,0,0,3,413,987,229,863,764,529,50,295,74,4199
POA3223,0,0,14,5,0,16,0,15,5,59,6,3,46,12,8,8,6,16,4,108,32,37,89,9,10,11,20,40,3,259,38,57,58,18,17,17,25,24,6,272,65,59,87,22,21,15,47,41,14,373,97,77,94,30,20,24,50,52,13,456,38,40,34,10,15,12,25,18,9,205,6,5,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,296,281,434,111,94,110,175,210,51,1756,0,0,0,18,3,31,0,8,0,64,7,12,8,48,12,23,0,8,0,116,18,68,20,45,31,23,3,10,4,232,39,87,20,51,54,17,0,20,9,294,72,79,24,70,94,33,7,34,4,412,50,110,18,73,124,41,9,23,6,463,16,34,0,21,44,4,3,5,0,138,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,207,394,94,338,362,169,14,115,31,1727
POA3224,4,4,66,14,3,47,14,55,4,213,14,16,112,24,12,55,22,68,0,323,66,94,257,53,32,46,66,85,20,721,99,109,224,52,34,44,72,82,18,740,134,86,199,63,51,29,102,74,21,753,89,77,119,43,40,29,119,62,16,590,30,21,28,10,12,16,25,25,9,176,3,7,3,3,4,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,443,413,1016,254,194,261,422,451,87,3540,4,3,6,63,7,121,3,31,7,247,8,38,24,93,32,52,4,20,7,274,52,267,56,151,101,57,12,34,7,738,80,223,51,134,151,62,8,36,10,763,76,187,37,139,194,71,7,57,16,784,60,111,31,127,154,66,14,55,6,616,11,26,3,24,32,7,0,19,3,122,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,295,858,205,733,678,439,42,249,52,3560
