POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2000,2526,4903,1517,1647,1484,1131,457,1464,402,15520
POA2007,479,1354,343,470,402,302,163,345,89,3957
POA2008,806,2541,397,578,622,413,99,244,94,5805
POA2009,1572,2679,481,617,802,446,145,319,143,7204
POA2010,3538,7801,928,1116,1630,985,231,569,306,17102
POA2011,2522,4845,639,777,1217,631,143,308,174,11250
POA2015,1665,3398,529,476,863,485,139,209,114,7880
POA2016,1283,3301,493,525,785,425,146,330,142,7428
POA2017,2977,6946,1418,1163,1905,1163,394,711,295,16966
POA2018,1627,3301,1060,914,1414,823,482,636,191,10450
POA2019,1251,1816,871,711,1117,563,384,433,130,7271
POA2020,1536,3538,1420,1231,1672,976,635,994,279,12287
POA2021,2082,4284,388,464,885,577,75,159,145,9055
POA2022,1504,2961,538,511,736,468,128,312,151,7311
POA2023,1301,2397,246,297,578,406,44,109,164,5536
POA2024,1340,2682,388,371,600,359,64,139,110,6055
POA2025,880,1818,119,181,326,247,14,60,82,3734
POA2026,4285,8158,1277,1251,1669,1331,331,562,399,19258
POA2027,1079,1786,134,189,417,279,24,67,128,4104
POA2028,638,1190,90,125,281,184,19,39,77,2643
POA2029,1225,1930,307,362,578,384,67,117,128,5093
POA2030,1803,2662,285,402,759,521,48,127,171,6778
POA2031,3595,8146,1473,1388,2069,1176,357,627,300,19133
POA2032,892,2489,648,660,852,526,277,454,119,6915
POA2033,879,2341,521,539,768,474,162,303,93,6080
POA2034,2430,4776,905,841,1257,703,145,313,226,11596
POA2035,2923,5658,1682,1500,2141,1187,548,900,306,16846
POA2036,2390,4062,1868,1606,2217,1229,826,1054,275,15522
POA2037,1666,4140,500,650,984,524,136,296,168,9072
POA2038,1139,2416,332,343,586,332,66,120,74,5403
POA2039,1313,2050,286,232,527,307,66,122,59,4964
POA2040,2765,5175,850,865,1349,767,209,337,160,12468
POA2041,2214,3696,405,433,851,484,66,146,101,8397
POA2042,2086,5360,854,963,1320,675,226,365,178,12016
POA2043,1437,3305,400,344,713,330,78,109,94,6805
POA2044,923,1781,446,347,627,301,161,231,75,4893
POA2045,626,1182,242,236,429,251,73,112,24,3171
POA2046,3039,4680,1145,910,1998,1038,314,514,239,13877
POA2047,1507,2454,409,395,855,458,87,183,121,6474
POA2048,775,2074,317,362,531,268,92,147,46,4604
POA2049,1224,3136,512,529,885,380,149,283,73,7178
POA2050,1079,2825,355,509,641,355,76,144,71,6060
POA2060,1911,4254,457,496,1084,475,73,179,165,9083
POA2061,900,1662,107,123,383,204,23,49,61,3505
POA2062,979,1758,200,226,468,235,36,76,40,4007
POA2063,737,1251,123,178,333,183,31,57,73,2954
POA2064,811,2227,296,323,600,295,80,164,84,4888
POA2065,4275,9001,998,1042,2191,996,172,374,276,19324
POA2066,3899,7837,1118,1185,2194,1154,252,470,293,18412
POA2067,2287,5111,936,945,1600,983,253,555,257,12907
POA2068,1985,3424,435,513,1039,624,149,237,135,8535
POA2069,1588,3013,338,414,779,485,87,213,136,7049
POA2070,1526,3014,308,404,791,461,80,168,120,6872
POA2071,1289,2643,274,353,819,445,86,172,116,6198
POA2072,878,1859,258,270,499,326,62,107,83,4353
POA2073,1997,3550,406,471,1040,558,83,238,146,8496
POA2074,2448,4504,546,718,1367,697,143,298,162,10874
POA2075,2312,3760,551,619,1249,786,157,255,175,9854
POA2076,2403,4721,685,926,1524,778,164,386,184,11759
POA2077,2903,8044,2015,2207,2869,1431,644,1327,351,21785
POA2079,666,1323,480,427,582,298,139,256,42,4216
POA2080,146,277,109,82,121,60,29,55,3,890
POA2081,510,895,311,266,439,188,71,164,34,2876
POA2082,459,830,386,259,392,214,83,138,25,2793
POA2083,174,232,120,73,101,38,15,69,12,843
POA2084,391,457,252,149,226,158,56,98,15,1802
POA2085,1197,1605,530,416,782,486,146,229,62,5450
POA2086,1500,2188,768,582,929,588,205,338,85,7178
POA2087,1337,2097,498,514,813,498,151,239,68,6214
POA2088,3508,5881,587,842,1556,1007,147,296,331,14153
POA2089,1576,2961,378,421,809,450,71,134,100,6908
POA2090,1871,3285,376,438,878,448,92,170,126,7678
POA2092,992,1244,203,244,370,271,42,67,57,3484
POA2093,2854,4262,929,954,1389,950,268,383,183,12173
POA2094,838,1375,207,265,351,224,53,87,53,3444
POA2095,2346,3986,567,585,858,613,133,212,161,9451
POA2096,1940,3064,899,725,877,573,180,278,145,8688
POA2097,1652,2252,1148,785,1126,734,270,389,107,8471
POA2099,3842,5994,2919,2612,2784,1966,994,1746,363,23226
POA2100,2239,3112,1323,1045,1514,1017,400,646,151,11455
POA2101,1907,2709,1406,973,1252,808,317,492,135,9996
POA2102,804,1085,505,405,580,385,132,183,60,4136
POA2103,1014,1390,747,489,710,471,170,257,98,5337
POA2104,393,407,119,108,180,119,41,62,32,1449
POA2105,229,319,101,62,98,67,10,46,25,956
POA2106,1096,1480,662,432,616,432,122,251,78,5166
POA2107,1665,2252,867,615,807,555,145,334,125,7359
POA2108,194,265,71,46,83,70,9,20,23,775
POA2110,1146,1643,219,261,564,301,55,98,86,4375
POA2111,1822,2892,662,600,1155,568,149,278,111,8232
POA2112,3187,6620,1859,1496,2831,1499,547,860,334,19244
POA2113,2199,6004,1157,993,1980,1167,340,592,243,14674
POA2114,1892,4980,1200,1023,1857,912,366,709,247,13181
POA2115,883,1569,763,477,853,433,249,369,96,5689
POA2116,453,874,406,263,545,281,202,217,67,3314
POA2117,1465,2799,1022,864,1540,747,456,578,214,9687
POA2118,1730,4340,1141,987,1826,899,432,614,256,12221
POA2119,1167,2495,338,355,808,425,76,163,67,5907
POA2120,1874,4024,862,844,1447,709,200,438,126,10521
POA2121,2455,7388,1183,1129,2191,1102,357,650,264,16718
POA2122,1996,5356,1309,1157,1968,1087,451,756,297,14373
POA2125,1665,3150,570,499,1187,600,149,290,125,8216
POA2126,1706,3546,637,637,1394,665,192,314,152,9248
POA2127,2345,4928,993,882,1870,927,393,458,252,13048
POA2128,134,263,137,95,170,75,83,68,38,1060
POA2130,714,1934,294,281,543,252,91,140,66,4318
POA2131,1420,4302,1109,1215,1494,825,419,935,214,11925
POA2132,781,1819,399,354,728,407,145,254,106,4995
POA2133,759,1471,524,406,826,393,212,278,93,4961
POA2134,917,2555,792,923,1009,736,364,918,263,8467
POA2135,1650,4396,1138,1267,1569,1178,418,1438,291,13347
POA2136,537,1108,338,300,592,268,157,236,82,3610
POA2137,2752,4489,1194,1012,2200,1073,348,591,264,13924
POA2138,1726,4227,832,695,1449,737,266,439,190,10556
POA2140,1079,3596,1050,1107,1296,888,616,1098,301,11034
POA2141,1373,3610,1678,1404,1746,1068,1009,1704,478,14060
POA2142,897,2321,1177,1299,1289,919,1010,1456,318,10685
POA2143,333,828,392,376,503,239,305,366,123,3470
POA2144,860,2187,1669,1890,1284,1213,1274,2371,553,13300
POA2145,4430,12104,3508,3058,5882,2711,2925,2675,895,38193
POA2146,1001,2452,969,794,1372,625,771,714,179,8895
POA2147,1967,4067,2077,1628,2511,1194,1459,1343,305,16542
POA2148,2569,5795,3328,3069,4328,2309,4110,2993,717,29215
POA2150,1858,7464,1300,1587,2169,1177,1120,1418,391,18480
POA2151,1422,3304,938,839,1538,704,442,525,166,9886
POA2152,779,1713,482,444,844,376,257,286,98,5295
POA2153,5313,10365,2776,2232,4664,2264,948,1312,469,30336
POA2154,3770,6722,1544,1378,2831,1592,440,783,285,19349
POA2155,7255,12466,3680,3248,5920,3317,1311,1767,615,39587
POA2156,1425,1660,838,464,1003,542,170,319,102,6521
POA2157,457,434,360,127,264,168,80,141,34,2058
POA2158,880,1145,477,277,649,337,109,207,88,4173
POA2159,528,618,331,215,321,196,73,151,30,2461
POA2160,1253,2637,1573,1427,1922,1127,1170,1355,388,12855
POA2161,878,1717,1303,1063,1497,750,989,947,341,9497
POA2162,558,1221,743,637,896,484,670,653,182,6033
POA2163,157,425,307,312,320,200,381,353,94,2551
POA2164,622,1076,878,670,1015,556,832,643,149,6443
POA2165,803,1844,1383,1142,1628,1023,1609,1669,346,11460
POA2166,1203,2607,1823,1745,1966,1454,2708,2847,612,16957
POA2167,449,1260,488,536,701,282,424,402,116,4659
POA2168,1065,1952,1763,1554,2005,1191,2078,1808,378,13789
POA2170,4231,8446,5003,4483,6441,3404,4542,4003,987,41534
POA2171,2108,3427,1997,1485,2853,1513,1689,1370,328,16775
POA2172,307,435,190,154,266,104,61,57,27,1596
POA2173,950,1881,978,1090,1257,519,474,404,129,7690
POA2174,709,1636,511,574,824,411,417,369,110,5564
POA2175,123,110,104,42,153,47,70,54,30,727
POA2176,1744,3334,2109,1527,2758,1521,1793,1714,368,16870
POA2177,515,981,699,524,823,477,822,775,136,5751
POA2178,352,270,264,123,312,129,145,155,40,1785
POA2179,921,1770,847,656,1113,559,667,521,156,7206
POA2190,1001,1838,952,750,1331,783,603,665,220,8149
POA2191,355,604,322,247,457,228,136,173,44,2575
POA2192,543,1133,614,643,776,451,390,468,143,5155
POA2193,1299,2826,803,755,1230,655,356,548,160,8623
POA2194,929,2098,1202,1332,1155,931,702,1341,296,9993
POA2195,548,1437,826,1026,839,949,961,982,241,7805
POA2196,1166,2219,1311,1220,1741,1132,1050,1025,316,11184
POA2197,317,586,366,304,466,278,287,280,71,2951
POA2198,443,707,477,296,598,284,220,227,81,3338
POA2199,586,1264,726,635,1018,558,565,685,170,6191
POA2200,1382,3316,1789,1805,2273,1382,1455,1752,451,15604
POA2203,1356,3083,684,576,977,481,218,314,93,7789
POA2204,2374,5715,1311,1075,1721,826,439,698,254,14408
POA2205,1665,4158,1329,1095,1816,1021,642,1074,293,13108
POA2206,1546,2580,911,632,1329,722,329,442,187,8680
POA2207,1659,3328,1373,1019,1935,1005,738,882,227,12168
POA2208,788,1421,591,415,890,528,315,359,111,5417
POA2209,810,1762,694,625,1037,563,429,480,150,6543
POA2210,1816,3613,1602,1299,2276,1158,824,908,282,13777
POA2211,980,1927,890,725,1335,604,521,564,141,7688
POA2212,947,1768,809,671,1219,602,519,509,150,7182
POA2213,1538,2606,1213,970,1936,874,576,649,205,10572
POA2214,258,374,282,184,336,165,93,115,30,1831
POA2216,1575,3112,1525,1531,1805,1264,800,1441,310,13352
POA2217,1745,3865,1448,1407,1933,1168,700,1181,254,13692
POA2218,821,2032,828,825,1084,731,441,757,169,7686
POA2219,1074,1559,703,507,1050,592,248,333,116,6183
POA2220,1544,3885,1660,2053,1940,1613,785,1833,380,15690
POA2221,1364,2288,709,534,1275,693,307,373,177,7713
POA2222,655,1698,647,660,905,533,302,566,96,6055
POA2223,1665,3364,1020,905,1658,824,371,535,187,10538
POA2224,1297,1562,752,517,1030,627,283,323,153,6548
POA2225,597,860,300,225,406,232,66,105,38,2823
POA2226,1200,2014,747,563,1018,479,189,280,71,6566
POA2227,1440,2048,1091,774,1256,659,250,348,115,7969
POA2228,1652,2590,1269,1066,1495,927,418,600,173,10193
POA2229,2907,3879,1933,1526,2439,1263,511,772,243,15470
POA2230,3113,4643,2062,1786,2382,1241,488,718,276,16707
POA2231,152,201,245,158,185,70,75,106,23,1207
POA2232,2778,5360,2382,1889,2805,1328,652,980,243,18410
POA2233,2116,3570,2376,1823,2475,1178,556,914,192,15202
POA2234,2711,4120,2088,1419,2730,1391,547,789,209,16000
POA2250,4235,7778,4405,3862,4409,2946,1714,3084,567,32991
POA2251,2125,3837,2115,1828,2019,1340,543,1119,240,15168
POA2256,763,1390,887,771,863,547,360,613,133,6320
POA2257,1739,2621,1816,1532,1664,1034,623,1074,194,12295
POA2258,394,594,365,321,386,219,152,212,46,2686
POA2259,3148,4403,4416,4029,3675,2808,2308,3165,504,28464
POA2260,2060,3600,1550,1387,1616,1055,365,720,186,12538
POA2261,2704,4358,3869,3271,3101,2237,1467,2488,400,23890
POA2262,758,1036,1418,1330,1072,914,834,1180,157,8700
POA2263,789,1263,1483,1448,1103,907,807,1180,169,9148
POA2264,721,1091,1038,875,800,535,517,685,130,6397
POA2265,339,775,552,380,399,232,228,330,60,3289
POA2267,134,219,203,147,145,84,73,113,25,1139
POA2278,118,140,303,170,182,102,145,175,19,1360
POA2280,1397,2659,2036,1608,1683,1110,690,1117,176,12461
POA2281,741,1256,1058,907,797,572,359,593,102,6382
POA2282,989,2133,1008,890,1091,674,332,535,81,7741
POA2283,1084,1919,1685,1387,1277,846,800,968,161,10134
POA2284,596,1147,914,812,721,510,447,521,94,5757
POA2285,1679,3276,2689,2323,2325,1588,1206,1596,236,16917
POA2286,172,340,428,325,271,223,207,267,29,2275
POA2287,1865,4680,2843,2718,2526,1791,1338,1827,310,19901
POA2289,1347,3323,1291,1250,1350,862,440,677,103,10636
POA2290,1827,4337,2552,2188,2306,1364,834,1336,221,16967
POA2291,1255,2894,740,896,838,574,205,362,87,7839
POA2292,161,405,180,221,168,103,64,119,32,1446
POA2293,304,679,230,292,231,116,50,110,34,2040
POA2294,159,361,135,144,112,67,49,74,16,1105
POA2295,401,815,528,436,419,233,208,274,51,3358
POA2296,161,406,157,176,120,88,30,77,25,1242
POA2297,112,371,114,152,103,64,36,71,13,1025
POA2298,474,1422,642,756,626,444,261,436,67,5128
POA2299,545,1574,693,795,601,522,324,507,73,5635
POA2300,1038,2806,626,904,761,432,192,308,81,7142
POA2302,136,253,69,88,84,57,27,32,12,764
POA2303,630,1611,424,662,509,374,149,320,69,4754
POA2304,763,2176,997,1112,917,606,438,688,132,7827
POA2305,846,2251,709,780,818,573,240,459,89,6763
POA2306,46,57,129,139,65,81,75,177,28,793
POA2307,125,385,322,358,250,216,182,234,23,2100
POA2308,8,52,5,154,40,143,17,67,7,493
POA2311,95,48,54,42,40,28,43,52,0,411
POA2312,82,72,98,77,60,65,54,88,11,613
POA2315,820,1073,916,874,703,581,258,610,111,5942
POA2316,299,438,498,372,313,269,160,257,54,2656
POA2317,293,377,403,340,309,253,135,246,42,2392
POA2318,693,978,1187,861,845,555,483,627,133,6361
POA2319,209,292,468,407,254,242,217,332,62,2483
POA2320,2198,3059,3065,2482,2162,1673,1819,1871,294,18625
POA2321,1045,1625,1685,1256,1291,843,1000,944,164,9861
POA2322,1108,1834,1896,1636,1577,1059,1164,1460,195,11947
POA2323,1252,2259,2012,1562,1539,1115,997,1266,193,12196
POA2324,1006,1210,1614,1336,1245,914,1006,1283,199,9810
POA2325,1181,1373,2120,1826,1192,1090,1429,1638,234,12082
POA2326,266,306,612,425,392,295,446,483,51,3270
POA2327,192,302,621,463,343,325,411,486,69,3207
POA2328,167,115,235,122,104,71,217,160,28,1225
POA2329,210,82,94,88,76,48,117,142,22,867
POA2330,1074,1256,1907,1087,1145,860,1768,1086,204,10381
POA2331,24,3,3,350,4,0,7,3,0,401
POA2333,476,628,1180,631,578,494,1113,823,119,6040
POA2334,137,178,351,221,147,149,274,194,27,1674
POA2335,472,581,825,444,462,295,609,419,81,4183
POA2336,163,123,252,114,102,73,221,176,28,1242
POA2337,556,550,723,366,351,255,466,732,70,4070
POA2338,119,80,80,63,49,31,71,89,10,591
POA2339,99,42,47,24,29,14,34,62,6,348
POA2340,2866,4446,3339,3068,2783,2175,1578,3397,375,24016
POA2341,42,42,68,76,48,40,94,71,11,486
POA2342,77,32,28,23,23,5,23,22,9,240
POA2343,409,265,205,215,208,126,258,283,35,2003
POA2344,107,50,55,32,42,37,28,36,3,388
POA2345,69,43,64,41,35,37,38,40,5,372
POA2346,199,141,164,157,106,95,140,182,20,1208
POA2347,204,74,58,75,46,48,48,118,10,684
POA2350,1712,3107,1378,1530,1345,977,453,1288,175,11954
POA2352,144,194,229,197,178,137,118,186,24,1409
POA2353,57,83,89,56,81,49,47,59,3,516
POA2354,563,182,144,137,141,90,91,245,30,1616
POA2355,62,28,30,30,21,16,25,33,7,258
POA2356,9,3,8,3,6,0,5,8,0,42
POA2357,313,235,159,207,123,103,95,205,26,1464
POA2358,280,240,246,181,204,123,94,214,27,1606
POA2359,65,15,28,29,15,10,17,44,3,231
POA2360,814,895,791,848,582,634,323,1008,107,6011
POA2361,113,29,28,39,26,16,23,55,11,339
POA2365,439,183,178,135,156,109,93,294,39,1635
POA2369,40,19,33,52,20,19,20,55,6,255
POA2370,545,385,369,372,334,274,171,418,72,2943
POA2371,100,34,42,45,28,27,29,58,9,377
POA2372,399,259,223,197,203,147,128,212,51,1817
POA2379,82,7,3,10,6,4,16,23,5,161
POA2380,684,735,728,554,492,391,767,590,83,5019
POA2381,149,59,52,48,37,30,85,81,20,550
POA2382,107,42,65,56,43,25,139,86,11,577
POA2386,55,17,4,11,13,0,18,19,3,138
POA2387,42,4,5,0,12,0,12,19,0,101
POA2388,236,132,115,111,101,78,139,134,20,1073
POA2390,624,606,572,419,434,335,557,464,58,4068
POA2395,68,25,21,30,21,15,15,38,6,229
POA2396,68,47,24,46,26,9,17,62,4,296
POA2397,56,12,3,3,16,8,23,9,0,128
POA2398,34,12,4,0,12,3,15,23,3,109
POA2399,61,15,28,21,24,10,36,49,8,263
POA2400,690,663,494,460,517,325,424,455,91,4116
POA2401,60,20,8,5,16,8,22,17,3,160
POA2402,128,87,79,68,67,53,66,77,13,642
POA2403,99,36,25,34,18,12,13,38,6,291
POA2404,158,73,53,76,66,39,30,87,8,597
POA2405,81,17,12,17,17,0,13,30,3,190
POA2406,75,34,22,41,40,14,31,62,9,317
POA2408,70,9,3,5,12,0,10,32,6,156
POA2409,70,16,18,37,29,18,23,47,6,261
POA2410,43,7,3,6,9,6,15,8,5,99
POA2411,27,4,0,0,7,0,0,6,0,55
POA2415,43,17,28,22,14,9,25,27,4,193
POA2420,275,251,297,206,179,118,160,215,32,1728
POA2421,174,162,199,100,135,64,79,99,16,1021
POA2422,392,258,291,259,193,161,198,297,59,2107
POA2423,192,160,181,154,100,98,103,187,36,1202
POA2424,27,27,18,18,13,7,12,34,3,155
POA2425,152,108,155,92,93,50,86,119,22,871
POA2426,50,37,57,47,29,27,26,37,15,332
POA2427,101,174,120,122,107,81,63,117,10,889
POA2428,912,1538,1242,1375,967,962,352,973,171,8488
POA2429,565,523,522,561,356,327,306,556,80,3796
POA2430,1396,2411,1858,2081,1422,1447,751,1602,245,13215
POA2431,228,299,272,303,220,181,77,259,27,1872
POA2439,175,238,262,228,192,138,97,154,17,1505
POA2440,946,1224,1067,1421,818,745,566,1154,166,8105
POA2441,276,267,229,234,168,140,127,253,40,1742
POA2443,310,432,437,421,241,235,169,342,41,2620
POA2444,2446,5050,2814,3386,2708,2163,841,1919,364,21692
POA2445,325,641,461,478,383,264,156,290,48,3050
POA2446,763,936,1033,946,828,630,458,679,117,6398
POA2447,414,450,403,435,307,229,180,386,58,2855
POA2448,351,580,439,553,344,290,166,397,61,3188
POA2449,120,92,96,127,58,65,48,96,18,724
POA2450,2448,4122,2730,2877,2609,2061,944,2345,366,20509
POA2452,652,1237,843,1001,753,705,365,751,106,6409
POA2453,288,169,101,103,108,75,76,156,17,1095
POA2454,421,915,457,471,328,241,145,323,54,3346
POA2455,148,223,175,168,121,96,79,140,19,1164
POA2456,1082,1399,1010,1045,824,581,342,1107,114,7499
POA2460,1298,1719,1489,1897,1366,1084,901,1526,213,11496
POA2462,139,120,138,142,96,91,83,146,25,973
POA2463,391,508,432,433,324,298,203,433,71,3076
POA2464,342,525,401,373,280,218,89,294,46,2565
POA2465,23,16,30,14,13,12,7,36,6,153
POA2466,38,67,80,63,47,51,23,72,5,453
POA2469,324,156,144,174,114,81,108,255,40,1392
POA2470,702,620,779,838,681,537,522,1258,100,6033
POA2471,180,130,173,165,109,83,107,197,29,1167
POA2472,119,115,129,114,77,60,72,157,23,864
POA2473,147,227,148,186,125,89,82,160,15,1180
POA2474,391,373,337,316,258,176,176,343,54,2419
POA2475,31,17,12,13,8,8,14,18,5,129
POA2476,84,43,23,36,22,16,27,47,14,311
POA2477,838,1244,797,774,691,532,286,669,88,5923
POA2478,1882,3299,1999,1956,1538,1417,548,1372,210,14217
POA2479,623,789,292,269,223,213,65,192,56,2719
POA2480,2545,4353,2673,2843,2443,1944,1044,2568,312,20726
POA2481,1252,1706,905,897,497,544,164,597,171,6741
POA2482,420,778,404,377,217,256,107,274,60,2897
POA2483,719,1253,826,690,483,439,198,529,118,5259
POA2484,1110,1474,1263,1087,871,677,542,1053,157,8224
POA2485,560,1081,984,975,642,601,317,698,133,5996
POA2486,1500,2322,2163,1988,1683,1508,703,1519,256,13638
POA2487,1054,1689,855,844,800,564,224,588,130,6742
POA2488,200,380,284,242,174,134,70,178,25,1678
POA2489,386,734,500,456,387,256,107,294,58,3184
POA2490,41,56,68,45,37,23,21,46,6,342
POA2500,2472,6609,2330,2910,2503,1819,1059,1535,333,21575
POA2502,360,593,687,598,519,403,399,637,121,4316
POA2505,184,407,297,253,251,156,164,290,30,2032
POA2506,201,389,495,396,345,278,293,434,52,2888
POA2508,669,1266,795,583,630,305,216,304,80,4843
POA2515,967,2152,672,600,582,295,143,226,75,5720
POA2516,527,1036,415,399,380,178,121,183,38,3288
POA2517,845,1728,897,804,772,438,311,444,78,6326
POA2518,913,2088,1351,1210,1144,618,549,779,124,8775
POA2519,963,2174,1022,975,986,615,430,579,122,7866
POA2525,746,1650,754,673,745,476,302,405,73,5830
POA2526,879,1868,1169,869,1103,615,507,654,110,7781
POA2527,1209,1985,2180,1865,1708,1187,1207,1222,194,12749
POA2528,756,1213,1504,1364,1084,810,799,1169,165,8865
POA2529,1527,2619,2210,1786,1900,1321,1023,1187,239,13822
POA2530,1501,2519,2731,2264,2200,1401,1390,1619,283,15911
POA2533,1150,2122,1089,901,835,496,324,452,103,7478
POA2534,472,765,393,330,273,144,73,189,47,2681
POA2535,548,797,461,337,330,226,117,240,57,3112
POA2536,877,1026,1132,1029,873,833,374,826,154,7123
POA2537,615,987,828,683,611,447,276,521,107,5087
POA2538,176,231,161,114,107,100,38,93,14,1031
POA2539,974,1319,1368,1044,842,821,323,896,121,7703
POA2540,2350,3321,3208,2848,2141,1665,953,1989,298,18768
POA2541,1072,1825,1715,1906,1126,1135,676,1335,190,10971
POA2545,81,62,78,67,49,19,30,58,16,462
POA2546,486,595,602,490,346,340,138,400,85,3479
POA2548,437,677,546,502,409,413,139,315,40,3476
POA2549,226,287,333,227,182,128,119,241,18,1771
POA2550,1092,1330,1016,967,765,595,447,1072,130,7402
POA2551,149,141,193,196,129,123,125,248,23,1325
POA2555,26,8,3,0,8,0,4,3,0,53
POA2556,158,124,171,70,168,98,128,86,33,1031
POA2557,1388,2125,1345,955,1530,814,864,702,197,9909
POA2558,452,763,712,595,824,466,637,536,107,5086
POA2559,58,110,78,103,77,88,127,114,33,791
POA2560,3265,5826,4422,3992,4949,2993,3928,3604,751,33736
POA2563,12,18,22,20,18,3,11,17,3,119
POA2564,349,875,547,683,721,429,613,616,117,4956
POA2565,1547,3364,1440,1441,2094,1098,1286,1183,335,13788
POA2566,1070,1892,1445,1447,1763,1052,1392,1271,294,11619
POA2567,2980,3835,3160,2263,3367,2039,1707,1603,349,21302
POA2568,78,98,75,37,81,35,30,36,7,472
POA2569,91,100,124,74,94,47,59,60,29,680
POA2570,4307,6119,4700,3500,4591,2572,2468,2320,544,31126
POA2571,1023,1110,1201,661,974,523,551,576,135,6755
POA2572,323,377,488,286,324,205,234,253,28,2522
POA2573,277,356,504,300,361,232,267,329,36,2664
POA2574,356,339,532,273,359,230,303,328,84,2807
POA2575,1161,1584,1553,1049,945,797,584,915,148,8725
POA2576,1106,1657,638,535,646,494,173,363,91,5705
POA2577,1346,1565,1286,781,834,588,462,875,145,7879
POA2578,173,251,202,143,133,76,48,105,23,1148
POA2579,312,354,361,233,227,158,189,188,40,2053
POA2580,1900,2161,2037,2121,1662,1253,1153,1723,292,14307
POA2581,339,233,171,131,166,62,62,97,32,1287
POA2582,1354,1467,1002,814,950,433,305,566,139,7031
POA2583,554,250,282,218,202,114,134,253,45,2048
POA2584,68,38,36,24,34,16,12,23,4,252
POA2585,25,14,8,15,7,4,8,18,3,100
POA2586,302,134,163,113,117,66,56,176,23,1149
POA2587,254,161,170,139,123,76,91,190,19,1214
POA2588,40,17,9,5,14,6,11,18,8,134
POA2590,371,396,372,384,263,234,219,358,50,2639
POA2594,845,667,767,631,558,541,314,702,99,5123
POA2619,1333,1447,562,532,951,392,157,235,101,5714
POA2620,4036,5286,3460,2601,4083,1628,1253,1796,567,24704
POA2621,785,891,531,331,571,193,138,191,92,3735
POA2622,427,372,254,159,224,113,144,203,39,1934
POA2623,40,49,53,27,42,21,35,25,10,299
POA2624,40,3,10,15,4,4,9,24,0,115
POA2625,52,14,26,51,13,13,14,32,11,218
POA2626,50,38,44,26,46,13,21,30,8,270
POA2627,536,485,467,540,292,294,185,380,68,3246
POA2628,230,168,165,137,107,89,65,131,18,1105
POA2629,62,25,26,19,20,5,15,32,6,209
POA2630,671,727,552,486,512,388,298,429,80,4143
POA2631,70,27,33,27,25,19,17,46,3,266
POA2632,175,94,105,89,71,60,134,136,14,879
POA2633,35,11,9,15,14,7,14,24,0,126
POA2640,2529,4463,2723,2532,2434,1726,1123,1637,286,19446
POA2641,617,868,1156,1109,810,745,653,984,152,7093
POA2642,563,377,409,270,299,182,168,296,52,2611
POA2643,165,133,218,147,135,104,160,187,33,1284
POA2644,299,129,120,102,119,63,80,147,21,1075
POA2645,45,10,12,11,12,14,14,9,3,140
POA2646,504,344,391,330,282,246,237,591,42,2971
POA2647,154,130,193,131,122,91,62,118,27,1021
POA2648,262,120,133,91,94,61,91,164,23,1038
POA2649,0,0,4,3,4,0,0,0,0,14
POA2650,3691,6492,4360,4093,3488,2774,1565,3069,519,30058
POA2651,124,200,418,394,131,128,99,127,48,1667
POA2652,675,255,288,215,222,137,223,282,30,2334
POA2653,208,122,129,154,88,55,138,189,21,1098
POA2655,94,86,115,73,61,38,51,55,12,580
POA2656,182,64,62,68,53,38,43,66,3,589
POA2658,138,82,72,65,53,43,55,72,11,578
POA2659,100,36,60,33,41,18,35,42,4,375
POA2660,121,96,93,73,77,41,59,79,8,645
POA2661,26,72,11,159,11,4,3,0,7,290
POA2663,234,221,245,297,198,123,201,385,25,1936
POA2665,332,105,76,70,58,45,77,103,18,883
POA2666,506,366,336,307,271,195,181,312,45,2517
POA2668,63,13,8,5,6,4,5,20,3,132
POA2669,307,59,61,42,53,27,52,85,15,693
POA2671,293,243,309,196,200,140,252,213,35,1887
POA2672,154,75,77,81,57,27,48,66,10,598
POA2675,212,57,87,72,65,18,124,192,14,849
POA2678,4,11,22,66,7,42,7,40,4,198
POA2680,1939,1706,1694,1190,1428,1123,879,2471,311,12749
POA2681,191,108,142,75,116,91,75,137,32,971
POA2700,306,241,277,262,188,143,153,336,43,1943
POA2701,231,179,172,159,130,79,89,107,21,1171
POA2702,67,38,43,60,34,13,30,35,8,327
POA2703,26,33,31,24,26,16,36,85,3,280
POA2705,720,619,683,528,532,332,418,841,102,4786
POA2706,90,33,65,55,52,18,63,94,10,475
POA2707,234,75,57,46,75,13,54,74,11,638
POA2710,816,593,542,552,477,326,300,527,112,4248
POA2711,337,137,201,125,147,108,125,272,27,1482
POA2712,135,55,64,52,51,27,58,83,14,541
POA2713,275,138,137,148,116,75,100,168,20,1169
POA2714,193,139,156,109,106,80,79,141,30,1030
POA2715,135,62,70,75,52,27,72,93,13,598
POA2716,109,44,49,32,53,33,37,54,8,423
POA2717,61,37,62,47,36,31,45,43,21,389
POA2720,482,541,589,458,376,299,365,595,72,3765
POA2721,41,9,3,4,9,0,9,5,0,79
POA2722,296,156,186,132,143,113,105,311,31,1479
POA2725,38,11,16,14,11,11,17,16,0,136
POA2726,46,15,9,9,4,8,8,26,8,125
