POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA4114,229,19,3,17,253,129,0,383,0,0,0,11,11,0,0,0,11,0,13,19,334,119,23,27,502,34,6,41,546,181,12,738,60,10,4,0,75,0,0,3,79,10,0,95,45,26,0,0,77,4,0,4,81,14,0,97,8,0,0,0,8,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,6,0,3,117,40,8,3,159,8,0,7,167,34,0,203,3,4,0,0,7,8,0,8,13,3,0,13,4,0,0,0,9,0,0,3,11,4,0,15,8,6,0,0,17,7,0,6,27,8,0,31,125,43,8,3,181,16,0,15,195,36,0,232,82,46,11,3,140,6,0,9,144,69,0,221,0,0,0,0,7,0,0,0,7,0,8,13,203,89,12,15,322,21,3,25,344,109,11,468,62,4,0,3,74,7,0,9,82,10,0,92,54,24,3,0,83,5,0,5,82,18,0,100
POA4115,119,5,0,5,125,14,0,135,0,0,0,0,3,0,0,0,3,0,0,3,523,107,10,7,649,20,0,22,670,41,0,715,129,16,0,0,153,3,0,3,155,5,0,159,125,18,0,0,142,3,0,0,149,4,0,151,8,0,4,0,16,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,262,39,4,0,311,3,0,11,320,8,0,326,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,6,261,43,4,4,315,3,0,11,322,9,0,335,56,14,0,0,72,0,0,0,75,4,0,78,0,0,0,0,0,0,0,0,0,0,3,3,320,54,8,4,383,5,0,8,394,13,3,410,183,17,3,0,197,0,0,0,202,10,0,208,154,28,4,0,186,6,0,6,193,10,0,200
POA4116,209,10,5,7,223,34,0,256,0,0,0,0,0,0,0,0,0,0,9,9,651,166,20,14,847,23,7,31,879,75,12,970,139,28,0,4,168,0,0,0,175,14,0,190,150,46,3,3,204,0,0,0,205,12,0,212,10,4,3,0,21,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,305,74,10,8,395,7,0,5,400,29,4,431,3,0,0,0,6,4,0,4,7,0,0,12,6,0,0,0,7,0,0,0,7,0,0,9,12,4,0,0,16,5,0,5,17,5,0,20,318,74,10,8,406,9,0,13,417,30,4,446,85,19,3,4,114,0,0,0,114,14,0,132,0,0,0,0,0,0,0,0,0,0,0,3,396,98,13,11,520,11,0,12,531,45,3,580,217,30,3,4,249,5,0,10,257,15,0,274,170,37,0,0,211,3,5,8,214,15,0,227
POA4117,35,0,0,0,35,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,89,18,3,4,114,0,0,0,117,13,0,137,18,0,0,0,23,0,0,0,23,0,0,23,20,0,0,0,20,0,0,0,20,0,0,20,3,0,0,0,7,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,40,0,0,0,40,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,39,4,0,0,46,0,0,0,46,3,0,47,18,6,0,0,19,0,0,0,22,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,0,69,0,0,0,65,3,0,73,21,0,0,0,31,0,0,0,31,3,0,30,14,3,0,0,16,0,0,0,23,0,0,22
POA4118,182,12,3,9,192,49,0,247,0,0,0,0,0,0,0,0,0,0,0,0,683,125,17,10,834,20,11,35,869,90,0,963,159,16,0,0,184,0,0,4,185,11,0,198,145,25,3,0,180,3,0,5,183,13,0,195,17,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,325,50,8,0,386,3,5,5,388,18,0,414,3,4,0,0,6,0,0,0,6,3,0,12,5,0,0,0,8,0,0,0,10,0,0,12,12,0,0,0,15,0,0,0,15,3,0,17,341,54,8,0,399,3,4,9,408,21,0,433,90,22,7,0,126,9,3,10,134,37,0,164,0,0,0,0,0,0,0,0,0,0,0,0,430,79,11,4,522,11,6,18,536,55,0,599,216,17,3,3,240,8,0,8,245,17,0,265,176,36,6,4,220,0,0,5,222,11,3,236
POA4119,38,3,0,3,44,15,0,57,0,0,0,3,3,0,0,0,3,0,0,3,189,29,10,5,240,9,0,9,245,20,5,268,41,4,3,0,47,0,0,0,47,0,0,47,42,0,0,0,45,0,0,0,45,0,0,45,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84,9,3,0,99,0,0,0,99,0,0,102,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,86,9,3,0,105,0,0,0,105,0,0,104,19,3,0,0,23,0,0,0,23,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,105,12,10,0,123,0,0,0,128,11,0,139,66,5,3,0,80,0,0,0,79,7,0,88,48,8,0,3,55,0,0,0,55,0,0,60
POA4120,9,0,0,0,9,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,139,12,5,0,157,0,3,4,160,7,0,161,27,7,0,0,35,0,0,0,34,0,0,37,26,3,0,0,26,0,0,0,26,0,0,26,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,67,0,0,0,71,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,67,0,0,0,71,0,0,69,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,66,7,0,0,78,0,0,0,75,0,0,81,41,0,0,0,47,0,0,0,49,0,0,46,37,7,0,0,41,0,0,0,41,3,0,45
POA4121,96,0,0,3,102,12,0,121,3,0,0,0,3,0,0,0,3,0,0,7,761,73,26,11,872,7,4,14,886,45,5,932,220,32,7,0,257,5,0,5,260,9,0,265,162,29,5,0,194,0,0,0,198,7,0,206,28,4,0,0,36,0,0,0,36,3,0,39,0,0,0,0,4,0,0,0,4,0,0,6,417,59,8,3,493,9,0,9,495,19,0,509,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,422,59,8,3,496,9,0,9,498,19,0,518,40,9,0,0,53,0,0,0,54,14,0,72,0,0,0,0,0,0,0,0,0,0,0,0,460,70,8,7,542,6,0,6,552,32,0,585,290,39,7,0,341,0,0,0,342,8,0,351,235,29,0,0,270,0,0,3,270,11,0,280
POA4122,189,4,0,4,187,42,0,236,0,0,0,0,5,0,0,0,5,0,3,7,1113,155,34,3,1301,33,6,33,1339,92,4,1432,357,39,4,0,406,11,0,9,412,11,0,425,293,46,4,0,346,0,0,0,349,9,0,364,27,5,9,0,35,0,0,0,35,4,0,39,3,0,0,4,9,0,0,0,9,0,0,9,684,83,19,6,794,11,0,12,807,29,0,834,0,0,0,0,3,4,0,4,5,0,0,10,12,9,0,0,19,0,0,0,18,0,0,18,17,6,0,0,22,3,0,3,24,0,0,28,696,88,20,6,812,16,0,13,826,29,0,861,104,18,4,5,125,3,0,3,131,38,0,166,0,0,0,0,0,0,0,0,0,0,0,3,796,106,27,13,933,17,0,18,958,68,8,1028,457,64,10,0,528,9,9,13,539,29,0,569,363,63,11,0,435,0,3,4,444,19,0,462
POA4123,118,0,0,0,120,18,0,137,0,0,0,0,0,0,0,0,0,0,8,8,600,77,21,3,711,10,0,8,720,50,8,775,129,11,4,0,154,3,0,3,157,8,0,166,117,27,8,0,160,0,0,0,159,12,0,163,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,258,42,13,5,321,5,0,5,325,13,0,342,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,4,0,0,4,9,0,0,0,8,0,0,0,13,0,0,13,263,52,13,5,333,5,0,7,339,13,0,350,48,11,3,4,63,0,0,0,66,14,0,83,0,0,0,0,0,0,0,0,0,0,3,4,313,60,18,5,393,6,0,9,403,27,3,437,193,19,5,0,216,5,0,7,227,3,0,230,138,23,4,0,170,4,0,4,167,12,0,184
POA4124,127,3,0,3,130,33,0,158,0,0,0,0,0,0,0,0,0,0,4,4,640,91,25,13,774,5,8,11,782,65,8,854,220,22,4,0,249,0,4,4,251,7,0,264,123,18,4,0,144,5,0,5,151,4,0,148,24,0,0,0,26,0,0,0,26,4,0,27,0,0,0,4,4,0,0,0,4,0,0,7,373,43,6,8,428,4,4,5,433,18,3,451,3,0,0,0,5,0,0,0,9,0,0,9,6,4,0,0,4,0,0,5,7,0,0,7,8,4,0,0,16,3,0,3,12,0,0,12,381,44,8,8,438,3,4,11,447,18,3,466,51,13,0,0,75,0,0,0,75,23,0,100,0,0,0,0,0,0,0,0,0,0,3,5,429,64,14,8,512,3,4,11,520,38,9,562,253,24,0,0,279,3,0,3,280,20,0,298,147,23,3,0,171,3,0,3,177,3,0,180
POA4125,50,3,4,5,54,8,0,63,0,0,0,0,0,0,0,0,0,0,0,6,212,46,7,0,265,9,6,12,275,21,3,300,61,10,0,0,71,5,0,5,76,0,0,73,44,16,0,0,60,0,0,0,60,8,0,67,14,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,117,24,0,3,147,5,0,5,147,6,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,24,0,3,146,5,0,5,148,6,0,156,22,12,0,0,38,4,0,7,43,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,133,39,0,5,182,7,0,9,193,14,0,205,101,9,0,0,113,4,0,0,114,3,0,121,54,12,0,0,69,3,0,3,78,7,0,84
POA4127,139,5,3,10,149,39,0,186,0,0,0,0,0,0,0,0,0,0,7,5,519,116,10,11,659,17,10,27,681,69,11,762,144,23,0,0,169,0,0,0,168,12,0,183,114,25,3,3,140,0,0,0,144,3,5,149,10,4,0,0,15,0,0,0,13,4,0,13,5,0,0,3,4,0,0,0,4,0,0,4,268,46,8,3,327,4,0,3,331,16,5,354,3,0,0,0,4,3,0,3,8,0,0,8,4,3,0,0,4,0,0,0,5,0,0,9,4,3,0,0,8,0,0,0,9,0,0,15,272,53,4,3,336,6,0,7,342,19,3,369,47,20,5,0,71,0,4,3,73,32,0,106,0,0,0,0,0,0,0,0,0,0,0,0,324,66,9,7,404,6,7,10,415,51,7,474,181,27,0,0,208,3,0,6,210,18,0,227,149,28,5,0,190,0,0,0,190,13,0,201
POA4128,65,0,3,6,70,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,409,55,20,5,489,10,4,11,501,30,0,532,141,11,5,0,155,0,0,3,158,11,0,167,93,13,3,0,106,3,0,3,113,0,0,113,14,0,0,0,16,0,0,0,16,0,0,16,6,0,0,0,6,0,0,0,6,0,0,6,253,20,6,0,282,4,0,5,286,12,0,299,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,8,0,0,0,8,0,0,8,262,24,6,0,290,4,0,5,295,12,0,306,36,0,0,0,42,0,0,0,43,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,299,24,8,0,333,4,4,6,334,15,0,358,167,15,9,0,191,3,0,3,192,10,0,204,134,11,8,0,150,0,0,0,152,8,0,160
POA4129,37,0,0,0,37,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,156,34,10,5,205,4,0,3,208,13,0,224,39,3,0,0,46,4,0,4,47,10,0,54,32,14,0,0,38,0,0,0,42,0,0,49,5,0,7,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,79,16,5,0,95,0,0,0,99,9,0,111,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,6,4,0,0,6,0,0,0,7,0,0,7,81,16,5,0,103,0,0,0,107,9,0,116,18,0,3,0,25,0,0,0,25,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,96,19,9,0,126,0,0,4,129,18,0,148,48,4,0,3,63,6,0,5,63,8,0,73,36,9,0,0,42,0,0,0,42,4,0,50
POA4130,40,0,0,0,40,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,274,33,6,0,308,0,0,0,308,11,4,324,88,9,3,0,103,0,0,0,103,7,0,109,78,11,0,0,87,0,0,0,87,7,0,97,12,0,0,0,11,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,176,22,3,0,203,0,0,0,206,9,3,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,181,22,3,0,204,0,0,0,205,9,3,221,18,0,4,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,195,28,3,0,221,0,0,0,228,9,3,241,129,13,0,0,138,0,0,0,138,4,0,141,82,13,3,0,97,0,0,0,97,3,0,102
POA4131,73,3,0,3,77,28,0,106,0,0,0,0,3,0,0,0,3,0,0,3,175,38,9,10,229,10,0,10,238,46,0,286,43,5,0,0,46,5,0,5,51,0,0,50,38,7,0,0,47,0,0,0,52,0,0,58,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,84,15,0,4,104,6,0,6,104,7,5,113,3,0,0,0,3,4,0,4,5,0,0,5,3,0,0,0,3,3,0,3,7,0,0,7,8,0,0,0,7,4,0,4,13,0,0,13,91,19,0,4,111,8,0,8,120,7,5,126,31,15,0,0,46,3,0,3,51,24,0,70,0,0,0,0,0,0,0,0,0,0,4,4,120,28,0,3,150,14,0,14,162,23,4,197,51,8,4,0,59,0,0,0,64,0,0,65,43,9,0,0,56,0,0,0,58,0,0,58
POA4132,244,15,8,21,264,77,6,349,0,0,0,4,6,0,0,0,6,0,6,12,539,133,15,27,716,36,11,51,765,122,7,899,123,13,0,3,136,8,0,5,146,14,0,161,82,34,7,0,119,0,0,0,120,10,0,134,10,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,210,46,6,6,273,7,0,9,285,24,0,309,6,0,0,0,6,0,0,0,11,3,0,13,9,0,0,0,9,3,0,9,16,0,0,16,15,0,0,0,15,3,0,8,23,9,0,30,228,46,6,6,289,13,4,14,309,28,0,335,103,24,9,8,139,7,0,5,155,56,0,206,0,0,0,8,8,0,0,0,8,0,3,12,330,75,14,15,439,20,7,22,464,81,9,556,144,18,9,0,172,0,4,0,178,28,0,200,114,38,4,4,168,0,0,0,164,20,0,186
POA4133,151,6,0,8,159,24,4,191,4,0,0,4,5,0,0,0,5,0,6,8,402,86,15,12,517,23,3,23,536,54,4,598,92,12,5,0,110,0,0,0,110,10,0,116,74,16,7,0,92,0,0,0,98,3,0,101,8,0,3,0,10,0,0,0,10,0,0,10,6,0,0,0,4,0,0,0,4,0,0,4,172,29,12,3,215,0,0,3,221,12,0,235,7,0,0,0,8,0,0,0,3,0,0,3,5,0,0,0,3,7,0,7,10,0,0,10,6,0,0,0,11,3,0,3,14,0,0,14,181,29,12,3,224,5,0,8,234,12,0,249,57,22,0,3,80,0,0,0,82,23,0,112,0,0,0,3,3,0,0,0,3,0,3,4,239,56,13,9,309,3,0,13,322,40,5,363,121,10,4,0,131,0,0,0,131,11,5,146,73,13,4,0,92,0,3,3,98,14,0,110
POA4151,41,3,0,3,47,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,363,31,6,0,405,4,0,7,417,14,0,432,118,16,0,0,136,0,0,0,140,6,0,140,109,4,0,0,119,0,0,0,119,0,0,119,5,0,0,0,13,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,238,25,4,6,267,0,0,0,266,4,0,277,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,239,23,4,6,267,0,0,0,270,4,0,279,20,0,3,0,19,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,260,28,6,6,288,0,0,0,294,6,0,305,159,17,0,0,181,0,0,0,181,10,0,194,121,15,0,0,133,0,0,0,133,4,0,136
POA4152,182,0,0,0,182,25,0,204,0,0,0,0,0,0,0,0,0,0,0,0,1203,129,20,14,1365,18,0,18,1381,57,4,1442,367,41,4,0,410,5,0,10,417,5,0,419,249,29,5,0,277,4,0,4,287,12,0,295,19,0,3,0,27,0,0,0,29,0,0,29,0,0,0,5,5,0,0,0,5,0,0,8,636,71,9,5,723,8,0,12,726,17,0,745,6,4,0,0,5,0,0,0,9,0,0,9,15,0,0,0,15,0,3,3,13,0,0,13,22,4,0,0,25,0,3,5,26,0,0,26,654,70,9,5,740,12,3,17,755,17,0,776,95,8,0,0,108,0,0,0,109,13,0,124,0,0,0,0,0,0,0,0,0,0,0,0,754,83,9,8,853,13,3,17,866,30,0,898,505,49,14,0,574,6,0,6,581,22,0,603,330,51,4,0,391,5,0,5,392,18,0,410
POA4153,21,0,0,0,22,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,112,12,5,0,141,0,3,4,147,6,0,150,43,3,0,0,46,0,0,0,46,0,0,46,21,0,0,0,22,0,0,0,27,0,0,29,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,5,3,0,75,0,0,0,73,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,70,5,3,0,75,0,0,0,73,4,0,79,14,0,0,0,15,3,0,3,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,79,3,4,0,91,3,0,4,91,9,0,100,44,4,4,0,53,4,0,4,52,4,0,60,39,0,0,0,41,0,0,0,41,0,0,41
POA4154,55,0,0,0,55,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,497,42,16,4,563,5,0,5,567,11,0,581,174,15,0,0,188,3,0,3,188,3,0,191,99,7,0,0,108,0,0,0,108,0,0,108,13,3,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,281,29,3,3,315,3,0,3,316,3,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,283,32,3,3,319,3,0,3,321,3,0,325,30,3,0,0,33,0,0,0,33,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,313,34,3,5,354,3,0,3,353,8,0,362,181,12,4,0,194,0,0,0,199,9,0,209,142,10,3,0,161,3,0,3,162,10,0,170
POA4155,12,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,4,70,0,0,0,70,6,0,73,17,0,0,0,17,0,0,0,17,0,0,20,18,3,0,0,18,0,0,0,18,0,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,40,0,0,0,40,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,40,0,0,0,40,0,0,49,4,0,0,0,6,0,0,0,6,3,0,8,4,0,0,0,4,0,0,0,4,0,0,4,47,3,0,3,50,0,0,0,50,3,0,53,35,0,0,0,32,0,0,0,32,3,0,39,19,3,0,0,21,0,0,0,21,0,0,21
POA4156,22,0,0,0,23,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,129,15,0,0,150,0,0,0,150,0,0,155,51,4,0,0,57,0,0,0,57,0,0,60,44,3,3,0,48,0,0,0,48,7,0,53,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,97,12,8,0,111,0,0,0,114,5,0,123,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,103,11,8,0,116,0,0,0,121,5,0,122,16,8,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,116,23,9,0,143,0,0,0,141,5,0,144,54,6,0,0,65,5,0,5,64,3,0,72,38,7,0,0,48,0,0,0,48,4,0,45
