POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2830,16272,17517,33792,754,866,1620,2065,2212,4279,63,42,101,81,79,161,8,7,11,10,17,23,8,6,14,17,14,28,17,11,29,0,0,0,2254,2390,4651,114,94,205,93,79,170,3216,3424,6641,1970,1893,3860,21457,22833,44289
POA2831,739,691,1429,12,5,17,39,61,98,0,6,4,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,111,4,0,5,3,6,9,61,74,138,136,111,247,935,875,1811
POA2832,599,570,1172,47,40,90,32,45,79,4,0,3,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,108,0,4,3,5,5,9,104,105,209,367,376,741,1076,1047,2123
POA2833,192,205,402,12,13,25,13,9,20,3,4,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,17,34,3,0,3,0,0,0,38,28,65,79,90,161,310,320,627
POA2834,690,622,1314,55,69,119,35,47,76,0,3,9,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,99,0,0,8,7,3,8,107,130,237,204,215,418,996,972,1970
POA2835,1322,1278,2597,119,129,244,93,101,192,15,14,25,24,16,40,7,3,14,4,3,10,6,10,13,0,0,0,0,0,0,0,0,0,138,147,287,0,6,7,3,4,3,261,286,546,312,289,604,1892,1854,3749
POA2836,309,301,606,19,18,37,21,14,39,0,5,7,0,3,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,56,0,0,0,4,0,3,53,45,96,92,89,180,453,439,890
POA2838,84,75,167,0,3,7,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,10,3,8,21,29,47,117,107,226
POA2839,375,388,758,29,27,56,36,22,60,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,65,4,0,4,0,0,4,68,62,132,81,94,173,519,544,1062
POA2840,825,794,1614,48,62,106,53,63,116,6,4,12,4,10,16,3,3,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,73,83,156,6,3,9,8,0,8,127,151,277,222,239,467,1169,1177,2356
POA2842,309,275,583,3,6,6,21,27,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,48,0,0,0,0,0,0,28,29,62,38,32,69,375,339,712
POA2843,471,438,910,24,20,47,32,33,65,0,0,4,0,6,6,0,6,6,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,33,48,79,0,3,3,0,0,0,62,65,128,114,100,219,642,607,1251
POA2844,519,505,1025,30,28,62,29,26,55,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,68,9,3,12,0,0,0,72,71,143,65,65,128,658,642,1298
POA2845,881,825,1707,30,47,77,52,51,101,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,51,57,113,0,3,3,3,0,3,86,106,193,55,41,95,1021,971,1988
POA2846,97,105,200,0,0,0,13,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23,0,0,0,0,0,0,18,13,29,15,11,29,129,126,253
POA2847,986,939,1925,47,42,89,61,68,124,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,134,3,7,10,4,8,9,121,125,241,121,134,253,1230,1199,2423
POA2848,628,588,1213,28,28,54,37,37,73,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,78,0,0,0,3,4,6,68,75,142,97,81,179,789,742,1533
POA2849,657,628,1285,25,24,45,50,44,96,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,98,0,0,0,0,0,0,78,69,151,86,76,162,822,777,1594
POA2850,7416,7306,14722,542,603,1141,702,690,1395,9,9,15,34,39,70,3,6,10,5,5,11,8,5,8,3,0,7,3,4,11,0,0,0,769,761,1531,23,24,48,28,24,46,1357,1407,2764,722,692,1405,9494,9401,18892
POA2852,1416,1435,2853,106,130,236,122,105,231,6,3,11,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,133,124,259,5,0,7,7,5,12,252,257,506,172,163,341,1847,1853,3698
POA2864,356,333,688,10,4,12,26,20,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,44,0,0,4,0,0,0,34,23,59,33,30,66,425,388,816
POA2865,392,361,753,17,25,41,23,16,38,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47,0,4,5,0,0,0,49,41,98,33,36,71,476,444,923
POA2866,1172,1232,2404,84,83,167,114,99,212,0,0,0,9,4,9,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,122,102,227,0,0,0,3,0,3,217,187,404,144,142,279,1523,1563,3089
POA2867,251,233,488,4,8,10,25,25,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,28,31,60,0,0,0,0,0,0,31,37,73,35,30,68,318,305,627
POA2868,217,236,456,7,5,17,19,29,44,0,0,4,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,57,0,0,0,0,0,0,29,42,75,14,19,38,265,299,564
POA2869,566,572,1144,28,24,50,41,35,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,83,0,0,0,0,0,0,70,66,139,120,110,229,764,748,1513
POA2870,4682,4829,9514,378,398,775,310,298,604,16,7,31,20,26,46,0,0,0,4,5,7,0,0,0,0,0,9,6,0,0,0,0,0,364,336,693,12,24,32,9,16,27,757,775,1537,448,397,840,5889,6002,11890
POA2871,3444,3547,6988,301,324,622,159,180,340,12,11,27,14,15,28,0,0,0,0,0,0,0,0,0,3,5,9,11,6,14,0,0,0,204,214,421,3,13,17,18,9,28,526,553,1083,400,407,808,4373,4507,8882
POA2873,221,221,437,5,12,15,13,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,31,0,3,4,0,7,4,20,32,53,32,33,67,280,282,558
POA2874,147,144,290,4,3,3,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,10,12,19,19,26,48,178,181,358
POA2875,346,314,659,13,9,22,20,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,43,0,0,0,0,0,0,37,37,69,32,39,64,411,382,796
POA2876,216,170,385,3,0,6,7,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,27,0,0,0,5,3,9,14,23,35,45,26,69,276,218,492
POA2877,1323,1297,2624,122,128,253,72,78,153,4,8,13,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,93,180,9,0,13,5,3,13,229,225,458,220,234,457,1777,1763,3533
POA2878,90,90,184,0,3,7,11,16,20,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,31,0,0,0,0,0,0,21,21,38,34,30,65,146,138,282
POA2879,213,194,407,3,8,6,14,18,32,0,4,3,4,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,47,0,0,0,0,0,0,29,28,57,53,59,109,293,284,577
POA2880,6901,7192,14096,540,635,1175,208,216,423,40,44,85,30,27,62,80,71,146,7,11,19,10,12,17,11,8,22,9,11,15,0,0,0,394,395,787,19,33,51,28,27,51,978,1086,2066,863,875,1736,8742,9154,17902
POA2898,173,181,355,10,6,16,15,17,26,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,21,19,35,0,0,0,0,0,0,28,28,58,16,15,34,216,225,442
POA3000,8743,8520,17261,1600,1794,3389,393,355,742,7182,7375,14553,260,278,545,110,112,224,146,114,257,59,61,123,33,37,71,46,51,97,0,0,4,8230,8388,16618,730,725,1453,105,106,216,10663,11012,21674,2055,1906,3961,21458,21439,42900
POA3002,1676,1788,3462,54,60,113,21,32,51,374,427,803,20,6,25,7,4,15,4,6,14,4,3,7,4,3,4,7,7,17,0,0,0,440,490,936,32,43,80,0,6,9,538,604,1138,134,136,266,2349,2524,4873
POA3003,2048,2071,4123,207,221,427,48,45,99,1200,1161,2364,34,43,76,11,11,18,25,13,40,10,11,22,0,0,3,12,12,26,0,0,0,1351,1296,2643,86,89,179,13,8,19,1662,1615,3276,361,194,554,4069,3881,7953
POA3004,3501,3628,7127,206,218,427,49,54,108,1102,1114,2209,40,38,80,8,17,29,23,14,36,8,14,20,3,3,14,6,0,8,0,0,0,1238,1260,2495,116,126,239,19,24,47,1579,1629,3208,533,520,1057,5612,5772,11390
POA3006,6030,5917,11946,855,814,1671,135,152,285,3155,2997,6155,103,137,239,46,40,91,38,53,88,20,31,47,9,5,10,21,28,48,0,0,0,3529,3435,6964,307,302,609,61,51,106,4753,4604,9359,633,600,1228,11412,11119,22536
POA3008,4193,3891,8083,668,609,1282,93,73,169,1876,1719,3602,54,56,113,24,29,52,21,22,45,15,11,23,6,0,12,11,11,24,0,0,0,2110,1925,4035,248,272,521,33,19,50,3061,2825,5885,685,658,1345,7944,7376,15314
POA3011,7878,7538,15410,437,472,913,74,56,127,1850,1813,3660,30,39,68,7,16,29,9,16,28,11,16,24,7,6,13,6,11,10,0,0,0,1993,1971,3962,105,133,238,45,33,78,2580,2611,5191,765,641,1411,11225,10788,22015
POA3012,10294,10351,20649,394,357,750,34,29,67,1727,1732,3455,21,22,46,0,4,5,6,3,13,0,7,14,3,3,5,0,4,4,0,0,0,1799,1806,3612,87,89,177,47,34,77,2331,2287,4612,776,611,1384,13400,13251,26648
POA3013,6034,6406,12446,270,264,536,37,32,72,772,857,1623,15,21,33,4,8,12,6,13,19,4,4,8,0,4,8,5,4,11,0,0,0,849,938,1787,51,45,91,13,11,19,1178,1254,2435,271,266,541,7490,7931,15414
POA3015,7289,7654,14945,312,335,646,18,26,50,912,926,1834,22,17,40,5,8,16,10,6,17,4,10,16,6,4,4,11,3,14,0,0,0,981,1002,1984,59,60,117,30,15,39,1377,1410,2791,326,308,634,8997,9372,18367
POA3016,6538,6644,13187,322,330,655,27,28,55,588,664,1247,9,16,24,0,0,3,6,0,6,0,4,6,4,0,6,4,4,10,0,0,3,652,712,1358,55,65,119,7,6,21,1034,1117,2153,247,314,564,7823,8076,15906
POA3018,5220,5726,10950,219,249,466,11,15,22,565,622,1188,10,7,17,0,6,10,4,5,7,6,3,9,0,0,0,0,0,0,0,0,0,592,659,1252,38,51,92,16,7,17,862,964,1824,319,322,644,6395,7019,13415
POA3019,3768,3741,7511,178,155,331,16,8,20,482,439,919,4,0,4,8,4,13,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0,515,455,969,55,57,109,23,9,30,767,676,1443,332,290,627,4866,4713,9579
POA3020,18144,17947,36093,527,468,996,43,35,78,1858,1614,3471,23,15,36,8,5,14,3,8,7,13,7,23,5,9,10,0,0,0,0,0,0,1948,1695,3642,176,155,331,69,48,115,2716,2365,5081,1443,1268,2711,22307,21578,43883
POA3021,22033,22208,44238,612,605,1220,45,34,79,2048,1905,3956,37,34,70,15,16,34,0,6,5,13,14,28,8,3,6,3,3,10,0,0,0,2164,2011,4183,170,202,374,75,67,141,3026,2892,5916,2285,2085,4372,27338,27189,54522
POA3022,1200,1208,2410,43,42,88,0,0,0,147,136,283,0,3,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,143,293,16,10,23,7,3,9,215,199,409,169,135,308,1580,1539,3126
POA3023,27427,27999,55429,509,498,1010,28,26,61,2066,2101,4171,26,32,56,14,11,28,10,9,18,15,15,25,0,0,3,5,5,7,0,0,0,2167,2201,4371,192,205,399,54,38,93,2925,2944,5872,3364,1726,5091,33715,32669,66381
POA3024,12708,12872,25580,396,424,816,79,61,147,2341,2375,4716,34,34,67,17,21,48,9,9,21,22,17,29,8,9,20,0,6,4,0,0,0,2506,2539,5050,145,146,295,40,36,79,3090,3145,6234,818,775,1590,16618,16798,33410
POA3025,4857,5285,10145,235,217,451,15,13,24,600,609,1206,11,9,12,3,5,11,3,3,7,0,0,4,0,0,0,6,0,0,0,0,0,633,638,1269,30,36,59,8,10,21,896,898,1800,390,426,819,6146,6617,12763
POA3026,3796,3778,7572,52,49,104,9,9,13,264,223,484,7,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,277,235,518,36,33,71,4,6,10,365,331,697,212,178,391,4372,4284,8652
POA3027,3689,3463,7158,126,96,223,25,11,37,669,566,1233,15,6,23,8,10,19,9,3,19,4,0,3,3,0,0,0,0,0,0,0,0,728,606,1334,59,52,111,6,3,14,915,761,1676,241,201,444,4852,4430,9277
POA3028,11456,11807,23263,328,322,653,20,20,35,1073,1104,2170,20,21,40,7,11,21,10,13,25,3,7,13,10,13,18,0,4,7,0,0,0,1146,1192,2335,55,76,137,26,28,59,1554,1617,3175,752,689,1433,13763,14112,27873
POA3029,49090,48078,97169,1430,1335,2763,285,249,529,8782,7960,16744,111,142,249,107,105,213,31,36,66,43,40,89,30,33,62,37,36,74,0,0,0,9424,8600,18028,685,720,1400,170,125,296,11711,10778,22491,4619,3314,7934,65414,62174,127589
POA3030,46384,47042,93425,1557,1677,3238,247,247,494,6272,6400,12681,103,116,219,85,74,160,62,53,115,34,38,70,22,25,47,14,16,31,0,0,0,6845,6976,13820,585,615,1204,121,116,237,9109,9388,18497,2860,2688,5548,58355,59117,117477
POA3031,6268,6804,13069,324,344,667,47,44,88,1127,1208,2331,34,40,71,17,23,38,6,11,22,8,12,18,4,10,12,8,14,20,0,0,0,1250,1355,2604,95,112,200,29,13,39,1691,1821,3518,467,493,962,8423,9123,17545
POA3032,11373,11524,22895,375,377,755,46,39,91,1912,1953,3867,48,43,93,16,26,45,10,15,29,9,10,13,0,9,7,6,8,13,0,0,0,2048,2108,4161,106,139,246,39,27,70,2577,2651,5231,671,692,1362,14621,14865,29486
POA3033,6269,6751,13023,142,132,275,4,7,15,481,485,967,12,10,26,3,0,4,0,0,0,3,0,6,0,6,4,0,0,0,0,0,0,511,508,1020,33,18,55,11,14,24,700,670,1370,255,283,540,7221,7707,14924
POA3034,5156,5533,10684,111,93,207,8,10,15,401,414,816,4,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,437,852,35,22,58,14,18,32,575,572,1146,237,207,446,5966,6314,12277
POA3036,2637,2702,5337,20,29,52,0,0,4,143,167,310,3,3,3,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,152,174,329,8,8,13,10,0,13,189,215,402,90,96,190,2913,3017,5936
POA3037,22356,22895,45252,239,254,495,22,21,42,1505,1427,2933,32,23,59,11,8,19,9,3,6,3,3,3,7,9,13,0,4,4,0,0,0,1580,1497,3074,92,110,204,27,18,47,1933,1888,3824,923,896,1818,25217,25673,50887
POA3038,11800,12080,23884,77,100,185,8,10,14,660,660,1317,17,18,35,0,5,5,7,4,8,0,0,3,0,0,0,4,0,3,0,0,0,695,694,1384,51,49,106,6,8,14,830,857,1692,476,452,932,13108,13392,26501
POA3039,6062,6545,12609,232,271,501,30,33,68,1029,1097,2123,18,31,46,9,5,16,10,11,17,0,0,5,0,3,5,4,5,9,0,0,0,1097,1187,2288,76,80,161,17,17,26,1418,1556,2979,262,232,498,7750,8329,16077
POA3040,10619,11199,21815,269,312,574,35,30,63,1383,1469,2844,24,17,47,6,8,16,8,10,24,9,3,13,4,0,4,9,7,12,0,0,0,1466,1548,3023,91,81,170,28,21,42,1848,1967,3812,408,464,876,12876,13633,26511
POA3041,5418,5596,11011,139,123,258,11,10,20,581,661,1241,3,7,7,3,4,9,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,605,680,1285,46,42,92,5,15,21,798,862,1655,183,180,360,6400,6632,13030
POA3042,6792,7202,13988,159,176,342,16,7,25,724,786,1506,4,5,7,0,4,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,743,803,1547,48,43,92,20,12,32,970,1043,2012,255,283,533,8017,8521,16537
POA3043,7419,7715,15137,206,201,404,7,11,18,675,602,1271,12,7,19,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,693,617,1313,56,40,94,7,4,13,964,859,1825,372,363,737,8754,8945,17698
POA3044,11290,12079,23366,239,260,496,44,41,81,1419,1577,2997,22,24,44,5,3,9,3,0,0,3,15,16,3,3,8,9,3,12,0,0,0,1506,1668,3171,88,93,183,22,22,46,1855,2044,3895,507,551,1061,13653,14667,28320
POA3045,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,6,5,13,33,16,48,41,19,64
POA3046,13920,14353,28274,467,420,890,56,50,109,2153,2000,4156,22,33,56,13,13,23,7,7,18,16,8,27,11,13,23,0,4,4,0,0,0,2285,2133,4414,136,170,302,46,57,103,2932,2767,5703,1151,1077,2229,18003,18198,36208
POA3047,8455,8028,16485,355,289,649,30,15,48,871,740,1614,9,9,24,4,4,14,0,0,0,10,3,15,0,3,0,0,0,4,0,0,0,927,786,1711,82,84,158,23,14,36,1385,1172,2556,1245,900,2142,11087,10094,21182
POA3048,7496,7703,15199,162,160,319,15,11,23,481,465,944,4,5,3,0,0,0,7,3,8,6,3,7,3,0,4,0,4,4,0,0,0,507,490,997,45,44,85,17,21,37,725,711,1440,602,646,1248,8823,9058,17890
POA3049,4111,4326,8435,83,94,177,3,3,8,271,309,575,3,0,7,4,0,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,285,313,598,20,23,40,9,14,18,394,440,836,194,235,431,4697,5003,9701
POA3051,4507,4621,9128,370,386,760,80,99,178,1371,1451,2823,39,55,101,17,27,51,28,36,61,10,14,27,3,7,9,24,37,60,0,0,0,1575,1732,3311,124,151,275,33,25,57,2102,2302,4400,624,686,1314,7230,7611,14845
POA3052,2043,2091,4135,114,91,200,88,182,279,707,853,1561,29,56,88,19,35,52,31,56,90,33,43,75,5,18,27,24,29,53,0,0,0,944,1271,2218,114,104,208,12,8,19,1184,1469,2653,203,232,434,3426,3791,7218
POA3053,4079,4286,8365,513,574,1086,135,185,318,2024,2032,4052,99,128,224,47,57,102,60,75,135,36,30,67,12,11,21,31,29,61,0,0,0,2433,2549,4983,259,243,497,31,29,60,3237,3392,6626,509,478,981,7818,8154,15972
POA3054,2718,2991,5701,123,139,258,21,44,66,664,852,1522,12,31,44,5,10,10,9,12,19,11,5,12,3,5,10,17,10,28,0,0,0,744,963,1709,52,65,117,16,12,31,939,1172,2103,150,145,300,3802,4308,8110
POA3055,5229,5699,10923,168,213,379,38,52,92,1087,1258,2342,34,37,72,13,15,27,14,7,23,7,13,21,3,6,16,5,8,12,0,0,0,1205,1389,2597,61,69,129,13,16,32,1446,1687,3132,239,279,516,6912,7667,14581
POA3056,8635,8978,17614,360,373,737,111,115,231,2107,2462,4569,46,76,127,19,31,52,26,35,63,24,11,38,8,9,22,23,27,52,0,0,0,2364,2775,5143,130,179,314,45,33,76,2903,3365,6265,415,382,794,11945,12723,24674
POA3057,4221,4753,8973,214,259,470,57,70,124,1233,1429,2662,32,39,67,5,12,15,11,21,27,0,11,13,7,13,22,21,24,44,0,0,0,1364,1605,2973,84,114,195,19,18,38,1679,1997,3671,249,246,498,6144,6998,13139
POA3058,13681,14516,28203,289,273,558,55,71,126,1909,2028,3931,35,41,79,13,14,23,9,9,19,18,8,27,7,3,13,11,12,26,0,0,0,2049,2196,4240,100,102,209,36,30,73,2479,2604,5081,608,626,1232,16763,17748,34512
POA3059,8871,8914,17791,213,216,420,12,11,22,966,1033,2004,8,11,24,3,6,7,3,4,3,0,0,0,0,0,0,5,0,3,0,0,0,1002,1064,2064,48,41,94,14,19,37,1272,1339,2615,328,272,600,10475,10528,21003
POA3060,5761,5631,11391,310,252,562,18,12,27,601,486,1087,0,7,14,4,8,10,5,6,8,4,5,8,0,0,0,0,0,0,0,0,0,626,524,1155,38,47,89,9,5,18,989,837,1829,434,410,848,7182,6880,14062
POA3061,2171,2089,4265,45,38,81,4,0,4,124,85,214,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,134,93,228,14,16,30,7,0,8,199,146,341,185,131,314,2558,2367,4919
POA3062,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3063,250,256,506,0,4,5,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,0,0,0,0,0,10,6,18,19,18,42,277,284,561
POA3064,44293,43983,88278,1274,1274,2548,199,198,391,7243,7258,14498,97,87,180,32,23,56,17,25,46,30,29,60,15,16,36,13,7,20,0,0,0,7640,7645,15288,417,450,871,106,72,180,9438,9438,18881,2609,2562,5172,56337,55988,112324
POA3065,3355,3543,6897,149,167,315,50,73,121,814,869,1683,23,49,74,9,14,25,14,13,28,5,5,11,3,3,5,10,15,25,0,0,0,925,1051,1978,127,108,229,25,15,44,1220,1342,2561,444,425,871,5020,5310,10325
POA3066,2962,2910,5868,174,152,328,61,53,110,915,837,1753,34,35,71,9,12,24,14,12,31,13,10,20,6,5,10,8,7,15,0,0,0,1059,976,2034,111,91,199,19,15,35,1362,1231,2594,329,289,621,4653,4432,9082
POA3067,2887,2812,5700,181,185,364,47,46,90,1031,992,2026,28,15,47,14,10,23,14,12,21,3,0,3,3,4,6,6,3,8,0,0,0,1137,1080,2221,91,84,172,14,5,22,1424,1361,2778,279,234,509,4592,4401,8990
POA3068,6864,7598,14467,237,266,506,52,85,139,1324,1550,2873,21,34,54,20,16,39,20,24,40,8,7,16,3,6,13,17,17,30,0,0,0,1467,1746,3214,100,124,232,22,22,44,1832,2164,3992,371,366,739,9063,10135,19199
POA3070,9328,10343,19676,227,296,518,52,70,123,1620,1849,3469,34,28,64,11,14,29,10,9,21,6,12,21,5,0,3,9,17,25,0,0,0,1739,2004,3745,111,124,233,32,30,67,2116,2447,4565,383,433,821,11826,13228,25053
POA3071,7183,7808,14987,215,239,448,24,40,61,1148,1325,2473,9,17,31,3,12,8,11,0,10,8,5,11,0,3,7,0,4,4,0,0,0,1207,1403,2607,49,69,121,21,30,55,1490,1738,3230,300,288,593,8976,9835,18810
POA3072,12978,13721,26702,334,404,737,29,45,76,1947,2102,4050,38,37,80,15,26,42,13,16,24,7,6,15,7,8,13,11,10,19,0,0,0,2073,2244,4317,126,116,242,39,24,62,2574,2787,5364,677,686,1365,16234,17201,33432
POA3073,19977,20695,40671,503,458,960,45,36,83,2659,2616,5272,28,28,57,3,8,15,16,17,32,9,12,23,5,0,7,9,4,10,0,0,0,2773,2725,5496,155,198,360,78,49,119,3504,3431,6929,1438,1388,2829,24919,25509,50428
POA3074,8516,8615,17134,165,139,307,18,12,23,766,661,1427,14,9,17,6,0,4,8,11,17,3,5,8,5,7,7,0,0,0,0,0,0,813,696,1515,70,80,145,20,11,28,1066,930,1994,467,424,886,10052,9971,20023
POA3075,9692,9808,19495,196,170,368,10,18,25,865,835,1702,8,11,17,0,0,3,0,4,5,4,6,10,0,0,7,0,0,3,0,0,0,900,873,1774,37,55,99,17,5,26,1157,1105,2264,608,597,1205,11457,11504,22958
POA3076,13676,13745,27417,210,233,437,25,27,49,1431,1358,2790,14,9,17,10,7,18,12,9,16,9,3,9,3,9,17,3,3,4,0,0,0,1501,1420,2921,88,101,194,22,23,47,1822,1778,3598,987,1075,2062,16483,16593,33077
POA3078,4603,4881,9482,135,161,298,14,24,38,777,922,1707,4,7,10,6,5,12,5,8,12,0,5,5,0,6,3,0,0,0,0,0,0,813,978,1791,39,50,96,3,7,13,995,1202,2195,231,203,432,5830,6284,12115
POA3079,6737,7409,14145,163,170,333,16,35,53,766,912,1675,9,10,18,3,7,10,12,7,15,0,0,0,0,0,0,3,0,4,0,0,0,809,971,1776,70,75,138,7,9,19,1042,1225,2271,249,255,507,8028,8888,16920
POA3081,5377,5515,10884,187,176,371,11,18,33,729,828,1556,10,7,13,8,3,9,3,7,12,3,3,3,3,3,4,0,7,8,0,0,0,764,873,1640,41,37,81,14,19,29,1010,1113,2124,432,384,810,6818,7005,13818
POA3082,12380,12670,25055,124,135,259,15,14,25,979,936,1915,13,8,23,3,0,5,5,0,3,0,0,4,0,3,6,0,4,4,0,0,0,1016,977,1987,65,64,127,12,15,31,1213,1184,2399,480,508,982,14076,14367,28441
POA3083,12794,12515,25311,278,277,547,72,86,152,1749,1648,3395,23,27,45,13,22,38,10,9,25,12,9,18,6,7,15,8,3,13,0,0,0,1891,1813,3702,116,105,220,44,30,71,2323,2219,4544,753,646,1399,15874,15380,31247
