POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2749,3,15,0,509,19,0,0,16,6,16,4,4,0,12,67,137,0,3,3,0,0,0,0,0,0,0,10,17,575,129,56,549,171,360,79,115,57,158,76,2330
POA2750,5,16,0,1071,50,8,7,39,21,25,5,14,4,16,132,326,9,0,5,6,4,0,0,0,5,0,18,44,1217,248,112,1231,419,813,187,283,128,460,164,5271
POA2752,0,8,0,198,11,0,0,7,0,0,0,5,0,4,12,55,0,0,5,0,0,0,0,0,0,4,6,12,212,50,22,233,87,102,37,33,19,60,20,877
POA2753,3,7,0,433,16,0,4,14,9,13,4,3,0,6,68,145,5,0,0,0,5,0,0,0,0,0,11,21,439,121,46,484,151,288,85,147,46,185,82,2080
POA2754,0,0,0,204,9,0,0,9,0,3,0,0,0,0,23,49,0,0,0,0,0,0,0,0,0,0,3,9,184,45,21,222,79,125,23,37,21,56,25,839
POA2756,4,17,0,1012,50,6,11,51,13,20,15,6,5,19,129,317,10,0,0,3,0,4,0,0,3,7,15,42,1001,308,120,1274,381,643,174,244,104,306,151,4720
POA2757,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,7,5,31,10,20,0,6,0,3,0,113
POA2758,3,7,0,384,12,3,0,5,3,3,4,3,0,4,41,88,0,0,3,0,0,0,0,0,0,0,3,17,296,73,31,374,106,154,57,71,30,70,45,1304
POA2759,5,12,0,639,30,9,8,29,16,24,9,6,12,20,80,239,0,0,4,0,0,4,0,0,0,3,16,29,869,151,79,808,267,611,121,213,127,430,106,3789
POA2760,4,19,0,415,26,3,4,7,14,21,5,7,14,24,139,269,0,0,0,0,0,0,0,0,4,6,29,43,902,179,89,678,284,913,149,302,167,529,184,4375
POA2761,16,26,6,901,34,7,6,28,15,38,6,12,15,31,161,354,0,0,9,0,0,4,0,0,3,4,20,47,1400,194,121,921,370,944,144,352,213,610,213,5473
POA2762,8,10,3,983,17,6,3,13,3,10,0,0,0,6,76,136,3,0,3,0,0,4,0,0,4,0,17,37,1341,151,78,705,272,647,93,157,89,179,111,3822
POA2763,8,37,0,1247,33,9,5,17,15,18,0,8,4,26,102,243,5,0,4,4,7,6,0,0,0,0,23,47,1539,195,97,1118,399,990,145,285,112,471,138,5484
POA2765,18,31,0,1728,45,10,6,20,9,19,8,9,8,17,172,324,4,0,3,6,0,0,0,0,0,4,35,58,2315,324,196,1544,604,1132,236,341,169,449,231,7544
POA2766,6,17,0,326,17,5,3,12,0,13,9,3,3,14,79,160,0,0,3,0,0,0,0,0,0,0,11,18,530,81,48,335,136,518,64,141,78,347,101,2385
POA2767,0,20,0,631,29,0,8,13,6,19,4,7,11,24,78,185,0,0,3,0,0,0,0,0,0,4,21,32,912,139,65,519,197,596,98,216,110,444,116,3418
POA2768,8,23,7,1849,31,4,16,34,12,24,7,8,4,18,96,253,3,0,0,0,0,0,0,0,0,3,15,26,1682,186,97,1014,325,825,120,205,107,328,134,5029
POA2769,4,13,6,1251,21,0,5,9,3,12,0,0,0,3,60,110,3,0,0,3,0,0,0,0,0,0,11,28,1254,90,38,671,207,489,56,98,45,146,77,3180
POA2770,19,43,0,536,30,5,10,15,8,48,7,28,17,98,203,475,3,0,0,6,0,4,0,0,9,25,40,78,881,167,128,803,304,1393,171,586,342,1644,278,6703
POA2773,0,3,0,404,3,0,0,12,3,3,5,3,0,4,16,44,3,0,0,0,0,0,0,0,0,0,0,6,244,60,14,252,57,111,16,33,12,59,16,878
POA2774,9,6,0,555,19,0,0,15,3,12,0,0,0,13,30,97,0,0,0,0,0,0,0,0,0,0,7,16,475,74,20,527,151,241,32,76,30,117,39,1784
POA2775,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,5,23,11,5,32,6,16,3,15,4,15,5,129
POA2776,0,4,0,159,7,3,0,0,3,0,0,0,0,4,8,23,0,0,0,0,0,0,4,0,0,0,0,5,147,38,8,169,36,75,14,20,7,45,8,568
POA2777,7,0,0,637,21,0,3,19,5,15,3,8,0,4,50,130,0,0,0,0,0,0,0,0,0,0,0,13,578,142,40,679,165,322,67,96,29,130,59,2320
POA2778,0,0,0,57,4,0,0,5,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,62,32,3,89,26,43,0,23,4,26,4,304
POA2779,0,0,0,106,3,4,0,11,3,0,0,0,0,5,16,42,0,0,0,0,0,0,0,0,0,0,0,0,138,48,3,171,51,98,14,35,19,41,16,633
POA2780,4,0,0,202,9,5,0,7,0,3,0,3,6,5,31,82,0,0,0,0,0,0,0,0,0,0,0,4,173,92,18,268,59,142,54,85,33,110,34,1070
POA2782,6,8,0,149,5,3,0,3,3,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,3,3,119,43,16,183,52,95,18,51,17,53,24,669
POA2783,0,0,0,56,3,0,0,6,0,0,4,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,52,25,6,74,22,58,13,21,3,30,9,305
POA2784,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,3,26,13,3,42,11,24,3,8,4,15,6,161
POA2785,0,0,0,62,0,0,0,3,0,7,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,51,35,12,103,29,55,12,37,5,38,11,399
POA2786,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,17,3,16,3,9,6,13,3,94
POA2787,0,0,0,51,11,0,0,9,0,3,0,0,4,4,16,41,0,0,0,0,0,0,0,0,0,0,0,3,114,10,10,105,19,44,9,15,9,30,16,384
POA2790,0,6,0,239,14,3,3,21,3,7,5,6,0,12,57,138,0,0,0,0,0,0,0,0,3,3,3,10,277,68,20,401,87,177,28,78,19,134,66,1362
POA2791,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,3,0,0,0,0,0,28
POA2792,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,6,0,0,6,35
POA2793,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,29,0,13,0,0,0,12,3,81
POA2794,0,0,0,85,19,0,3,26,0,6,0,4,0,11,27,102,5,0,0,0,0,0,0,0,0,0,0,8,220,40,13,299,41,128,17,38,4,110,31,939
POA2795,3,12,0,815,68,10,0,72,10,21,3,14,0,18,206,420,0,0,4,9,0,3,3,0,0,0,9,30,1413,172,42,1447,208,550,69,187,43,276,225,4629
POA2797,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,6,0,16,0,0,0,0,0,0,0,47
POA2798,0,0,0,69,7,0,0,0,0,6,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,76,16,0,91,9,31,4,10,5,10,19,277
POA2799,0,0,0,58,5,0,0,8,3,0,0,0,0,0,21,41,0,0,0,0,0,0,0,0,0,0,3,9,97,10,5,161,22,65,8,20,5,40,22,463
POA2800,0,5,5,1169,83,8,0,67,8,23,9,10,4,25,229,460,9,3,0,3,0,0,0,0,0,3,13,37,1623,187,43,1774,279,634,68,163,56,274,251,5352
POA2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,6,0,0,0,0,0,25
POA2804,0,0,0,32,10,0,0,7,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,94,15,25,6,3,0,21,3,259
POA2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,4,7,0,0,0,0,5,44
POA2806,0,0,0,8,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,21,4,10,5,0,0,8,3,73
POA2807,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,4,0,0,0,7,0,29
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,0,13
POA2809,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,0,0,0,0,0,13
POA2810,0,0,0,22,7,0,0,12,0,0,0,0,0,0,19,38,0,0,0,0,0,0,0,0,0,0,0,4,68,11,4,99,3,27,0,13,4,19,18,274
POA2817,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,0,3,0,0,0,0,0,34
POA2818,0,0,0,7,3,0,0,4,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,30,0,9,0,0,0,4,3,82
POA2820,0,3,0,42,16,3,3,9,0,9,0,0,0,3,30,77,0,0,0,0,0,0,0,0,0,0,0,7,124,31,10,127,22,70,5,35,4,53,35,510
POA2821,0,0,0,62,11,0,0,7,0,7,0,0,0,4,14,51,0,0,0,0,0,0,0,0,0,0,4,0,138,8,4,142,38,56,9,14,4,29,21,453
POA2822,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,14,0,4,0,0,4,0,3,46
POA2823,0,0,0,15,6,0,0,7,0,4,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,43,7,14,0,9,0,10,6,119
POA2824,0,0,0,14,7,0,0,8,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,51,0,3,54,7,21,0,6,0,18,6,173
POA2825,0,0,0,36,13,0,0,3,0,0,0,0,0,3,20,42,4,0,0,0,0,0,0,0,0,0,0,7,79,5,0,66,10,26,5,8,0,12,20,232
POA2826,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,24
POA2827,0,0,0,24,5,0,0,6,0,3,0,3,0,0,17,35,3,0,0,0,0,0,0,0,0,0,4,10,75,8,3,94,29,31,3,13,6,15,21,298
POA2828,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,23,0,11,0,0,0,5,4,62
POA2829,0,0,0,19,10,0,0,4,0,0,0,0,0,4,3,22,3,0,0,0,0,0,0,0,0,0,3,3,58,3,0,61,13,25,3,10,6,29,6,216
POA2830,4,8,0,754,105,5,9,55,11,17,7,7,4,16,273,502,8,0,6,4,0,0,0,0,0,0,6,27,1495,183,56,1467,235,527,58,145,43,235,297,4734
POA2831,0,0,0,24,9,0,0,4,0,0,0,0,0,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,77,4,3,50,12,27,5,3,3,9,7,203
POA2832,0,0,0,11,5,0,0,6,0,0,0,0,0,4,6,20,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,36,4,13,0,0,3,9,5,114
POA2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,8,0,4,0,4,0,9,6,39
POA2834,0,0,0,9,4,0,0,3,0,0,0,0,0,3,10,26,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,17,9,8,0,11,0,16,11,106
POA2835,0,0,0,82,13,0,0,4,0,0,0,0,0,0,33,55,0,0,0,0,0,0,0,0,0,0,0,0,118,4,4,75,25,59,8,9,4,10,33,349
POA2836,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,6,0,4,0,19,0,46
POA2838,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,17
POA2839,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,13,0,6,0,8,0,9,4,59
POA2840,0,0,0,26,16,0,0,0,0,3,0,4,0,0,15,44,0,0,0,0,0,0,0,0,0,3,8,13,81,3,7,45,8,29,0,4,0,16,23,221
POA2842,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,4,9,0,3,4,19,6,71
POA2843,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,45,6,9,0,4,0,7,10,110
POA2844,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,4,33,4,0,36,6,11,8,4,5,10,9,111
POA2845,0,0,0,32,0,0,0,3,0,0,0,0,6,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,53,9,0,81,13,25,8,7,8,21,16,229
POA2846,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,3,20
POA2847,0,0,0,26,3,0,0,3,0,3,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,83,6,30,5,13,4,30,6,226
POA2848,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,3,10,5,11,5,19,3,90
POA2849,0,0,0,12,3,0,0,4,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,5,25,14,3,49,9,15,3,9,0,16,9,144
POA2850,0,3,5,413,28,9,0,28,8,12,0,4,0,7,95,192,3,5,0,7,0,0,0,0,0,4,7,22,504,82,33,693,118,288,35,75,32,124,105,2082
POA2852,0,0,0,45,10,0,3,11,0,0,0,0,0,0,26,53,5,0,0,4,0,0,0,0,0,0,3,11,79,12,5,124,16,60,9,15,6,27,30,389
POA2864,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,26,6,4,0,0,0,0,3,82
POA2865,0,0,0,8,3,0,0,4,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,25,11,3,34,8,8,4,0,0,9,8,106
POA2866,0,0,0,42,7,0,0,5,4,0,0,0,0,3,16,49,0,0,0,0,0,0,0,0,0,0,0,9,89,15,0,131,20,44,6,8,3,18,25,357
POA2867,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,24,0,9,0,5,0,12,3,77
POA2868,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,20,5,8,0,5,0,5,7,60
POA2869,0,0,0,12,9,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,4,4,26,6,0,25,7,18,0,5,0,11,10,115
POA2870,0,0,0,188,20,0,0,13,4,5,0,4,0,4,56,109,0,0,0,0,0,0,0,0,0,5,4,10,351,27,11,373,64,144,20,50,20,82,62,1215
POA2871,0,0,0,116,9,0,0,17,0,10,0,5,0,4,44,84,4,0,0,0,0,0,0,0,3,0,0,3,237,14,10,284,33,100,11,26,13,50,44,818
POA2873,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,22,0,9,0,0,0,4,4,60
POA2874,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,3,0,0,0,9,0,31
POA2875,0,0,0,8,3,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,20,0,9,0,0,0,6,13,74
POA2876,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,14,0,10,0,0,0,3,0,53
POA2877,0,0,0,34,17,0,0,9,0,4,0,0,0,3,11,42,0,0,0,0,0,4,0,0,0,0,0,3,95,6,5,98,16,51,3,6,9,27,20,339
POA2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,4,0,0,0,4,4,24
POA2879,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,0,4,0,3,4,28
POA2880,0,0,0,213,27,0,3,22,4,5,0,0,0,8,101,173,0,0,0,0,0,0,0,0,0,3,3,19,399,46,17,342,80,214,22,52,22,159,112,1474
POA2898,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,10,0,6,3,5,4,0,3,37
POA3000,0,5,0,215,4,3,5,0,0,5,0,0,0,0,41,61,0,0,0,0,0,0,0,0,0,0,0,0,218,52,16,172,46,242,13,62,20,106,45,993
POA3002,0,9,0,131,5,0,0,0,0,0,0,0,0,3,13,27,0,0,0,0,0,0,0,0,0,0,0,0,65,8,0,68,13,36,0,11,3,11,14,232
POA3003,0,0,0,151,5,0,0,4,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,5,141,16,3,88,20,95,6,19,8,30,11,433
POA3004,4,3,0,223,0,0,0,0,0,0,0,0,0,6,20,32,0,0,0,0,0,0,0,0,0,0,0,3,153,32,5,107,29,148,8,19,10,41,23,572
POA3006,0,4,0,309,9,0,0,3,5,0,0,3,0,0,48,67,0,0,0,0,0,0,0,0,0,0,0,6,216,44,21,165,52,232,15,50,21,98,50,962
POA3008,0,11,0,266,0,3,0,6,0,0,0,0,4,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,229,43,13,143,54,268,9,56,14,77,38,939
POA3011,0,7,0,568,8,0,0,12,3,4,4,0,0,14,27,75,0,0,0,0,0,0,0,0,0,0,8,4,414,117,20,492,123,265,33,103,12,171,41,1800
POA3012,3,10,6,848,16,4,6,7,5,6,3,9,4,7,60,130,0,0,0,0,0,0,0,0,0,0,12,13,740,162,22,870,182,412,46,186,42,255,87,3002
POA3013,4,3,0,987,17,11,0,15,5,5,0,3,0,7,40,93,3,0,0,0,0,0,0,0,0,0,5,8,605,89,15,666,123,271,20,63,15,100,46,2016
POA3015,7,6,4,1187,20,6,5,22,4,13,0,5,3,0,56,139,0,0,0,0,0,0,0,0,0,0,6,10,780,114,23,859,157,360,35,113,35,111,61,2649
POA3016,3,18,0,1232,20,4,0,22,0,10,0,14,0,4,45,117,0,0,0,0,0,4,0,0,0,0,3,14,682,90,14,716,86,314,25,72,21,113,53,2188
POA3018,0,8,0,570,22,0,5,11,0,7,0,0,3,3,36,87,0,0,0,0,0,0,0,0,0,0,6,5,453,74,13,491,93,244,13,69,16,99,38,1613
POA3019,0,5,0,94,4,3,0,3,0,11,0,0,3,10,34,65,0,0,0,0,0,0,0,0,0,6,5,14,165,63,19,156,30,194,14,89,21,166,37,960
POA3020,0,28,0,504,19,9,5,26,5,27,8,19,12,52,106,284,4,0,0,5,0,0,0,0,3,4,31,43,789,232,44,893,187,957,52,496,105,911,161,4822
POA3021,6,43,0,339,18,10,4,12,9,46,5,27,15,70,160,373,0,0,0,0,0,0,0,0,0,10,46,62,732,275,45,895,151,1259,77,677,155,1422,251,5942
POA3022,0,0,0,31,0,0,0,0,0,6,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,6,53,13,5,59,15,63,5,28,4,51,10,307
POA3023,5,27,4,1497,72,18,17,52,16,35,7,17,20,51,252,564,20,0,6,6,3,0,3,0,6,7,57,114,2252,427,104,2250,389,1859,119,740,179,1076,337,9738
POA3024,0,10,5,627,28,6,4,18,3,24,0,12,16,13,151,277,4,0,6,0,0,0,0,0,0,5,32,52,1371,175,41,1114,208,1245,52,310,92,327,205,5153
POA3025,3,8,0,353,5,0,3,3,3,5,0,3,5,11,46,91,0,0,0,0,0,0,0,0,0,0,5,8,290,62,19,385,86,258,20,112,27,221,56,1527
POA3026,0,3,0,190,4,0,0,6,0,11,0,6,0,3,43,77,0,0,0,0,0,0,0,0,0,0,6,12,383,74,13,318,64,280,13,94,22,103,56,1422
POA3027,0,5,0,389,8,0,0,10,0,5,0,0,3,3,46,72,0,0,0,0,0,0,0,0,0,0,8,8,438,58,19,374,63,311,19,59,21,83,56,1484
POA3028,6,5,0,498,19,5,3,28,3,15,0,5,4,23,85,190,3,0,0,9,0,0,0,0,0,5,14,41,717,150,41,887,151,638,50,225,70,437,108,3458
POA3029,16,36,9,2131,78,9,38,86,23,86,10,32,46,77,557,1044,13,3,9,8,0,3,0,3,7,11,115,176,4706,932,205,4329,806,4448,248,1533,413,1546,756,19923
POA3030,14,41,6,3654,107,19,18,85,29,84,13,36,17,59,497,967,12,0,13,15,3,7,0,0,3,17,63,140,4871,695,153,4367,738,3857,188,963,249,1141,613,17828
POA3031,3,0,0,639,8,0,0,6,0,5,3,0,0,6,36,70,0,0,0,0,0,0,0,0,0,0,6,14,378,91,17,440,101,187,27,83,18,97,45,1474
POA3032,4,18,0,1323,26,6,6,24,0,14,0,0,0,20,70,173,0,0,3,0,0,0,0,0,0,0,12,27,918,154,42,943,170,510,38,185,39,289,97,3387
POA3033,0,16,0,566,22,0,0,11,5,5,4,7,4,11,39,106,3,0,3,10,0,0,0,0,0,5,14,31,499,101,15,623,101,327,32,101,25,203,57,2071
POA3034,3,12,5,401,13,0,4,6,0,9,0,4,5,16,29,86,0,0,0,0,0,0,0,0,0,0,4,11,354,63,12,423,74,240,23,94,21,240,35,1577
POA3036,0,4,0,286,13,5,0,7,0,4,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,3,5,12,227,38,6,277,41,108,12,42,9,72,16,852
POA3037,11,27,0,1368,76,8,16,73,15,54,5,15,6,32,184,499,8,0,4,13,3,4,0,3,5,6,45,106,1855,345,95,2181,306,1527,109,508,114,762,249,8040
POA3038,0,27,0,925,45,10,8,35,7,25,3,10,8,19,75,249,0,0,0,7,0,0,0,0,0,9,15,30,826,166,35,1058,150,687,55,258,70,495,99,3899
POA3039,4,9,0,881,12,0,0,9,4,5,0,0,0,6,32,81,3,0,0,0,0,0,0,0,0,0,4,11,510,76,13,560,93,281,18,56,17,97,38,1767
POA3040,9,29,4,1679,32,8,3,31,5,18,0,3,4,9,62,166,3,0,3,3,0,0,0,0,0,3,11,33,982,147,35,1115,171,523,35,157,36,211,78,3497
POA3041,4,7,4,793,5,6,0,21,5,7,0,5,0,7,43,103,0,0,0,3,0,4,0,0,0,0,6,12,522,87,21,648,73,259,27,72,27,100,51,1890
POA3042,3,12,0,590,11,3,0,11,8,14,3,10,0,12,32,102,0,0,5,4,0,0,0,0,0,5,9,24,501,84,21,703,137,329,38,90,31,184,45,2153
POA3043,0,14,0,335,13,4,0,12,0,4,0,12,5,25,54,128,5,0,0,0,0,0,0,3,0,0,12,19,403,82,19,577,102,385,25,166,40,315,72,2188
POA3044,0,7,0,1148,15,4,4,27,3,18,3,4,4,11,66,164,6,0,3,0,0,0,0,0,3,0,11,28,906,177,44,1225,219,577,63,195,37,260,88,3790
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,18,0,714,16,3,0,17,0,25,0,12,3,30,91,206,0,0,8,0,0,3,0,0,0,4,34,53,737,201,37,980,234,826,53,347,61,536,138,4155
POA3047,7,15,0,107,3,3,0,9,3,9,0,8,6,41,44,122,0,0,3,0,0,0,0,0,0,20,28,52,138,104,14,257,34,483,31,347,67,797,87,2349
POA3048,0,20,0,96,10,3,4,8,0,11,4,8,10,35,60,149,4,0,7,0,0,0,0,0,0,7,28,43,161,75,21,199,25,487,18,295,82,810,100,2281
POA3049,0,6,0,235,7,0,0,11,0,5,8,0,4,12,28,77,0,0,0,3,0,3,0,0,3,0,4,16,234,40,13,405,62,198,25,83,22,157,39,1278
POA3051,0,6,0,333,7,0,0,5,0,3,0,0,4,6,30,53,0,0,0,0,0,0,0,0,0,0,0,4,269,51,10,234,24,159,7,53,16,78,28,935
POA3052,0,6,0,115,6,0,0,0,0,0,0,0,0,3,15,26,0,0,0,0,0,0,0,0,0,0,0,6,93,18,0,64,19,58,0,21,9,26,15,307
POA3053,0,0,0,159,3,0,3,4,0,0,0,0,0,3,16,29,0,0,0,0,0,0,0,0,0,0,0,3,97,34,9,88,35,78,7,34,17,69,22,481
POA3054,0,7,0,346,8,4,0,5,0,5,0,0,0,3,12,40,0,0,0,0,0,0,0,0,0,0,0,4,180,30,6,194,41,95,7,23,8,31,15,632
POA3055,0,6,0,527,8,0,0,14,0,4,0,0,0,6,31,62,0,0,0,0,0,0,0,0,0,0,0,12,299,72,22,429,82,213,22,75,26,98,36,1367
POA3056,0,14,0,788,16,0,0,11,0,8,0,0,0,10,35,85,0,0,0,0,3,0,0,0,0,0,3,8,491,107,13,557,120,220,48,97,10,153,42,1860
POA3057,0,0,0,353,5,0,0,0,0,5,0,3,0,0,17,29,0,0,0,0,0,0,0,0,0,0,6,3,233,47,8,261,59,137,14,50,9,66,19,897
POA3058,0,30,3,1305,26,3,3,19,3,12,8,4,7,21,70,181,0,0,0,3,0,3,0,0,0,6,20,40,914,245,37,1293,201,559,71,207,44,420,93,4090
POA3059,7,33,0,719,18,3,4,36,8,18,7,8,0,24,81,210,0,0,0,4,0,5,4,0,0,6,16,35,711,147,33,902,154,687,59,263,60,418,108,3552
POA3060,0,6,0,188,0,3,5,5,5,7,0,11,6,11,31,93,0,0,0,0,0,0,0,0,0,3,9,18,207,83,9,345,64,425,26,212,48,268,56,1756
POA3061,0,12,0,33,0,0,0,4,0,3,0,5,3,18,11,48,0,0,0,0,0,0,0,0,0,0,7,8,35,22,3,67,12,103,3,76,21,241,25,605
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,22,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,3,13,0,4,4,7,4,80
POA3064,10,67,3,1486,79,13,19,72,19,78,16,41,37,136,460,973,9,0,13,11,5,10,5,3,12,36,114,219,3171,752,137,3668,617,3808,204,1705,389,3090,657,18193
