POA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA3807,72,0,0,0,75,0,0,0,75,0,0,71,137,14,11,0,155,0,0,0,155,0,0,157,27,6,0,0,32,0,0,0,32,0,0,32,5,0,0,0,3,0,0,0,3,0,0,3,236,15,8,0,261,0,0,0,261,3,0,264,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,7,8,0,0,0,11,0,0,0,11,0,0,11,241,15,8,0,269,0,0,0,269,3,0,275,59,0,4,0,69,0,0,0,69,9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,299,22,12,0,341,0,0,0,341,5,0,350,94,6,6,0,98,0,0,0,99,4,0,102,182,16,4,4,203,0,0,0,203,3,0,205,12,0,0,0,12,0,3,3,12,0,0,12,5,0,0,0,5,0,0,0,5,0,0,6,287,21,9,4,319,0,3,3
POA3808,20,0,0,0,20,0,0,0,20,0,0,17,62,6,0,0,73,0,0,0,73,3,0,78,7,0,0,0,13,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,93,12,0,0,110,0,0,0,110,7,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,0,107,0,0,0,107,7,0,117,13,3,0,0,18,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,110,14,0,0,129,0,0,0,126,10,0,135,51,0,0,0,56,0,0,0,56,0,0,57,90,17,4,0,105,0,0,0,105,3,0,108,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,149,18,3,0,172,0,0,0
POA3809,243,25,7,0,279,3,0,10,285,15,0,297,515,59,15,0,591,7,0,7,602,12,0,610,198,17,24,0,237,0,0,0,237,0,0,237,9,0,0,4,20,0,0,0,18,0,0,20,962,108,47,6,1125,11,0,15,1137,25,4,1162,9,0,0,0,10,0,0,0,15,0,0,13,22,5,0,0,24,0,0,0,24,0,0,24,33,0,0,0,40,0,0,0,42,0,0,36,997,115,43,6,1161,14,0,13,1176,25,7,1201,390,59,16,15,474,5,0,5,481,28,0,511,5,0,0,4,9,0,0,0,9,0,17,21,1390,168,57,23,1644,22,0,20,1665,54,19,1737,297,37,11,0,351,4,0,7,353,6,0,362,447,56,6,3,513,5,0,5,513,12,0,525,39,6,5,0,55,0,0,0,55,0,0,55,4,0,0,0,7,0,0,0,7,0,0,7,786,103,20,7,917,7,0,9
POA3810,478,53,13,8,553,7,0,8,558,34,0,592,970,175,10,5,1158,16,0,18,1178,30,3,1211,282,38,24,0,350,0,0,0,352,4,3,360,16,3,0,12,31,0,0,0,31,0,7,38,1750,262,60,24,2095,26,3,27,2118,67,14,2201,29,9,0,0,43,4,0,4,50,0,0,52,60,13,5,0,81,0,0,0,77,3,0,86,96,24,5,0,123,4,0,4,124,6,0,133,1843,282,64,29,2218,30,3,35,2251,78,14,2335,931,140,43,25,1138,33,8,48,1180,94,13,1282,8,4,0,9,14,0,0,0,14,0,17,39,2782,422,107,56,3366,63,13,77,3443,169,43,3653,673,70,14,6,764,8,0,13,778,41,0,823,1098,161,13,8,1273,5,3,10,1289,48,5,1332,97,20,16,6,139,0,0,0,138,4,0,140,13,3,0,15,32,0,0,0,32,4,6,37,1884,255,40,34,2209,18,3,22
POA3812,5,0,0,0,5,0,0,0,5,0,0,9,43,6,0,0,41,0,0,0,41,0,0,46,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,62,6,0,0,65,0,0,0,65,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,8,68,6,0,0,70,0,0,0,70,3,0,77,16,5,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,0,97,0,0,0,97,3,0,99,20,5,0,0,19,0,0,0,20,0,0,20,62,0,0,0,60,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,77,4,0,6,88,0,0,0
POA3813,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,11,0,0,0,11,0,0,11,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,0,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,0,0,22,0,0,23,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,29,0,0,0,29,0,0,30,13,0,0,0,13,0,0,0,13,5,0,16,7,7,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,26,0,0,0
POA3814,17,0,0,0,20,0,0,0,22,0,0,22,51,5,0,0,58,0,0,0,58,3,0,59,8,0,5,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,80,6,3,3,92,0,0,0,92,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6,3,3,92,0,0,0,92,3,0,92,30,0,0,0,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,110,3,3,3,124,0,0,0,120,4,0,130,46,6,0,0,52,0,0,0,52,0,0,52,51,6,0,0,61,0,0,0,61,0,0,60,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,106,12,0,0,120,0,0,0
POA3815,34,11,0,0,39,0,0,0,39,0,0,44,76,3,5,4,85,0,0,0,85,4,0,88,28,0,0,0,23,0,0,0,23,0,0,23,5,0,0,0,9,0,0,0,9,0,0,9,139,8,9,5,156,0,0,0,156,6,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8,9,5,156,0,0,0,156,6,0,162,47,0,0,0,50,0,0,0,50,4,0,53,0,0,3,0,3,0,0,0,3,0,4,0,184,11,10,5,212,0,0,0,212,9,4,220,37,4,0,0,38,0,0,0,38,3,0,44,80,3,0,0,85,0,0,0,85,0,0,88,11,0,0,0,12,0,0,0,12,0,0,12,3,0,0,0,7,0,0,0,7,0,0,7,132,9,3,3,141,0,0,0
POA3816,18,0,0,0,21,0,0,0,21,0,0,23,64,5,0,0,68,0,0,0,68,3,0,72,28,4,3,0,35,0,0,0,35,0,0,37,0,0,0,3,3,0,0,0,3,0,0,3,112,11,3,3,126,0,0,0,126,4,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,111,11,3,3,124,0,0,0,124,4,0,136,32,9,0,0,44,0,0,0,49,0,0,49,4,0,0,0,4,0,0,0,4,0,0,4,149,15,3,5,170,0,0,0,177,4,0,178,20,0,0,3,29,0,0,0,29,4,0,30,55,0,0,0,58,0,0,0,58,0,0,59,6,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,85,7,0,3,100,0,0,0
POA3818,98,13,0,0,114,0,0,0,114,15,0,130,313,37,6,3,363,0,0,0,366,9,0,375,102,11,5,0,120,0,0,0,125,0,0,121,4,0,0,7,8,0,0,0,11,0,0,11,517,69,16,6,600,9,0,8,604,24,0,630,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,522,69,16,6,608,9,0,8,617,24,0,636,207,20,6,4,240,5,0,5,249,10,5,262,0,0,0,0,0,0,0,0,0,0,0,7,730,90,24,10,850,11,0,10,863,37,5,908,137,27,0,0,168,0,0,0,176,16,0,189,323,54,0,0,378,0,0,5,387,16,0,398,27,4,0,0,34,0,0,0,35,0,0,33,0,0,0,0,5,0,0,0,5,0,0,5,496,84,4,7,592,3,0,8
POA3820,120,23,3,0,152,0,0,0,146,0,0,153,320,51,3,3,383,5,0,5,383,7,0,391,127,15,10,0,152,0,0,0,152,8,0,154,5,0,0,8,12,0,0,0,12,0,0,12,566,89,18,11,689,0,0,0,695,11,0,707,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,16,0,0,0,16,0,0,16,15,3,0,0,18,0,0,0,18,0,0,18,586,95,19,11,706,0,0,0,714,11,0,727,200,24,3,3,234,5,0,5,242,16,0,259,5,0,0,0,5,0,0,0,5,0,0,5,787,120,22,14,945,7,0,7,959,28,0,989,139,26,3,0,168,0,0,0,173,14,0,186,351,51,5,6,411,8,0,8,413,9,0,425,22,5,0,0,27,0,0,0,27,0,0,27,4,0,0,6,7,0,0,0,7,0,0,7,520,82,8,8,622,9,0,9
POA3821,7,3,4,0,17,0,0,0,17,0,0,17,57,4,0,0,67,0,0,0,67,0,0,67,12,6,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,77,10,10,0,98,0,0,0,98,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,10,0,102,0,0,0,102,0,0,102,26,0,0,0,29,0,0,0,29,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,101,19,10,0,129,0,0,0,129,4,0,134,13,12,0,0,28,0,0,0,28,0,0,28,79,12,0,3,93,0,0,0,93,0,0,93,9,0,0,0,8,0,0,0,8,0,0,8,3,0,0,4,5,0,0,0,5,0,0,5,103,24,7,8,131,0,0,0
POA3822,8,0,0,0,8,0,0,0,8,0,0,8,14,0,0,0,10,0,0,0,10,0,0,10,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,0,0,28,0,0,28,5,0,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,3,41,0,0,0,41,0,0,38,10,0,0,0,9,0,0,0,9,0,0,12,18,0,0,0,20,0,0,0,20,6,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,30,0,0,0
POA3823,14,3,0,0,13,0,0,0,13,0,0,13,33,0,0,0,37,0,0,0,37,5,0,35,13,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,55,8,0,0,66,0,0,0,66,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,54,8,0,0,63,0,0,0,63,5,0,68,19,0,0,0,18,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,85,0,0,0,85,3,0,90,14,3,0,0,20,0,0,0,20,0,0,18,37,4,0,0,43,0,0,0,43,0,0,44,3,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,3,0,0,0,3,0,0,3,62,8,0,0,72,0,0,0
POA3824,21,5,0,0,30,0,0,0,30,5,0,34,67,8,3,7,82,0,0,0,82,6,0,86,35,7,0,0,44,0,0,0,44,0,5,45,0,0,0,7,7,0,0,0,7,0,0,7,122,18,5,11,156,0,0,0,156,11,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,18,5,11,156,0,0,0,156,11,5,167,41,7,0,0,54,0,0,0,54,9,0,55,0,0,0,0,0,0,0,0,0,0,0,0,171,26,5,11,207,0,0,0,207,18,5,222,53,10,0,0,62,0,0,0,62,6,0,69,112,13,0,0,126,0,0,0,127,3,0,133,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,162,18,6,0,192,0,0,0
POA3825,71,3,0,5,72,5,0,5,80,0,0,81,213,22,6,10,249,6,0,3,253,11,0,267,64,9,14,0,84,5,0,5,92,4,0,98,8,0,0,4,10,0,0,0,9,0,3,10,351,41,12,15,425,12,0,13,432,17,3,454,3,0,0,0,6,0,0,0,6,0,0,12,0,0,0,0,4,0,0,0,5,0,0,3,4,0,0,0,10,0,0,0,7,3,0,13,360,43,12,15,435,10,0,14,446,22,3,471,120,19,6,7,146,16,4,15,167,27,0,191,4,0,0,4,5,0,0,0,5,3,4,12,479,63,24,21,588,26,5,29,614,47,6,669,94,11,0,0,105,0,0,4,108,4,0,118,229,31,8,3,272,3,0,10,283,18,0,297,34,3,0,0,40,0,0,0,40,0,0,40,0,0,0,7,8,0,0,0,7,0,0,7,356,44,16,14,429,9,0,9
POA3831,8,0,0,0,8,0,0,0,8,0,0,8,29,4,0,0,34,0,0,0,33,0,0,33,4,0,0,0,6,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,48,0,3,3,50,0,0,50,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,46,5,0,0,46,0,3,3,51,0,0,51,22,0,0,0,24,0,0,0,24,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,76,0,3,3,79,0,0,77,26,0,6,0,25,0,0,0,31,0,0,31,36,7,3,0,41,0,0,0,46,0,0,46,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,4,4,0,0,0,4,0,0,4,59,7,7,5,74,0,0,0
POA3832,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,3,0,12,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,5,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
POA3835,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,5,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,22,0,0,0,22,0,0,22,0,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0
POA3840,43,20,0,0,64,0,0,0,64,4,0,66,181,26,6,0,214,5,0,5,216,12,3,226,49,5,5,0,54,0,0,5,59,10,0,68,5,0,0,0,0,0,0,0,0,3,0,6,275,49,7,3,338,7,0,12,344,22,3,365,0,3,0,0,4,0,0,0,4,0,0,4,6,0,0,5,14,6,0,6,21,0,0,21,10,3,0,5,20,6,0,6,21,0,0,24,284,55,7,8,355,12,0,15,365,22,3,395,73,33,9,4,117,23,0,23,140,51,0,190,0,0,0,0,0,0,0,0,0,0,7,6,360,84,18,11,474,35,0,33,507,75,11,589,80,17,4,0,102,4,3,8,107,5,0,112,188,30,0,0,215,11,0,10,227,11,0,242,10,0,0,0,14,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,277,47,10,4,334,14,4,17
POA3842,19,8,0,0,25,0,0,0,25,0,0,32,49,6,0,0,57,0,0,0,57,3,0,63,24,4,3,0,28,0,0,0,28,0,0,28,0,0,4,0,7,0,0,0,7,0,0,7,95,22,4,3,116,0,0,0,116,8,0,123,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,4,0,0,11,7,0,0,0,7,0,0,0,9,0,0,9,100,20,4,3,121,0,0,0,124,7,0,132,29,10,0,0,42,6,4,5,46,10,0,55,0,5,0,0,5,0,0,0,5,0,0,5,128,26,10,0,170,6,0,4,173,17,0,192,24,3,0,0,30,0,0,0,34,0,0,34,37,7,0,0,48,0,4,4,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,0,3,82,0,4,3
POA3844,128,21,5,0,147,0,0,0,153,12,0,160,483,70,3,4,554,5,5,5,562,12,0,571,184,23,17,0,217,7,0,7,226,3,0,236,7,0,0,3,9,0,0,0,9,0,0,4,793,107,18,10,927,14,5,17,950,30,5,982,3,0,0,0,8,0,0,0,10,0,0,10,5,0,0,0,11,0,0,0,11,0,0,9,14,5,0,0,14,0,0,0,16,0,0,19,809,107,21,10,946,18,5,20,964,27,5,997,236,37,11,4,283,3,7,5,293,27,0,318,4,0,0,0,3,0,0,0,3,0,3,8,1050,145,32,11,1237,21,5,26,1266,53,6,1327,272,40,11,0,324,9,0,15,338,16,0,354,575,61,8,0,642,4,5,7,651,15,0,665,49,0,5,0,55,0,0,0,55,0,0,55,5,0,0,0,5,0,0,0,5,0,3,9,896,100,28,5,1033,17,4,18
POA3847,12,0,0,0,12,0,0,0,12,3,0,13,37,0,0,0,40,0,0,0,40,0,0,40,11,0,0,0,10,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,64,0,0,0,64,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,59,0,0,0,69,0,0,0,69,4,0,68,19,3,0,0,25,0,0,0,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,0,89,0,0,0,89,8,0,102,15,0,3,0,14,0,0,0,14,5,0,22,21,4,0,0,27,0,0,0,23,0,0,23,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,4,3,0,46,0,0,0
POA3850,81,15,0,0,103,0,0,0,103,3,0,107,225,33,9,4,269,0,0,0,268,12,0,283,44,7,9,0,61,0,0,0,61,0,0,61,5,0,0,0,5,0,0,0,5,0,0,5,352,55,17,3,438,0,0,0,433,14,0,452,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,8,0,0,8,362,55,17,3,442,0,0,6,444,14,0,457,149,15,8,5,173,9,0,9,185,21,0,204,0,0,0,0,0,0,0,0,0,0,0,0,509,68,24,6,617,6,0,11,627,32,0,662,127,16,0,0,147,0,0,4,144,9,0,153,246,28,3,4,279,0,5,5,287,14,0,305,14,5,0,0,20,0,0,0,20,0,0,20,3,0,0,6,3,0,0,0,3,0,0,5,387,53,3,3,450,3,7,9
