POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA2630,9,0,0,0,9,3,0,11,329,34,10,0,376,0,0,0,376,43,0,422,333,89,5,7,427,0,0,4,436,6,0,443,48,0,5,0,52,0,0,0,52,0,0,52,0,3,0,9,11,0,0,0,11,0,3,17,705,132,15,16,870,0,0,4,874,51,7,938,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,5,0,0,0,10,0,0,10,15,0,0,0,15,0,0,0,16,0,0,16,718,132,15,16,882,3,0,6,891,51,7,951,175,43,4,4,225,3,0,5,228,34,0,266,0,0,0,0,0,0,0,0,0,0,3,3,893,170,25,21,1105,14,0,16,1115,87,10,1220
POA2631,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,18,3,0,21,28,7,0,0,31,0,0,0,31,0,0,39,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,51,0,0,0,51,11,0,58,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,49,7,0,0,55,0,0,0,55,11,0,61,8,15,0,0,21,0,0,0,23,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,56,26,0,0,80,0,0,0,81,17,0,95
POA2632,3,0,0,0,3,0,0,3,78,3,5,0,84,0,0,0,84,0,0,89,129,6,0,0,138,0,0,0,138,0,0,141,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,219,11,4,0,233,0,0,0,233,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,231,11,4,0,239,0,0,0,239,0,0,245,16,0,0,0,19,0,0,0,19,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,246,12,4,0,262,0,0,0,262,8,0,270
POA2633,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,26,0,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,32,0,0,0,32,0,0,32,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,38,0,0,38
POA2640,68,0,0,0,68,7,0,77,1749,163,30,4,1948,29,4,32,1981,75,3,2055,2492,264,34,13,2801,15,0,17,2819,69,0,2894,290,34,16,3,339,11,0,11,351,3,0,348,32,0,0,3,41,0,0,0,41,0,3,44,4556,455,82,32,5122,53,4,59,5186,150,14,5345,11,3,0,3,16,4,0,4,19,0,0,19,44,12,3,0,51,0,0,0,51,8,0,64,57,10,3,3,68,4,0,4,73,8,0,85,4613,471,86,29,5193,57,4,63,5256,159,14,5428,665,130,18,32,848,23,0,30,875,122,8,1004,0,0,0,0,7,0,0,0,7,0,5,15,5280,597,109,61,6052,82,10,92,6142,284,28,6445
POA2641,16,0,0,0,16,6,0,21,492,66,9,0,573,13,6,12,590,33,0,621,685,115,14,11,818,8,0,11,831,25,5,863,74,4,3,0,84,0,0,0,84,10,0,91,3,0,0,11,18,0,0,0,18,0,3,20,1253,184,26,24,1489,19,4,27,1515,70,9,1595,8,3,0,0,14,0,0,0,15,13,0,24,21,3,0,0,29,0,0,0,24,5,0,27,31,6,0,0,40,4,0,4,41,14,0,54,1282,193,26,24,1527,20,4,28,1556,82,9,1649,327,74,6,9,416,8,6,8,428,104,4,530,0,0,0,6,6,0,0,0,6,0,3,14,1608,266,36,42,1950,24,12,37,1987,183,8,2192
POA2642,10,0,0,0,10,5,0,9,206,24,0,0,230,3,0,3,235,22,0,259,486,28,7,0,526,3,0,3,532,14,3,547,36,8,8,0,52,0,0,0,52,0,0,48,3,0,0,0,3,0,0,0,3,0,0,5,736,56,17,0,812,11,0,11,817,37,3,857,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,736,64,17,0,812,10,0,10,818,37,3,864,203,27,13,0,240,3,3,6,249,29,0,281,0,0,0,0,0,0,0,0,0,0,6,6,941,87,24,0,1055,13,3,21,1068,70,8,1146
POA2643,0,0,0,0,0,0,0,0,106,4,6,0,119,3,0,3,122,4,0,125,165,32,11,6,215,0,0,0,213,4,0,223,17,0,4,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,287,49,17,6,353,3,0,4,357,18,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,46,17,6,357,3,0,4,366,18,0,378,47,9,4,0,60,0,0,0,60,10,0,68,0,0,0,3,3,0,0,0,3,0,3,3,339,52,24,9,426,3,0,4,427,22,3,451
POA2644,3,0,0,0,3,0,0,3,87,7,0,0,97,0,0,0,103,3,0,108,110,19,6,0,135,0,0,0,135,7,0,142,18,0,0,0,13,0,0,0,13,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,214,29,6,0,254,0,0,0,252,15,0,268,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,218,29,6,0,253,0,0,0,252,15,0,271,47,6,5,3,57,0,0,0,57,9,0,70,0,0,0,0,0,0,0,0,0,0,3,3,265,37,7,3,316,0,0,0,321,24,3,337
POA2645,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,17,5,0,24
POA2646,8,0,0,0,8,0,0,8,212,32,0,0,250,0,0,0,250,4,0,254,305,28,13,3,343,3,0,3,347,9,0,358,56,4,0,0,61,0,0,0,61,3,0,65,6,0,0,0,6,0,0,0,6,0,0,6,582,65,10,3,665,3,0,3,667,21,0,688,6,0,5,0,5,0,0,0,5,0,0,8,8,4,0,0,12,0,6,6,17,0,0,21,13,4,5,0,16,0,6,6,25,0,0,23,592,70,11,5,682,3,6,10,689,22,0,711,116,11,0,0,131,0,0,0,134,18,0,151,0,0,0,0,0,0,0,0,0,0,4,4,711,87,11,4,812,9,6,12,822,37,4,867
POA2647,3,0,0,0,3,0,0,3,109,3,4,0,117,0,0,0,117,9,0,133,133,18,3,0,157,0,0,0,157,7,0,162,13,0,3,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,260,21,9,0,298,0,0,0,298,15,0,314,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,3,0,0,0,3,0,0,3,265,24,9,0,303,0,0,0,303,15,0,317,24,4,8,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,287,27,15,0,333,0,0,0,333,20,3,350
POA2648,0,0,0,0,0,0,0,0,75,0,3,3,81,0,0,0,81,4,0,79,86,18,5,0,108,0,0,0,108,6,0,115,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,10,10,0,0,0,10,0,0,10,172,16,8,11,205,0,0,0,205,9,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,176,16,8,11,210,0,0,0,207,9,0,218,30,16,0,0,41,3,0,3,41,15,0,54,0,0,0,0,0,0,0,0,0,0,0,0,206,29,8,11,252,3,0,3,253,18,0,278
POA2649,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,3,0,9
POA2650,112,3,0,3,119,27,0,143,3287,383,34,14,3719,28,12,38,3761,127,0,3887,3454,351,39,23,3877,18,11,33,3907,86,0,3989,429,43,78,4,553,4,0,4,556,11,0,572,35,0,0,38,73,0,0,0,73,6,9,84,7206,782,152,79,8220,53,20,74,8300,233,7,8537,37,11,0,0,44,9,0,9,52,7,0,58,47,12,0,0,67,9,7,16,78,12,0,98,81,20,0,0,107,20,7,28,131,22,0,152,7287,803,155,79,8324,71,33,107,8430,247,7,8687,1120,235,40,43,1441,64,21,82,1527,434,7,1965,10,3,7,8,22,0,0,0,22,4,21,52,8418,1045,197,134,9790,137,51,189,9982,680,36,10701
POA2651,3,0,0,0,3,0,0,3,169,11,3,0,177,3,0,3,178,10,0,189,183,7,0,5,189,0,0,0,193,8,0,198,23,0,3,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,3,0,3,372,10,3,6,397,5,0,5,403,22,0,423,9,0,0,0,9,0,0,0,9,0,0,9,5,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,11,0,0,0,11,0,0,11,381,18,3,6,410,5,0,5,414,22,0,433,82,4,0,7,91,0,3,3,90,19,0,108,0,0,0,0,0,0,0,0,0,0,6,6,461,20,3,14,499,5,3,8,506,33,6,542
POA2652,5,0,0,0,5,0,0,5,246,12,6,4,269,0,0,0,269,7,0,277,318,29,9,0,358,0,0,0,360,13,0,370,46,0,0,0,48,0,0,0,48,0,0,48,15,0,0,8,20,0,0,0,20,0,0,20,624,43,11,5,691,0,0,0,696,22,0,712,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,633,43,11,5,696,0,0,0,693,22,0,721,142,7,0,0,155,8,0,8,157,12,0,168,6,0,0,0,6,0,0,0,6,0,13,14,771,56,14,5,849,7,0,7,855,32,13,902
POA2653,0,0,0,0,0,0,0,0,88,9,3,0,104,0,0,0,104,4,0,106,133,14,0,0,147,0,0,0,147,4,0,154,9,0,0,0,13,0,0,0,13,0,0,13,3,0,0,0,6,0,0,0,6,0,0,6,227,29,9,6,270,0,0,0,270,7,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,29,9,6,271,0,0,0,271,7,0,277,41,5,0,5,55,0,0,0,55,9,0,64,0,0,0,0,0,0,0,0,0,0,9,9,272,32,11,8,327,0,0,0,327,16,9,349
POA2655,0,0,0,0,0,0,0,0,81,9,0,0,90,0,0,0,90,0,0,91,84,3,0,0,93,0,0,0,94,7,0,98,17,6,0,0,16,0,0,0,16,5,0,18,0,0,0,4,4,0,0,0,4,0,0,4,184,15,0,4,199,0,0,0,207,5,0,212,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,9,197,15,0,4,214,0,0,0,216,5,0,221,59,7,0,0,64,0,0,0,64,14,0,78,0,0,0,0,0,0,0,0,0,4,0,4,253,20,0,4,281,0,0,0,278,24,0,300
POA2656,3,0,0,0,3,0,0,3,58,0,3,0,64,0,0,0,66,4,0,67,75,3,0,0,78,0,0,0,78,0,0,78,10,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,145,3,3,4,153,0,0,0,154,4,0,163,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,147,3,3,4,161,0,0,0,160,4,0,170,27,4,0,0,32,0,0,0,32,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,177,5,3,4,190,0,0,0,192,5,0,199
POA2658,0,0,0,0,0,0,0,0,60,7,0,0,70,0,0,0,70,5,0,78,102,17,0,0,114,0,0,0,114,0,0,118,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,174,18,3,0,195,0,0,0,195,9,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,18,3,0,195,0,0,0,195,9,3,206,19,9,0,0,23,0,0,0,28,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,192,31,3,0,223,0,0,0,225,19,3,240
POA2659,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,21,50,4,0,0,51,0,0,0,51,5,0,54,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,4,3,0,78,0,0,0,78,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,3,0,78,0,0,0,78,3,0,82,20,4,0,0,18,0,0,0,18,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,84,6,3,0,96,0,0,0,96,11,0,105
POA2660,0,0,0,0,0,0,0,0,83,5,0,0,89,5,0,5,92,5,0,95,94,6,0,0,97,0,0,0,97,0,0,105,16,0,9,0,19,0,0,0,19,0,0,19,0,0,0,3,3,0,0,0,3,0,0,3,189,12,9,6,212,5,0,5,220,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,6,0,0,6,189,12,9,6,216,5,0,5,220,4,0,225,28,4,7,0,40,0,5,5,44,12,0,51,0,0,0,0,0,0,0,0,0,0,0,0,221,17,8,6,252,5,5,6,265,14,0,278
POA2661,0,0,0,0,0,0,0,0,20,4,0,0,19,0,0,0,19,0,0,19,23,0,4,0,23,0,0,0,23,0,0,23,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,4,4,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,4,0,48,0,0,0,48,0,0,48,20,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,57,4,4,0,67,0,0,0,67,0,0,67
POA2663,4,0,0,0,4,0,0,4,164,8,7,0,176,5,0,5,180,3,0,190,193,22,8,0,224,0,0,0,225,18,0,248,32,0,3,3,40,0,0,0,40,6,0,46,3,0,0,10,7,0,0,0,7,0,0,7,392,35,14,9,453,6,0,6,459,27,0,492,0,0,0,0,0,4,0,4,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,4,0,4,10,0,0,10,401,34,14,9,463,13,0,13,468,27,0,500,96,13,0,3,112,7,0,7,121,32,0,150,0,0,0,0,0,0,0,0,0,0,0,9,500,44,14,14,574,18,0,18,593,57,0,654
POA2665,4,0,0,0,4,0,0,0,80,10,0,0,88,0,0,0,88,4,0,99,133,7,0,0,142,0,0,0,142,0,0,142,16,5,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,231,17,0,0,252,0,0,0,252,8,0,258,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,234,18,0,0,253,0,0,0,253,8,0,267,58,5,0,0,64,0,0,0,64,18,0,75,0,7,0,0,7,0,0,0,7,0,0,7,288,32,0,0,322,0,0,0,322,28,0,348
POA2666,4,0,0,0,4,0,0,3,238,21,0,3,271,0,0,0,271,3,0,271,356,21,5,0,385,0,0,0,385,9,0,395,43,0,0,0,45,5,0,5,47,0,0,50,0,0,0,4,4,0,0,0,4,0,0,10,642,47,8,9,712,5,0,5,710,10,0,728,0,0,0,0,4,0,0,0,0,4,0,3,7,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,11,0,0,0,11,4,0,13,647,47,8,11,717,7,0,7,725,14,0,742,77,12,0,4,100,0,0,0,102,16,0,117,0,0,0,0,0,0,0,0,0,0,0,0,731,57,8,17,819,7,0,3,821,31,3,857
POA2668,0,0,0,0,0,0,0,0,19,3,0,0,19,0,0,0,19,3,0,24,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,29,3,0,0,35,0,0,0,34,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,35,0,0,0,34,3,0,36,7,3,0,3,14,0,0,0,14,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,3,50,0,0,0,48,6,0,61
POA2669,0,0,0,0,0,0,0,0,61,0,0,0,64,0,0,0,64,0,0,62,109,0,0,0,113,5,0,5,114,0,3,117,10,0,0,5,15,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,189,0,0,5,195,5,0,5,196,0,3,202,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,197,0,0,5,205,5,0,5,208,0,3,210,33,0,0,0,34,4,0,4,39,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,229,3,0,3,237,6,0,6,240,11,8,259
POA2671,4,0,0,0,4,0,0,4,177,4,4,5,186,0,0,0,190,0,0,190,248,27,7,0,274,0,0,0,275,10,0,287,26,4,6,0,36,0,0,0,36,0,0,38,6,0,6,9,11,0,0,0,11,0,0,11,451,39,16,8,512,0,0,0,513,13,0,527,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,9,0,0,0,9,0,0,9,7,0,5,0,9,0,0,0,9,0,0,9,456,40,17,8,521,0,0,0,525,13,0,539,72,10,0,0,86,0,0,0,86,12,0,97,0,0,0,0,0,0,0,0,0,0,0,0,526,46,21,8,607,0,0,0,607,27,0,637
POA2672,0,0,0,0,0,0,0,0,33,0,0,0,40,0,0,0,39,0,0,42,95,16,0,0,110,0,0,0,110,8,0,117,7,10,5,0,15,0,0,0,15,3,0,20,0,0,0,5,5,0,0,0,5,0,0,5,140,24,6,5,165,0,0,0,172,8,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,12,0,0,0,0,0,0,8,8,12,0,0,12,140,26,6,5,175,0,8,4,177,8,0,185,22,0,0,0,27,0,0,0,27,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,167,26,6,3,194,0,8,4,202,20,0,219
POA2675,0,0,0,0,0,0,0,0,50,0,0,0,57,0,0,0,52,0,0,58,90,5,0,0,101,0,0,0,101,3,0,99,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,151,10,0,0,165,0,0,0,163,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,10,0,0,165,0,0,0,169,0,0,173,40,7,0,0,47,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,197,10,0,0,218,0,0,0,217,0,0,219
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,34,0,0,0,34,3,0,36,1040,112,15,4,1173,10,3,19,1192,53,3,1247,1581,126,3,21,1736,10,3,14,1748,47,4,1803,132,8,15,0,163,0,0,0,163,10,0,170,25,0,0,13,39,0,0,0,39,6,3,47,2783,250,34,44,3109,24,5,31,3138,115,15,3266,24,0,6,0,23,3,0,3,28,4,0,28,34,10,0,0,46,0,0,3,53,0,0,56,53,10,6,0,72,6,0,5,80,3,0,84,2837,259,37,45,3179,28,12,40,3221,119,17,3352,597,96,15,17,723,17,3,20,743,142,0,886,6,0,0,0,9,0,0,0,9,3,16,35,3440,353,58,69,3917,42,18,59,3974,265,33,4273
POA2681,0,0,0,0,0,0,0,0,108,4,0,0,120,0,0,0,120,0,0,120,127,10,4,0,142,0,0,0,142,0,0,142,8,10,0,0,23,0,0,0,23,0,0,20,3,0,0,5,3,0,0,0,3,0,0,3,256,26,4,5,276,0,0,0,276,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,256,26,4,5,283,0,0,0,283,0,0,284,41,0,3,6,44,5,0,5,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,296,26,5,8,329,5,0,5,333,0,0,336
POA2700,0,0,0,0,0,0,0,3,194,24,3,0,220,0,0,0,221,0,0,224,231,17,0,4,248,7,0,6,258,11,0,265,26,5,0,0,38,0,0,0,38,0,0,38,0,0,0,0,7,0,0,0,7,0,0,7,456,41,7,7,511,7,0,3,518,12,0,530,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,8,461,41,7,7,512,7,0,3,526,15,0,535,68,14,4,3,90,5,0,5,92,27,0,123,0,0,0,0,0,0,0,0,0,0,0,0,531,55,11,11,604,12,0,11,615,42,0,656
