seifa_postcode,seifa_match_status,consumer_rows
2898,matched_all_scores,158
2899,matched_all_scores,175
2900,matched_all_scores,151
2901,postcode_not_in_seifa,185
2902,matched_all_scores,163
2903,matched_all_scores,166
2904,matched_all_scores,158
2905,matched_all_scores,153
2906,matched_all_scores,137
2911,matched_all_scores,129
2912,matched_all_scores,148
2913,matched_all_scores,146
2914,matched_all_scores,152
3000,matched_all_scores,161
3001,postcode_not_in_seifa,170
3002,matched_all_scores,159
3003,matched_all_scores,138
3004,matched_all_scores,144
3005,postcode_not_in_seifa,156
3006,matched_all_scores,171
3008,matched_all_scores,165
3010,postcode_not_in_seifa,145
3011,matched_all_scores,155
3012,matched_all_scores,151
3013,matched_all_scores,146
3015,matched_all_scores,148
3016,matched_all_scores,160
3018,matched_all_scores,164
3019,matched_all_scores,167
3020,matched_all_scores,164
3021,matched_all_scores,162
3022,matched_all_scores,154
3023,matched_all_scores,151
3024,matched_all_scores,149
3025,matched_all_scores,161
3026,matched_all_scores,153
3027,matched_all_scores,154
3028,matched_all_scores,141
3029,matched_all_scores,161
3030,matched_all_scores,160
3031,matched_all_scores,142
3032,matched_all_scores,154
3033,matched_all_scores,174
3034,matched_all_scores,140
3036,matched_all_scores,145
3037,matched_all_scores,153
3038,matched_all_scores,148
3039,matched_all_scores,145
3040,matched_all_scores,165
3041,matched_all_scores,174
3042,matched_all_scores,163
3043,matched_all_scores,150
3044,matched_all_scores,159
3045,matched_all_scores,154
3046,matched_all_scores,152
3047,matched_all_scores,155
3048,matched_all_scores,154
3049,matched_all_scores,152
3050,postcode_not_in_seifa,141
3051,matched_all_scores,145
3052,matched_all_scores,155
3053,matched_all_scores,160
3054,matched_all_scores,145
3055,matched_all_scores,155
3056,matched_all_scores,144
3057,matched_all_scores,156
3058,matched_all_scores,142
3059,matched_all_scores,151
3060,matched_all_scores,152
3061,matched_all_scores,191
3062,matched_no_scores,174
3063,matched_all_scores,176
3064,matched_all_scores,153
3065,matched_all_scores,163
3066,matched_all_scores,160
3067,matched_all_scores,157
3068,matched_all_scores,153
3070,matched_all_scores,180
3071,matched_all_scores,133
3072,matched_all_scores,142
3073,matched_all_scores,143
3074,matched_all_scores,146
3075,matched_all_scores,152
3076,matched_all_scores,169
3078,matched_all_scores,122
3079,matched_all_scores,155
3081,matched_all_scores,160
3082,matched_all_scores,175
3083,matched_all_scores,145
3084,matched_all_scores,152
3085,matched_all_scores,167
3086,postcode_not_in_seifa,144
3087,matched_all_scores,158
3088,matched_all_scores,169
3089,matched_all_scores,177
3090,matched_all_scores,160
3091,matched_all_scores,163
3093,matched_all_scores,160
3094,matched_all_scores,161
3095,matched_all_scores,161
3096,matched_all_scores,152
3097,matched_all_scores,156
3099,matched_all_scores,139
3101,matched_all_scores,148
3102,matched_all_scores,148
3103,matched_all_scores,136
3104,matched_all_scores,157
3105,matched_all_scores,163
3106,matched_all_scores,166
3107,matched_all_scores,142
3108,matched_all_scores,153
3109,matched_all_scores,167
3111,matched_all_scores,159
3113,matched_all_scores,161
3114,matched_all_scores,166
3115,matched_all_scores,169
3116,matched_all_scores,144
3121,matched_all_scores,143
3122,matched_all_scores,143
3123,matched_all_scores,145
3124,matched_all_scores,156
3125,matched_all_scores,140
3126,matched_all_scores,154
3127,matched_all_scores,156
3128,matched_all_scores,146
3129,matched_all_scores,174
3130,matched_all_scores,163
3131,matched_all_scores,157
3132,matched_all_scores,141
3133,matched_all_scores,175
3134,matched_all_scores,154
3135,matched_all_scores,176
3136,matched_all_scores,173
3137,matched_all_scores,164
3138,matched_all_scores,159
3139,matched_all_scores,142
3140,matched_all_scores,159
3141,matched_all_scores,166
3142,matched_all_scores,169
3143,matched_all_scores,148
3144,matched_all_scores,182
3145,matched_all_scores,139
3146,matched_all_scores,169
3147,matched_all_scores,142
3148,matched_all_scores,170
3149,matched_all_scores,151
3150,matched_all_scores,141
3151,matched_all_scores,157
3152,matched_all_scores,174
3153,matched_all_scores,157
3154,matched_all_scores,155
3155,matched_all_scores,139
3156,matched_all_scores,161
3158,matched_all_scores,159
3159,matched_all_scores,152
3160,matched_all_scores,148
3161,matched_all_scores,158
3162,matched_all_scores,145
3163,matched_all_scores,149
3164,postcode_not_in_seifa,154
3165,matched_all_scores,159
3166,matched_all_scores,175
3167,matched_all_scores,161
3168,matched_all_scores,159
3169,matched_all_scores,185
3170,matched_all_scores,171
3171,matched_all_scores,151
3172,matched_all_scores,151
3173,matched_all_scores,157
3174,matched_all_scores,176
3175,matched_all_scores,163
3176,postcode_not_in_seifa,147
3177,matched_all_scores,152
3178,matched_all_scores,163
3179,matched_all_scores,162
3180,matched_all_scores,138
3181,matched_all_scores,166
3182,matched_all_scores,156
3183,matched_all_scores,160
3184,matched_all_scores,160
3185,matched_all_scores,175
3186,matched_all_scores,140
3187,matched_all_scores,168
3188,matched_all_scores,162
3189,matched_all_scores,139
3190,matched_all_scores,137
3191,matched_all_scores,130
3192,matched_all_scores,142
3193,matched_all_scores,163
3194,matched_all_scores,159
3195,matched_all_scores,148
3196,matched_all_scores,176
3197,matched_all_scores,175
3198,matched_all_scores,151
3199,matched_all_scores,150
3200,matched_all_scores,164
3201,matched_all_scores,161
3202,matched_all_scores,158
3204,matched_all_scores,184
3205,matched_all_scores,156
3206,matched_all_scores,144
3207,matched_all_scores,167
3211,matched_all_scores,176
3212,matched_all_scores,147
3213,matched_all_scores,140
3214,matched_all_scores,172
3215,matched_all_scores,158
3216,matched_all_scores,155
3217,matched_all_scores,153
3218,matched_all_scores,152
3219,matched_all_scores,152
3220,matched_all_scores,153
3221,matched_all_scores,174
3222,matched_all_scores,162
3223,matched_all_scores,156
3224,matched_all_scores,160
3225,matched_all_scores,156
3226,matched_all_scores,188
3227,matched_all_scores,164
3228,matched_all_scores,162
3230,matched_all_scores,149
3231,matched_all_scores,142
3232,matched_all_scores,150
3233,matched_all_scores,175
3234,matched_all_scores,142
3235,matched_all_scores,146
3236,matched_all_scores,173
3237,matched_all_scores,171
3238,matched_all_scores,153
3239,matched_all_scores,162
3240,matched_all_scores,142
3241,matched_all_scores,157
3242,matched_all_scores,151
3243,matched_all_scores,156
3249,matched_all_scores,156
3250,matched_all_scores,134
3251,matched_all_scores,165
3254,matched_all_scores,168
3260,matched_all_scores,148
3264,matched_all_scores,152
3265,matched_all_scores,168
3266,matched_all_scores,189
3267,matched_all_scores,151
3268,matched_all_scores,153
3269,matched_all_scores,169
3270,matched_all_scores,161
3271,matched_all_scores,169
3272,matched_all_scores,167
3273,matched_all_scores,161
3274,matched_all_scores,157
3275,matched_all_scores,169
3276,matched_all_scores,165
3277,matched_all_scores,142
3278,matched_all_scores,146
3279,matched_all_scores,175
3280,matched_all_scores,188
3281,matched_all_scores,146
3282,matched_all_scores,159
3283,matched_all_scores,189
3284,matched_all_scores,148
3285,matched_all_scores,163
3286,matched_all_scores,157
3287,matched_all_scores,149
3289,matched_all_scores,141
3292,matched_all_scores,156
3293,matched_all_scores,172
3294,matched_all_scores,151
3300,matched_all_scores,173
3301,matched_all_scores,146
3302,matched_all_scores,151
3303,matched_all_scores,141
3304,matched_all_scores,155
3305,matched_all_scores,138
3309,matched_all_scores,169
3310,matched_all_scores,170
3311,matched_all_scores,153
3312,matched_all_scores,148
3314,matched_all_scores,154
3315,matched_all_scores,146
3317,matched_all_scores,141
3318,matched_all_scores,148
3319,matched_all_scores,149
3321,matched_all_scores,174
3322,matched_all_scores,167
3323,matched_all_scores,162
3324,matched_all_scores,157
3325,matched_all_scores,168
3328,matched_all_scores,169
3329,matched_all_scores,148
3330,matched_all_scores,170
3331,matched_all_scores,157
3332,matched_all_scores,161
3333,matched_all_scores,138
3334,matched_all_scores,180
3335,matched_all_scores,140
3336,matched_all_scores,177
3337,matched_all_scores,162
3338,matched_all_scores,165
3340,matched_all_scores,141
3341,matched_all_scores,150
3342,matched_all_scores,146
3345,matched_all_scores,130
3350,matched_all_scores,139
3351,matched_all_scores,167
3352,matched_all_scores,153
3353,postcode_not_in_seifa,166
3354,postcode_not_in_seifa,170
3355,matched_all_scores,147
3356,matched_all_scores,165
3357,matched_all_scores,155
3358,matched_all_scores,167
3360,matched_all_scores,162
3361,matched_all_scores,148
3363,matched_all_scores,182
3364,matched_all_scores,150
3370,matched_all_scores,157
3371,matched_all_scores,150
3373,matched_all_scores,154
3374,matched_all_scores,149
3375,matched_all_scores,148
3377,matched_all_scores,149
3378,matched_all_scores,148
3379,matched_all_scores,169
3380,matched_all_scores,150
3381,matched_all_scores,145
3384,matched_all_scores,167
3385,matched_all_scores,132
3387,matched_all_scores,156
3388,matched_all_scores,163
3390,matched_all_scores,148
3391,matched_all_scores,157
3392,matched_all_scores,160
3393,matched_all_scores,170
3395,matched_all_scores,154
3396,matched_all_scores,188
3399,postcode_not_in_seifa,157
3400,matched_all_scores,161
3401,matched_all_scores,154
3402,postcode_not_in_seifa,160
3407,matched_all_scores,162
3409,matched_all_scores,148
3412,matched_all_scores,160
3413,matched_all_scores,162
3414,matched_all_scores,153
3415,matched_all_scores,151
3418,matched_all_scores,166
3419,matched_all_scores,146
3420,matched_all_scores,141
3423,matched_all_scores,164
3424,matched_all_scores,144
3427,matched_all_scores,175
3428,matched_all_scores,158
3429,matched_all_scores,163
3430,matched_all_scores,152
3431,matched_all_scores,160
3432,matched_all_scores,155
3433,matched_all_scores,157
3434,matched_all_scores,171
3435,matched_all_scores,177
3437,matched_all_scores,179
3438,matched_all_scores,145
3440,matched_all_scores,163
3441,matched_all_scores,145
3442,matched_all_scores,166
3444,matched_all_scores,165
3446,matched_all_scores,171
3447,matched_all_scores,156
3448,matched_all_scores,179
3450,matched_all_scores,143
3451,matched_all_scores,154
3453,matched_all_scores,170
3458,matched_all_scores,167
3460,matched_all_scores,148
3461,matched_all_scores,162
3462,matched_all_scores,172
3463,matched_all_scores,169
3464,matched_all_scores,142
3465,matched_all_scores,180
3467,matched_all_scores,186
3468,matched_all_scores,161
3469,matched_all_scores,162
3472,matched_all_scores,173
3475,matched_all_scores,168
3477,matched_all_scores,177
3478,matched_all_scores,175
3480,matched_all_scores,155
3482,matched_all_scores,158
3483,matched_all_scores,153
3485,matched_all_scores,149
3487,matched_all_scores,145
3488,matched_all_scores,140
3489,matched_all_scores,141
3490,matched_all_scores,155
3491,matched_all_scores,177
3494,matched_all_scores,171
3496,matched_all_scores,163
3498,matched_all_scores,153
3500,matched_all_scores,166
3501,matched_all_scores,183
3502,postcode_not_in_seifa,165
3505,matched_all_scores,158
3506,matched_all_scores,155
3507,matched_all_scores,156
3509,matched_all_scores,153
3512,matched_all_scores,170
3515,matched_all_scores,163
3516,matched_all_scores,175
3517,matched_all_scores,156
3518,matched_all_scores,165
3520,matched_all_scores,180
3521,matched_all_scores,176
3522,matched_all_scores,153
3523,matched_all_scores,145
3525,matched_all_scores,150
3527,matched_all_scores,152
3529,matched_all_scores,148
3530,matched_all_scores,158
3531,matched_all_scores,164
3533,matched_all_scores,170
3537,matched_all_scores,160
3540,matched_all_scores,155
3542,matched_all_scores,156
3544,matched_all_scores,164
3546,matched_all_scores,147
3549,matched_all_scores,143
3550,matched_all_scores,151
3551,matched_all_scores,163
3552,postcode_not_in_seifa,158
3554,postcode_not_in_seifa,160
3555,matched_all_scores,155
3556,matched_all_scores,170
3557,matched_all_scores,164
3558,matched_all_scores,153
3559,matched_all_scores,150
3561,matched_all_scores,128
3562,matched_all_scores,126
3563,matched_all_scores,153
3564,matched_all_scores,144
3565,matched_all_scores,155
3566,matched_all_scores,132
3567,matched_all_scores,133
3568,matched_all_scores,155
3570,matched_all_scores,176
3571,matched_all_scores,163
3572,matched_all_scores,156
3573,matched_all_scores,181
3575,matched_all_scores,149
3576,matched_all_scores,152
3579,matched_all_scores,158
3580,matched_all_scores,161
3581,matched_all_scores,161
3583,matched_all_scores,162
3584,matched_all_scores,164
3585,matched_all_scores,160
3586,matched_all_scores,155
3588,matched_all_scores,171
3589,matched_all_scores,163
3590,matched_all_scores,164
3591,matched_all_scores,161
3594,matched_all_scores,162
3595,matched_all_scores,149
3596,matched_all_scores,158
3597,matched_all_scores,163
3599,matched_all_scores,147
3607,matched_all_scores,158
3608,matched_all_scores,142
3610,matched_all_scores,149
3612,matched_all_scores,171
3614,matched_all_scores,139
3616,matched_all_scores,170
3617,matched_all_scores,159
3618,matched_all_scores,145
3619,postcode_not_in_seifa,150
3620,matched_all_scores,146
3621,matched_all_scores,147
3622,matched_all_scores,159
3623,matched_all_scores,167
3624,matched_all_scores,174
3629,matched_all_scores,150
3630,matched_all_scores,161
3631,matched_all_scores,153
3632,postcode_not_in_seifa,164
3633,matched_all_scores,167
3634,matched_all_scores,175
3635,matched_all_scores,151
3636,matched_all_scores,168
3637,matched_all_scores,178
3638,matched_all_scores,164
3639,matched_all_scores,169
3640,matched_all_scores,129
3641,matched_all_scores,133
3643,postcode_not_in_seifa,165
3644,matched_all_scores,159
3646,matched_all_scores,170
3647,matched_all_scores,166
3649,matched_all_scores,159
3658,matched_all_scores,152
3659,matched_all_scores,159
3660,matched_all_scores,148
3661,postcode_not_in_seifa,162
3662,matched_all_scores,145
3663,matched_all_scores,163
3664,matched_all_scores,150
3665,matched_all_scores,167
3666,matched_all_scores,145
3669,matched_all_scores,167
3670,matched_all_scores,160
3671,postcode_not_in_seifa,156
3672,matched_all_scores,149
3673,matched_all_scores,149
3675,matched_all_scores,154
3676,postcode_not_in_seifa,148
3677,matched_all_scores,165
3678,matched_all_scores,162
3682,matched_all_scores,158
3683,matched_all_scores,153
3685,matched_all_scores,143
3687,matched_all_scores,185
3688,matched_all_scores,153
3689,postcode_not_in_seifa,138
3690,matched_all_scores,161
3691,matched_all_scores,144
3694,postcode_not_in_seifa,146
3695,matched_all_scores,160
3697,matched_all_scores,152
3698,matched_all_scores,151
3699,matched_all_scores,171
3700,matched_all_scores,180
3701,matched_all_scores,165
3704,matched_all_scores,153
3705,matched_all_scores,140
3707,matched_all_scores,161
3708,matched_all_scores,151
3709,matched_all_scores,150
3711,matched_all_scores,149
3712,matched_all_scores,144
3713,matched_all_scores,158
3714,matched_all_scores,153
3715,matched_all_scores,152
3717,matched_all_scores,171
3718,matched_all_scores,166
3719,matched_all_scores,146
3720,matched_all_scores,146
3722,matched_all_scores,138
3723,matched_all_scores,155
3724,postcode_not_in_seifa,188
3725,matched_all_scores,172
3726,matched_all_scores,178
3727,matched_all_scores,153
3728,matched_all_scores,149
3730,matched_all_scores,129
3732,matched_all_scores,165
3733,matched_all_scores,151
3735,matched_all_scores,143
3736,postcode_not_in_seifa,159
3737,matched_all_scores,142
3738,matched_all_scores,167
3739,matched_all_scores,173
3740,matched_all_scores,164
3741,matched_all_scores,170
3744,matched_all_scores,145
3746,matched_all_scores,149
3747,matched_all_scores,171
3749,matched_all_scores,148
3750,matched_all_scores,134
3751,matched_all_scores,173
3752,matched_all_scores,154
3753,matched_all_scores,147
3754,matched_all_scores,174
3755,matched_all_scores,178
3756,matched_all_scores,166
3757,matched_all_scores,150
3758,matched_all_scores,154
3759,matched_all_scores,164
3760,matched_all_scores,158
3761,matched_all_scores,170
3762,matched_all_scores,161
3763,matched_all_scores,171
3764,matched_all_scores,153
3765,matched_all_scores,146
3766,matched_all_scores,194
3767,matched_all_scores,146
3770,matched_all_scores,188
3775,matched_all_scores,189
3777,matched_all_scores,160
3778,matched_all_scores,167
3779,matched_all_scores,162
3781,matched_all_scores,164
3782,matched_all_scores,172
3783,matched_all_scores,165
3785,matched_all_scores,130
3786,matched_all_scores,156
3787,matched_all_scores,149
3788,matched_all_scores,157
3789,matched_all_scores,160
3791,matched_all_scores,146
3792,matched_all_scores,168
3793,matched_all_scores,156
3795,matched_all_scores,160
3796,matched_all_scores,162
3797,matched_all_scores,155
3799,matched_all_scores,153
3800,postcode_not_in_seifa,160
3802,matched_all_scores,137
3803,matched_all_scores,165
3804,matched_all_scores,168
3805,matched_all_scores,177
3806,matched_all_scores,155
3807,matched_all_scores,159
3808,matched_all_scores,158
3809,matched_all_scores,157
3810,matched_all_scores,155
3812,matched_all_scores,154
3813,matched_all_scores,148
3814,matched_all_scores,157
3815,matched_all_scores,161
3816,matched_all_scores,177
3818,matched_all_scores,159
3820,matched_all_scores,152
3821,matched_all_scores,157
3822,matched_all_scores,164
3823,matched_all_scores,169
3824,matched_all_scores,166
3825,matched_all_scores,141
3831,matched_all_scores,150
3832,matched_all_scores,141
3833,matched_all_scores,157
3835,matched_all_scores,171
3840,matched_all_scores,174
3841,postcode_not_in_seifa,147
3842,matched_all_scores,154
3844,matched_all_scores,158
3847,matched_all_scores,165
3850,matched_all_scores,147
3851,matched_all_scores,177
3852,matched_no_scores,149
3853,postcode_not_in_seifa,170
3854,matched_all_scores,141
3856,matched_all_scores,167
3857,matched_all_scores,145
3858,matched_all_scores,158
3859,matched_all_scores,148
3860,matched_all_scores,157
3862,matched_all_scores,169
3864,matched_all_scores,161
3865,matched_all_scores,164
3869,matched_all_scores,143
3870,matched_all_scores,150
3871,matched_all_scores,166
3873,matched_all_scores,157
3874,matched_all_scores,158
3875,matched_all_scores,161
3878,matched_all_scores,172
3880,matched_all_scores,155
3882,matched_all_scores,170
3885,matched_all_scores,149
3886,matched_all_scores,150
3887,matched_all_scores,158
3888,matched_all_scores,146
3889,matched_all_scores,154
3890,matched_all_scores,162
3891,matched_all_scores,153
3892,matched_all_scores,171
3893,matched_all_scores,157
3895,matched_all_scores,174
3896,matched_all_scores,169
3898,matched_all_scores,155
3900,matched_all_scores,177
3902,matched_all_scores,167
3903,matched_all_scores,149
3904,matched_all_scores,146
3909,matched_all_scores,183
3910,matched_all_scores,167
3911,matched_all_scores,159
3912,matched_all_scores,138
3913,matched_all_scores,162
3915,matched_all_scores,153
3916,matched_all_scores,174
3918,matched_all_scores,154
3919,matched_all_scores,133
3920,matched_all_scores,151
3921,matched_all_scores,161
3922,matched_all_scores,151
3923,matched_all_scores,163
3925,matched_all_scores,166
3926,matched_all_scores,156
3927,matched_all_scores,147
3928,matched_all_scores,170
3929,matched_all_scores,175
3930,matched_all_scores,137
3931,matched_all_scores,174
3933,matched_all_scores,164
3934,matched_all_scores,161
3936,matched_all_scores,163
3937,matched_all_scores,154
3938,matched_all_scores,160
3939,matched_all_scores,159
3940,matched_all_scores,147
3941,matched_all_scores,155
3942,matched_all_scores,158
3943,matched_all_scores,137
3944,matched_all_scores,151
3945,matched_all_scores,151
3946,matched_all_scores,170
3950,matched_all_scores,150
3951,matched_all_scores,152
3953,matched_all_scores,138
3954,matched_all_scores,143
3956,matched_all_scores,152
3957,matched_all_scores,158
3958,matched_all_scores,168
3959,matched_all_scores,168
3960,matched_all_scores,163
3962,matched_all_scores,158
3964,matched_all_scores,177
3965,matched_all_scores,138
3966,matched_all_scores,175
3967,matched_all_scores,150
3971,matched_all_scores,169
3975,matched_all_scores,136
3976,matched_all_scores,152
3977,matched_all_scores,181
3978,matched_all_scores,161
3979,matched_all_scores,148
3980,matched_all_scores,167
3981,matched_all_scores,127
3984,matched_all_scores,154
3987,matched_all_scores,140
3988,matched_all_scores,156
3989,postcode_not_in_seifa,151
3990,matched_all_scores,161
3991,matched_all_scores,146
3992,matched_all_scores,162
3995,matched_all_scores,161
3996,matched_all_scores,159
4000,matched_all_scores,170
4001,postcode_not_in_seifa,156
4002,postcode_not_in_seifa,181
4003,postcode_not_in_seifa,157
4004,postcode_not_in_seifa,143
4005,matched_all_scores,156
4006,matched_all_scores,146
4007,matched_all_scores,157
4008,matched_all_scores,166
4009,matched_all_scores,157
4010,matched_all_scores,178
4011,matched_all_scores,149
4012,matched_all_scores,168
4013,matched_all_scores,151
4014,matched_all_scores,173
4017,matched_all_scores,166
4018,matched_all_scores,165
4019,matched_all_scores,166
4020,matched_all_scores,161
4021,matched_all_scores,171
4022,matched_all_scores,156
4025,matched_all_scores,152
4029,postcode_not_in_seifa,159
4030,matched_all_scores,168
4031,matched_all_scores,157
4032,matched_all_scores,156
4034,matched_all_scores,155
4035,matched_all_scores,150
4036,matched_all_scores,158
4037,matched_all_scores,187
4051,matched_all_scores,160
4053,matched_all_scores,166
4054,matched_all_scores,157
4055,matched_all_scores,172
4059,matched_all_scores,153
4060,matched_all_scores,145
4061,matched_all_scores,146
4064,matched_all_scores,157
4065,matched_all_scores,138
4066,matched_all_scores,163
4067,matched_all_scores,155
4068,matched_all_scores,175
4069,matched_all_scores,167
4070,matched_all_scores,162
4072,postcode_not_in_seifa,164
4073,matched_all_scores,179
4074,matched_all_scores,152
4075,matched_all_scores,162
4076,matched_all_scores,175
4077,matched_all_scores,151
4078,matched_all_scores,171
4101,matched_all_scores,166
4102,matched_all_scores,155
4103,matched_all_scores,168
4104,matched_all_scores,164
4105,matched_all_scores,139
4106,matched_all_scores,165
4107,matched_all_scores,183
4108,matched_all_scores,140
4109,matched_all_scores,180
4110,matched_all_scores,168
4111,matched_all_scores,141
4112,matched_all_scores,174
4113,matched_all_scores,158
4114,matched_all_scores,151
4115,matched_all_scores,156
4116,matched_all_scores,162
4117,matched_all_scores,124
4118,matched_all_scores,176
4119,matched_all_scores,148
4120,matched_all_scores,176
4121,matched_all_scores,166
4122,matched_all_scores,147
4123,matched_all_scores,168
4124,matched_all_scores,161
4125,matched_all_scores,159
4127,matched_all_scores,166
4128,matched_all_scores,147
4129,matched_all_scores,154
4130,matched_all_scores,146
4131,matched_all_scores,157
4132,matched_all_scores,157
4133,matched_all_scores,141
4151,matched_all_scores,138
4152,matched_all_scores,153
4153,matched_all_scores,176
4154,matched_all_scores,175
4155,matched_all_scores,156
4156,matched_all_scores,175
4157,matched_all_scores,169
4158,matched_all_scores,172
4159,matched_all_scores,172
4160,matched_all_scores,184
4161,matched_all_scores,178
4163,matched_all_scores,149
4164,matched_all_scores,171
4165,matched_all_scores,167
4169,matched_all_scores,157
4170,matched_all_scores,136
4171,matched_all_scores,187
4172,matched_all_scores,137
4173,matched_all_scores,154
4174,matched_all_scores,161
4178,matched_all_scores,152
4179,matched_all_scores,150
4183,matched_all_scores,142
4184,matched_all_scores,153
4205,matched_all_scores,144
4207,matched_all_scores,147
4208,matched_all_scores,164
4209,matched_all_scores,166
4210,matched_all_scores,135
4211,matched_all_scores,162
4212,matched_all_scores,138
4213,matched_all_scores,167
4214,matched_all_scores,148
4215,matched_all_scores,166
4216,matched_all_scores,157
4217,matched_all_scores,166
4218,matched_all_scores,162
4219,postcode_not_in_seifa,179
4220,matched_all_scores,157
4221,matched_all_scores,149
4222,postcode_not_in_seifa,180
4223,matched_all_scores,169
4224,matched_all_scores,156
4225,matched_all_scores,160
4226,matched_all_scores,165
4227,matched_all_scores,162
4228,matched_all_scores,165
4229,postcode_not_in_seifa,158
4230,postcode_not_in_seifa,154
4270,matched_all_scores,149
4271,postcode_not_in_seifa,147
4272,matched_all_scores,160
4275,matched_all_scores,169
4280,matched_all_scores,172
4285,matched_all_scores,182
4287,matched_all_scores,137
4300,matched_all_scores,136
4301,matched_all_scores,149
4303,matched_all_scores,174
4304,matched_all_scores,158
4305,matched_all_scores,144
4306,matched_all_scores,165
4307,matched_all_scores,172
4309,matched_all_scores,155
4310,matched_all_scores,162
4311,matched_all_scores,156
4312,matched_all_scores,183
4313,matched_all_scores,137
4314,matched_all_scores,141
4340,matched_all_scores,161
4341,matched_all_scores,151
4342,matched_all_scores,146
4343,matched_all_scores,157
4344,matched_all_scores,140
4345,postcode_not_in_seifa,166
4346,matched_all_scores,165
4347,matched_all_scores,132
4350,matched_all_scores,154
4352,matched_all_scores,146
4353,matched_all_scores,164
4354,matched_all_scores,166
4355,matched_all_scores,154
4356,matched_all_scores,161
4357,matched_all_scores,154
4358,matched_all_scores,165
4359,matched_all_scores,172
4360,matched_all_scores,158
4361,matched_all_scores,168
4362,matched_all_scores,149
4363,matched_all_scores,150
4364,matched_all_scores,157
4365,matched_all_scores,160
4370,matched_all_scores,145
4371,matched_all_scores,144
4372,matched_all_scores,152
4373,matched_all_scores,155
4374,matched_all_scores,168
4375,matched_all_scores,152
4376,matched_all_scores,172
4377,matched_all_scores,152
4378,matched_all_scores,155
4380,matched_all_scores,163
4381,matched_all_scores,151
4382,matched_all_scores,148
4383,matched_all_scores,148
4384,matched_all_scores,187
4385,matched_all_scores,165
4387,matched_all_scores,156
4388,matched_all_scores,155
4390,matched_all_scores,146
4400,matched_all_scores,181
4401,matched_all_scores,131
4402,matched_all_scores,173
4403,matched_all_scores,168
4404,matched_all_scores,145
4405,matched_all_scores,144
4406,matched_all_scores,153
4407,matched_all_scores,169
4408,matched_all_scores,157
4410,matched_all_scores,144
4411,matched_all_scores,153
4412,matched_all_scores,144
4413,matched_all_scores,133
4415,matched_all_scores,138
4416,matched_all_scores,147
4417,matched_all_scores,159
4418,matched_all_scores,162
4419,matched_all_scores,143
4420,matched_all_scores,155
4421,matched_all_scores,152
4422,matched_all_scores,165
4423,matched_all_scores,163
4424,matched_all_scores,168
4425,matched_all_scores,134
4426,matched_all_scores,172
4427,matched_all_scores,148
4428,matched_all_scores,142
4454,matched_all_scores,156
4455,matched_all_scores,182
4461,matched_all_scores,165
4462,matched_all_scores,187
4465,matched_all_scores,187
4467,matched_all_scores,151
4468,matched_all_scores,150
4470,matched_all_scores,163
4471,postcode_not_in_seifa,157
4472,matched_all_scores,166
4474,matched_all_scores,168
4475,postcode_not_in_seifa,173
4477,matched_all_scores,164
4478,matched_all_scores,165
4479,matched_all_scores,143
4480,matched_all_scores,159
4481,matched_all_scores,161
4482,matched_all_scores,152
4486,matched_all_scores,169
4487,matched_all_scores,172
4488,matched_all_scores,163
4489,matched_all_scores,156
4490,matched_all_scores,176
4491,matched_all_scores,148
4492,matched_all_scores,153
4493,matched_all_scores,164
4494,matched_all_scores,175
4496,matched_all_scores,155
4497,matched_all_scores,170
4498,matched_all_scores,147
4500,matched_all_scores,175
4501,matched_all_scores,150
4502,matched_all_scores,142
4503,matched_all_scores,169
4504,matched_all_scores,160
4505,matched_all_scores,159
4506,matched_all_scores,149
4507,matched_all_scores,152
4508,matched_all_scores,151
4509,matched_all_scores,145
4510,matched_all_scores,131
4511,matched_all_scores,172
4512,matched_all_scores,183
4514,matched_all_scores,142
4515,matched_all_scores,143
4516,matched_all_scores,167
4517,matched_all_scores,180
4518,matched_all_scores,162
4519,matched_all_scores,154
4520,matched_all_scores,153
4521,matched_all_scores,164
4550,matched_all_scores,162
4551,matched_all_scores,170
4552,matched_all_scores,167
4553,matched_all_scores,170
4554,matched_all_scores,164
4555,matched_all_scores,150
4556,matched_all_scores,145
4557,matched_all_scores,152
4558,matched_all_scores,155
4559,matched_all_scores,162
4560,matched_all_scores,147
4561,matched_all_scores,173
4562,matched_all_scores,166
4563,matched_all_scores,148
4564,matched_all_scores,124
4565,matched_all_scores,135
4566,matched_all_scores,181
4567,matched_all_scores,176
4568,matched_all_scores,158
4569,matched_all_scores,163
4570,matched_all_scores,171
4571,matched_all_scores,171
4572,matched_all_scores,166
4573,matched_all_scores,174
4574,matched_all_scores,166
4575,matched_all_scores,170
4580,matched_all_scores,153
4581,matched_all_scores,143
4600,matched_all_scores,165
4601,matched_all_scores,143
4605,matched_all_scores,151
4606,matched_all_scores,152
4608,matched_all_scores,160
4610,matched_all_scores,136
4611,matched_all_scores,138
4612,matched_all_scores,166
4613,matched_all_scores,141
4614,matched_all_scores,171
4615,matched_all_scores,129
4620,matched_all_scores,161
4621,matched_all_scores,167
4625,matched_all_scores,152
4626,matched_all_scores,153
4627,matched_all_scores,158
4630,matched_all_scores,165
4650,matched_all_scores,181
4655,matched_all_scores,142
4659,matched_all_scores,153
4660,matched_all_scores,157
4662,matched_all_scores,162
4670,matched_all_scores,162
4671,matched_all_scores,173
4673,matched_all_scores,162
4674,matched_all_scores,152
4676,matched_all_scores,186
