postcode,ato_income_year,ato_state,ato_sa4_name,ato_sa4_is_state_other,ato_individual_count,ato_taxable_income_reporter_count,ato_taxable_income_or_loss_total,ato_salary_recipient_count,ato_salary_or_wages_total,ato_net_tax_count,ato_net_tax_total,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_salary_recipient_share,ato_net_tax_payer_share,ato_min_derived_denominator,ato_small_denominator,ato_nonpositive_taxable_income_total,ato_any_feature_missing,ato_quality_issue
2844,2021-22,NSW,Central West,False,677,661,37765542,483,26148215,470,8266858,57133.95158850227,54137.09109730849,0.7134416543574594,0.6942392909896603,483,False,False,False,False
2845,2021-22,NSW,Central West,False,1089,1078,70280420,938,62586659,851,14357899,65195.194805194806,66723.51705756929,0.8613406795224977,0.7814508723599632,938,False,False,False,False
2846,2021-22,NSW,Central West,False,135,132,8095554,102,6645666,100,1698044,61329.954545454544,65153.58823529412,0.7555555555555555,0.7407407407407407,102,False,False,False,False
2847,2021-22,NSW,Central West,False,1189,1171,71760723,984,63960565,881,14338865,61281.57386848847,65000.57418699187,0.8275862068965517,0.7409587888982339,984,False,False,False,False
2848,2021-22,NSW,Central West,False,604,594,29559607,449,24154695,393,5228580,49763.648148148146,53796.648106904235,0.7433774834437086,0.6506622516556292,449,False,False,False,False
2849,2021-22,NSW,Central West,False,811,790,43382437,555,33774629,529,8723777,54914.47721518987,60855.187387387385,0.6843403205918619,0.6522811344019729,555,False,False,False,False
2850,2021-22,NSW,Central West,False,10943,10779,725348948,8757,621819022,8119,162762267,67292.78671490862,71008.2245061094,0.8002375948094672,0.7419354838709677,8757,False,False,False,False
2852,2021-22,NSW,Central West,False,1994,1944,114403793,1602,106178747,1387,23997054,58849.687757201646,66278.86828963795,0.8034102306920762,0.6955867602808425,1602,False,False,False,False
2864,2021-22,NSW,Central West,False,482,466,34630122,354,22901983,348,8544836,74313.56652360516,64694.86723163842,0.7344398340248963,0.7219917012448133,354,False,False,False,False
2865,2021-22,NSW,Central West,False,492,478,29583576,380,23367854,387,5807619,61890.32635983264,61494.35263157895,0.7723577235772358,0.7865853658536586,380,False,False,False,False
2866,2021-22,NSW,Central West,False,1765,1730,107706645,1332,81044085,1311,22943181,62258.17630057804,60843.907657657655,0.7546742209631728,0.7427762039660056,1332,False,False,False,False
2867,2021-22,NSW,Central West,False,328,319,17469424,239,12506863,220,3243320,54763.08463949843,52329.97071129707,0.7286585365853658,0.6707317073170732,239,False,False,False,False
2868,2021-22,NSW,Far West and Orana,False,352,340,13390996,243,12020806,229,2330263,39385.282352941176,49468.33744855967,0.6903409090909091,0.6505681818181818,243,False,False,False,False
2869,2021-22,NSW,Central West,False,724,692,32208977,506,25841744,447,5795264,46544.76445086705,51070.640316205536,0.6988950276243094,0.6174033149171271,506,False,False,False,False
2870,2021-22,NSW,Central West,False,6647,6562,422021248,5382,342695707,5025,90080927,64312.89972569339,63674.4160163508,0.8096885813148789,0.7559801414171807,5382,False,False,False,False
2871,2021-22,NSW,Central West,False,5116,5001,301945379,3961,236622872,3801,61810387,60377.00039992001,59738.16510982075,0.7742376856919468,0.7429632525410477,3961,False,False,False,False
2873,2021-22,NSW,Central West,False,383,358,15928117,226,11700865,239,2730599,44491.9469273743,51773.738938053095,0.5900783289817232,0.6240208877284595,226,False,False,False,False
2874,2021-22,NSW,Central West,False,230,215,10233493,139,6825052,142,1780157,47597.64186046512,49101.09352517986,0.6043478260869565,0.6173913043478261,139,False,False,False,False
2875,2021-22,NSW,Central West,False,458,442,22997824,295,15291024,299,4268078,52031.27601809955,51833.97966101695,0.6441048034934498,0.6528384279475983,295,False,False,False,False
2876,2021-22,NSW,Central West,False,238,231,9144277,155,7483634,142,1941329,39585.61471861472,48281.50967741935,0.6512605042016807,0.5966386554621849,155,False,False,False,False
2877,2021-22,NSW,Central West,False,1957,1874,104073376,1457,82918210,1381,19940363,55535.419423692634,56910.23335621139,0.7445068983137455,0.7056719468574348,1457,False,False,False,False
2878,2021-22,NSW,Far West and Orana,False,182,180,14422073,98,4876964,130,3715577,80122.62777777777,49764.93877551021,0.5384615384615384,0.7142857142857143,98,True,False,False,False
2879,2021-22,NSW,Far West and Orana,False,242,234,15483112,183,11487368,180,3203925,66167.1452991453,62772.502732240435,0.756198347107438,0.743801652892562,183,False,False,False,False
2880,2021-22,NSW,Far West and Orana,False,9117,9015,570048215,7670,496807286,6926,115198708,63233.30171935663,64772.788265971314,0.8412855105846221,0.7596797192058792,7670,False,False,False,False
2898,2021-22,NSW,Mid North Coast,False,306,306,17886048,246,12223410,238,3257461,58451.13725490196,49688.65853658537,0.803921568627451,0.7777777777777778,246,False,False,False,False
2899,2021-22,NSW,Other Territories,False,1242,1230,67413152,934,47854482,936,10718758,54807.440650406505,51236.06209850107,0.7520128824476651,0.7536231884057971,934,False,False,False,False
2900,2021-22,ACT,Australian Capital Territory,False,3112,3083,224351215,2528,188918571,2614,47033183,72770.42328900422,74730.44738924051,0.8123393316195373,0.839974293059126,2528,False,False,False,False
2902,2021-22,ACT,Australian Capital Territory,False,9967,9894,754063913,7691,602667707,8008,168175400,76214.26248231251,78360.12313093226,0.7716464332296579,0.8034513895856326,7691,False,False,False,False
2903,2021-22,ACT,Australian Capital Territory,False,6159,6101,465912111,4732,373558281,4995,103458904,76366.51548926406,78943.00105663567,0.7683065432700114,0.8110082805650268,4732,False,False,False,False
2904,2021-22,ACT,Australian Capital Territory,False,8646,8582,697060121,6568,549193883,7089,161251320,81223.50512701002,83616.60825213154,0.7596576451538284,0.8199167244968771,6568,False,False,False,False
2905,2021-22,ACT,Australian Capital Territory,False,18652,18524,1376165316,15611,1181412337,15518,299800565,74290.93694666379,75678.19723272051,0.8369611837872614,0.8319751233111731,15611,False,False,False,False
2906,2021-22,ACT,Australian Capital Territory,False,11901,11826,897000947,10226,786063928,10001,197816253,75849.90250295958,76869.150009779,0.8592555247458197,0.8403495504579447,10226,False,False,False,False
2911,2021-22,ACT,Australian Capital Territory,False,3144,3099,272230849,2682,237266511,2620,67017165,87844.73991610197,88466.26062639822,0.8530534351145038,0.8333333333333334,2682,False,False,False,False
2912,2021-22,ACT,Australian Capital Territory,False,5868,5810,394647997,5158,352818746,4726,82155471,67925.64492254733,68402.23846452113,0.8790047716428084,0.8053851397409679,5158,False,False,False,False
2913,2021-22,ACT,Australian Capital Territory,False,26668,26428,2041143615,22976,1764855530,21936,467050633,77234.13103526563,76813.00182799443,0.8615569221538923,0.8225588720563972,22976,False,False,False,False
2914,2021-22,ACT,Australian Capital Territory,False,21917,21691,1757664976,19625,1595070763,18270,413256178,81031.99373011848,81277.49110828026,0.8954236437468631,0.8335994889811562,19625,False,False,False,False
3000,2021-22,VIC,Melbourne - Inner,False,33602,32740,1940170398,28839,1526990056,21973,440241364,59259.93885155773,52948.78657373695,0.8582524849711327,0.6539194095589548,28839,False,False,False,False
3001,2021-22,VIC,VIC other,True,196,194,22271209,102,10363969,122,7503580,114800.04639175258,101607.53921568628,0.5204081632653061,0.6224489795918368,102,False,False,False,False
3002,2021-22,VIC,Melbourne - Inner,False,3550,3505,623102796,2549,259321392,2919,221515588,177775.4054208274,101734.55943507257,0.7180281690140845,0.8222535211267605,2549,False,False,False,False
3003,2021-22,VIC,Melbourne - Inner,False,6005,5911,420393622,5297,363112069,4543,94143354,71120.55861952293,68550.51330942042,0.8820982514571191,0.7565362198168193,5297,False,False,False,False
3004,2021-22,VIC,Melbourne - Inner,False,8882,8697,858047006,6741,580369508,6937,244656599,98660.11337242728,86095.46180091974,0.7589506867822563,0.7810177887863093,6741,False,False,False,False
3006,2021-22,VIC,Melbourne - Inner,False,18268,17942,1392682327,15745,1155128233,14181,339644034,77621.35363950508,73364.76551286122,0.8618896430917451,0.7762754543463981,15745,False,False,False,False
3008,2021-22,VIC,Melbourne - Inner,False,11473,11211,930436371,9657,752978011,8780,238639480,82993.16483810543,77972.24924924925,0.8417153316482175,0.765274993462913,9657,False,False,False,False
3011,2021-22,VIC,Melbourne - West,False,16575,16392,1097040037,13692,971467779,12534,242295082,66925.33168618838,70951.48838737949,0.8260633484162896,0.7561990950226244,13692,False,False,False,False
3012,2021-22,VIC,Melbourne - West,False,17223,17039,1225864394,15005,1094898742,13877,272216576,71944.62081108046,72968.92649116961,0.8712187191546188,0.8057249027463276,15005,False,False,False,False
3013,2021-22,VIC,Melbourne - West,False,9633,9573,902192778,8354,767340983,8102,239101459,94243.47414603573,91853.12221690208,0.8672272396968753,0.8410671649538046,8354,False,False,False,False
3015,2021-22,VIC,Melbourne - West,False,11314,11225,1029621754,9649,886022281,9367,266070088,91725.76873051225,91825.29598922167,0.8528371928584055,0.8279123210182076,9649,False,False,False,False
3016,2021-22,VIC,Melbourne - West,False,10319,10236,1095054367,7954,750717369,8078,320474725,106980.69236029699,94382.36975106865,0.7708111251090222,0.7828277933908324,7954,False,False,False,False
3018,2021-22,VIC,Melbourne - West,False,8198,8122,661008301,6550,545761930,6447,160817837,81384.91763112534,83322.4320610687,0.7989753598438644,0.7864113198341058,6550,False,False,False,False
3019,2021-22,VIC,Melbourne - West,False,5770,5701,311074792,4940,280178501,4218,56483440,54564.95211366427,56716.29574898785,0.8561525129982669,0.7310225303292894,4940,False,False,False,False
3020,2021-22,VIC,Melbourne - West,False,24996,24676,1368132829,20866,1197383041,18348,250939194,55443.86565893986,57384.407217482985,0.8347735637702033,0.7340374459913587,20866,False,False,False,False
3021,2021-22,VIC,Melbourne - West,False,27703,27263,1324521537,22735,1149396440,19387,214243211,48583.11766863515,50556.25423356059,0.8206692415983828,0.6998159044146843,22735,False,False,False,False
3022,2021-22,VIC,Melbourne - West,False,1949,1930,110726523,1632,98107771,1457,20699574,57371.255440414505,60115.05575980392,0.8373524884556183,0.7475628527449975,1632,False,False,False,False
3023,2021-22,VIC,Melbourne - West,False,36592,36114,2199593985,31033,1950366398,27731,438143646,60906.96087389932,62848.142235684594,0.8480815478793179,0.7578432444250109,31033,False,False,False,False
3024,2021-22,VIC,Melbourne - West,False,21094,20746,1323940404,18635,1239248279,16515,267935493,63816.65882579774,66501.1150523209,0.8834265667962454,0.7829240542334313,18635,False,False,False,False
3025,2021-22,VIC,Melbourne - West,False,6902,6833,521073399,5706,432377753,5495,122201549,76258.36367627689,75775.98194882579,0.8267168936540134,0.7961460446247465,5706,False,False,False,False
3026,2021-22,VIC,Melbourne - West,False,3170,3118,204855125,2782,173370089,2433,43999973,65700.80981398332,62318.50790797987,0.877602523659306,0.7675078864353312,2782,False,False,False,False
3027,2021-22,VIC,Melbourne - West,False,6237,6135,431633208,5285,389965792,4823,96409353,70355.86112469438,73787.28325449386,0.8473625140291807,0.7732884399551067,5285,False,False,False,False
3028,2021-22,VIC,Melbourne - West,False,16363,16154,999066345,13929,897363906,12668,197780914,61846.37520118856,64424.14430325221,0.851249770824421,0.7741856627757746,13929,False,False,False,False
3029,2021-22,VIC,Melbourne - West,False,80121,78627,4619013832,67350,4161059645,60662,882583489,58745.89939842548,61782.62279138827,0.8406035870745497,0.7571298411153131,67350,False,False,False,False
3030,2021-22,VIC,Melbourne - West,False,73417,72177,5074195666,62010,4403558129,57032,1134234380,70302.11377585657,71013.67729398485,0.8446272661645123,0.7768228067068935,62010,False,False,False,False
3031,2021-22,VIC,Melbourne - Inner,False,11463,11367,935388405,9988,802707556,9305,229715409,82289.82185273159,80367.19623548258,0.8713251330367269,0.8117421268428858,9988,False,False,False,False
3032,2021-22,VIC,Melbourne - Inner,False,19652,19444,1627561339,16464,1296118633,15594,413766482,83705.06783583625,78724.40676627794,0.8377773254630572,0.7935070221860371,16464,False,False,False,False
3033,2021-22,VIC,Melbourne - North West,False,8724,8647,677745337,6967,511387663,6633,168407103,78379.24563432405,73401.4156738912,0.7986015589179275,0.7603163686382394,6967,False,False,False,False
3034,2021-22,VIC,Melbourne - North West,False,6730,6669,470806218,5209,373816839,5065,106799511,70596.22402159244,71763.64734114033,0.773997028231798,0.7526002971768202,5209,False,False,False,False
3036,2021-22,VIC,Melbourne - North West,False,3835,3803,304362129,2839,217327101,2937,76325696,80032.11385748093,76550.58154279676,0.7402868318122555,0.7658409387222946,2839,False,False,False,False
3037,2021-22,VIC,Melbourne - West,False,29879,29563,1876523258,25647,1655431851,23193,384434311,63475.400263843316,64546.80278395134,0.8583620603099167,0.7762307975501188,25647,False,False,False,False
3038,2021-22,VIC,Melbourne - West,False,16370,16242,1051135680,13291,878071119,12357,223805066,64717.13335796084,66065.09058761568,0.8119120342089188,0.7548564447159438,13291,False,False,False,False
3039,2021-22,VIC,Melbourne - Inner,False,10923,10822,1014093810,9053,785135594,8821,274854795,93706.6909998152,86726.56511653596,0.8288016112789527,0.8075620250846837,9053,False,False,False,False
3040,2021-22,VIC,Melbourne - Inner,False,17792,17616,1874714219,14137,1174976595,14176,553987909,106421.1068914623,83113.5739548702,0.7945705935251799,0.7967625899280576,14137,False,False,False,False
3041,2021-22,VIC,Melbourne - North West,False,8465,8391,732999333,6711,548119621,6691,191285065,87355.42045048266,81674.80569214722,0.792793857058476,0.790431187241583,6711,False,False,False,False
3042,2021-22,VIC,Melbourne - North West,False,10115,10031,755018651,8313,627389954,7988,175682891,75268.53264878875,75470.94358234091,0.8218487394957983,0.7897182402372713,8313,False,False,False,False
3043,2021-22,VIC,Melbourne - North West,False,10082,9976,619511796,8228,534584916,7603,125344406,62100.22012830794,64971.428779776375,0.8161079150962111,0.7541162467764333,8228,False,False,False,False
3044,2021-22,VIC,Melbourne - North West,False,17316,17179,1330745164,14720,1131837974,13970,313003755,77463.48239129169,76891.16671195652,0.8500808500808501,0.8067683067683068,14720,False,False,False,False
3046,2021-22,VIC,Melbourne - North West,False,21803,21499,1357997394,18252,1198895237,16736,275729538,63165.6074236011,65685.69126671049,0.8371325047011879,0.7676007888822639,18252,False,False,False,False
3047,2021-22,VIC,Melbourne - North West,False,9664,9415,443665431,7520,366762030,6403,71070928,47123.253425385024,48771.546542553195,0.7781456953642384,0.6625620860927153,7520,False,False,False,False
3048,2021-22,VIC,Melbourne - North West,False,7689,7484,351123964,5856,291842777,5117,55544005,46916.617316942815,49836.539788251364,0.7616074912212252,0.6654961633502406,5856,False,False,False,False
3049,2021-22,VIC,Melbourne - North West,False,5886,5825,373844433,4934,327057426,4544,77269876,64179.30180257511,66286.46655857317,0.838260278627251,0.7720013591573225,4934,False,False,False,False
3051,2021-22,VIC,Melbourne - Inner,False,9757,9612,706491273,8332,586082095,7215,170842920,73500.96473158551,70341.10597695631,0.8539510095316183,0.7394690991083325,8332,False,False,False,False
3052,2021-22,VIC,Melbourne - Inner,False,3887,3835,317089531,3207,209647794,2740,87075419,82683.05893089961,65371.934518241345,0.8250578852585542,0.7049138152817083,3207,False,False,False,False
3053,2021-22,VIC,Melbourne - Inner,False,11091,10848,616045690,9338,487270940,7019,133619877,56788.87260324484,52181.50995930606,0.8419439184924714,0.6328554683978,9338,False,False,False,False
3054,2021-22,VIC,Melbourne - Inner,False,5721,5673,594654558,4452,392019361,4537,171567767,104821.88577472237,88054.66329739444,0.778185631882538,0.7930431742702325,4452,False,False,False,False
3055,2021-22,VIC,Melbourne - Inner,False,9589,9525,742859711,8317,611279437,7765,179485764,77990.52083989502,73497.58771191536,0.8673480029200125,0.8097820419230368,8317,False,False,False,False
3056,2021-22,VIC,Melbourne - Inner,False,17396,17243,1367097612,15138,1154976085,14201,328674850,79284.20878037464,76296.47806843705,0.8702000459875834,0.8163370889859738,15138,False,False,False,False
3057,2021-22,VIC,Melbourne - Inner,False,9483,9417,771694872,8405,659572640,8007,186514748,81946.99713284486,78473.84176085664,0.886322893599072,0.8443530528313825,8405,False,False,False,False
3058,2021-22,VIC,Melbourne - Inner,False,21856,21643,1607118491,18478,1366805121,17420,369892380,74255.80977683315,73969.32140924342,0.8454428989751098,0.7970351390922401,18478,False,False,False,False
3059,2021-22,VIC,Melbourne - North West,False,13327,13164,921272169,10761,737735228,10273,207378792,69984.21216955333,68556.38212062076,0.8074585428078337,0.7708411495460343,10761,False,False,False,False
3060,2021-22,VIC,Melbourne - North West,False,7474,7299,418606659,5889,352958623,5305,81623103,57351.23427866831,59935.239089828494,0.7879314958522879,0.7097939523682097,5889,False,False,False,False
3061,2021-22,VIC,Melbourne - North West,False,2266,2213,115506130,1643,86702655,1556,20903640,52194.3651152282,52770.94035301278,0.7250661959399823,0.6866725507502206,1643,False,False,False,False
3062,2021-22,VIC,Melbourne - North West,False,76,71,7846025,53,3707430,64,2222672,110507.39436619719,69951.50943396226,0.6973684210526315,0.8421052631578947,53,True,False,False,False
3063,2021-22,VIC,Melbourne - North West,False,388,383,29711402,303,20619807,275,7674987,77575.46214099217,68052.16831683168,0.7809278350515464,0.7087628865979382,303,False,False,False,False
3064,2021-22,VIC,Melbourne - North West,False,63822,62697,3558576526,53274,3152885582,48023,661882569,56758.322184474535,59182.44513271014,0.8347278367960891,0.7524521324934975,53274,False,False,False,False
3065,2021-22,VIC,Melbourne - Inner,False,6978,6912,674565852,5753,518418020,5684,186043674,97593.43923611111,90112.6403615505,0.8244482659787905,0.8145600458584121,5753,False,False,False,False
3066,2021-22,VIC,Melbourne - Inner,False,6565,6506,586648063,5733,480464900,5518,150775995,90170.31401782969,83806.88993546137,0.8732673267326733,0.8405178979436405,5733,False,False,False,False
3067,2021-22,VIC,Melbourne - Inner,False,6700,6623,592462214,5817,481335399,5607,152960315,89455.26407972218,82746.32955131511,0.8682089552238806,0.836865671641791,5817,False,False,False,False
3068,2021-22,VIC,Melbourne - Inner,False,12666,12570,1363345194,10318,973312397,10425,395851438,108460.23818615751,94331.49806163985,0.8146218222011685,0.8230696352439603,10318,False,False,False,False
3070,2021-22,VIC,Melbourne - Inner,False,16446,16335,1589274492,13861,1229588618,13546,434002296,97292.59210284665,88708.50717841425,0.8428189225343549,0.823665328955369,13861,False,False,False,False
3071,2021-22,VIC,Melbourne - Inner,False,11865,11788,961197509,10158,795527268,9789,235411271,81540.33839497794,78315.34435912581,0.8561314791403287,0.825031605562579,10158,False,False,False,False
3072,2021-22,VIC,Melbourne - North East,False,21208,20982,1503170782,17944,1274899793,16809,337401333,71640.96759126871,71048.80701069995,0.8460958129007922,0.7925782723500566,17944,False,False,False,False
3073,2021-22,VIC,Melbourne - North East,False,28925,28609,1824610618,23859,1562038751,22269,375351139,63777.50421196127,65469.58175112117,0.82485738980121,0.7698876404494382,23859,False,False,False,False
3074,2021-22,VIC,Melbourne - North East,False,10388,10220,538443090,8325,455352817,7470,94535338,52685.23385518591,54697.03507507507,0.8014054678475163,0.7190989603388526,8325,False,False,False,False
3075,2021-22,VIC,Melbourne - North East,False,11682,11496,621977843,9500,537421721,8568,111233428,54103.84855601948,56570.70747368421,0.8132169149118301,0.7334360554699538,9500,False,False,False,False
3076,2021-22,VIC,Melbourne - North East,False,18718,18427,1062467758,15646,928288130,14247,199405494,57658.20578498942,59330.69985938898,0.8358799016988995,0.7611390105780532,15646,False,False,False,False
3078,2021-22,VIC,Melbourne - Inner,False,7991,7931,805200316,6546,589222706,6519,228882185,101525.6986508637,90012.63458600672,0.8191715680140158,0.8157927668627205,6546,False,False,False,False
3079,2021-22,VIC,Melbourne - North East,False,11627,11513,1324639747,8779,809096849,9125,406440353,115056.00165030835,92162.75760337168,0.7550528941257418,0.7848112152747915,8779,False,False,False,False
3081,2021-22,VIC,Melbourne - North East,False,8240,8117,524010239,6871,459672702,6347,108850942,64557.131822101765,66900.40780090234,0.8338592233009708,0.7702669902912621,6871,False,False,False,False
3082,2021-22,VIC,Melbourne - North East,False,17327,17123,1037311735,14440,897709320,13269,205162664,60580.02306838755,62168.23545706371,0.8333814278293992,0.7657990419576384,14440,False,False,False,False
3083,2021-22,VIC,Melbourne - North East,False,18911,18656,1147287765,15203,956756420,13784,237397274,61496.98568825043,62932.08051042557,0.803923642324573,0.7288879488128602,15203,False,False,False,False
3084,2021-22,VIC,Melbourne - North East,False,16847,16695,1508014256,12948,1101123305,12912,406863925,90327.29895178197,85041.96053444548,0.768564136047961,0.7664272570784116,12948,False,False,False,False
3085,2021-22,VIC,Melbourne - North East,False,8527,8447,657589268,6846,538164882,6524,159558412,77848.85379424648,78610.12007011393,0.8028614987686173,0.7650990969860443,6846,False,False,False,False
3086,2021-22,VIC,VIC other,True,70,70,5488848,56,3979680,50,1378988,78412.11428571428,71065.71428571429,0.8,0.7142857142857143,56,True,False,False,False
3087,2021-22,VIC,Melbourne - North East,False,5388,5339,378124244,4402,326624746,4187,84085910,70823.0462633452,74199.16992276238,0.8170007423904974,0.7770972531551597,4402,False,False,False,False
3088,2021-22,VIC,Melbourne - North East,False,16743,16609,1219923609,13501,1024025590,12942,280381780,73449.551989885,75848.12902747944,0.8063668398733799,0.7729797527324852,13501,False,False,False,False
3089,2021-22,VIC,Melbourne - North East,False,8155,8099,612635807,6851,508026121,6472,143039577,75643.38893690579,74153.57188731572,0.8400980993255671,0.7936235438381362,6851,False,False,False,False
3090,2021-22,VIC,Melbourne - North East,False,1759,1750,166626708,1369,105742467,1410,46030304,95215.26171428572,77240.66252739225,0.778283115406481,0.801591813530415,1369,False,False,False,False
3091,2021-22,VIC,Melbourne - North East,False,1101,1086,116618649,776,54201476,857,34976016,107383.6546961326,69847.26288659793,0.7048138056312443,0.7783832879200726,776,False,False,False,False
3093,2021-22,VIC,Melbourne - North East,False,2523,2503,243415638,1843,147350100,1909,69450281,97249.55573312026,79951.22083559414,0.7304795877923107,0.7566389219183511,1843,False,False,False,False
3094,2021-22,VIC,Melbourne - North East,False,5573,5524,414683374,4373,337681528,4213,97886591,75069.40152063721,77219.64966841985,0.7846761169926431,0.7559662659249955,4373,False,False,False,False
3095,2021-22,VIC,Melbourne - North East,False,18368,18198,1538786054,14211,1157854675,13917,398957738,84557.97637102978,81475.94644993315,0.7736824912891986,0.757676393728223,14211,False,False,False,False
3096,2021-22,VIC,Melbourne - North East,False,1223,1213,87292529,961,67146960,926,20395209,71964.16240725474,69871.96670135275,0.785772690106296,0.7571545380212592,961,False,False,False,False
3097,2021-22,VIC,Melbourne - North East,False,970,954,113209005,636,52288159,723,36250545,118667.72012578616,82214.08647798742,0.6556701030927835,0.7453608247422681,636,False,False,False,False
3099,2021-22,VIC,Melbourne - North East,False,3130,3098,222377997,2416,165463996,2338,52142212,71781.14816010329,68486.75331125828,0.771884984025559,0.746964856230032,2416,False,False,False,False
3101,2021-22,VIC,Melbourne - Inner East,False,16351,16083,2130104007,11257,1121342670,12502,692874604,132444.44487968663,99612.92262592165,0.6884594214421136,0.764601553421809,11257,False,False,False,False
3102,2021-22,VIC,Melbourne - Inner East,False,4324,4264,483486307,3142,288092675,3243,149477657,113387.970684803,91690.85773392743,0.7266419981498612,0.75,3142,False,False,False,False
3103,2021-22,VIC,Melbourne - Inner East,False,10580,10296,1002136982,6673,559085827,7297,293978612,97332.6517094017,83783.27993406264,0.6307183364839319,0.6896975425330812,6673,False,False,False,False
3104,2021-22,VIC,Melbourne - Inner East,False,13677,13385,1281148321,9200,759126165,9630,376149089,95715.22756817333,82513.71358695652,0.6726621335088104,0.7041017767054178,9200,False,False,False,False
3105,2021-22,VIC,Melbourne - Inner East,False,6989,6895,522544344,4976,370478549,5004,129903754,75785.98172588833,74453.08460610932,0.7119759622263557,0.7159822578337387,4976,False,False,False,False
3106,2021-22,VIC,Melbourne - Inner East,False,10834,10627,948876996,7262,561791505,7650,266067253,89289.26282111602,77360.43858441201,0.670297212479232,0.7061103932065719,7262,False,False,False,False
3107,2021-22,VIC,Melbourne - Inner East,False,8544,8440,625812812,6133,461333976,6082,153054490,74148.4374407583,75221.5842165335,0.7178136704119851,0.7118445692883895,6133,False,False,False,False
3108,2021-22,VIC,Melbourne - Inner East,False,16155,15820,1049345637,11227,759173831,10966,242340369,66330.31839443742,67620.36438941836,0.6949551222531724,0.6787991333952337,11227,False,False,False,False
3109,2021-22,VIC,Melbourne - Inner East,False,19187,18806,1229978322,13588,944295850,12999,280604972,65403.50537062639,69494.83735649101,0.7081878355136291,0.6774899671652681,13588,False,False,False,False
3111,2021-22,VIC,Melbourne - Outer East,False,8046,7947,640014587,5732,447155380,5742,166569851,80535.37020259217,78010.35938590369,0.7124036788466319,0.7136465324384788,5732,False,False,False,False
3113,2021-22,VIC,Melbourne - Outer East,False,5561,5502,531490250,4082,330609774,4153,151612890,96599.46383133405,80992.10534051935,0.7340406401726308,0.7468081280345261,4082,False,False,False,False
3114,2021-22,VIC,Melbourne - Outer East,False,2543,2517,263950415,1822,159444317,1891,78228935,104867.06992451331,87510.6020856202,0.7164766024380653,0.743609909555643,1822,False,False,False,False
3115,2021-22,VIC,Melbourne - Outer East,False,2656,2625,294474707,1989,156356946,2059,90717536,112180.84076190476,78610.83257918552,0.7488704819277109,0.7752259036144579,1989,False,False,False,False
3116,2021-22,VIC,Melbourne - Outer East,False,7380,7306,499759945,5967,408429043,5612,111084210,68404.04393649056,68447.9710072063,0.8085365853658537,0.7604336043360433,5967,False,False,False,False
3121,2021-22,VIC,Melbourne - Inner,False,21349,21180,2092049725,18489,1664785697,18138,568828267,98774.77455146365,90041.95451349451,0.866035879900698,0.8495948287976017,18489,False,False,False,False
3122,2021-22,VIC,Melbourne - Inner East,False,16174,15961,2441217266,12575,1176736820,12705,844986993,152948.89204937033,93577.48071570577,0.7774823791269939,0.7855199703227402,12575,False,False,False,False
3123,2021-22,VIC,Melbourne - Inner East,False,10254,10110,1181289063,7857,737925608,8103,360090122,116843.62640949555,93919.5122820415,0.7662375658279695,0.7902282036278525,7857,False,False,False,False
3124,2021-22,VIC,Melbourne - Inner East,False,15160,14926,1763589826,10530,1031727057,11289,553047316,118155.55580865603,97979.77749287749,0.6945910290237467,0.7446569920844327,10530,False,False,False,False
3125,2021-22,VIC,Melbourne - Inner East,False,9630,9440,626592223,7397,488023095,6538,145302256,66376.29480932203,65975.81384345004,0.7681204569055037,0.6789200415368639,7397,False,False,False,False
3126,2021-22,VIC,Melbourne - Inner East,False,5420,5323,795874769,3401,374820743,4010,272900935,149516.2068382491,110208.98059394296,0.6274907749077491,0.7398523985239852,3401,False,False,False,False
3127,2021-22,VIC,Melbourne - Inner East,False,12671,12479,1332527940,9146,893586171,9425,398397523,106781.62833560382,97702.40225235076,0.7218056980506669,0.7438244810985716,9146,False,False,False,False
3128,2021-22,VIC,Melbourne - Inner East,False,14465,14119,859212404,10980,695232896,9669,188918756,60855.04667469367,63318.11438979964,0.759073625993778,0.6684410646387833,10980,False,False,False,False
3129,2021-22,VIC,Melbourne - Inner East,False,11023,10837,800244132,8380,618033603,7787,196812779,73843.69585678693,73751.02661097852,0.7602286129002994,0.7064320058060419,8380,False,False,False,False
3130,2021-22,VIC,Melbourne - Inner East,False,20871,20608,1657521554,16019,1226535794,15289,424754497,80430.97602872671,76567.56314376678,0.7675243160366059,0.7325475540223276,16019,False,False,False,False
3131,2021-22,VIC,Melbourne - Outer East,False,14008,13830,942749547,10906,781198026,10181,212483706,68166.99544468547,71630.11424903723,0.7785551113649343,0.7267989720159909,10906,False,False,False,False
3132,2021-22,VIC,Melbourne - Outer East,False,10837,10725,800699790,8688,652544842,8220,190304535,74657.32307692307,75108.75253222836,0.8016978868690597,0.7585125034603672,8688,False,False,False,False
3133,2021-22,VIC,Melbourne - Outer East,False,14241,14025,977333160,10445,760437244,9951,228669437,69685.07379679145,72803.94868358066,0.7334456849940313,0.6987571097535286,10445,False,False,False,False
3134,2021-22,VIC,Melbourne - Outer East,False,21671,21432,1580982536,17409,1259698083,16442,375133280,73767.38223217618,72359.01447527141,0.8033316413640349,0.758709796502238,17409,False,False,False,False
