poa_code,postcode,census_population,census_age_20_24,census_age_25_34,census_age_35_44,census_median_age,census_median_household_income_weekly,census_avg_household_size,census_couple_no_children_families,census_couple_with_children_families,census_single_parent_families,census_other_families,census_total_families,census_households_all,census_households_weekly_income_3000_3499,census_households_weekly_income_3500_3999,census_households_weekly_income_4000_plus,census_population_15plus_g43,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,census_bachelor_degree_count,census_employed_persons,census_unemployed_persons,census_labour_force,census_not_in_labour_force,census_labour_status_not_stated,census_population_15plus,census_family_households,census_lone_person_households,census_group_households,census_total_households,census_source_year,census_couple_families,census_age_20_44_count,census_households_weekly_income_3000_plus_count,census_employment_to_population_ratio,census_unemployment_rate,census_labour_force_participation_rate,census_couple_no_children_family_share,census_couple_with_children_family_share,census_couple_family_share,census_single_parent_family_share,census_family_household_share,census_lone_person_household_share,census_group_household_share,census_age_20_44_share,census_households_weekly_income_3000_plus_share,census_bachelor_degree_share,census_unemployment_rate_derived_pct,census_labour_force_participation_rate_derived_pct,census_small_population,census_small_labour_force,census_small_families,census_small_households,census_nonpositive_household_income,census_zero_population,census_any_feature_missing,census_ratio_quality_issue
POA2582,2582,13693.0,618.0,1305.0,1719.0,42.0,2175.0,2.7,1558.0,1758.0,466.0,34.0,3815.0,4774.0,371.0,270.0,920.0,11000.0,2.8,65.8,1725.0,7031.0,205.0,7236.0,3199.0,570.0,11000.0,3699.0,1009.0,67.0,4774.0,2021,3316.0,3642.0,1561.0,0.6391818181818182,0.028330569375345494,0.6578181818181819,0.40838794233289644,0.46081258191349933,0.8692005242463958,0.12214941022280472,0.7748219522413071,0.21135316296606618,0.014034352744030164,0.2659753158548163,0.32697947214076245,0.15681818181818183,2.8330569375345496,65.78181818181818,False,False,False,False,False,False,False,False
POA2583,2583,4604.0,190.0,382.0,397.0,52.0,1267.0,2.3,673.0,439.0,148.0,12.0,1278.0,1855.0,66.0,46.0,115.0,3904.0,3.4,54.4,316.0,2048.0,77.0,2120.0,1478.0,306.0,3904.0,1255.0,577.0,22.0,1855.0,2021,1112.0,969.0,227.0,0.5245901639344263,0.03632075471698113,0.5430327868852459,0.52660406885759,0.3435054773082942,0.8701095461658842,0.11580594679186229,0.6765498652291105,0.3110512129380054,0.011859838274932614,0.21046915725456125,0.12237196765498652,0.08094262295081968,3.632075471698113,54.30327868852459,False,False,False,False,False,False,False,False
POA2584,2584,550.0,17.0,44.0,73.0,45.0,1433.0,2.3,63.0,57.0,18.0,0.0,140.0,218.0,9.0,7.0,19.0,440.0,1.6,58.0,56.0,252.0,3.0,254.0,146.0,37.0,440.0,139.0,70.0,10.0,218.0,2021,120.0,134.0,35.0,0.5727272727272728,0.011811023622047244,0.5772727272727273,0.45,0.40714285714285714,0.8571428571428571,0.12857142857142856,0.6376146788990825,0.3211009174311927,0.045871559633027525,0.24363636363636362,0.16055045871559634,0.12727272727272726,1.1811023622047243,57.72727272727273,False,False,False,False,False,False,False,False
POA2585,2585,235.0,11.0,27.0,21.0,44.0,1111.0,2.3,24.0,25.0,6.0,0.0,54.0,81.0,0.0,3.0,6.0,198.0,3.0,49.8,21.0,100.0,4.0,101.0,63.0,33.0,198.0,49.0,30.0,3.0,81.0,2021,49.0,59.0,9.0,0.5050505050505051,0.039603960396039604,0.51010101010101,0.4444444444444444,0.46296296296296297,0.9074074074074074,0.1111111111111111,0.6049382716049383,0.37037037037037035,0.037037037037037035,0.251063829787234,0.1111111111111111,0.10606060606060606,3.9603960396039604,51.010101010101,False,False,False,False,False,False,False,False
POA2586,2586,2871.0,120.0,275.0,259.0,50.0,1232.0,2.3,391.0,253.0,78.0,6.0,727.0,1069.0,46.0,15.0,70.0,2366.0,3.5,50.4,230.0,1149.0,41.0,1197.0,883.0,293.0,2366.0,711.0,341.0,19.0,1069.0,2021,644.0,654.0,131.0,0.48562975486052407,0.034252297410192145,0.5059171597633136,0.5378266850068776,0.34800550206327374,0.8858321870701513,0.10729023383768914,0.6651075771749299,0.31898971000935455,0.01777362020579981,0.2277951933124347,0.1225444340505145,0.09721048182586645,3.4252297410192147,50.591715976331365,False,False,False,False,False,False,False,False
POA2587,2587,2932.0,105.0,273.0,266.0,49.0,1126.0,2.2,396.0,271.0,116.0,7.0,799.0,1198.0,37.0,20.0,58.0,2422.0,4.7,52.5,216.0,1214.0,60.0,1272.0,958.0,188.0,2422.0,787.0,384.0,30.0,1198.0,2021,667.0,644.0,115.0,0.5012386457473162,0.04716981132075472,0.5251857968620974,0.4956195244055069,0.33917396745932415,0.8347934918648311,0.14518147684605756,0.6569282136894825,0.32053422370617696,0.025041736227045076,0.21964529331514324,0.09599332220367279,0.08918249380677126,4.716981132075472,52.51857968620974,False,False,False,False,False,False,False,False
POA2588,2588,299.0,4.0,20.0,26.0,54.0,1416.0,2.3,51.0,31.0,8.0,0.0,90.0,115.0,4.0,0.0,18.0,249.0,4.9,56.7,34.0,134.0,3.0,140.0,91.0,16.0,249.0,90.0,30.0,0.0,115.0,2021,82.0,50.0,22.0,0.5381526104417671,0.02142857142857143,0.5622489959839357,0.5666666666666667,0.34444444444444444,0.9111111111111111,0.08888888888888889,0.782608695652174,0.2608695652173913,0.0,0.16722408026755853,0.19130434782608696,0.13654618473895583,2.142857142857143,56.22489959839358,False,False,False,False,False,False,False,False
POA2590,2590,7153.0,299.0,582.0,638.0,51.0,1035.0,2.2,1034.0,595.0,297.0,23.0,1946.0,2964.0,105.0,63.0,138.0,5981.0,4.7,46.3,464.0,2639.0,131.0,2770.0,2829.0,378.0,5981.0,1921.0,984.0,59.0,2964.0,2021,1629.0,1519.0,306.0,0.4412305634509279,0.047292418772563176,0.4631332553084768,0.5313463514902363,0.3057553956834532,0.8371017471736896,0.1526207605344296,0.648110661268556,0.3319838056680162,0.0199055330634278,0.2123584509995806,0.10323886639676114,0.07757900016719613,4.729241877256317,46.313325530847685,False,False,False,False,False,False,False,False
POA2594,2594,12150.0,583.0,1298.0,1337.0,42.0,1186.0,2.4,1331.0,1204.0,575.0,53.0,3162.0,4608.0,187.0,86.0,230.0,9709.0,4.6,55.3,829.0,5123.0,249.0,5375.0,3655.0,684.0,9709.0,3105.0,1389.0,114.0,4608.0,2021,2535.0,3218.0,503.0,0.5276547533216603,0.046325581395348835,0.5536100525285818,0.4209361163820367,0.38077166350411135,0.801707779886148,0.18184693232131563,0.673828125,0.3014322916666667,0.024739583333333332,0.2648559670781893,0.1091579861111111,0.08538469461324544,4.632558139534884,55.36100525285818,False,False,False,False,False,False,False,False
POA2600,2600,8255.0,448.0,989.0,1033.0,45.0,3016.0,2.2,1125.0,862.0,202.0,12.0,2201.0,3392.0,255.0,148.0,1218.0,7110.0,2.4,62.0,2205.0,4299.0,103.0,4407.0,2267.0,429.0,7110.0,2163.0,1108.0,118.0,3392.0,2021,1987.0,2470.0,1621.0,0.6046413502109704,0.02337190832766054,0.619831223628692,0.5111313039527488,0.39164016356201725,0.902771467514766,0.09177646524307133,0.6376768867924528,0.3266509433962264,0.0347877358490566,0.2992125984251969,0.47788915094339623,0.310126582278481,2.337190832766054,61.9831223628692,False,False,False,False,False,False,False,False
POA2601,2601,7680.0,2262.0,1718.0,582.0,22.0,2232.0,1.7,633.0,102.0,58.0,19.0,811.0,1799.0,151.0,85.0,350.0,7527.0,10.8,63.8,1566.0,4290.0,517.0,4806.0,1699.0,1019.0,7527.0,809.0,799.0,184.0,1799.0,2021,735.0,4562.0,586.0,0.5699481865284974,0.1075738660008323,0.6385013949780789,0.7805178791615289,0.12577065351418001,0.906288532675709,0.07151664611590629,0.44969427459699834,0.4441356309060589,0.10227904391328516,0.5940104166666667,0.3257365202890495,0.2080510163411718,10.75738660008323,63.85013949780789,False,False,False,False,False,False,False,False
POA2602,2602,34540.0,3175.0,6192.0,5195.0,36.0,2337.0,2.4,3525.0,3605.0,1208.0,168.0,8508.0,13683.0,962.0,763.0,3305.0,28876.0,3.7,70.1,8301.0,19514.0,739.0,20250.0,7504.0,1120.0,28876.0,8389.0,4103.0,1189.0,13683.0,2021,7130.0,14562.0,5030.0,0.6757861199612135,0.036493827160493826,0.7012744147388835,0.41431593794076166,0.42371885284438177,0.8380347907851434,0.14198401504466385,0.6130965431557407,0.29986114156252286,0.0868961485054447,0.4215981470758541,0.36760944237374843,0.28747056378999863,3.6493827160493826,70.12744147388835,False,False,False,False,False,False,False,False
POA2603,2603,10306.0,592.0,1613.0,1251.0,41.0,2991.0,2.3,1241.0,1146.0,281.0,35.0,2701.0,4119.0,286.0,183.0,1483.0,8817.0,3.2,69.3,2775.0,5918.0,192.0,6111.0,2413.0,295.0,8817.0,2670.0,1250.0,195.0,4119.0,2021,2387.0,3456.0,1952.0,0.6712033571509584,0.031418753068237604,0.6930928887376658,0.4594594594594595,0.42428730099962975,0.8837467604590892,0.10403554239170677,0.6482155863073562,0.30347171643602816,0.04734158776402039,0.3353386376867844,0.47390143238650156,0.3147329023477373,3.1418753068237604,69.30928887376659,False,False,False,False,False,False,False,False
POA2604,2604,13034.0,806.0,2800.0,2132.0,37.0,2434.0,2.0,1601.0,1086.0,471.0,44.0,3205.0,5745.0,482.0,301.0,1528.0,11329.0,2.9,69.4,3347.0,7633.0,226.0,7861.0,2516.0,952.0,11329.0,3173.0,2208.0,357.0,5745.0,2021,2687.0,5738.0,2311.0,0.673757613205049,0.028749522961455286,0.6938829552475947,0.4995319812792512,0.33884555382215287,0.838377535101404,0.1469578783151326,0.5523063533507397,0.3843342036553525,0.062140992167101824,0.4402332361516035,0.4022628372497824,0.29543649042280873,2.8749522961455285,69.38829552475947,False,False,False,False,False,False,False,False
POA2605,2605,12488.0,627.0,1268.0,1782.0,41.0,2894.0,2.6,1206.0,1653.0,394.0,38.0,3291.0,4411.0,317.0,228.0,1497.0,10034.0,3.5,63.4,2898.0,6143.0,222.0,6365.0,3309.0,359.0,10034.0,3244.0,1062.0,105.0,4411.0,2021,2859.0,3677.0,2042.0,0.6122184572453657,0.03487824037706206,0.6343432330077736,0.3664539653600729,0.5022789425706472,0.8687329079307201,0.11972044971133394,0.7354341419179324,0.24076173203355247,0.023804126048515076,0.29444266495836,0.4629335751530265,0.2888180187362966,3.487824037706206,63.434323300777365,False,False,False,False,False,False,False,False
POA2606,2606,12071.0,910.0,3058.0,1857.0,34.0,2156.0,2.2,1508.0,1170.0,392.0,74.0,3150.0,5347.0,390.0,251.0,958.0,10386.0,3.4,72.5,2990.0,7277.0,254.0,7526.0,2440.0,424.0,10386.0,3079.0,2001.0,263.0,5347.0,2021,2678.0,5825.0,1599.0,0.7006547275178124,0.033749667818230134,0.7246293086847679,0.47873015873015873,0.37142857142857144,0.8501587301587301,0.12444444444444444,0.5758369178978867,0.3742285393678698,0.04918645969702637,0.48256151105956424,0.2990461941275482,0.28788754092046986,3.374966781823013,72.46293086847679,False,False,False,False,False,False,False,False
POA2607,2607,14717.0,796.0,1680.0,1905.0,42.0,2418.0,2.5,1652.0,1850.0,509.0,55.0,4067.0,5570.0,380.0,308.0,1500.0,12090.0,3.8,63.0,3204.0,7330.0,290.0,7620.0,4026.0,445.0,12090.0,3977.0,1439.0,145.0,5570.0,2021,3502.0,4381.0,2188.0,0.6062861869313482,0.03805774278215223,0.630272952853598,0.40619621342512907,0.4548807474797148,0.8610769609048439,0.12515367592820262,0.7140035906642729,0.2583482944344704,0.026032315978456014,0.2976829516885235,0.392818671454219,0.2650124069478908,3.805774278215223,63.0272952853598,False,False,False,False,False,False,False,False
POA2609,2609,1136.0,104.0,153.0,132.0,47.0,1116.0,1.9,78.0,52.0,31.0,6.0,170.0,371.0,15.0,12.0,26.0,1042.0,8.2,48.0,95.0,460.0,41.0,499.0,257.0,282.0,1042.0,161.0,191.0,13.0,371.0,2021,130.0,389.0,53.0,0.44145873320537427,0.08216432865731463,0.47888675623800386,0.4588235294117647,0.3058823529411765,0.7647058823529411,0.18235294117647058,0.4339622641509434,0.5148247978436657,0.03504043126684636,0.34242957746478875,0.14285714285714285,0.09117082533589252,8.216432865731463,47.88867562380039,False,False,False,False,False,False,False,False
POA2611,2611,36535.0,1918.0,5620.0,6062.0,36.0,2482.0,2.6,3736.0,4792.0,1398.0,122.0,10051.0,13463.0,1083.0,870.0,3389.0,28945.0,3.4,68.8,7662.0,19247.0,680.0,19929.0,7907.0,1112.0,28945.0,9855.0,3182.0,427.0,13463.0,2021,8528.0,13600.0,5342.0,0.6649507686992572,0.03412113001154097,0.6885126964933495,0.37170430802905186,0.4767684807481843,0.8484727887772361,0.1390906377474878,0.7320062393225878,0.2363514818391146,0.03171655648815271,0.37224579170658273,0.39679120552625713,0.2647089307306961,3.412113001154097,68.85126964933494,False,False,False,False,False,False,False,False
POA2612,2612,18965.0,3406.0,5359.0,2514.0,30.0,2371.0,2.0,2508.0,1123.0,329.0,74.0,4035.0,8191.0,703.0,405.0,1910.0,17460.0,3.1,75.4,5407.0,12760.0,405.0,13166.0,3163.0,1124.0,17460.0,3990.0,3185.0,1023.0,8191.0,2021,3631.0,11279.0,3018.0,0.7308132875143184,0.03076105119246544,0.7540664375715922,0.6215613382899629,0.27831474597273853,0.8998760842627014,0.0815365551425031,0.48712000976681724,0.388841411305091,0.12489317543645465,0.5947271289216979,0.36845318031986324,0.30967926689576175,3.076105119246544,75.40664375715922,False,False,False,False,False,False,False,False
POA2614,2614,20595.0,1236.0,2865.0,2893.0,39.0,2250.0,2.5,2184.0,2424.0,787.0,76.0,5466.0,7830.0,581.0,430.0,1735.0,16948.0,4.0,62.9,4398.0,10229.0,427.0,10659.0,5523.0,762.0,16948.0,5353.0,2136.0,337.0,7830.0,2021,4608.0,6994.0,2746.0,0.6035520415388247,0.04006004315601839,0.6289237668161435,0.3995609220636663,0.4434687156970362,0.8430296377607025,0.14398097328942555,0.6836526181353768,0.2727969348659004,0.04303959131545339,0.33959698956057294,0.3507024265644955,0.25949964597592634,4.006004315601839,62.89237668161435,False,False,False,False,False,False,False,False
POA2615,2615,47356.0,2589.0,6734.0,7672.0,36.0,2262.0,2.7,4595.0,6224.0,2134.0,177.0,13132.0,17164.0,1487.0,1171.0,2830.0,37301.0,4.0,68.2,7257.0,24442.0,1014.0,25454.0,10704.0,1139.0,37301.0,12857.0,3814.0,495.0,17164.0,2021,10819.0,16995.0,5488.0,0.6552639339427897,0.03983656792645557,0.6823945738720142,0.3499086201644837,0.4739567468778556,0.8238653670423394,0.16250380749314652,0.7490678163598229,0.22220927522721975,0.028839431367979493,0.3588774389728862,0.3197389885807504,0.194552424867966,3.983656792645557,68.23945738720141,False,False,False,False,False,False,False,False
POA2617,2617,38073.0,4230.0,8820.0,5406.0,32.0,2177.0,2.4,4646.0,3671.0,1245.0,215.0,9771.0,14514.0,1129.0,896.0,2425.0,32527.0,4.6,70.0,8466.0,21720.0,1048.0,22771.0,8533.0,1219.0,32527.0,9560.0,3840.0,1106.0,14514.0,2021,8317.0,18456.0,4450.0,0.6677529437083038,0.046023450880505905,0.7000645617487011,0.4754886910244601,0.37570361273155256,0.8511923037560127,0.12741786920478967,0.6586743833540031,0.2645721372467962,0.07620228744660328,0.48475297454889293,0.30660052363235496,0.2602760783349218,4.6023450880505905,70.00645617487011,False,False,False,False,False,False,False,False
POA2618,2618,1397.0,66.0,108.0,170.0,44.0,2878.0,3.0,153.0,197.0,26.0,0.0,378.0,434.0,36.0,28.0,136.0,1140.0,3.0,67.9,218.0,752.0,19.0,775.0,320.0,42.0,1140.0,363.0,64.0,8.0,434.0,2021,350.0,344.0,200.0,0.6596491228070176,0.024516129032258065,0.6798245614035088,0.40476190476190477,0.5211640211640212,0.9259259259259259,0.06878306878306878,0.836405529953917,0.14746543778801843,0.018433179723502304,0.2462419470293486,0.4608294930875576,0.1912280701754386,2.4516129032258065,67.98245614035088,False,False,False,False,False,False,False,False
POA2619,2619,9601.0,563.0,935.0,1378.0,38.0,3403.0,3.0,820.0,1619.0,292.0,10.0,2738.0,3121.0,302.0,216.0,1189.0,7509.0,1.8,77.5,1412.0,5714.0,100.0,5814.0,1521.0,167.0,7509.0,2670.0,420.0,28.0,3121.0,2021,2439.0,2876.0,1707.0,0.760953522439739,0.01719986240110079,0.77427087495006,0.29948867786705624,0.5913075237399562,0.8907962016070125,0.10664718772826881,0.8554950336430631,0.13457225248317847,0.008971483498878564,0.29955212998645975,0.5469400833066325,0.1880410174457318,1.7199862401100792,77.42708749500599,False,False,False,False,False,False,False,False
POA2620,2620,45604.0,2586.0,7737.0,6682.0,37.0,2181.0,2.5,4588.0,5527.0,1776.0,190.0,12084.0,16796.0,1346.0,949.0,3030.0,36975.0,3.4,69.2,6003.0,24704.0,865.0,25570.0,9315.0,2085.0,36975.0,11668.0,4688.0,439.0,16796.0,2021,10115.0,17005.0,5325.0,0.6681271129141312,0.03382870551427454,0.6915483434753211,0.3796756041046011,0.45738166170142336,0.8370572658060245,0.14697120158887786,0.6946892117170755,0.27911407477970945,0.026137175517980473,0.3728839575475835,0.3170397713741367,0.1623529411764706,3.382870551427454,69.15483434753212,False,False,False,False,False,False,False,False
POA2621,2621,6688.0,293.0,705.0,940.0,40.0,2939.0,2.9,784.0,988.0,180.0,12.0,1962.0,2230.0,217.0,157.0,647.0,5248.0,2.5,72.9,887.0,3735.0,93.0,3828.0,1215.0,207.0,5248.0,1901.0,308.0,25.0,2230.0,2021,1772.0,1938.0,1021.0,0.7116996951219512,0.024294670846394983,0.729420731707317,0.399592252803262,0.5035677879714577,0.9031600407747197,0.09174311926605505,0.8524663677130044,0.13811659192825113,0.011210762331838564,0.2897727272727273,0.457847533632287,0.16901676829268292,2.4294670846394983,72.9420731707317,False,False,False,False,False,False,False,False
POA2622,2622,4141.0,117.0,350.0,432.0,50.0,1428.0,2.2,643.0,365.0,119.0,13.0,1137.0,1642.0,100.0,49.0,165.0,3457.0,3.2,57.8,541.0,1934.0,67.0,1999.0,1174.0,284.0,3457.0,1113.0,502.0,34.0,1642.0,2021,1008.0,899.0,314.0,0.5594446051489731,0.0335167583791896,0.5782470350014464,0.565523306948109,0.3210202286719437,0.8865435356200527,0.10466138962181179,0.6778319123020706,0.30572472594397077,0.020706455542021926,0.21709731948804636,0.19123020706455543,0.15649407000289267,3.3516758379189597,57.824703500144636,False,False,False,False,False,False,False,False
POA2623,2623,611.0,26.0,87.0,78.0,40.0,1644.0,2.4,69.0,60.0,30.0,0.0,163.0,242.0,11.0,9.0,20.0,489.0,5.7,64.4,44.0,299.0,20.0,316.0,147.0,27.0,489.0,163.0,71.0,4.0,242.0,2021,129.0,191.0,40.0,0.6114519427402862,0.06329113924050633,0.6462167689161554,0.4233128834355828,0.36809815950920244,0.7914110429447853,0.18404907975460122,0.6735537190082644,0.29338842975206614,0.01652892561983471,0.31260229132569556,0.1652892561983471,0.08997955010224949,6.329113924050633,64.62167689161554,False,False,False,False,False,False,False,False
POA2624,2624,162.0,16.0,49.0,17.0,31.0,1437.0,2.3,4.0,4.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,142.0,1.8,80.3,35.0,115.0,0.0,115.0,4.0,20.0,142.0,3.0,5.0,0.0,8.0,2021,8.0,82.0,0.0,0.8098591549295775,0.0,0.8098591549295775,0.4,0.4,0.8,0.0,0.375,0.625,0.0,0.5061728395061729,0.0,0.24647887323943662,0.0,80.98591549295774,False,False,True,True,False,False,False,False
POA2625,2625,400.0,41.0,96.0,52.0,37.0,1666.0,2.0,24.0,16.0,7.0,0.0,44.0,91.0,5.0,4.0,10.0,363.0,2.3,60.9,45.0,218.0,6.0,224.0,30.0,116.0,363.0,47.0,38.0,11.0,91.0,2021,40.0,189.0,19.0,0.6005509641873278,0.026785714285714284,0.6170798898071626,0.5454545454545454,0.36363636363636365,0.9090909090909091,0.1590909090909091,0.5164835164835165,0.4175824175824176,0.12087912087912088,0.4725,0.2087912087912088,0.12396694214876033,2.6785714285714284,61.70798898071625,False,False,False,False,False,False,False,False
POA2626,2626,515.0,26.0,58.0,55.0,45.0,2202.0,2.5,79.0,51.0,15.0,0.0,152.0,186.0,14.0,11.0,16.0,420.0,3.9,67.1,41.0,270.0,12.0,286.0,103.0,33.0,420.0,149.0,30.0,6.0,186.0,2021,130.0,139.0,41.0,0.6428571428571429,0.04195804195804196,0.680952380952381,0.5197368421052632,0.3355263157894737,0.8552631578947368,0.09868421052631579,0.8010752688172043,0.16129032258064516,0.03225806451612903,0.26990291262135924,0.22043010752688172,0.09761904761904762,4.195804195804196,68.0952380952381,False,False,False,False,False,False,False,False
POA2627,2627,5263.0,412.0,946.0,625.0,35.0,2124.0,2.6,522.0,511.0,138.0,10.0,1185.0,1784.0,153.0,81.0,244.0,4407.0,1.8,75.0,747.0,3246.0,56.0,3309.0,858.0,238.0,4407.0,1161.0,431.0,190.0,1784.0,2021,1033.0,1983.0,478.0,0.7365554799183118,0.016923541855545482,0.7508509189925119,0.44050632911392407,0.4312236286919831,0.8717299578059071,0.11645569620253164,0.6507847533632287,0.24159192825112108,0.10650224215246637,0.37678130343910315,0.2679372197309417,0.16950306330837303,1.692354185554548,75.08509189925118,False,False,False,False,False,False,False,False
POA2628,2628,2176.0,91.0,231.0,235.0,45.0,1531.0,2.4,261.0,253.0,76.0,3.0,591.0,838.0,45.0,23.0,65.0,1793.0,2.4,63.2,227.0,1105.0,28.0,1130.0,518.0,140.0,1793.0,591.0,226.0,25.0,838.0,2021,514.0,557.0,133.0,0.6162855549358617,0.024778761061946902,0.630228667038483,0.4416243654822335,0.428087986463621,0.8697123519458545,0.12859560067681894,0.7052505966587113,0.26968973747016706,0.029832935560859187,0.25597426470588236,0.15871121718377088,0.12660345789180144,2.47787610619469,63.0228667038483,False,False,False,False,False,False,False,False
POA2629,2629,534.0,12.0,33.0,46.0,58.0,1008.0,1.9,88.0,30.0,11.0,0.0,123.0,219.0,13.0,4.0,15.0,475.0,6.3,47.1,45.0,209.0,13.0,222.0,181.0,73.0,475.0,124.0,86.0,9.0,219.0,2021,118.0,91.0,32.0,0.44,0.05855855855855856,0.4673684210526316,0.7154471544715447,0.24390243902439024,0.959349593495935,0.08943089430894309,0.5662100456621004,0.3926940639269406,0.0410958904109589,0.1704119850187266,0.1461187214611872,0.09473684210526316,5.8558558558558556,46.73684210526316,False,False,False,False,False,False,False,False
POA2630,2630,8876.0,407.0,1015.0,1016.0,46.0,1446.0,2.3,1087.0,844.0,349.0,24.0,2308.0,3496.0,201.0,123.0,278.0,7432.0,3.2,57.6,924.0,4143.0,135.0,4278.0,2656.0,496.0,7432.0,2271.0,1134.0,93.0,3496.0,2021,1931.0,2438.0,602.0,0.557454251883746,0.03155680224403927,0.5756189451022605,0.47097053726169846,0.36568457538994803,0.8366551126516465,0.15121317157712305,0.6495995423340961,0.324370709382151,0.02660183066361556,0.2746732762505633,0.17219679633867277,0.12432723358449946,3.155680224403927,57.561894510226054,False,False,False,False,False,False,False,False
POA2631,2631,629.0,31.0,64.0,53.0,50.0,1222.0,2.2,74.0,56.0,17.0,5.0,149.0,237.0,10.0,4.0,7.0,527.0,3.3,52.0,58.0,266.0,6.0,275.0,192.0,65.0,527.0,146.0,89.0,0.0,237.0,2021,130.0,148.0,21.0,0.5047438330170778,0.02181818181818182,0.5218216318785579,0.4966442953020134,0.37583892617449666,0.87248322147651,0.11409395973154363,0.6160337552742616,0.3755274261603376,0.0,0.23529411764705882,0.08860759493670886,0.11005692599620494,2.181818181818182,52.18216318785579,False,False,False,False,False,False,False,False
POA2632,2632,1892.0,80.0,191.0,200.0,47.0,1307.0,2.2,262.0,162.0,69.0,3.0,499.0,763.0,39.0,18.0,43.0,1564.0,3.8,58.7,140.0,879.0,39.0,922.0,522.0,120.0,1564.0,491.0,256.0,17.0,763.0,2021,424.0,471.0,100.0,0.5620204603580563,0.04229934924078091,0.5895140664961637,0.5250501002004008,0.3246492985971944,0.8496993987975952,0.13827655310621242,0.6435124508519003,0.33551769331585846,0.022280471821756225,0.2489429175475687,0.1310615989515072,0.08951406649616368,4.229934924078091,58.95140664961637,False,False,False,False,False,False,False,False
POA2633,2633,321.0,9.0,26.0,28.0,55.0,817.0,2.0,49.0,23.0,8.0,0.0,83.0,140.0,3.0,0.0,9.0,276.0,6.0,49.1,25.0,126.0,8.0,131.0,127.0,16.0,276.0,83.0,56.0,0.0,140.0,2021,72.0,63.0,12.0,0.45652173913043476,0.061068702290076333,0.4746376811594203,0.5903614457831325,0.27710843373493976,0.8674698795180723,0.0963855421686747,0.5928571428571429,0.4,0.0,0.19626168224299065,0.08571428571428572,0.09057971014492754,6.106870229007633,47.46376811594203,False,False,False,False,False,False,False,False
POA2640,2640,39879.0,2360.0,5095.0,4960.0,39.0,1570.0,2.4,4381.0,4221.0,1735.0,142.0,10478.0,15527.0,933.0,552.0,1301.0,32307.0,4.2,62.8,4925.0,19446.0,851.0,20302.0,10243.0,1764.0,32307.0,10323.0,4636.0,569.0,15527.0,2021,8602.0,12415.0,2786.0,0.6019128981335314,0.04191705250714215,0.628408703996038,0.41811414392059554,0.40284405420881847,0.8209581981294141,0.16558503531208246,0.6648418883235654,0.298576672892381,0.036645842725574806,0.311316733117681,0.17942938107812198,0.15244374284210852,4.191705250714215,62.8408703996038,False,False,False,False,False,False,False,False
POA2641,2641,16550.0,1108.0,2245.0,1948.0,39.0,1172.0,2.3,1693.0,1485.0,982.0,80.0,4236.0,6766.0,238.0,124.0,182.0,13496.0,6.2,56.1,1083.0,7093.0,468.0,7567.0,5050.0,884.0,13496.0,4137.0,2375.0,254.0,6766.0,2021,3178.0,5301.0,544.0,0.5255631298162419,0.06184749570503502,0.5606846473029046,0.39966949952785646,0.35056657223796034,0.7502360717658169,0.23182247403210576,0.6114395506946497,0.3510198049068874,0.0375406443984629,0.32030211480362536,0.08040201005025126,0.08024599881446355,6.184749570503502,56.06846473029046,False,False,False,False,False,False,False,False
POA2642,2642,5476.0,221.0,477.0,635.0,41.0,1786.0,2.8,577.0,658.0,156.0,4.0,1405.0,1744.0,124.0,80.0,127.0,4258.0,2.7,63.1,442.0,2611.0,74.0,2684.0,1168.0,407.0,4258.0,1371.0,339.0,28.0,1744.0,2021,1235.0,1333.0,331.0,0.613198684828558,0.027570789865871834,0.6303428839830907,0.4106761565836299,0.46832740213523133,0.8790035587188612,0.1110320284697509,0.7861238532110092,0.19438073394495411,0.016055045871559634,0.24342585829072316,0.18979357798165136,0.10380460310004697,2.7570789865871834,63.034288398309066,False,False,False,False,False,False,False,False
POA2643,2643,2997.0,132.0,281.0,315.0,49.0,1293.0,2.3,453.0,288.0,110.0,8.0,857.0,1198.0,60.0,31.0,31.0,2501.0,4.0,53.6,185.0,1284.0,53.0,1342.0,1021.0,140.0,2501.0,847.0,316.0,37.0,1198.0,2021,741.0,728.0,122.0,0.5133946421431428,0.039493293591654245,0.5365853658536586,0.5285880980163361,0.33605600933488916,0.8646441073512252,0.12835472578763127,0.7070116861435726,0.2637729549248748,0.030884808013355594,0.24290957624290957,0.1018363939899833,0.0739704118352659,3.9493293591654246,53.65853658536586,False,False,False,False,False,False,False,False
POA2644,2644,2442.0,93.0,235.0,242.0,49.0,1301.0,2.3,330.0,220.0,88.0,3.0,648.0,953.0,47.0,23.0,58.0,2032.0,1.8,53.9,215.0,1075.0,18.0,1096.0,764.0,173.0,2032.0,642.0,295.0,20.0,953.0,2021,550.0,570.0,128.0,0.5290354330708661,0.016423357664233577,0.5393700787401575,0.5092592592592593,0.3395061728395062,0.8487654320987654,0.13580246913580246,0.6736621196222455,0.3095487932843652,0.02098635886673662,0.2334152334152334,0.13431269674711438,0.10580708661417323,1.6423357664233578,53.937007874015755,False,False,False,False,False,False,False,False
