census_postcode,census_match_status,consumer_rows
3629,matched,150
3630,matched,161
3631,matched,153
3632,postcode_not_in_census,164
3633,matched,167
3634,matched,175
3635,matched,151
3636,matched,168
3637,matched,178
3638,matched,164
3639,matched,169
3640,matched,129
3641,matched,133
3643,postcode_not_in_census,165
3644,matched,159
3646,matched,170
3647,matched,166
3649,matched,159
3658,matched,152
3659,matched,159
3660,matched,148
3661,postcode_not_in_census,162
3662,matched,145
3663,matched,163
3664,matched,150
3665,matched,167
3666,matched,145
3669,matched,167
3670,matched,160
3671,postcode_not_in_census,156
3672,matched,149
3673,matched,149
3675,matched,154
3676,postcode_not_in_census,148
3677,matched,165
3678,matched,162
3682,matched,158
3683,matched,153
3685,matched,143
3687,matched,185
3688,matched,153
3689,postcode_not_in_census,138
3690,matched,161
3691,matched,144
3694,postcode_not_in_census,146
3695,matched,160
3697,matched,152
3698,matched,151
3699,matched,171
3700,matched,180
3701,matched,165
3704,matched,153
3705,matched,140
3707,matched,161
3708,matched,151
3709,matched,150
3711,matched,149
3712,matched,144
3713,matched,158
3714,matched,153
3715,matched,152
3717,matched,171
3718,matched,166
3719,matched,146
3720,matched,146
3722,matched,138
3723,matched,155
3724,postcode_not_in_census,188
3725,matched,172
3726,matched,178
3727,matched,153
3728,matched,149
3730,matched,129
3732,matched,165
3733,matched,151
3735,matched,143
3736,postcode_not_in_census,159
3737,matched,142
3738,matched,167
3739,matched,173
3740,matched,164
3741,matched,170
3744,matched,145
3746,matched,149
3747,matched,171
3749,matched,148
3750,matched,134
3751,matched,173
3752,matched,154
3753,matched,147
3754,matched,174
3755,matched,178
3756,matched,166
3757,matched,150
3758,matched,154
3759,matched,164
3760,matched,158
3761,matched,170
3762,matched,161
3763,matched,171
3764,matched,153
3765,matched,146
3766,matched,194
3767,matched,146
3770,matched,188
3775,matched,189
3777,matched,160
3778,matched,167
3779,matched,162
3781,matched,164
3782,matched,172
3783,matched,165
3785,matched,130
3786,matched,156
3787,matched,149
3788,matched,157
3789,matched,160
3791,matched,146
3792,matched,168
3793,matched,156
3795,matched,160
3796,matched,162
3797,matched,155
3799,matched,153
3800,postcode_not_in_census,160
3802,matched,137
3803,matched,165
3804,matched,168
3805,matched,177
3806,matched,155
3807,matched,159
3808,matched,158
3809,matched,157
3810,matched,155
3812,matched,154
3813,matched,148
3814,matched,157
3815,matched,161
3816,matched,177
3818,matched,159
3820,matched,152
3821,matched,157
3822,matched,164
3823,matched,169
3824,matched,166
3825,matched,141
3831,matched,150
3832,matched,141
3833,matched,157
3835,matched,171
3840,matched,174
3841,postcode_not_in_census,147
3842,matched,154
3844,matched,158
3847,matched,165
3850,matched,147
3851,matched,177
3852,matched,149
3853,postcode_not_in_census,170
3854,matched,141
3856,matched,167
3857,matched,145
3858,matched,158
3859,matched,148
3860,matched,157
3862,matched,169
3864,matched,161
3865,matched,164
3869,matched,143
3870,matched,150
3871,matched,166
3873,matched,157
3874,matched,158
3875,matched,161
3878,matched,172
3880,matched,155
3882,matched,170
3885,matched,149
3886,matched,150
3887,matched,158
3888,matched,146
3889,matched,154
3890,matched,162
3891,matched,153
3892,matched,171
3893,matched,157
3895,matched,174
3896,matched,169
3898,matched,155
3900,matched,177
3902,matched,167
3903,matched,149
3904,matched,146
3909,matched,183
3910,matched,167
3911,matched,159
3912,matched,138
3913,matched,162
3915,matched,153
3916,matched,174
3918,matched,154
3919,matched,133
3920,matched,151
3921,matched,161
3922,matched,151
3923,matched,163
3925,matched,166
3926,matched,156
3927,matched,147
3928,matched,170
3929,matched,175
3930,matched,137
3931,matched,174
3933,matched,164
3934,matched,161
3936,matched,163
3937,matched,154
3938,matched,160
3939,matched,159
3940,matched,147
3941,matched,155
3942,matched,158
3943,matched,137
3944,matched,151
3945,matched,151
3946,matched,170
3950,matched,150
3951,matched,152
3953,matched,138
3954,matched,143
3956,matched,152
3957,matched,158
3958,matched,168
3959,matched,168
3960,matched,163
3962,matched,158
3964,matched,177
3965,matched,138
3966,matched,175
3967,matched,150
3971,matched,169
3975,matched,136
3976,matched,152
3977,matched,181
3978,matched,161
3979,matched,148
3980,matched,167
3981,matched,127
3984,matched,154
3987,matched,140
3988,matched,156
3989,postcode_not_in_census,151
3990,matched,161
3991,matched,146
3992,matched,162
3995,matched,161
3996,matched,159
4000,matched,170
4001,postcode_not_in_census,156
4002,postcode_not_in_census,181
4003,postcode_not_in_census,157
4004,postcode_not_in_census,143
4005,matched,156
4006,matched,146
4007,matched,157
4008,matched,166
4009,matched,157
4010,matched,178
4011,matched,149
4012,matched,168
4013,matched,151
4014,matched,173
4017,matched,166
4018,matched,165
4019,matched,166
4020,matched,161
4021,matched,171
4022,matched,156
4025,matched,152
4029,postcode_not_in_census,159
4030,matched,168
4031,matched,157
4032,matched,156
4034,matched,155
4035,matched,150
4036,matched,158
4037,matched,187
4051,matched,160
4053,matched,166
4054,matched,157
4055,matched,172
4059,matched,153
4060,matched,145
4061,matched,146
4064,matched,157
4065,matched,138
4066,matched,163
4067,matched,155
4068,matched,175
4069,matched,167
4070,matched,162
4072,postcode_not_in_census,164
4073,matched,179
4074,matched,152
4075,matched,162
4076,matched,175
4077,matched,151
4078,matched,171
4101,matched,166
4102,matched,155
4103,matched,168
4104,matched,164
4105,matched,139
4106,matched,165
4107,matched,183
4108,matched,140
4109,matched,180
4110,matched,168
4111,matched,141
4112,matched,174
4113,matched,158
4114,matched,151
4115,matched,156
4116,matched,162
4117,matched,124
4118,matched,176
4119,matched,148
4120,matched,176
4121,matched,166
4122,matched,147
4123,matched,168
4124,matched,161
4125,matched,159
4127,matched,166
4128,matched,147
4129,matched,154
4130,matched,146
4131,matched,157
4132,matched,157
4133,matched,141
4151,matched,138
4152,matched,153
4153,matched,176
4154,matched,175
4155,matched,156
4156,matched,175
4157,matched,169
4158,matched,172
4159,matched,172
4160,matched,184
4161,matched,178
4163,matched,149
4164,matched,171
4165,matched,167
4169,matched,157
4170,matched,136
4171,matched,187
4172,matched,137
4173,matched,154
4174,matched,161
4178,matched,152
4179,matched,150
4183,matched,142
4184,matched,153
4205,matched,144
4207,matched,147
4208,matched,164
4209,matched,166
4210,matched,135
4211,matched,162
4212,matched,138
4213,matched,167
4214,matched,148
4215,matched,166
4216,matched,157
4217,matched,166
4218,matched,162
4219,postcode_not_in_census,179
4220,matched,157
4221,matched,149
4222,postcode_not_in_census,180
4223,matched,169
4224,matched,156
4225,matched,160
4226,matched,165
4227,matched,162
4228,matched,165
4229,postcode_not_in_census,158
4230,postcode_not_in_census,154
4270,matched,149
4271,postcode_not_in_census,147
4272,matched,160
4275,matched,169
4280,matched,172
4285,matched,182
4287,matched,137
4300,matched,136
4301,matched,149
4303,matched,174
4304,matched,158
4305,matched,144
4306,matched,165
4307,matched,172
4309,matched,155
4310,matched,162
4311,matched,156
4312,matched,183
4313,matched,137
4314,matched,141
4340,matched,161
4341,matched,151
4342,matched,146
4343,matched,157
4344,matched,140
4345,postcode_not_in_census,166
4346,matched,165
4347,matched,132
4350,matched,154
4352,matched,146
4353,matched,164
4354,matched,166
4355,matched,154
4356,matched,161
4357,matched,154
4358,matched,165
4359,matched,172
4360,matched,158
4361,matched,168
4362,matched,149
4363,matched,150
4364,matched,157
4365,matched,160
4370,matched,145
4371,matched,144
4372,matched,152
4373,matched,155
4374,matched,168
4375,matched,152
4376,matched,172
4377,matched,152
4378,matched,155
4380,matched,163
4381,matched,151
4382,matched,148
4383,matched,148
4384,matched,187
4385,matched,165
4387,matched,156
4388,matched,155
4390,matched,146
4400,matched,181
4401,matched,131
4402,matched,173
4403,matched,168
4404,matched,145
4405,matched,144
4406,matched,153
4407,matched,169
4408,matched,157
4410,matched,144
4411,matched,153
4412,matched,144
4413,matched,133
4415,matched,138
4416,matched,147
4417,matched,159
4418,matched,162
4419,matched,143
4420,matched,155
4421,matched,152
4422,matched,165
4423,matched,163
4424,matched,168
4425,matched,134
4426,matched,172
4427,matched,148
4428,matched,142
4454,matched,156
4455,matched,182
4461,matched,165
4462,matched,187
4465,matched,187
4467,matched,151
4468,matched,150
4470,matched,163
4471,postcode_not_in_census,157
4472,matched,166
4474,matched,168
4475,postcode_not_in_census,173
4477,matched,164
4478,matched,165
4479,matched,143
4480,matched,159
4481,matched,161
4482,matched,152
4486,matched,169
4487,matched,172
4488,matched,163
4489,matched,156
4490,matched,176
4491,matched,148
4492,matched,153
4493,matched,164
4494,matched,175
4496,matched,155
4497,matched,170
4498,matched,147
4500,matched,175
4501,matched,150
4502,matched,142
4503,matched,169
4504,matched,160
4505,matched,159
4506,matched,149
4507,matched,152
4508,matched,151
4509,matched,145
4510,matched,131
4511,matched,172
4512,matched,183
4514,matched,142
4515,matched,143
4516,matched,167
4517,matched,180
4518,matched,162
4519,matched,154
4520,matched,153
4521,matched,164
4550,matched,162
4551,matched,170
4552,matched,167
4553,matched,170
4554,matched,164
4555,matched,150
4556,matched,145
4557,matched,152
4558,matched,155
4559,matched,162
4560,matched,147
4561,matched,173
4562,matched,166
4563,matched,148
4564,matched,124
4565,matched,135
4566,matched,181
4567,matched,176
4568,matched,158
4569,matched,163
4570,matched,171
4571,matched,171
4572,matched,166
4573,matched,174
4574,matched,166
4575,matched,170
4580,matched,153
4581,matched,143
4600,matched,165
4601,matched,143
4605,matched,151
4606,matched,152
4608,matched,160
4610,matched,136
4611,matched,138
4612,matched,166
4613,matched,141
4614,matched,171
4615,matched,129
4620,matched,161
4621,matched,167
4625,matched,152
4626,matched,153
4627,matched,158
4630,matched,165
4650,matched,181
4655,matched,142
4659,matched,153
4660,matched,157
4662,matched,162
4670,matched,162
4671,matched,173
4673,matched,162
4674,matched,152
4676,matched,186
4677,matched,148
4678,matched,143
4680,matched,140
4694,matched,175
4695,matched,151
4697,matched,171
4699,matched,161
4700,matched,157
4701,matched,175
4702,matched,159
4703,matched,133
4704,matched,179
4705,matched,175
4706,matched,159
4707,matched,154
4709,matched,162
4710,matched,171
4711,matched,144
4712,matched,169
4713,matched,170
4714,matched,145
4715,matched,147
4716,matched,186
4717,matched,134
4718,matched,174
4719,matched,159
4720,matched,142
4721,matched,169
4722,matched,137
4723,matched,150
4724,matched,169
4725,matched,149
4726,matched,163
4727,matched,149
4728,matched,143
4730,matched,167
4731,matched,147
4732,matched,161
4733,matched,161
4735,matched,167
4736,matched,181
4737,matched,146
4738,matched,167
4739,matched,154
4740,matched,163
4741,matched,156
4742,matched,139
4743,matched,146
4744,matched,166
4745,matched,174
4746,matched,168
4750,matched,172
4751,matched,155
4753,matched,169
4754,matched,165
4756,matched,166
4757,matched,160
4798,matched,136
4799,matched,142
4800,matched,168
4801,postcode_not_in_census,155
4802,matched,158
4803,postcode_not_in_census,173
4804,matched,150
4805,matched,156
4806,matched,149
4807,matched,158
4808,matched,158
4809,matched,149
4810,matched,158
4811,matched,162
4812,matched,161
4813,postcode_not_in_census,141
4814,matched,148
4815,matched,157
4816,matched,169
4817,matched,167
4818,matched,169
4819,matched,167
4820,matched,143
4821,matched,144
4822,matched,176
4823,matched,153
4824,matched,153
4825,matched,185
4828,matched,170
4829,matched,169
4830,matched,137
4849,matched,153
4850,matched,152
4852,matched,150
4854,matched,166
4855,matched,166
4856,matched,189
4857,postcode_not_in_census,162
4858,matched,158
4859,matched,139
4860,matched,161
4861,matched,166
4865,matched,144
4868,matched,135
4869,matched,169
4870,matched,146
4871,matched,156
4872,matched,164
4873,matched,161
4874,matched,136
4875,matched,150
4876,matched,155
4877,matched,168
4878,matched,140
4879,matched,149
4880,matched,171
4881,matched,143
4882,matched,141
4883,matched,158
4884,matched,177
4885,matched,160
4886,matched,168
4887,matched,169
4888,matched,148
4890,matched,134
4891,matched,142
4892,matched,171
4895,matched,158
5000,matched,136
5001,postcode_not_in_census,173
5005,postcode_not_in_census,163
5006,matched,137
5007,matched,164
5008,matched,156
5009,matched,149
5010,matched,138
5011,matched,153
5012,matched,157
5013,matched,134
5014,matched,167
5015,matched,169
5016,matched,164
5017,matched,172
5018,matched,176
5019,matched,140
5020,matched,134
5021,matched,156
5022,matched,160
5023,matched,136
5024,matched,152
5025,matched,151
5031,matched,154
5032,matched,155
5033,matched,178
5034,matched,161
5035,matched,161
5037,matched,166
5038,matched,144
5039,matched,151
5040,matched,182
5041,matched,159
5042,matched,163
5043,matched,147
5044,matched,153
5045,matched,151
5046,matched,171
5047,matched,144
5048,matched,145
5049,matched,166
5050,matched,165
5051,matched,177
5052,matched,168
5061,matched,178
5062,matched,167
5063,matched,173
5064,matched,155
5065,matched,143
5066,matched,172
5067,matched,141
5068,matched,162
5069,matched,154
5070,matched,179
5071,postcode_not_in_census,150
5072,matched,191
5073,matched,157
5074,matched,172
5075,matched,175
5076,matched,162
5081,matched,154
5082,matched,173
5083,matched,169
5084,matched,140
5085,matched,152
5086,matched,159
5087,matched,164
5088,matched,147
5089,matched,137
5090,matched,162
5091,matched,160
5092,matched,159
5093,matched,144
5094,matched,162
5095,matched,148
5096,matched,143
5097,matched,159
5098,matched,158
5106,matched,136
5107,matched,167
5108,matched,152
5109,matched,178
5110,matched,165
5111,matched,156
5112,matched,160
5113,matched,141
5114,matched,134
5115,matched,130
5116,matched,168
5117,matched,165
5118,matched,153
5120,matched,158
5121,matched,167
5125,matched,161
5126,matched,168
5127,matched,148
5131,matched,159
5132,matched,173
5133,matched,145
5134,matched,157
5136,matched,150
5137,matched,151
5138,matched,126
5139,matched,157
5140,matched,149
5141,matched,144
5142,matched,159
5144,matched,152
5150,matched,149
5151,matched,164
5152,matched,153
5153,matched,157
5154,matched,160
5155,matched,167
5156,matched,173
5157,matched,142
5158,matched,160
5159,matched,139
5160,matched,155
5161,matched,141
5162,matched,151
5163,matched,144
5164,matched,156
5165,matched,158
5166,matched,158
5167,matched,150
5168,matched,146
5169,matched,186
5170,matched,158
5171,matched,142
5172,matched,172
5173,matched,171
5174,matched,138
5201,matched,141
5202,matched,156
5203,matched,164
5204,matched,168
5210,matched,162
5211,matched,174
5212,matched,162
5213,matched,156
5214,matched,145
5220,matched,162
5221,matched,156
5222,matched,153
5223,matched,153
5231,matched,148
5232,matched,153
5233,matched,148
5234,matched,179
5235,matched,139
5236,matched,156
5237,matched,159
5238,matched,160
5240,matched,167
5241,matched,148
5242,matched,153
5243,matched,168
5244,matched,174
5245,matched,181
5250,matched,155
5251,matched,137
5252,matched,152
5253,matched,173
5254,matched,178
5255,matched,163
5256,matched,170
5259,matched,158
5260,matched,149
5261,matched,154
5262,matched,154
5263,matched,155
5264,matched,159
5265,matched,142
5266,matched,161
5267,matched,157
5268,matched,152
5269,matched,149
5270,matched,147
5271,matched,141
5272,matched,158
5273,matched,159
5275,matched,156
5276,matched,141
5277,matched,158
5278,matched,164
5279,matched,145
5280,matched,160
5290,matched,157
5291,matched,178
5301,matched,156
5302,matched,152
5303,matched,167
5304,matched,156
5306,matched,144
5307,matched,176
5308,matched,157
5309,matched,158
5310,matched,156
5311,matched,151
5320,matched,163
5321,matched,173
5322,matched,152
5330,matched,171
5331,matched,159
5332,matched,184
5333,matched,173
5340,matched,142
5341,matched,166
5342,matched,150
5343,matched,135
5344,matched,131
5345,matched,176
5346,matched,165
5350,matched,187
5351,matched,169
5352,matched,144
5353,matched,165
5354,matched,172
5355,matched,134
5356,matched,166
5357,matched,145
5360,matched,159
5371,matched,128
5372,matched,153
5373,matched,166
5374,matched,170
5381,matched,171
5400,matched,182
5401,matched,155
5410,matched,149
5411,matched,141
5412,matched,145
5413,matched,188
5414,matched,165
5415,matched,152
5416,matched,187
5417,matched,174
5418,matched,166
5419,matched,145
5420,matched,150
5421,matched,168
5422,matched,140
5431,matched,144
5432,matched,191
5433,matched,164
5434,matched,149
5440,matched,159
5451,matched,155
5452,matched,155
5453,matched,170
5454,matched,166
5455,matched,174
5460,matched,149
5461,matched,150
5462,matched,168
5464,matched,151
5470,matched,173
5471,matched,147
5472,matched,141
5473,matched,178
5480,matched,156
5481,matched,182
5482,matched,162
5483,matched,164
5485,matched,151
5490,matched,154
5491,matched,174
5493,matched,155
5495,matched,173
5501,matched,155
5502,matched,154
5510,matched,147
5520,matched,154
5521,matched,157
5522,matched,155
5523,matched,158
5540,matched,163
5550,matched,129
5552,matched,158
5554,matched,166
5555,matched,174
5556,matched,166
5558,matched,163
5560,matched,189
5570,matched,162
5571,matched,179
5572,matched,163
5573,matched,159
5575,matched,167
5576,matched,148
5577,matched,161
5580,matched,163
5581,matched,152
5582,matched,149
5583,matched,155
5600,matched,142
5601,matched,160
5602,matched,164
5603,matched,151
5604,matched,186
5605,matched,153
5606,matched,180
5607,matched,170
5608,matched,161
5609,matched,150
5611,matched,167
5630,matched,168
5631,matched,158
5632,matched,144
5633,matched,151
5640,matched,156
5641,matched,162
5642,matched,165
5650,matched,161
5651,matched,156
5652,matched,150
5653,matched,147
5654,matched,127
5655,matched,165
5660,matched,169
5661,matched,157
5670,matched,154
5671,matched,170
5680,matched,143
5690,matched,131
5700,matched,152
5701,matched,168
5710,matched,166
5713,matched,153
5715,matched,174
5717,matched,155
5719,matched,185
5720,matched,167
5722,matched,138
5723,matched,143
5724,matched,166
5725,matched,161
5730,matched,142
5731,matched,159
5732,matched,172
5733,matched,152
5734,matched,160
5800,postcode_not_in_census,141
5810,postcode_not_in_census,165
5839,postcode_not_in_census,155
5942,postcode_not_in_census,163
5950,matched,163
6000,matched,151
6001,postcode_not_in_census,170
6003,matched,148
6004,matched,172
6005,matched,144
6006,matched,154
6007,matched,161
6008,matched,164
6009,matched,146
6010,matched,174
6011,matched,156
6012,matched,147
6014,matched,177
6015,matched,159
6016,matched,144
6017,matched,155
6018,matched,167
6019,matched,152
6020,matched,170
6021,matched,180
6022,matched,172
6023,matched,167
6024,matched,137
6025,matched,154
6026,matched,165
6027,matched,161
6028,matched,145
6029,matched,173
6030,matched,154
6031,matched,150
6032,matched,173
6033,matched,160
6034,matched,152
6035,matched,166
6036,matched,173
6037,matched,171
6038,matched,161
6041,matched,167
6042,matched,177
6043,matched,142
6044,matched,192
6050,matched,142
6051,matched,152
6052,matched,163
6053,matched,165
6054,matched,177
6055,matched,137
6056,matched,141
6057,matched,188
6058,matched,155
6059,matched,167
6060,matched,179
6061,matched,148
6062,matched,162
6063,matched,160
6064,matched,150
6065,matched,154
6066,matched,135
6067,matched,136
6068,matched,159
6069,matched,153
6070,matched,169
6071,matched,137
6072,matched,165
6073,matched,159
6074,matched,153
6076,matched,153
6077,matched,159
6078,matched,174
6079,matched,140
6081,matched,144
6082,matched,170
6083,matched,172
6084,matched,157
6090,matched,160
6100,matched,148
6101,matched,136
6102,matched,178
6103,matched,159
6104,matched,133
6105,matched,156
6106,matched,158
6107,matched,145
6108,matched,163
6109,matched,157
6110,matched,148
6111,matched,159
6112,matched,152
6121,matched,169
6122,matched,152
6123,matched,153
6124,matched,137
6125,matched,162
6126,matched,158
6147,matched,161
6148,matched,147
6149,matched,185
6150,matched,139
6151,matched,161
6152,matched,171
6153,matched,157
6154,matched,161
6155,matched,176
6156,matched,169
6157,matched,168
6158,matched,185
6159,matched,177
6160,matched,163
6161,matched,151
6162,matched,156
6163,matched,159
6164,matched,155
6165,matched,171
6166,matched,184
6167,matched,171
6168,matched,130
6169,matched,161
6170,matched,160
6171,matched,140
6172,matched,146
6173,matched,169
6174,matched,150
6175,matched,150
6176,matched,143
6180,matched,163
6181,matched,152
6182,matched,159
6207,matched,174
6208,matched,137
6209,matched,167
6210,matched,138
6211,matched,137
6213,matched,156
6214,matched,162
6215,matched,151
6218,matched,144
6220,matched,161
6221,matched,166
6223,matched,164
6224,matched,155
6225,matched,172
6226,matched,163
6227,matched,169
6228,matched,141
6229,matched,157
6230,matched,151
6231,postcode_not_in_census,196
6232,matched,124
6233,matched,170
6236,matched,137
6237,matched,163
6239,matched,150
6240,matched,157
6243,matched,141
6244,matched,171
6251,matched,144
6252,matched,157
6253,matched,152
6254,matched,155
6255,matched,161
6256,matched,152
6258,matched,148
6260,matched,168
6262,matched,167
6271,matched,148
6275,matched,166
6280,matched,152
6281,matched,156
6282,matched,151
6284,matched,159
6285,matched,163
6286,matched,156
6288,matched,133
6290,matched,173
6302,matched,142
6304,matched,141
6306,matched,168
6308,matched,148
6309,matched,174
6311,matched,160
6312,matched,151
6313,matched,150
6315,matched,161
6316,matched,179
6317,matched,148
6318,matched,150
6320,matched,160
6321,matched,147
6322,matched,171
6323,matched,140
6324,matched,155
6326,matched,165
6327,matched,157
6328,matched,167
6330,matched,164
6331,postcode_not_in_census,159
6332,postcode_not_in_census,174
6333,matched,158
6335,matched,162
6336,matched,157
6337,matched,128
6338,matched,166
6341,matched,149
6343,matched,161
6346,matched,170
6348,matched,149
6350,matched,170
6351,matched,166
6352,matched,155
6353,matched,155
6355,matched,182
6356,matched,160
6357,matched,161
6358,matched,155
6359,matched,178
6361,matched,161
6363,matched,145
6365,matched,153
6367,matched,162
6368,matched,165
6369,matched,172
6370,matched,155
6372,matched,138
6373,matched,168
6375,matched,153
6383,matched,154
6384,matched,139
6385,matched,148
6386,matched,151
6390,matched,151
6391,matched,158
6392,matched,164
6393,matched,145
6394,matched,163
6395,matched,175
6396,matched,158
6397,matched,142
6398,matched,143
6401,matched,145
6403,matched,132
6405,matched,174
6407,matched,146
6409,matched,189
6410,matched,149
6411,matched,167
6412,matched,174
6413,matched,172
6414,matched,154
6415,matched,158
6418,matched,132
6419,matched,171
6420,matched,160
6421,matched,139
6422,matched,142
6423,matched,156
6424,matched,148
6425,matched,154
6426,matched,155
6427,matched,140
6428,matched,139
6429,matched,156
6430,matched,150
6431,matched,161
6432,matched,154
6433,postcode_not_in_census,152
6434,matched,173
6435,postcode_not_in_census,171
6436,matched,151
6437,matched,152
6438,matched,175
6440,matched,169
6442,matched,160
6443,matched,139
6445,matched,162
6446,matched,153
6447,matched,153
6448,matched,143
6450,matched,173
6452,matched,166
6460,matched,156
6461,matched,170
6462,matched,184
6463,matched,150
6465,matched,161
6466,matched,176
6467,matched,178
6468,matched,152
6470,matched,185
6472,matched,147
6473,matched,163
6475,matched,169
6476,matched,163
6477,matched,147
6479,matched,146
6480,matched,152
6484,matched,155
6485,matched,137
6487,matched,146
6488,matched,166
6489,matched,139
6490,matched,164
6501,matched,159
6502,matched,148
6503,matched,156
6504,matched,159
6505,matched,159
6506,matched,159
6507,matched,150
6509,matched,167
6510,matched,147
6511,matched,166
6512,matched,157
6513,matched,154
6514,matched,169
6515,matched,146
6516,matched,151
6517,matched,188
6518,matched,171
6519,matched,147
6521,matched,171
6522,matched,177
6525,matched,164
6528,matched,160
6530,matched,186
6531,postcode_not_in_census,139
6532,matched,172
6535,matched,151
6536,matched,165
6537,matched,155
6556,matched,128
6558,matched,171
6560,matched,152
6562,matched,141
6564,matched,164
6566,matched,157
6567,matched,153
6568,matched,178
6569,matched,175
6571,matched,167
6572,matched,157
6574,matched,160
6575,matched,157
6603,matched,152
6605,matched,151
6606,matched,142
6608,matched,146
6609,matched,164
6612,matched,154
6613,matched,143
6614,matched,190
6616,matched,151
6620,matched,177
6623,matched,162
6625,matched,137
6627,matched,184
6628,matched,149
6630,matched,148
6631,matched,159
6632,matched,161
6635,matched,148
6638,matched,152
6639,matched,166
6640,matched,166
6642,matched,161
6646,matched,156
6701,matched,173
6705,matched,159
6707,matched,161
6710,matched,162
6711,postcode_not_in_census,146
6712,matched,181
6713,matched,158
6714,matched,173
6716,matched,168
6718,matched,154
6720,matched,148
6721,matched,153
6722,matched,147
6723,postcode_not_in_census,131
6725,matched,162
6726,matched,153
6728,matched,160
6731,postcode_not_in_census,159
6733,postcode_not_in_census,148
6740,matched,164
6743,matched,142
6751,matched,152
6753,matched,151
6754,matched,168
6758,matched,154
6760,matched,150
6761,postcode_not_in_census,156
6762,matched,153
6765,matched,168
6770,matched,150
6798,matched,177
6799,matched,132
6800,postcode_not_in_census,159
6803,postcode_not_in_census,151
6809,postcode_not_in_census,173
6817,postcode_not_in_census,155
6820,postcode_not_in_census,174
6827,postcode_not_in_census,161
6830,postcode_not_in_census,154
6831,postcode_not_in_census,186
6832,postcode_not_in_census,164
6837,postcode_not_in_census,164
6838,postcode_not_in_census,147
6839,postcode_not_in_census,159
6840,postcode_not_in_census,140
6841,postcode_not_in_census,159
6842,postcode_not_in_census,142
6843,postcode_not_in_census,147
6844,postcode_not_in_census,155
6845,postcode_not_in_census,132
6846,postcode_not_in_census,151
6847,postcode_not_in_census,145
6848,postcode_not_in_census,163
6849,postcode_not_in_census,170
6850,postcode_not_in_census,141
6865,postcode_not_in_census,174
6872,postcode_not_in_census,143
6892,postcode_not_in_census,143
6900,postcode_not_in_census,158
6901,postcode_not_in_census,157
6902,postcode_not_in_census,141
6903,postcode_not_in_census,132
6904,postcode_not_in_census,165
6905,postcode_not_in_census,176
6906,postcode_not_in_census,161
6907,postcode_not_in_census,161
6909,postcode_not_in_census,153
6910,postcode_not_in_census,156
6911,postcode_not_in_census,152
6912,postcode_not_in_census,152
6913,postcode_not_in_census,155
6914,postcode_not_in_census,158
6915,postcode_not_in_census,178
6916,postcode_not_in_census,166
6917,postcode_not_in_census,193
6918,postcode_not_in_census,154
6919,postcode_not_in_census,166
6920,postcode_not_in_census,155
6921,postcode_not_in_census,169
6922,postcode_not_in_census,153
6923,postcode_not_in_census,184
6924,postcode_not_in_census,172
6925,postcode_not_in_census,162
6926,postcode_not_in_census,157
6929,postcode_not_in_census,175
6931,postcode_not_in_census,169
6932,postcode_not_in_census,138
6933,postcode_not_in_census,164
6934,postcode_not_in_census,143
6935,postcode_not_in_census,168
6936,postcode_not_in_census,155
6937,postcode_not_in_census,173
6938,postcode_not_in_census,145
6939,postcode_not_in_census,162
6940,postcode_not_in_census,155
6941,postcode_not_in_census,138
6942,postcode_not_in_census,148
6943,postcode_not_in_census,170
6944,postcode_not_in_census,170
6945,postcode_not_in_census,177
6946,postcode_not_in_census,152
6947,postcode_not_in_census,165
6951,postcode_not_in_census,157
6952,postcode_not_in_census,146
6953,postcode_not_in_census,170
6954,postcode_not_in_census,155
6955,postcode_not_in_census,143
6956,postcode_not_in_census,161
6957,postcode_not_in_census,147
6958,postcode_not_in_census,166
6959,postcode_not_in_census,146
6960,postcode_not_in_census,157
6961,postcode_not_in_census,152
6963,postcode_not_in_census,183
6964,postcode_not_in_census,180
6965,postcode_not_in_census,159
6966,postcode_not_in_census,159
6967,postcode_not_in_census,155
6968,postcode_not_in_census,156
6969,postcode_not_in_census,147
6970,postcode_not_in_census,158
6979,postcode_not_in_census,158
6980,postcode_not_in_census,173
6981,postcode_not_in_census,162
6982,postcode_not_in_census,154
6983,postcode_not_in_census,159
6984,postcode_not_in_census,164
6985,postcode_not_in_census,144
6986,postcode_not_in_census,151
6987,postcode_not_in_census,161
6988,postcode_not_in_census,153
6989,postcode_not_in_census,164
6990,postcode_not_in_census,150
6991,postcode_not_in_census,181
6992,postcode_not_in_census,150
6997,postcode_not_in_census,158
7000,matched,155
7001,postcode_not_in_census,146
7002,postcode_not_in_census,178
7004,matched,158
7005,matched,147
7006,postcode_not_in_census,165
7007,matched,135
7008,matched,180
7009,matched,150
7010,matched,152
7011,matched,157
7012,matched,138
7015,matched,135
7016,matched,162
7017,matched,170
7018,matched,180
7019,matched,163
7020,matched,164
7021,matched,163
7022,matched,170
7023,matched,161
7024,matched,171
7025,matched,165
7026,matched,167
7027,matched,139
7030,matched,167
7050,matched,150
7051,postcode_not_in_census,160
7052,matched,141
7053,matched,163
7054,matched,161
7055,matched,152
7109,matched,163
7112,matched,164
7113,matched,148
7116,matched,146
7117,matched,163
7119,matched,167
7120,matched,151
7139,matched,153
7140,matched,161
7150,matched,176
7151,postcode_not_in_census,163
7155,matched,147
7162,matched,140
7163,matched,190
7170,matched,153
7171,matched,171
7172,matched,165
7173,matched,165
7174,matched,153
