merchant_abn,merchant_name,merchant_category,merchant_pricing_level,merchant_take_rate_pct,has_merchant_master_record,total_transactions,total_revenue,avg_transaction_value,unique_consumers,repeat_consumer_share,first_order_date,last_order_date,active_months_all_time,potential_months_in_window,active_months_in_window,transactions_in_window,normalized_monthly_revenue_trend,monthly_revenue_cv,low_sample_short_window,low_sample_few_transactions,low_sample_few_active_months,low_sample_growth_estimate,estimated_bnpl_revenue,regional_data_coverage_rate_all_sources,census_data_coverage_rate,seifa_data_coverage_rate,ato_data_coverage_rate,regional_data_coverage_rate_all_sources_by_count,census_data_coverage_rate_by_count,seifa_data_coverage_rate_by_count,ato_data_coverage_rate_by_count,ato_small_denominator_share_of_matched,census_population,census_median_household_income_weekly,census_avg_household_size,census_single_parent_family_share,census_couple_with_children_family_share,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,seifa_irsd_national_decile,seifa_irsad_national_decile,seifa_ier_national_decile,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_net_tax_payer_share,value_score,customer_score,growth_score,market_score,stability_score,preliminary_score,preliminary_rank,balanced_score,balanced_rank,value_focused_score,value_focused_rank,growth_focused_score,growth_focused_rank,best_rank,worst_rank,rank_range,fraud_risk_index,risk_safety_score,fraud_risk_70c_30knn,risk_safety_70c_30knn,fraud_risk_50c_50knn,risk_safety_50c_50knn,fraud_risk_30c_70knn,risk_safety_30c_70knn,consumer_exposure_percentile,knn_merchant_risk_percentile,knn_confidence_score,knn_out_of_distribution,final_score,final_rank,rank_change_after_fraud,final_score_70c_30knn,final_score_50c_50knn,final_score_30c_70knn,fraud_5_score,fraud_5_rank,fraud_10_score,fraud_10_rank,fraud_15_score,fraud_15_rank,fraud_weight_best_rank,fraud_weight_worst_rank,fraud_weight_rank_range,industry_group,segment_rank
84703983173,Amet Consulting,"computer programming , data processing, and integrated systems design services",C,2.31,True,42415,4249850.571200672,100.19687778381872,19839,0.6422198699531226,2021-02-28,2022-10-26,21,19,19,40157,0.017986095076707,0.1891859907974552,False,False,False,False,98171.54819473551,0.8060528646270075,0.8341316392421839,0.8341316392421839,0.8261359645562476,0.807002239773665,0.8342331722268066,0.8342331722268066,0.827820346575504,0.0946969696969697,9699.769754691386,1607.0278939633731,2.4626840734028046,0.1381906346577826,0.3967238273314502,4.6000536965860235,59.15672903006995,5.470357193681514,5.4712679664152555,5.480119538921303,68777.44072158494,64479.89300504105,0.7359141158886517,96.57228017883756,99.00645802285146,68.84797213237124,48.43517138599106,89.52475740233889,85.76512373478832,5,85.76512373478832,5,89.55819457675398,8,82.87098403794099,5,5,8,3,0.2558012038315165,74.41987961684835,0.3431929362123475,65.68070637876525,0.2558012038315165,74.41987961684835,0.1684094714506855,83.15905285493145,0.4742805347835939,0.037321872879439,0.4590163934426229,False,84.63059932299431,3,2,83.75668199918601,84.63059932299431,85.50451664680263,85.19786152889132,4,84.63059932299431,3,84.06333711709732,3,3,4,1,"Digital, Technology & Communications",1
17488304283,Posuere Cubilia Curae Corporation,"cable, satellite, and other pay television and radio services",A,6.18,True,33901,3317882.8451392637,97.86976328542708,18225,0.5415089163237311,2021-02-28,2022-10-26,21,19,19,32108,0.0167651492934243,0.1833630792874155,False,False,False,False,205045.15982960648,0.8076235606446106,0.8344120559339122,0.8344120559339122,0.8296416684662363,0.8079407687088876,0.8348721276658506,0.8348721276658506,0.8290905872983098,0.1021453730387448,9647.485142917712,1601.740310214465,2.4598980097740553,0.1380355608990626,0.3954090196371135,4.57758188177932,59.10114828816736,5.45505037917898,5.454801153558586,5.470609178623563,68417.54189056889,64315.441350600326,0.7356079938440886,97.91356184798808,98.55936413313464,64.17019158994775,42.10134128166915,93.48096541428217,85.08022684597887,13,85.08022684597887,13,89.55800638719684,9,81.67359970591752,13,9,13,4,0.229837298274571,77.0162701725429,0.2989719461525966,70.10280538474034,0.229837298274571,77.0162701725429,0.1607026503965453,83.92973496034546,0.4026739179696351,0.0570006785795069,0.3770491803278688,False,84.27383117863528,7,6,83.58248469985502,84.27383117863528,84.96517765741552,84.67702901230706,9,84.27383117863528,7,83.87063334496348,5,5,9,4,"Digital, Technology & Communications",2
86772484982,Posuere Cubilia Curae LLC,"digital goods: books, movies, music",A,6.6,True,14420,1256585.8485406716,87.1418757656499,10870,0.2698252069917203,2021-02-28,2022-10-26,21,19,19,13624,0.0159206068326269,0.1698457343145088,False,False,False,False,82934.66600368432,0.8033138056346052,0.8325334422930925,0.8325334422930925,0.8254058210281519,0.8058945908460472,0.8349514563106796,0.8349514563106796,0.8271844660194175,0.096244131455399,9861.302325581397,1614.3997508305647,2.4646436896436894,0.1381702712636887,0.3984194638277562,4.543637873754159,59.29504152823933,5.5196349325965,5.524658795947417,5.52147701582517,69027.91029430239,64629.00740268767,0.7363340409926318,95.03229011425732,95.3551912568306,59.44264742473252,68.05762543467462,98.283155013685,85.78525012895156,4,85.78525012895156,4,88.91346549740693,28,82.21014080287041,8,4,28,24,0.2968966789276383,70.31033210723616,0.3861597612654884,61.38402387345115,0.2968966789276383,70.31033210723616,0.2076335965897881,79.23664034102119,0.5200543847722637,0.0737389730830128,0.0655737704918032,False,84.23775832678002,9,-5,83.34512750340151,84.23775832678002,85.13038915015852,85.01150422786579,6,84.23775832678002,9,83.46401242569425,8,6,9,3,"Digital, Technology & Communications",3
94472466107,Eu Dolor Egestas PC,"cable, satellite, and other pay television and radio services",A,6.23,True,23451,1387558.663861252,59.16842198035274,15010,0.4087941372418388,2021-02-28,2022-10-26,21,19,19,22245,0.0159596772957127,0.1860120783655295,False,False,False,False,86444.90475855602,0.8083746981511739,0.8346823962591939,0.8346823962591939,0.8280536529072475,0.8059784230949639,0.8337384333290692,0.8337384333290692,0.8272141912924822,0.0976338986545698,9520.768412438623,1607.9740180032734,2.461320077892789,0.1376286261878117,0.3962424552979931,4.591898527004908,59.2573342880525,5.499201072109685,5.513117880521623,5.479717540332972,68767.51424236725,64412.7084186972,0.7354434439753414,95.7029309488326,97.64033780427222,59.84075640706643,64.35668156979632,91.86364767355064,85.30433032514334,11,85.30433032514334,11,88.66475152118346,37,81.62124252819474,16,11,37,26,0.2998611779789648,70.01388220210352,0.3985434912877188,60.14565087122812,0.2998611779789648,70.01388220210352,0.2011788646702108,79.88211353297892,0.5465669612508498,0.0531553947070798,0.2131147540983606,False,83.77528551283936,14,-3,82.78846237975182,83.77528551283936,84.7621086459269,84.53980791899134,11,83.77528551283936,14,83.01076310668736,18,11,18,7,"Digital, Technology & Communications",4
78760357380,Nibh Aliquam Corp.,"computers, computer peripheral equipment, and software",C,1.61,True,20225,6031585.644893512,298.2242593272441,13653,0.3652677067311213,2021-02-28,2022-10-26,21,19,19,19115,0.016731475405615,0.1833712777055455,False,False,False,False,97108.52888278555,0.8071777765049896,0.8359005176288974,0.8359005176288974,0.8264754151134629,0.8047960444993819,0.8334239802224969,0.8334239802224969,0.8243757725587144,0.0977028729082948,9432.3087921215,1605.3786782154723,2.4638963200760937,0.1379351370507008,0.3962340521909777,4.589445894636925,59.0411248220219,5.487532141362196,5.472642468456617,5.512228667105185,68653.6058750105,64330.60075357175,0.7351762568074562,96.4729259811227,97.0193740685544,64.02090072157253,48.95678092399404,93.4560836028863,84.91499208862227,18,84.91499208862227,18,88.91340060445621,29,81.64246715829566,15,15,29,14,0.2842144846355484,71.57855153644516,0.3717523481572637,62.82476518427362,0.2842144846355484,71.57855153644516,0.1966766211138329,80.3323378886167,0.5030591434398368,0.0653698258312599,0.639344262295082,False,83.58134803340457,21,-3,82.7059693981874,83.58134803340457,84.45672666862171,84.24817006101341,21,83.58134803340457,21,82.9145260057957,25,21,25,4,"Digital, Technology & Communications",5
68216911708,Placerat Eget Venenatis Limited,"computers, computer peripheral equipment, and software",C,3.05,True,180825,6965563.782349261,38.521021884967574,24065,0.9962601288177853,2021-02-28,2022-10-26,21,19,19,171203,0.0153375004431047,0.1839052156004435,False,False,False,False,212449.69536165244,0.807832176401501,0.8350722504659982,0.8350722504659982,0.8285422959288777,0.8087100788054749,0.8355205309000415,0.8355205309000415,0.8295644960597263,0.0981027425569643,9707.791723754492,1606.6505232223346,2.4637408325928742,0.1380451657961509,0.3961283282370267,4.5975079922956645,59.15834607467436,5.481554317103088,5.4775411978027835,5.506652978507813,68716.41356839014,64409.89868456946,0.7359062428592772,98.03775459513164,99.75161450571288,56.008957452102514,51.19225037257824,93.18238367753172,84.6476040842758,27,84.6476040842758,27,89.09131915255493,22,80.35903137444383,58,22,58,36,0.2678136346658946,73.21863653341055,0.361096066591515,63.8903933408485,0.2678136346658946,73.21863653341055,0.1745312027402741,82.54687972597259,0.5010197144799456,0.0346075548518434,0.5573770491803278,False,83.50470732918927,23,4,82.57188300993307,83.50470732918927,84.43753164844547,84.07615570673252,23,83.50470732918927,23,82.933258951646,23,23,23,0,"Digital, Technology & Communications",6
94690988633,Eu Placerat LLC,"computers, computer peripheral equipment, and software",A,6.16,True,31353,6331376.663970801,201.9384640694926,17575,0.5155618776671408,2021-02-28,2022-10-26,21,19,19,29703,0.0156575474309443,0.1840824822198221,False,False,False,False,390012.80250060133,0.807628740761835,0.8341716839868373,0.8341716839868373,0.8286052567797892,0.8110228686250119,0.8376550888272255,0.8376550888272255,0.830574426689631,0.0946200222725701,9783.004569165749,1601.1061950272249,2.458129864184333,0.1382446410501887,0.3952500637496937,4.629372120473663,59.130723832007064,5.469199769717904,5.471464210324314,5.470389560545001,68793.63715249268,64449.05471944745,0.7361245582114516,99.20516641828118,98.46000993541976,57.82532968400099,48.48484848484848,93.0330928091565,84.74506711599781,23,84.74506711599781,23,89.35007484938346,15,80.64434126671287,44,15,44,29,0.2969085703428207,70.30914296571792,0.391424090766762,60.8575909233238,0.2969085703428207,70.30914296571792,0.2023930499188795,79.76069500811205,0.5331973714026739,0.0606197692829676,0.7213114754098361,False,83.30147470096983,28,-5,82.35631949673042,83.30147470096983,84.24662990520925,84.02327090848381,25,83.30147470096983,28,82.57967849345582,30,25,30,5,"Digital, Technology & Communications",7
35909341340,Arcu Sed Eu Incorporated,"computer programming , data processing, and integrated systems design services",B,4.8,True,37985,9528214.064781647,250.84149176732,19131,0.5858031467252104,2021-02-28,2022-10-26,21,19,19,35930,0.0149198480209289,0.1880823958784583,False,False,False,False,457354.27510951913,0.8159448609525273,0.8424864591944652,0.8424864591944652,0.8353503409741845,0.815058575753587,0.841542714229301,0.841542714229301,0.8347505594313545,0.0961902359026113,9564.34048676719,1605.6280422949385,2.461786911437606,0.1379192508417476,0.3958904289900298,4.582622161046114,59.10619095288734,5.481726528040328,5.482640201638311,5.503339634530561,68621.9295874568,64340.82438301014,0.7356610535090692,99.6274217585693,98.88226527570792,53.67006718089077,53.42771982116245,90.34585717840258,84.23745684155256,41,84.23745684155256,41,88.84530966730682,32,79.67897920792777,85,32,85,53,0.2521745272252669,74.78254727747331,0.3376632026256654,66.23367973743346,0.2521745272252669,74.78254727747331,0.1666858518248683,83.33141481751316,0.4658962157262633,0.0384528387242705,0.918032786885246,False,83.29196588514463,29,12,82.43707913114065,83.29196588514463,84.14685263914862,83.7647113633486,37,83.29196588514463,29,82.81922040694066,27,27,37,10,"Digital, Technology & Communications",8
45433476494,Adipiscing Elit Foundation,"computers, computer peripheral equipment, and software",A,5.82,True,15854,7156933.572745653,451.4276253781792,11522,0.2991668113174796,2021-02-28,2022-10-26,21,19,19,15025,0.0166120887654789,0.20522524741898,False,False,False,False,416533.53393379704,0.8122458190572054,0.8368761635271182,0.8368761635271182,0.8344879530355452,0.8122871199697237,0.8370758168285606,0.8370758168285606,0.8331651318279298,0.0968279203573321,9684.41684876799,1605.5149574259665,2.4627859569648956,0.1390048370155683,0.3961387897596236,4.647773340366223,58.95635596413231,5.459752674303922,5.462635611865564,5.463318412867006,69075.92664480275,64636.56591783876,0.7358155325448454,99.4535519125683,95.71535022354696,63.49838268225927,45.28067560854446,80.44289624284647,83.0590816633905,80,83.0590816633905,80,87.56548394010714,70,79.65047482481067,87,70,87,17,0.2158919742839945,78.41080257160054,0.2753770155243962,72.46229844756039,0.2158919742839945,78.41080257160054,0.1564069330435928,84.35930669564071,0.3646045773849988,0.0671793711829902,0.639344262295082,False,82.59425375421151,46,34,81.9994033418075,82.59425375421151,83.18910416661552,82.826667708801,61,82.59425375421151,46,82.361839799622,35,35,61,26,"Digital, Technology & Communications",9
34096466752,Nullam Enim Ltd,"computers, computer peripheral equipment, and software",B,3.22,True,18458,9230427.29779036,500.0773267846115,12830,0.3388932190179267,2021-02-28,2022-10-26,21,19,19,17464,0.0138974096841957,0.1822339408879313,False,False,False,False,297219.7589888496,0.8080333661282129,0.833979910671659,0.833979910671659,0.8273715255194435,0.8085924802253766,0.835951890779066,0.835951890779066,0.8284754577960776,0.097436568140204,9608.287103046014,1614.8224238496437,2.467353170478169,0.1373192264518785,0.3973336614590051,4.592093324692166,59.34832793259884,5.507217976353779,5.51270494480371,5.511463844797178,68783.60649527088,64671.1827433926,0.7367461776770206,98.75807252856433,96.5598609041232,47.44961433192336,64.25732737208148,94.27718337895,83.82462009503541,56,83.82462009503541,56,88.11508026269159,48,78.80368485659338,129,48,129,81,0.2932790233949754,70.67209766050246,0.3846236569556347,61.53763430443653,0.2932790233949754,70.67209766050246,0.2019343898343162,79.80656101656838,0.5216406072966236,0.0649174394933273,0.8688524590163934,False,82.50936785158211,47,9,81.59592151597553,82.50936785158211,83.4228141871887,83.16699397330876,51,82.50936785158211,47,81.85174172985548,52,47,52,5,"Digital, Technology & Communications",10
38090089066,Interdum Feugiat Sed Inc.,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",B,3.24,True,51816,8891003.866598837,171.58800113090237,21286,0.7149300009395847,2021-02-28,2022-10-26,21,19,19,49130,0.0163040874609758,0.1827434282451794,False,False,False,False,288068.5252778024,0.8104103847816602,0.8375693886895064,0.8375693886895064,0.8299761684823144,0.8085919407132932,0.8355720240852247,0.8355720240852247,0.8288945499459627,0.0961117578579743,9693.39419345898,1611.9159044715448,2.464215323401497,0.1377957751770991,0.3968775872166327,4.582968403547664,59.20563100517358,5.503782324325583,5.499266810976887,5.520005586202081,68932.14511478457,64606.81498086685,0.7364427680147986,98.6835568802782,99.2548435171386,61.607365016173176,59.71187282662692,93.9288380194078,86.80076393217661,2,86.80076393217661,2,90.60315772806442,1,83.06458041392308,4,1,4,3,0.3036202234632691,69.63797765367309,0.4126729271892236,58.73270728107765,0.3036202234632691,69.63797765367309,0.1945675197373145,80.54324802626854,0.5762519827781555,0.0309884641483827,0.918032786885246,False,85.08448530432625,1,1,83.99395826706672,85.08448530432625,86.1750123415858,85.94262461825143,2,85.08448530432625,1,84.22634599040109,1,1,2,1,"Home, Garden & Living",1
90568944804,Diam Eu Dolor LLC,tent and awning shops,B,4.1,True,10732,9618324.530454507,896.2285250143971,8698,0.2007358013336399,2021-02-28,2022-10-26,21,19,19,10163,0.0203844249272461,0.2012152149430404,False,False,False,False,394351.30574863486,0.811644427256621,0.8374064601657556,0.8374064601657556,0.8317471893694315,0.8110324263883713,0.8358181140514349,0.8358181140514349,0.8305068952664927,0.100078536968473,9732.677034559643,1608.320624303233,2.4610050251256284,0.1376225459157951,0.3965758996156036,4.525964325529546,59.27420289855073,5.517353700999663,5.521284960125801,5.521397281815118,68745.25803630927,64284.77994669344,0.7363875991240953,99.23000496770987,93.16939890710384,75.16795222692213,67.01440635866865,82.48320477730779,87.16886301493639,1,87.16886301493639,1,89.98274558242784,4,85.06568804388792,1,1,4,3,0.3617359528685809,63.82640471314191,0.4905063349207859,50.94936650792141,0.3617359528685809,63.82640471314191,0.2329655708163758,76.70344291836241,0.6836619079990935,0.0398099977380683,0.3278688524590164,False,84.83461718475695,2,-1,83.5469133642349,84.83461718475695,86.122321005279,86.00174009984667,1,84.83461718475695,2,83.66749426966722,6,1,6,5,"Home, Garden & Living",2
49212265466,Auctor Company,"florists supplies, nursery stock, and flowers",B,4.5,True,36052,8140124.786927128,225.78843855894615,18683,0.5684311941337045,2021-02-28,2022-10-26,21,19,19,34084,0.0159858083712216,0.1817239374059164,False,False,False,False,366305.6154117208,0.8057787565766509,0.8315674224822271,0.8315674224822271,0.8262678398567211,0.807056473982026,0.8336292022633973,0.8336292022633973,0.8277488072783756,0.0950338449165605,9628.277799960071,1606.310075197977,2.4646850931884035,0.1381615098755345,0.3964931116555154,4.595651161243102,59.107939043055815,5.467539003522899,5.473477604428787,5.491360509981547,68661.0724632861,64457.57853217381,0.7358944503965167,99.05613512170888,98.78291107799303,60.01492908683752,49.50322901142573,94.57576511570042,85.55224179187606,8,85.55224179187606,8,89.98194739913379,5,81.66178239057471,14,5,14,9,0.2750520210972157,72.49479789027842,0.3655297397374139,63.4470260262586,0.2750520210972157,72.49479789027842,0.1845743024570175,81.54256975429824,0.5012463176977113,0.0488577244967202,0.8852459016393442,False,84.2464974017163,8,0,83.34172021531431,84.2464974017163,85.15127458811827,84.89936959679618,8,84.2464974017163,8,83.59362520663642,7,7,8,1,"Home, Garden & Living",3
76314317957,Semper Corp.,"florists supplies, nursery stock, and flowers",A,5.93,True,33333,4984309.616983732,149.53078381735014,18071,0.5356648774279232,2021-02-28,2022-10-26,21,19,19,31527,0.0164459451288865,0.187668944632947,False,False,False,False,295569.5602871353,0.8115678040301006,0.8412369177394124,0.8412369177394124,0.8312892572485072,0.8093480934809348,0.8375783757837578,0.8375783757837578,0.8286982869828698,0.0953553198421605,9711.681722124718,1604.3601490024714,2.4634246968501072,0.138284224025547,0.3963676568598198,4.578806547512461,59.17954081449919,5.466820542412003,5.469777841892672,5.486151182919793,68542.49188118942,64352.31300182503,0.7362431873265656,98.73323397913562,98.53452558370591,62.527992037820354,47.96323894684551,90.61955710375716,85.14845745747935,12,85.14845745747935,12,89.49721930615964,10,81.53786868311931,17,10,17,7,0.2858076779894979,71.41923220105019,0.3770590459507348,62.29409540492652,0.2858076779894979,71.41923220105019,0.194556310028261,80.5443689971739,0.5139360978925901,0.0576792580864057,0.6229508196721312,False,83.77553493183643,13,-1,82.86302125222407,83.77553493183643,84.6880486114488,84.46199619465789,13,83.77553493183643,13,83.08907366901498,15,13,15,2,"Home, Garden & Living",4
57900494384,Porttitor Tellus Corporation,tent and awning shops,A,6.39,True,67098,1389638.2352600622,20.710576101524072,22627,0.8160162637556901,2021-02-28,2022-10-26,21,19,19,63421,0.0153873231822335,0.1804248497196621,False,False,False,False,88797.88323311796,0.8078975884838424,0.835192196969208,0.835192196969208,0.8295821648270858,0.8065367075024591,0.8334972726459805,0.8334972726459805,0.8282512146412709,0.0962860330370317,9608.903443836498,1606.4150663376604,2.463861918240126,0.1379095897653787,0.3965361234919227,4.591181203733483,59.12095089940244,5.4944773779707745,5.489342150309015,5.509973152669417,68850.54184388202,64529.60192094235,0.7354706655377925,95.926477893691,99.4535519125683,56.38218462304055,56.18479880774962,95.29733764618064,84.83084879855954,21,84.83084879855954,21,88.79514741638914,33,80.70006577055065,43,21,43,22,0.2623772076835149,73.7622792316485,0.3543898414920486,64.56101585079514,0.2623772076835149,73.7622792316485,0.1703645738749811,82.9635426125019,0.4924087922048493,0.0323456231621805,0.1967213114754098,False,83.72399184186844,15,6,82.8038655037831,83.72399184186844,84.64411817995378,84.27742032021399,20,83.72399184186844,15,83.17056336352289,12,12,20,8,"Home, Garden & Living",5
49891706470,Non Vestibulum Industries,tent and awning shops,A,5.8,True,247526,7171594.31378412,28.97309500328903,24078,0.9997508098679292,2021-02-28,2022-10-26,21,19,19,234145,0.0151352384748438,0.1844539506681849,False,False,False,False,415952.47019947896,0.8079633135973807,0.8356878174481372,0.8356878174481372,0.8288464848046813,0.808201966662088,0.8357829076541454,0.8357829076541454,0.8291654210062781,0.0971009549795361,9637.779401386324,1604.696067247363,2.462557086471177,0.1381172414202441,0.3963415984703548,4.60290944421359,59.12417366757287,5.475220519114904,5.476160556424157,5.486861395638812,68607.61199498708,64374.558684682735,0.7357318686743999,99.4287133631396,99.85096870342772,55.063448619059464,50.670640834575266,92.75939288380194,84.78501892463852,22,84.78501892463852,22,89.44118578827074,11,80.3273796832161,60,11,60,49,0.2715517676614296,72.84482323385704,0.365967543714918,63.403245628508195,0.2715517676614296,72.84482323385704,0.1771359916079412,82.28640083920588,0.5075912077951507,0.0355123275277086,0.4754098360655737,False,83.59099935556037,20,2,82.64684159502549,83.59099935556037,84.53515711609526,84.18800914009944,22,83.59099935556037,20,82.9939895710213,20,20,22,2,"Home, Garden & Living",6
64203420245,Pede Nonummy Corp.,tent and awning shops,C,2.86,True,260780,7549445.230213003,28.94947937040035,24081,0.9998338939412816,2021-02-28,2022-10-26,21,19,19,246997,0.0151908114439467,0.18593190257126,False,False,False,False,215914.13358409188,0.8073887522611249,0.8344544351600031,0.8344544351600031,0.827998551286364,0.8069522202622901,0.834304777973771,0.834304777973771,0.8278433928982284,0.0961067234870417,9683.264995173968,1607.221652801397,2.4631715886955097,0.1378426792819358,0.3962728079259072,4.5947892632256995,59.12808659282129,5.480394654561456,5.478703939597471,5.4926697084095695,68764.00252327322,64457.0678288184,0.7358688269313809,98.06259314456037,99.97516145057128,55.33714854441404,51.93740685543964,91.8885294849465,84.45701812317967,34,84.45701812317967,34,88.89954966764302,30,80.0888452478645,66,30,66,36,0.280956416271905,71.90435837280951,0.379405483572343,62.059451642765694,0.280956416271905,71.90435837280951,0.1825073489714669,81.74926510285331,0.5270790845230002,0.0348337480208097,0.4918032786885246,False,83.20175214814265,30,4,82.21726147513827,83.20175214814265,84.18624282114703,83.82938513566116,32,83.20175214814265,30,82.57411916062415,31,30,32,2,"Home, Garden & Living",7
75454398468,Tempus Non Lacinia Corporation,tent and awning shops,B,4.9,True,5968,8074176.51388507,1352.9116142568816,5320,0.1116541353383458,2021-02-28,2022-10-26,21,19,19,5656,0.017538526842608,0.1971228841537264,False,False,False,False,395634.6491803684,0.8032050275277394,0.8342969266759175,0.8342969266759175,0.8232642761087037,0.806970509383378,0.8349530831099196,0.8349530831099196,0.827245308310992,0.0990480048612517,9229.559100943206,1601.6030503712625,2.4685047293217957,0.1384033348056054,0.3962647017490116,4.686694762191446,59.09574553481835,5.4874392220421395,5.49371961102107,5.47933549432739,68691.2562378354,64420.09130915429,0.7353113848858075,99.2548435171386,88.6736214605067,67.00671808907688,57.873820168902135,84.87185867131127,83.86436285567054,54,83.86436285567054,54,87.54582029448545,72,81.16861141569596,31,31,72,41,0.2350767736929912,76.49232263070087,0.26848771388722,73.151228611278,0.2350767736929912,76.49232263070087,0.2016658334987623,79.83341665012375,0.3186041241785633,0.1515494232074191,0.2459016393442623,False,83.12715883317357,31,23,82.79304943123128,83.12715883317357,83.46126823511585,83.49576084442204,43,83.12715883317357,31,82.75855682192508,29,29,43,14,"Home, Garden & Living",8
37379915451,Tempor Est Ac Corporation,"lawn and garden supply outlets, including nurseries",C,1.57,True,26467,5724909.179273892,216.3036679364451,16051,0.4496916079995016,2021-02-28,2022-10-26,21,19,19,25066,0.0159831995642027,0.1937118202108667,False,False,False,False,89881.07411460011,0.8064056721553909,0.833937679457057,0.833937679457057,0.8270662623953423,0.8048891071900858,0.8322817092983715,0.8322817092983715,0.8262742282842785,0.0963006996204673,9591.353005266024,1612.984928273107,2.4672775226228816,0.1379626796589962,0.396856421121764,4.58502814599601,59.19838387506812,5.502653005214527,5.508416430335743,5.528176745037051,68811.81612726352,64518.22355955359,0.7361692720533993,96.07550919026328,97.9384003974168,59.99004727544165,62.66766020864382,86.96193082856432,84.61631795667054,30,84.61631795667054,30,88.0909835014926,49,80.91462720483071,37,30,49,19,0.3060819001743374,69.39180998256627,0.4024572071791549,59.75427928208451,0.3060819001743374,69.39180998256627,0.2097065931695198,79.029340683048,0.5470201676863812,0.0651436326622936,0.6557377049180328,False,83.09386715926013,33,-3,82.13011408921194,83.09386715926013,84.0576202293083,83.85509255796532,31,83.09386715926013,33,82.3326417605549,37,31,37,6,"Home, Garden & Living",9
76767266140,Phasellus At Limited,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",B,4.65,True,43585,9349434.10354184,214.51036144411705,20160,0.6450396825396826,2021-02-28,2022-10-26,21,19,19,41233,0.0148744651664502,0.187109212039324,False,False,False,False,434748.6858146956,0.804596197936865,0.8326301063530506,0.8326301063530506,0.8257240613574564,0.8049328897556499,0.8329012274865206,0.8329012274865206,0.8262246185614317,0.0999694537780122,9624.941353093493,1606.9406644262024,2.4622489516662953,0.1375766069311215,0.3962916497007347,4.576227205112658,59.2319128422676,5.4864444876099565,5.4922995809862085,5.5073396786635955,68649.48192222044,64378.57534124391,0.7354933305984226,99.50322901142572,99.05613512170888,53.19731276436925,57.32737208147044,91.01766608609108,84.63985215778949,28,84.63985215778949,28,89.0639408166401,24,80.03161522756967,70,24,70,46,0.3097393304405416,69.02606695594584,0.4216015860277511,57.83984139722489,0.3097393304405416,69.02606695594584,0.1978770748533319,80.2122925146668,0.5893949694085656,0.0300836914725175,0.9016393442622952,False,83.07847363760513,35,-7,81.95985108173304,83.07847363760513,84.19709619347722,83.8591628976973,29,83.07847363760513,35,82.29778437751294,40,29,40,11,"Home, Garden & Living",10
86578477987,Leo In Consulting,"watch, clock, and jewelry repair shops",A,6.43,True,272674,9539822.77287038,34.98618413515912,24081,0.9999169469706408,2021-02-28,2022-10-26,21,19,19,258319,0.015149560341297,0.1806698730088095,False,False,False,False,613410.6042955653,0.8087525903045766,0.8356543632697554,0.8356543632697554,0.8294068933346994,0.8083645672121288,0.8353198324739433,0.8353198324739433,0.8292943221575948,0.0988161519853887,9657.147275760635,1606.6157351714448,2.462650692492713,0.1376292644445508,0.3967652270665946,4.584428151205258,59.14393642709893,5.48305399548932,5.48383673108389,5.501596426834122,68694.65277197704,64434.78437388401,0.7357459692786412,99.92548435171386,99.97516145057128,55.11321224185121,53.80029806259314,95.17292858920128,85.65004721116672,7,85.65004721116672,7,90.19692013111587,2,81.1663361452376,32,2,32,30,0.2545612418901958,74.54387581098042,0.3442617847896805,65.57382152103195,0.2545612418901958,74.54387581098042,0.164860698990711,83.5139301009289,0.4788125991389078,0.0303098846414838,0.639344262295082,False,84.5394300711481,4,3,83.64242464215326,84.5394300711481,85.43643550014295,85.0947386411574,5,84.5394300711481,4,83.98412150113879,4,4,5,1,"Mobility, Health & Specialist Services",1
96680767841,Ornare Limited,motor vehicle supplies and new parts,A,5.91,True,31134,9806731.153473794,314.984619819933,17471,0.5088432259172343,2021-02-28,2022-10-26,21,19,19,29496,0.0166651467464018,0.1884501577025701,False,False,False,False,579577.8111703013,0.8117552280656352,0.8384825703275128,0.8384825703275128,0.8325720227906191,0.8132909359542623,0.8394359863814479,0.8394359863814479,0.8336224063724545,0.0968636818987439,9606.876946623304,1609.6684522670748,2.462524435585867,0.1376787428517787,0.3959994685326436,4.564729290223846,59.21367132198209,5.480579531442664,5.472564734895191,5.4938733045622685,68813.72496758029,64465.95770894623,0.7367441584253189,99.85096870342772,98.43517138599104,63.77208260761383,48.90710382513661,90.09703906444388,85.7237662212291,6,85.7237662212291,6,90.07490376993437,3,82.18666747751953,9,3,9,6,0.2935376104190939,70.6462389580906,0.3991001325328975,60.089986746710245,0.2935376104190939,70.6462389580906,0.1879750883052903,81.20249116947097,0.557443915703603,0.0296313051345849,0.9672131147540984,False,84.21601349491526,10,-4,83.16038827377722,84.21601349491526,85.27163871605329,84.96988985807216,7,84.21601349491526,10,83.46213713175833,9,7,10,3,"Mobility, Health & Specialist Services",2
