transaction_date,transaction_count,total_amount,average_amount,active_users,active_merchants,transaction_count_7d_ma,total_amount_7d_ma
2021-12-11,34691,5769457.120934583,166.3099109548466,18414,2467,31803.0,5240524.026215991
2021-12-12,34132,5635617.959832357,165.11244462183163,18207,2468,32286.85714285714,5293794.951140253
2021-12-13,33795,5599176.663250491,165.68062326529045,18193,2473,32721.14285714286,5385928.248898308
2021-12-14,33703,5804432.4809723,172.22302112489393,18102,2467,33404.42857142857,5546858.904298975
2021-12-15,34188,5685982.917154821,166.31516664194515,18336,2481,33916.57142857143,5646477.10227191
2021-12-16,34755,5737948.616034184,165.0970685091119,18337,2515,34221.142857142855,5698566.979093797
2021-12-17,34748,5771698.848106861,166.1016129879953,18337,2487,34287.42857142857,5714902.086612229
2021-12-18,33356,5550407.24276614,166.39906591815986,18049,2506,34096.71428571428,5683609.246873879
2021-12-19,32249,5303906.067581323,164.46730340727845,17784,2411,33827.71428571428,5636221.83369516
2021-12-20,30239,5064496.467747597,167.48227347953295,17252,2426,33319.71428571428,5559838.948623319
2021-12-21,28376,4823551.51834449,169.98701432000598,16662,2332,32558.714285714286,5419713.096819346
2021-12-22,27717,4716745.921626974,170.17519650853174,16605,2352,31634.285714285714,5281250.668886796
2021-12-23,29268,4875255.924322616,166.57290981012082,16944,2375,30850.428571428572,5158008.855785144
2021-12-24,26983,4494659.366049373,166.5737451747164,16153,2321,29741.14285714286,4975574.644062645
2021-12-25,17579,2812738.639669456,160.00561122188157,12477,2059,27487.285714285714,4584479.129334547
2021-12-26,44819,7618964.841869448,169.99408380083108,20388,2684,29283.0,4915201.811375707
2021-12-27,30895,5233974.287212179,169.41169403502764,17417,2430,29376.714285714286,4939412.928442076
2021-12-28,27311,4710884.435880913,172.49036783277484,16381,2325,29224.571428571428,4923317.63094728
2021-12-29,25065,4079854.6052158135,162.7709796615126,15501,2280,28845.714285714286,4832333.157174258
2021-12-30,25267,4156411.088016641,164.49958792166228,15642,2298,28274.14285714286,4729641.037701975
2021-12-31,21928,3749551.6317589777,170.99378109079615,14452,2194,27552.0,4623197.07566049
2022-01-01,15464,2653830.7144912193,171.61347093192055,11444,1990,27249.85714285714,4600495.94349217
2022-01-02,17590,2938283.5470416616,167.0428395134543,12400,2024,23360.0,3931827.1870882013
2022-01-03,17862,3033929.882880825,169.85387318781912,12709,2053,21498.14285714286,3617535.1293265787
2022-01-04,16335,2655946.0066913343,162.59234812925217,11849,1975,19930.14285714286,3323972.49658521
2022-01-05,16125,2743205.656110327,170.12128099909006,11731,2017,18653.0,3133022.6467129984
2022-01-06,15914,2640828.6342805373,165.94373723014562,11630,1969,17316.85714285714,2916510.86760784
2022-01-07,17436,2774869.1757348757,159.1459724555446,12367,2027,16675.14285714286,2777270.5167472544
2022-01-08,18123,2907483.999493136,160.4306130051943,12757,2059,17055.0,2813506.700318957
2022-01-09,18533,3195141.6635952066,172.40283082043956,12955,2069,17189.714285714286,2850200.716969463
2022-01-10,18544,3109025.1664342424,167.6566634185851,12992,2108,17287.14285714286,2860928.614619951
2022-01-11,16949,2870255.49686404,169.34659843436427,12195,1991,17374.85714285714,2891544.256073195
2022-01-12,16704,2882391.325390727,172.55695195107322,12016,2020,17457.571428571428,2911427.923113252
2022-01-13,16578,2791449.278346027,168.38275294643665,11995,1991,17552.428571428572,2932945.1579797505
2022-01-14,17946,2936283.5478056776,163.6177169177353,12660,2068,17625.285714285714,2956004.353989865
2022-01-15,18848,3207166.794655578,170.15952857892498,13047,2114,17728.85714285714,2998816.1818702137
2022-01-16,18998,3227719.9962157793,169.8978837885977,13184,2077,17795.285714285714,3003470.229387439
2022-01-17,18823,3146734.008434402,167.17494599343365,13043,2073,17835.14285714286,3008857.206816033
2022-01-18,17625,2913154.9688998624,165.28538830637518,12432,2043,17931.714285714286,3014985.7028211504
2022-01-19,16712,2667155.0914108255,159.59520652290723,12026,1985,17932.85714285714,2984237.6693954505
2022-01-20,17239,2844866.7084785327,165.02504254762647,12332,2032,18027.285714285714,2991868.730842951
2022-01-21,18647,3070378.8192508267,164.65805862877818,12927,2075,18127.428571428572,3011025.198192258
2022-01-22,19405,3240745.7911433657,167.00570941218066,13316,2135,18207.0,3015822.1976905135
2022-01-23,19382,3283011.7758004097,169.3845720668873,13275,2094,18261.85714285714,3023721.0233454606
2022-01-24,18786,3090897.582033546,164.53196966004185,12940,2083,18256.571428571428,3015744.391002481
2022-01-25,17962,2988800.2723104735,166.3957394672349,12668,2093,18304.714285714286,3026550.8629182833
2022-01-26,16498,2796329.178232727,169.49504050386273,11952,2004,18274.14285714286,3045004.30389284
2022-01-27,16700,2849995.814335856,170.65843199615904,12141,2027,18197.14285714286,3045737.0333010294
2022-01-28,18600,3081317.5201031165,165.66223226360842,13009,2069,18190.428571428572,3047299.7048513563
2022-01-29,19174,3179068.2126904232,165.80099158706702,13228,2107,18157.428571428572,3038488.622215222
2022-01-30,19485,3191529.634467006,163.7941819074676,13289,2067,18172.14285714286,3025419.7448818786
2022-01-31,19491,3415733.950037528,175.24672669629715,13367,2124,18272.85714285714,3071824.940311019
2022-02-01,17783,2836176.49835914,159.4880784096688,12526,2001,18247.285714285714,3050021.544032257
2022-02-02,17313,2863492.6234503314,165.39551917347262,12396,2051,18363.714285714286,3059616.3219204857
2022-02-03,17270,2877346.591888406,166.60953050888278,12269,2054,18445.14285714286,3063523.575856564
2022-02-04,18642,3009683.6661762027,161.44639342217587,13066,2045,18451.14285714286,3053290.1681527197
2022-02-05,19130,3197806.532506786,167.16186787803375,13257,2128,18444.85714285714,3055967.0709836287
2022-02-06,19311,3096294.370142267,160.3383755446257,13243,2055,18420.0,3042362.0332229515
2022-02-07,19379,3124480.7919157585,161.2302385012518,13313,2088,18404.0,3000754.439205556
2022-02-08,18506,3113590.7009241707,168.24763324998221,12960,2074,18507.285714285714,3040385.039571989
2022-02-09,17975,2978574.5389110562,165.7065112050657,12732,2063,18601.85714285714,3056825.313209235
2022-02-10,17785,2959779.840907196,166.42000792281112,12616,2009,18675.428571428572,3068601.491640491
2022-02-11,19265,3168218.5112038455,164.4546333352632,13227,2100,18764.428571428572,3091249.3266444397
2022-02-12,20026,3438830.6956511755,171.71830099127013,13540,2129,18892.428571428572,3125681.3499507816
2022-02-13,20875,3494484.5526258466,167.400457610819,13946,2159,19115.85714285714,3182565.66173415
2022-02-14,19895,3252665.3522183048,163.49159850305628,13521,2113,19189.571428571428,3200877.7417773707
2022-02-15,18527,3009836.6608451065,162.45677448292258,13005,2066,19192.571428571428,3186055.7360517904
2022-02-16,17456,3001966.233535932,171.97331768652222,12429,2025,19118.428571428572,3189397.406712487
2022-02-17,17464,2836268.9605000513,162.40660561727276,12432,2046,19072.571428571428,3171752.9952257513
2022-02-18,18792,3000332.9282015553,159.66011750753273,13080,2050,19005.0,3147769.340511139
2022-02-19,19357,3326870.7685512896,171.8691309888562,13351,2086,18909.428571428572,3131775.065211155
2022-02-20,19691,3304307.6383184935,167.8080157594075,13485,2133,18740.285714285714,3104606.934595819
2022-02-21,20137,3359485.6412929613,166.83148638292502,13567,2134,18774.85714285714,3119866.9758921983
2022-02-22,17991,3098191.816526067,172.20787152054177,12687,2066,18698.285714285714,3132489.1409894787
2022-02-23,18068,2970966.367890694,164.43249766939863,12763,2094,18785.714285714286,3128060.5887544444
2022-02-24,18193,3041036.5093039796,167.15420817369207,12837,2037,18889.85714285714,3157313.0957264346
2022-02-25,19707,3331997.4245628435,169.0768470372377,13471,2087,19020.571428571428,3204693.738063761
2022-02-26,20527,3447607.018549151,167.95474343786967,13807,2165,19187.714285714286,3221941.7737777415
2022-02-27,20778,3554074.332521633,171.049876432844,13979,2140,19343.0,3257622.7300924757
2022-02-28,20925,3468015.0784509582,165.73548762011748,14019,2173,19455.571428571428,3273126.935400761
2022-03-01,18191,3036450.09028423,166.92046013326535,12750,2029,19484.14285714286,3264306.6887947842
2022-03-02,18391,3148137.119909106,171.17813712735065,12845,2087,19530.285714285714,3289616.7962259864
2022-03-03,19262,3217711.7876944267,167.0497242079964,13305,2101,19683.0,3314856.1217103354
2022-03-04,20198,3390141.977497834,167.84542912653896,13695,2162,19753.14285714286,3323162.486415334
2022-03-05,21188,3543960.3278973815,167.26261694814903,14050,2121,19847.571428571428,3336927.2448936524
2022-03-06,20399,3419770.6816824344,167.6440355744122,13752,2118,19793.428571428572,3317741.0090594813
2022-03-07,20126,3324493.2613051594,165.1840038410593,13630,2118,19679.285714285714,3297237.892324367
2022-03-08,19693,3291592.616122901,167.14531133513944,13576,2089,19893.85714285714,3333686.824587035
2022-03-09,19016,3168811.4857483837,166.6392241138191,13132,2132,19983.14285714286,3336640.3054212173
2022-03-10,19538,3236562.009047486,165.65472459041283,13360,2123,20022.571428571428,3339333.19418594
2022-03-11,20743,3572288.0697782217,172.21655834634439,13925,2176,20100.428571428572,3365354.0645117094
2022-03-12,21402,3623531.087881962,169.3080594281825,14186,2189,20131.0,3376721.3159380783
2022-03-13,21982,3622980.015911263,164.8157590715705,14422,2180,20357.14285714286,3405751.220827911
2022-03-14,22230,3702134.4919316773,166.53776391955364,14535,2203,20657.714285714286,3459699.9680602704
2022-03-15,20401,3384755.062546846,165.911232907546,13788,2136,20758.85714285714,3473008.888977977
2022-03-16,19513,3283496.7959718807,168.27226956243945,13403,2159,20829.85714285714,3489392.5047241906
2022-03-17,22684,3795890.7493754746,167.3378041516256,14668,2216,21279.285714285714,3569296.6104853316
2022-03-18,24687,4116554.5279399473,166.74988973710646,15495,2234,21842.714285714286,3647048.961651293
2022-03-19,25138,4218520.393234385,167.81447980087458,15588,2272,22376.428571428572,3732047.433844496
2022-03-20,24953,4277616.829414867,171.42695585359945,15575,2292,22800.85714285714,3825566.9786307253
2022-03-21,24818,4189886.157237307,168.82448856625462,15504,2306,23170.571428571428,3895245.7879601014
2022-03-22,21860,3629533.271529776,166.03537381197512,14341,2165,23379.0,3930214.1035290915
2022-03-23,19490,3239056.8917712867,166.19070763321122,13353,2124,23375.714285714286,3923865.5457861493
2022-03-24,19869,3405228.0308006513,171.38396652074343,13526,2108,22973.571428571428,3868056.5859897463
2022-03-25,22765,3788063.7223916533,166.3985821388822,14709,2183,22699.0,3821129.328054275
2022-03-26,23025,3892645.7162128016,169.06170320142462,14800,2204,22397.14285714286,3774575.802765478
2022-03-27,22003,3629907.919882619,164.97331817854925,14454,2222,21975.714285714286,3682045.9585465854
2022-03-28,22343,3732528.856000945,167.05584997542607,14545,2219,21622.14285714286,3616709.201227105
2022-03-29,20392,3392575.9144943217,166.3679832529581,13769,2148,21412.428571428572,3582858.15022204
2022-03-30,19971,3308606.371199435,165.67054084419584,13608,2132,21481.14285714286,3592793.7901403466
2022-03-31,21697,3686230.1917432407,169.89584697162007,14339,2188,21742.285714285714,3632936.9559892877
2022-04-01,22301,3704248.321816462,166.10234168048348,14552,2229,21676.0,3620963.327335689
2022-04-02,21501,3519868.748082284,163.7072112033061,14210,2157,21458.285714285714,3567709.474745616
2022-04-03,22352,3675363.0794721646,164.43106117896227,14570,2182,21508.14285714286,3574203.068972693
2022-04-04,20524,3521769.7949899,171.59275945185638,13811,2105,21248.285714285714,3544094.6316854013
2022-04-05,21118,3344396.498614239,158.36710382679416,14069,2156,21352.0,3537211.8579882463
2022-04-06,20214,3403081.737992362,168.35271287188888,13746,2149,21386.714285714286,3550708.338958665
2022-04-07,20999,3496114.0167306773,166.48954791802836,13993,2157,21287.0,3523548.8853854416
2022-04-08,22032,3675764.389191828,166.83752674254848,14446,2205,21248.571428571428,3519479.752153351
2022-04-09,22402,3624567.6828623796,161.79661114464687,14544,2205,21377.285714285714,3534436.7428362216
2022-04-10,22474,3728106.863980186,165.8853281116039,14736,2225,21394.714285714286,3541971.5691945106
2022-04-11,22624,3777701.488481345,166.97761176102128,14807,2176,21694.714285714286,3578533.239693288
2022-04-12,20631,3437503.997355725,166.61838967358466,13848,2126,21625.14285714286,3591834.310942072
2022-04-13,21397,3625772.097163746,169.45235767461543,14140,2206,21794.14285714286,3623647.2193951267
2022-04-14,22312,3788147.466393287,169.7807218713377,14467,2220,21981.714285714286,3665366.2836326426
2022-04-15,24616,4126989.17368532,167.6547438123708,15393,2287,22350.85714285714,3729826.9671317125
2022-04-16,24695,4076642.813919266,165.0796847102355,15440,2212,22678.428571428572,3794409.128711268
2022-04-17,23575,3963359.627029934,168.11705735015627,15014,2207,22835.714285714286,3828016.666289803
2022-04-18,24198,4163023.0205552108,172.03996282978804,15278,2270,23060.571428571428,3883062.5994432126
2022-04-19,21536,3683792.016111915,171.05274963372563,14285,2183,23189.85714285714,3918246.602122668
2022-04-20,22769,3808061.1055603833,167.24762201064533,14779,2167,23385.85714285714,3944287.889036474
2022-04-21,22891,3878086.880742686,169.41535453858222,14744,2225,23468.571428571428,3957136.3768006735
2022-04-22,23799,4064028.324945828,170.7646676308176,15202,2286,23351.85714285714,3948141.969837889
2022-04-23,23406,4077852.5384338223,174.22253005356842,14943,2248,23167.714285714286,3948314.7876256825
2022-04-24,22503,3684831.16650582,163.74844094146647,14601,2193,23014.571428571428,3908525.0075508095
2022-04-25,20822,3594697.1249051197,172.63937781697817,13928,2126,22532.285714285714,3827335.5938865105
2022-04-26,21900,3602858.409058205,164.51408260539748,14380,2191,22584.285714285714,3815773.6500216946
2022-04-27,21747,3541956.0899808295,162.87102082957784,14270,2146,22438.285714285714,3777758.6477960446
2022-04-28,23401,3771305.3298077937,161.1600072564332,14975,2277,22511.14285714286,3762504.140519631
2022-04-29,24752,4112741.5881292927,166.15795039307096,15484,2219,22647.285714285714,3769463.1781172687
2022-04-30,25541,4301341.914214886,168.40929933107105,15734,2313,22952.285714285714,3801390.231800278
2022-05-01,24642,4183376.6411890066,169.76611643490816,15414,2277,23257.85714285714,3872611.0138978763
2022-05-02,24441,4036724.796989953,165.1620145243629,15427,2272,23774.85714285714,3935757.824195709
2022-05-03,23511,3823438.37931111,162.6233839186385,15066,2246,24005.0,3967269.2485175533
2022-05-04,22913,3866907.723125049,168.76479392157503,14808,2215,24171.571428571428,4013690.9103952986
2022-05-05,24084,4048242.033176732,168.08844183593803,15255,2298,24269.14285714286,4053253.2965908614
2022-05-06,24688,3938463.8766509923,159.5294830140551,15523,2282,24260.0,4028356.4806653894
2022-05-07,24970,4046184.304243076,162.0418223565509,15558,2282,24178.428571428572,3991905.39352656
2022-05-08,24154,4008205.795713753,165.94376897051225,15272,2263,24108.714285714286,3966880.987030095
2022-05-09,23735,3782616.1180228055,159.36870099105985,15035,2223,24007.85714285714,3930579.7471776456
2022-05-10,22297,3778871.61469264,169.47892607492668,14602,2198,23834.428571428572,3924213.066517864
2022-05-11,22110,3629733.5009986535,164.16705115326337,14431,2194,23719.714285714286,3890331.0347855217
2022-05-12,23069,3903354.329591593,169.20344746593233,14856,2232,23574.714285714286,3869632.791416216
2022-05-13,24191,3909671.444211051,161.61677666119843,15291,2203,23503.714285714286,3865519.586781939
2022-05-14,25226,4245588.982183858,168.30210822896447,15694,2310,23540.285714285714,3894005.9693449074
2022-05-15,25263,4237525.407250248,167.73642905633724,15581,2303,23698.714285714286,3926765.913850121
2022-05-16,25605,4143451.6527075437,161.8219743295272,15744,2235,23965.85714285714,3978313.847376513
2022-05-17,24224,4106891.6995968604,169.53813158837767,15252,2254,24241.14285714286,4025173.859505687
2022-05-18,24311,3923392.9709239188,161.38344662596845,15454,2233,24555.571428571428,4067125.2123521534
2022-05-19,25907,4489561.3087494,173.295298905678,15918,2310,24961.0,4150869.066517554
2022-05-20,26770,4453899.996699503,166.3765407807061,16205,2315,25329.428571428572,4228616.002587332
2022-05-21,26676,4417363.337872305,165.59316756156488,16144,2329,25536.571428571428,4253155.196257112
2022-05-22,26088,4244164.358390235,162.68645961324117,16007,2314,25654.428571428572,4254103.617848539
2022-05-23,24639,4084947.9866926237,165.7919553022697,15327,2307,25516.428571428572,4245745.951274978
2022-05-24,23838,3874654.4983086335,162.54108978557906,15163,2233,25461.285714285714,4212569.208233803
2022-05-25,23767,3881140.8603438875,163.29956916497193,15197,2202,25383.571428571428,4206533.192436655
2022-05-26,23419,3873458.785843516,165.39812911924147,14999,2197,25028.14285714286,4118518.5463072434
2022-05-27,25348,4243242.130893789,167.39948441272642,15722,2315,24825.0,4088424.5654778555
2022-05-28,26759,4391131.622345851,164.099242211811,16171,2342,24836.85714285714,4084677.1775455056
2022-05-29,25457,4263125.539322596,167.46378360853973,15765,2278,24746.714285714286,4087385.9176786994
2022-05-30,24988,4284937.650907934,171.47981634816446,15523,2294,24796.571428571428,4115955.869709458
2022-05-31,25589,4202748.888025853,164.24045050708713,15778,2291,25046.714285714286,4162826.496811918
2022-06-01,23237,3898467.6408170452,167.769834351123,14942,2251,24971.0,4165301.751165226
2022-06-02,23761,4082061.5926920786,171.79670858516386,15114,2261,25019.85714285714,4195102.152143592
2022-06-03,24918,4199902.415522371,168.54893713469667,15570,2281,24958.428571428572,4188910.7642333894
2022-06-04,25044,4184768.489482822,167.09664947623472,15603,2268,24713.428571428572,4159430.316681529
2022-06-05,25223,4307819.189403157,170.78932678123763,15619,2276,24680.0,4165815.1238358943
2022-06-06,24888,4082261.4144211835,164.02528987548953,15545,2231,24665.714285714286,4136861.375766359
2022-06-07,24295,3997480.969368253,164.53924549776715,15258,2254,24480.85714285714,4107537.3873867015
2022-06-08,24157,3881706.993779114,160.68663301648027,15267,2207,24612.285714285714,4105143.0092384256
2022-06-09,24665,3949200.2120496696,160.1135297810529,15495,2269,24741.428571428572,4086162.8120037955
2022-06-10,25439,4189849.7595254816,164.70182631099814,15779,2281,24815.85714285714,4084726.718289954
2022-06-11,25598,4205866.906693208,164.30451233272944,15758,2302,24895.0,4087740.7778914385
2022-06-12,24785,4101976.8351316955,165.50239399361288,15533,2277,24832.428571428572,4058334.727281229
2022-06-13,24742,4309383.970048534,174.17282232837013,15510,2272,24811.571428571428,4090780.806656565
2022-06-14,24482,4111596.474070672,167.94365142025455,15500,2284,24838.285714285714,4107083.0216140533
2022-06-15,24250,4165892.7207681728,171.78939054714115,15297,2290,24851.571428571428,4147680.9826124907
2022-06-16,25644,4153353.1076604025,161.9619836086571,15804,2274,24991.428571428572,4176845.6819854523
2022-06-17,26128,4244903.534207459,162.46568945986905,15866,2293,25089.85714285714,4184710.5069400207
2022-06-18,26447,4388656.188352342,165.94155058616636,16043,2343,25211.14285714286,4210823.261462754
2022-06-19,24923,4285052.613069664,171.9316540171594,15595,2304,25230.85714285714,4236976.944025321
2022-06-20,25682,4359007.871090319,169.73007830738723,15794,2295,25365.14285714286,4244066.072745576
2022-06-21,24920,4139309.626808705,166.103917608696,15559,2262,25427.714285714286,4248025.094565295
2022-06-22,24373,4069095.537451453,166.95095135811977,15348,2249,25445.285714285714,4234196.925520049
2022-06-23,24342,4013309.1569718737,164.87179184010654,15366,2265,25259.285714285714,4214190.646850259
2022-06-24,26112,4283298.978204038,164.0356532706816,16030,2302,25257.0,4219675.710278342
2022-06-25,26662,4493450.397189379,168.53388332418342,16075,2312,25287.714285714286,4234646.311540776
2022-06-26,26022,4377668.9464058615,168.22953448642923,15953,2282,25444.714285714286,4247877.21630309
2022-06-27,25928,4225108.7482891595,162.95544385564483,15937,2298,25479.85714285714,4228748.770188638
2022-06-28,25079,4061633.2122815577,161.9535552566513,15579,2224,25502.571428571428,4217652.1395419035
2022-06-29,25357,4125238.290858365,162.68637026692295,15606,2288,25643.14285714286,4225672.532885748
2022-06-30,27081,4290667.081103785,158.43828075417395,16300,2284,26034.428571428572,4265295.093476021
2022-07-01,26283,4477889.6075519305,170.3720887095054,15928,2307,26058.85714285714,4293093.754811434
2022-07-02,26221,4363895.51700413,166.42750150658367,16010,2302,25995.85714285714,4274585.91478497
2022-07-03,24725,4103556.9337453237,165.96792451952774,15468,2259,25810.571428571428,4235427.0558334645
2022-07-04,23660,3908225.6191010084,165.1828241378279,15090,2221,25486.571428571428,4190158.0373780145
2022-07-05,23739,3984294.0831508823,167.837486126243,15091,2218,25295.14285714286,4179109.5903593465
2022-07-06,22863,3864722.2759745736,169.0382835137372,14768,2235,24938.85714285714,4141893.016804519
2022-07-07,23648,4005849.6508676987,169.3948600671388,14976,2255,24448.428571428572,4101204.812485079
2022-07-08,25172,4017230.88257219,159.59124751995034,15686,2327,24289.714285714286,4035396.423202258
2022-07-09,25902,4293851.346762546,165.77296528308804,15890,2292,24244.14285714286,4025390.1131677455
2022-07-10,24963,4072335.680443313,163.13486682062705,15530,2317,24278.14285714286,4020929.9341246015
2022-07-11,24169,4014070.695482053,166.0834414118107,15270,2255,24350.85714285714,4036050.6593218935
2022-07-12,24046,3866250.6906188163,160.78560636358714,15191,2255,24394.714285714286,4019187.3175315983
2022-07-13,24702,4129347.1497451453,167.16651079852423,15422,2258,24657.428571428572,4056990.8709273944
2022-07-14,26238,4376358.932847448,166.79468453569052,16013,2317,25027.428571428572,4109920.7683530725
2022-07-15,28254,4664921.667239317,165.1065925971302,16617,2344,25467.714285714286,4202448.0233055195
2022-07-16,28102,4775233.944640713,169.92505674474106,16647,2344,25782.0,4271216.9658595435
2022-07-17,25967,4213942.151382206,162.28066974938213,15918,2296,25925.428571428572,4291446.461707957
2022-07-18,25735,4250666.709067285,165.17065121691414,15750,2273,26149.14285714286,4325245.892220133
2022-07-19,25736,4323327.381744875,167.98754203236223,15766,2251,26390.571428571428,4390542.562380998
2022-07-20,25021,4134022.376032034,165.2221084701664,15604,2261,26436.14285714286,4391210.451850554
2022-07-21,25790,4375575.137154194,169.6616958958586,15866,2273,26372.14285714286,4391098.481037231
2022-07-22,26706,4329586.111291728,162.12035165474904,16164,2312,26151.0,4343193.401616148
2022-07-23,27267,4597689.665342428,168.6173640423379,16273,2351,26031.714285714286,4317829.933144964
2022-07-24,25996,4264131.787126315,164.0303041670378,15874,2286,26035.85714285714,4324999.881108408
2022-07-25,25488,4196604.1242684955,164.65019319948587,15753,2245,26000.571428571428,4317276.654708581
2022-07-26,24933,4182395.1810506238,167.74536481974187,15536,2268,25885.85714285714,4297143.483180831
2022-07-27,24765,4171269.9437857587,168.4340780854334,15473,2268,25849.285714285714,4302464.564288506
2022-07-28,25417,4193434.6949602035,164.98543081245637,15711,2304,25796.0,4276444.501117936
2022-07-29,26528,4213057.179183984,158.81548474004765,16154,2295,25770.571428571428,4259797.510816829
2022-07-30,27166,4467530.895050664,164.45302565893633,16289,2336,25756.14285714286,4241203.400775149
2022-07-31,26271,4412269.284417534,167.95208726038348,15959,2345,25795.428571428572,4262365.90038818
2022-08-01,25314,4283467.5753848385,169.21338292584494,15640,2289,25770.571428571428,4274774.964833372
2022-08-02,24153,3957010.4371905173,163.83101218028887,15250,2219,25659.14285714286,4242577.144281929
2022-08-03,24276,3936607.6981612802,162.16047529087496,15343,2263,25589.285714285714,4209053.966335574
2022-08-04,25042,4140793.514973174,165.35394596969786,15659,2283,25535.714285714286,4201533.797765999
2022-08-05,25746,4281251.350577918,166.28801952062136,15800,2328,25424.0,4211275.822250847
2022-08-06,26991,4530348.939432902,167.84665034392583,16295,2301,25399.0,4220249.828591166
2022-08-07,26047,4308722.091489842,165.4210500821531,15845,2333,25367.0,4205457.372458639
2022-08-08,26131,4336050.598925175,165.93511916593988,15964,2328,25483.714285714286,4212969.232964401
2022-08-09,24806,4077447.0748484456,164.37342073887146,15537,2254,25577.0,4230174.466915534
2022-08-10,24667,4295708.650282131,174.14799733579807,15437,2285,25632.85714285714,4281474.602932798
2022-08-11,24680,4091884.171821903,165.79757584367516,15496,2268,25581.14285714286,4274487.553911188
2022-08-12,26291,4358652.188905027,165.78495260374373,15983,2286,25659.0,4285544.816529347
2022-08-13,27494,4574321.90378741,166.3752783802797,16334,2333,25730.85714285714,4291826.66857999
2022-08-14,28920,4757485.423568335,164.50502847746665,16811,2339,26141.285714285714,4355935.716019775
2022-08-15,28423,4753951.927309043,167.25721870699937,16689,2395,26468.714285714286,4415635.905788899
2022-08-16,27704,4527056.1973325005,163.40803484451706,16398,2325,26882.714285714286,4479865.780429479
2022-08-17,25074,4103573.3945804667,163.6585066036718,15623,2262,26940.85714285714,4452417.8867578115
2022-08-18,26381,4345270.851887982,164.71213569948003,15999,2311,27183.85714285714,4488615.983910109
2022-08-19,29577,4962916.3429902885,167.796475064756,17040,2353,27653.285714285714,4574939.434493718
2022-08-20,31891,5361524.41290037,168.120297667065,17750,2437,28281.428571428572,4687396.93579557
2022-08-21,30622,5021405.876666665,163.98033690375107,17376,2416,28524.571428571428,4725099.85766676
2022-08-22,29323,4995335.594280004,170.35554323500335,17086,2416,28653.14285714286,4759583.238662611
2022-08-23,26142,4386910.967008297,167.8108395305752,15928,2313,28430.0,4739562.491473439
2022-08-24,24828,4181870.2704163766,168.4336342200893,15455,2232,28394.85714285714,4750747.759449998
2022-08-25,25881,4155901.50488252,160.57731559377612,15935,2278,28323.428571428572,4723694.9955920745
2022-08-26,26882,4582486.341584888,170.4667190530797,16131,2333,27938.428571428572,4669347.85253416
2022-08-27,27428,4380623.800321867,159.71357008611153,16293,2329,27300.85714285714,4529219.193594374
2022-08-28,27030,4557212.399587264,168.59831297030203,16302,2351,26787.714285714286,4462905.839725888
2022-08-29,26431,4425329.042104442,167.4294972609603,16047,2297,26374.571428571428,4381476.332272236
2022-08-30,26417,4295309.129376365,162.59640115745032,15983,2331,26413.85714285714,4368390.355467674
2022-08-31,26552,4303125.642630292,162.06408717348194,16139,2299,26660.14285714286,4385712.551498234
2022-09-01,26571,4453850.230341493,167.62072298150213,16130,2353,26758.714285714286,4428276.65513523
2022-09-02,27735,4687558.334800914,169.01237911667258,16396,2324,26880.571428571428,4443286.939880377
2022-09-03,28543,4764714.795199852,166.9311142907141,16731,2342,27039.85714285714,4498157.0820058035
2022-09-04,27563,4603151.857064173,167.00474756246317,16512,2368,27116.0,4504719.861645361
2022-09-05,26081,4246087.577048553,162.8038640024751,15959,2317,27066.0,4479113.938065949
2022-09-06,27229,4601191.792942765,168.98129909077693,16293,2354,27182.0,4522811.461432578
2022-09-07,25569,4251866.317851713,166.28989471045847,15763,2307,27041.571428571428,4515488.7007499235
2022-09-08,25866,4077703.5848167967,157.6472428986622,15785,2276,26940.85714285714,4461753.465674967
2022-09-09,27108,4595719.880100692,169.53371256089315,16224,2320,26851.285714285714,4448633.686432078
2022-09-10,27758,4609976.158579361,166.0773888096895,16412,2345,26739.14285714286,4426528.166914864
2022-09-11,26638,4461866.776189726,167.5000666787944,16109,2319,26607.0,4406344.5839328
2022-09-12,26763,4440642.276785552,165.9246824640568,16118,2297,26704.428571428572,4434138.1124666575
2022-09-13,25785,4196204.984195858,162.73821928236796,15859,2304,26498.14285714286,4376282.8540742425
2022-09-14,25308,4163183.46934177,164.50069026954995,15693,2260,26460.85714285714,4363613.8757156795
2022-09-15,27649,4426054.121899423,160.08007963757905,16488,2320,26715.571428571428,4413378.238156054
2022-09-16,28579,4792100.509385138,167.67908287151886,16670,2373,26925.714285714286,4441432.613768118
2022-09-17,29064,4892022.058018213,168.31895327615652,16898,2382,27112.285714285714,4481724.885116526
2022-09-18,27677,4592542.580146385,165.93353976754653,16455,2375,27260.714285714286,4500392.857110335
2022-09-19,28005,4590365.614108286,163.9123590111868,16454,2333,27438.14285714286,4521781.905299297
2022-09-20,26681,4392772.298423284,164.64046693989295,16271,2312,27566.14285714286,4549862.950188928
2022-09-21,26271,4387685.686616061,167.01631786441556,15973,2282,27703.714285714286,4581934.695513828
2022-09-22,26828,4385144.07399183,163.45400603816276,16177,2303,27586.428571428572,4576090.4029556
2022-09-23,28193,4680415.508984526,166.01339016722326,16623,2348,27531.285714285714,4560135.402898369
2022-09-24,29139,4780986.357941386,164.0751692900026,16925,2357,27542.0,4544273.160030251
